W, K, empty_0, Slope, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.004382451653246182, 8960.547257867542, 0, 0.002290201807117175, 0, 0, 0, 0, 1.0, 0.245802865004592, 17063.856658284552
0.004382451653246182, 8960.547257867542, 0, 0.00030994511023520513, 0, 0, 0, 0, 1.0, 0.245802865004592, 17024.574734757676
0.004382451653246182, 8960.547257867542, 0, 4.1946509281484634e-05, 0, 0, 0, 0, 1.0, 0.245802865004592, 16800.14282633089
0.004382451653246182, 8960.547257867542, 0, 5.6768427143969266e-06, 0, 0, 0, 0, 1.0, 0.245802865004592, 16319.433799999419
0.03238218111668741, 8960.547257867542, 0, 5.6768427143969266e-06, 0, 0, 0, 0, 1.0, 0.245802865004592, 15873.84711542269
0.23927375287693606, 8960.547257867542, 0, 5.6768427143969266e-06, 0, 0, 0, 0, 1.0, 0.245802865004592, 15378.451855499134
0.23927375287693606, 8960.547257867542, 0, 4.194650928148464e-05, 0, 0, 0, 0, 1.0, 0.245802865004592, 15059.618144619017
0.23927375287693606, 66209.98636550247, 0, 4.194650928148464e-05, 0, 0, 0, 0, 1.0, 0.245802865004592, 14901.179098848299
0.23927375287693606, 489229.3035641312, 0, 4.194650928148464e-05, 0, 0, 0, 0, 1.0, 0.245802865004592, 14878.968065735196
0.23927375287693606, 489229.3035641312, 0, 1.5431258393565288e-05, 0, 0, 0, 0, 1.0, 0.245802865004592, 14688.7257757256
0.23927375287693606, 162850.2884542491, 0, 1.5431258393565288e-05, 0, 0, 0, 0, 1.0, 0.245802865004592, 14640.937111053197
0.23927375287693606, 48561.512971429474, 0, 1.5431258393565288e-05, 0, 0, 0, 0, 1.0, 0.245802865004592, 14497.843611966628
0.23927375287693606, 12830.578958872224, 0, 1.5431258393565288e-05, 0, 0, 0, 0, 1.0, 0.245802865004592, 14209.851970388394
0.23927375287693606, 6170.508830593822, 0, 1.5431258393565288e-05, 0, 0, 0, 0, 1.0, 0.245802865004592, 14193.887696859902
0.23927375287693606, 6170.508830593822, 0, 1.5431258393565288e-05, 0, 0, 0, 0, 1.0, 0.3676595422068551, 14099.79615149655
0.15365626403883714, 6170.508830593822, 0, 1.5431258393565288e-05, 0, 0, 0, 0, 1.0, 0.3676595422068551, 13781.18248447673
0.15365626403883714, 6170.508830593822, 0, 9.480299826589303e-06, 0, 0, 0, 0, 1.0, 0.3676595422068551, 13282.405336928541
0.15365626403883714, 6170.508830593822, 0, 5.547341148056038e-06, 0, 0, 0, 0, 1.0, 0.3676595422068551, 13011.055628521268
0.1144312944706988, 6170.508830593822, 0, 5.547341148056038e-06, 0, 0, 0, 0, 1.0, 0.3676595422068551, 12960.11482443066
0.1144312944706988, 8533.495875286737, 0, 5.547341148056038e-06, 0, 0, 0, 0, 1.0, 0.3676595422068551, 12619.579710830069
0.1144312944706988, 12190.277390162262, 0, 5.547341148056038e-06, 0, 0, 0, 0, 1.0, 0.3676595422068551, 12438.719827771965
0.1144312944706988, 14832.051370817024, 0, 5.547341148056038e-06, 0, 0, 0, 0, 1.0, 0.3676595422068551, 12423.355937651508
0.1144312944706988, 14832.051370817024, 0, 6.8832139822193575e-06, 0, 0, 0, 0, 1.0, 0.3676595422068551, 12404.155112650382
0.1144312944706988, 18805.212994105612, 0, 6.8832139822193575e-06, 0, 0, 0, 0, 1.0, 0.3676595422068551, 12371.258907398686
0.10042745131005303, 18805.212994105612, 0, 6.8832139822193575e-06, 0, 0, 0, 0, 1.0, 0.3676595422068551, 12292.254038996303
0.10042745131005303, 18805.212994105612, 0, 6.8832139822193575e-06, 0, 0, 0, 0, 1.0, 0.4244313439395121, 12223.588773584392
0.10042745131005303, 22022.976940362536, 0, 6.8832139822193575e-06, 0, 0, 0, 0, 1.0, 0.4244313439395121, 12174.624067309147
0.10042745131005303, 26201.947256493113, 0, 6.8832139822193575e-06, 0, 0, 0, 0, 1.0, 0.4244313439395121, 12137.063188221477
0.10042745131005303, 31720.269356497727, 0, 6.8832139822193575e-06, 0, 0, 0, 0, 1.0, 0.4244313439395121, 12111.386993293643
0.10042745131005303, 39141.773077148086, 0, 6.8832139822193575e-06, 0, 0, 0, 0, 1.0, 0.4244313439395121, 12097.188517556298
0.09478594479553651, 39141.773077148086, 0, 6.8832139822193575e-06, 0, 0, 0, 0, 1.0, 0.4244313439395121, 12051.450034908417
