,Time,1-cell,4-cells,8-cells,16-cells
0,0.0,92.0,0.0,0.0,0.0
1,24.0,115.66666666666667,79.33333333333333,0.0,0.0
2,48.0,50.61333333333334,341.12,581.0133333333334,16.0
3,72.0,1262.3333333333333,0.0,0.0,0.0
4,96.0,3726.6666666666665,0.0,0.0,0.0
5,120.0,5467.333333333333,0.0,0.0,0.0
