,W,K,Scale,Min_effect,P_comp,D_comp,Deviation
0,0.4170698808720036,4041.5594727521798,70715.14474725572,0.00021637136393730703,1.0,0.2253561114585697,13412.003217507488
1,0.10416620730878276,1895550.2037586104,83959.35547168247,0.04930994162211108,1.0,0.3732566108311144,11303.883756568866
2,0.0102691678391059,8754.150252221683,3.4208047904644525,0.0040214098512235215,1.0,1.3576045349306956,17067.276641733664
3,0.011603756609806837,6312.35196890703,4.6800473904668065,0.026403635200999264,1.0,0.7277461233395979,17067.400362157212
4,0.1009788938814819,492263.7291088279,15553.432973366964,9.895630932167227e-05,1.0,1.0269471735689495,11823.30218470705
5,48.716192731646395,2198.199172888309,54096.2007526167,0.016634114072510208,1.0,0.13472416155774772,13703.14098070147
6,0.1325605910791892,48236.49412413921,30640.3022024685,0.07644445260768512,1.0,1.5580550837542653,10793.836213868
7,0.7321406529533584,7851.895600234203,3.5575990521527885,0.01144616365995015,1.0,0.1538045539167647,17067.40275123567
8,0.0019452518570297985,2997.9007608730653,90.31157913260107,0.9405419723179078,1.0,0.30342097488590475,17067.402751231202
9,0.005481805248954357,1447.275593110258,41.35771429838178,0.29682211269277825,1.0,0.23947628777480845,17067.402678577688
10,5.364008065576101,3311.662233931842,4235.706088999693,0.00023552682494038129,1.0,2.5200358168473134,13354.518940370772
11,0.7171275910604649,29507.73347652378,2281.683812521649,0.00014434854778024072,1.0,1.1320274207777323,14470.10785899943
12,0.8189531109697721,1415.4428243859372,6.33386724962793,0.6086353833634429,1.0,0.1619537831664764,17067.500346837856
13,0.0013494074972971789,7074.937868798892,2.2554283553815737,0.01947478003054274,1.0,0.406257785947212,17067.402751159436
14,0.4174970013016406,78152.05865624589,107380.10444316396,0.35855417663869044,1.0,1.4377460686792078,9700.619252695937
15,0.22294523058502447,1146.4446435563245,1.4685830929288295,0.0002904658843369382,1.0,0.32742041860080434,17067.40275123081
16,0.060692907101642025,8244.536118566397,41.267474470129535,0.033292940208036914,1.0,0.043089789824324994,17067.402751232363
17,0.0975232920129746,1155304.8124400105,22486.940000662133,0.00012360875405209744,1.0,0.6856750848189496,11829.953787235068
18,0.5746684983056322,1402.1979641314758,65.25005878055936,0.006749863460394735,1.0,0.018280708269597344,17067.402473183593
19,0.4179619899714721,63836.15924096905,7079.1376722638015,0.0006427550395960687,1.0,0.4773302679700427,14449.583640772367
20,0.0149841804718262,3145.393521004388,1639.7232696102935,0.06559842604123617,1.0,0.033143367239185706,17066.92677272289
21,0.11053252305475253,283836.73531647865,34999.09722265228,0.05515733115251142,1.0,0.943907972381824,11129.864375968911
22,0.0025422947461737912,3715.5990421527504,23.262213004776587,0.13689162489727935,1.0,0.3473920057336336,17067.40164353581
23,0.10957371938381462,26549.24763641213,26972.183950541763,3.514527940782153e-05,1.0,0.5734917340599723,11980.811712158717
24,0.15105893733564152,22942.435873189082,181143.7805687609,0.09115555451522762,1.0,0.98441884286437,10804.418410271745
25,0.00290682679625442,1614.3208484828922,92.07398086178749,0.002965847215630113,1.0,0.011977350382970316,17067.40275123185
26,0.047863354145194166,4080.204154206501,2.6368904518125404,0.8914048940563825,1.0,0.10654805472188704,17067.402751232017
27,0.019370402639339142,930.0795757098036,177983.28821612685,0.00047075179405782345,1.0,0.2087866394137844,16063.066627057096
28,0.11073899526551416,23108.241107907128,7925.481467141994,0.0006853173408333023,1.0,2.0236854529199446,11978.086665379255
29,0.09607626334807012,895213.9197939256,29201.62734032114,0.00013351406114044657,1.0,0.5225362323663649,11856.113975410472
30,0.9066112589852936,1772.663131046072,16.824807861454047,0.00013922098840240006,1.0,0.03374869193673408,17067.402909604618
31,0.0012264139950754858,3073.815565850249,68.72614553864861,0.4732648870303355,1.0,0.03072762964496568,17067.402751230187
32,0.03820395802530998,3379.014762307532,7.165664116989182,0.0015281984676264436,1.0,0.017211578844682437,17067.40275123218
33,858.6597715519423,1892.4612545886675,152502.49388269312,0.0004906747193666427,1.0,0.003572209174175975,13972.330257118809
34,0.008990852575645443,4195.95783919751,11.156144637022312,0.14395355289914066,1.0,0.06164893640152616,17067.402751232643
35,0.006047754586844653,5449.075001059682,5.438590323007329,0.9258496124028178,1.0,0.2990730547548556,17067.402751232155
36,0.007398978702868512,1073.4789866874942,1.5427375007865634,0.0019032461209336515,1.0,0.038724306306995616,17067.40275123294
37,0.013674853893564879,4397.613573551429,37.22513779425456,0.018428623484169016,1.0,0.01088283408801358,17067.40275123208
38,0.003368045023878898,9203.384345219609,6.441072733968397,0.009949903609125331,1.0,0.0444269566824576,17067.40275123559
39,255.9371589032219,2172.854433389713,10502.937396757025,0.16908809032442373,1.0,0.30036968887735144,13733.701946945057
40,0.10025394886246117,906920.8760318595,7845.217008755937,0.04344043878924022,1.0,3.772205109318648,11434.178305953908
