,W,K,Threshold,Effect,Flag_consumption_model,Init_conc_comp,D_comp,Deviation
20,0.0548630418487116,9776.560719640729,6.1624836094009126e-06,0.3497613091983376,1.0,1.0,0.00026762333213127505,3842.1137681865057
21,0.0546684290981049,9852.518746290429,3.9209338548298685e-05,0.3471254627422056,1.0,1.0,0.00022729628718548507,3830.583227846929
22,0.006015569326426528,5226.865721009216,0.10332112860303126,0.0016371331267743506,1.0,1.0,1.709292028908137e-05,16018.624396426436
23,0.00576063872198716,5133.485363858419,0.0778040103013261,0.023617833709315302,1.0,1.0,3.2269553165809993e-06,16021.017680156434
24,0.009452445234939951,1491.8521318675512,0.003914935406748859,0.00039091707291707154,1.0,1.0,1.4379957143827909e-05,16019.879419487568
25,0.04250968809836361,28328.383736982018,0.8716874557884944,1.8647084283604185,1.0,1.0,5.087056399461492e-06,3418.5626441293043
26,0.041743363932960006,29230.118107261434,9.078416995814416e-05,5.847259045802613,1.0,1.0,0.0004055620218503607,3498.225633630555
27,0.012503119295839778,991.1340088434946,7.437949428474192e-05,0.0005779051446985271,1.0,1.0,1.1854898240129237e-06,16031.798926451447
28,0.036544475445374563,3406410.5147408415,0.10149563903029757,2.552448138019745,1.0,1.0,0.0005452459849276039,4667.294875749605
29,0.008071341079675248,8050.0108973622355,0.0006861495144525722,0.0009599713076529732,1.0,1.0,4.124688884203056e-05,16008.38254861129
30,0.0051926956910579155,41890.97372087623,0.0007467209190688988,2.0147727413443905,1.0,1.0,3.031815927560212e-06,16021.738277775175
31,0.00558695293144841,17596.542876020318,0.0010105356961662244,0.0003049442515574608,1.0,1.0,2.191203271519185e-06,16018.46389162829
32,0.007709693349442061,1708.7856820541006,5.712236091685195e-06,1.0435895168019191,1.0,1.0,1.0417966476153772e-06,16021.321911548042
33,0.039080000392304436,4099355.5354072894,0.15666897281206446,1.8056146666036144,1.0,1.0,8.615632397073764e-05,3667.2349743485793
34,0.010860922922179116,1465.3509305941745,0.00010207243910732909,0.010026042173136138,1.0,1.0,4.889811756294303e-06,16020.498376687474
35,0.005519537933193257,4866.976268692589,0.059144635323136935,0.013536317246149732,1.0,1.0,1.0002219796872022e-06,16023.790744112212
36,0.005308068101359968,86968.26185336316,0.0006292995079178859,4.165011909007701,1.0,1.0,1.1923261311627504e-06,16020.047280441104
37,0.005641223772154273,7919.759757859319,7.275370334253145e-06,0.0006125669550021044,1.0,1.0,0.0005755136073495768,16019.673969783998
38,0.007589854550241837,11673.99899597037,0.024271387403308437,0.00022853168818085122,1.0,1.0,1.3504118338381952e-05,16008.163182791643
39,0.007190590474246289,10975.714937979072,0.2881079512851706,0.00020916271628875982,1.0,1.0,5.337058795734246e-05,16009.076284778032
40,0.007922596496618148,9115.164315310927,3.7119690211341635e-05,0.06556838673258346,1.0,1.0,1.1950575000354268e-05,16008.216262734046
41,0.043615889015462685,12468.257557333503,5.8943968270449405,0.1304995357881017,1.0,1.0,1.6817711781432047e-06,5027.263700818518
42,0.04914880742204227,11317.511074245454,0.2685028553945292,0.2028710822088493,1.0,1.0,4.803726428633586e-05,3620.644253587983
43,0.04912501991170984,11243.702276520648,0.002027521338439377,0.3827696491238163,1.0,1.0,0.0002123792442806301,3577.466729854029
44,46.03815503833591,2386.2653335806813,0.0038494162721227306,0.024150817248587586,1.0,1.0,0.014880380685352537,11617.331058677704
45,32.18951495591297,2392.9089385029665,0.6699050115419302,0.023515289023326055,1.0,1.0,0.0008102958337124436,11548.902551970903
46,0.006924843137133258,6262.447879260741,0.001625243661058365,3.3166648757147423,1.0,1.0,7.142994555078424e-06,16011.841909083483
47,0.04980995249553615,10988.48996973109,1.5335274866060036e-05,0.19178688832222585,1.0,1.0,0.0003983251456115669,3656.946247013788
48,0.03952304937348532,22862.832686486705,1.7922054203982962,0.33629776238167075,1.0,1.0,4.2341355921825365e-07,4780.195212293658
49,0.006389612807799197,26221.97603152248,0.00784927291913232,0.10781149283597684,1.0,1.0,2.5383123584083915e-06,16011.582336246467
50,0.0053279471786910094,9941.780544001504,1.3709265393442872e-05,0.00013297151816406492,1.0,1.0,0.0005153450484633513,16022.48699477821
51,0.010653852961329351,82183.80912587348,0.0001397035851394054,1.7986150464842523,1.0,1.0,3.0310866305282268e-06,16019.988730559522
52,0.010769350778195332,73802.35309476104,4.006309659718279e-06,0.04792365409126844,1.0,1.0,2.213717267531805e-05,16020.984298643602
53,0.007237682495325544,50487.580005217336,0.0013634074354387355,0.016300364493640532,1.0,1.0,1.7653351719878582e-06,16007.640494087784
54,0.040766701286109985,78327.74042512322,0.03903736705279935,2.4445743561020485,1.0,1.0,0.00012227563686773986,3510.581533392119
55,0.008935151603362123,3018.3076526180525,7.476733697408887e-06,0.011557282913982605,1.0,1.0,1.9688858396064518e-06,16011.85251006156
56,0.0389270279607568,5529111.671121804,0.0002710094273847001,1.9468179313609637,1.0,1.0,0.00039292451120742715,3679.2982486381293
57,0.008100444977789324,17718.431653397576,0.0015956224130910205,0.00028172957879258454,1.0,1.0,0.00025101391373762947,16007.290116120075
58,0.007976399909704543,10079.740210046912,1.0053543167152022e-06,0.00031275035789785305,1.0,1.0,3.18125252839656e-05,16008.027273958423
59,0.008609332182805098,5999.789915228757,3.006654289317022e-05,0.008062329691157938,1.0,1.0,1.0237021269366869e-06,16009.1947381052
60,0.0368126839834494,1910289.053669792,0.039784646126365966,1.7736445935034266,1.0,1.0,0.0004884249086571863,4545.791278359462
61,0.04940868740598645,11188.170586663271,0.7505747308083917,0.20877970210640853,1.0,1.0,1.0390202011617707e-05,3625.7800952184057
62,0.04957576102151105,11036.682036665637,4.5505179723360684e-05,0.2012302958939003,1.0,1.0,0.000361191436601293,3639.519369877101
63,0.0543571565704996,9915.523677388292,0.8821364621911013,0.28262278673933466,1.0,1.0,2.949654673084815e-06,3869.862620866735
64,0.007720779626890672,24153.26175169515,7.24880669166598e-05,0.00032041847293762363,1.0,1.0,0.00011131295326116596,16007.279726242488
65,0.04983114520498323,10927.895121839752,0.02427697987561985,0.1938269964728695,1.0,1.0,0.00013420799872054172,3655.080286311776
66,0.050902960319502435,10376.386982264115,0.5482461922431222,0.17249090078409435,1.0,1.0,2.129029975707052e-05,3729.377424913145
67,26.21773903795053,2361.2460154778805,0.0037026305379744538,0.024134208694447285,1.0,1.0,0.02069117767733021,11598.356196123257
68,0.00585631504531699,11168.132566089542,6.924602780820834e-06,0.0042749955237937854,1.0,1.0,4.192997915494353e-05,16016.924907755909
69,0.010086311184752691,53539.84345437471,1.3549950506039542e-06,0.9783139394459976,1.0,1.0,1.1883051423323405e-05,16015.32086600028
70,0.006520160893035132,25923.23814446984,0.004119962206214305,0.00016880145492552176,1.0,1.0,2.4078594402674835e-05,16010.841417375965
71,0.010539773987434331,5120.339126020428,8.32432263656851e-05,0.15900505963376174,1.0,1.0,1.2261102966779007e-05,16016.033517431411
72,0.014078723780297894,1758.0988095699172,0.002135823523717886,0.06334712110422526,1.0,1.0,2.115559880200263e-06,16032.10534303867
73,0.05604275866718142,9861.307738850608,0.0002462574199645024,1.0008315961267498,1.0,1.0,0.00015988106462811531,4110.287092812092
74,0.011186784189678238,3737.057782725736,6.6783230945381e-06,0.1879632146713244,1.0,1.0,1.991958764755331e-06,16019.095371688858
75,0.006884674132979366,23820.82476629108,2.379650674393569e-05,0.000124578729273561,1.0,1.0,5.669556279352976e-05,16009.204874787041
76,0.0077245990499132285,11812.936074473415,1.577719097949473e-05,0.016422680959099403,1.0,1.0,1.1004330275138803e-05,16007.968255367545
77,0.006966295957469959,3866.1261648384143,0.0035858839554542164,1.4454213140500674,1.0,1.0,2.6887264264048103e-06,16014.317494442937
78,0.011467082197580298,1851.8406378539041,1.317211168575277e-06,0.0005376419030565124,1.0,1.0,0.00010465327406542784,16019.709085724468
79,0.04133854040563868,40400.963189710135,1.0267248125330199e-07,2.280796105973316,1.0,1.0,0.0006456169910391006,3495.4322396111766
80,0.008591145949883352,24248.66709903808,0.0013067878852437702,0.0005576421067958983,1.0,1.0,0.0005158854275938621,16002.683614552881
81,0.03865240096562255,2756010.9972448945,0.014322059480005797,2.116372117611807,1.0,1.0,0.00022095653108314463,3716.6626831539115
82,0.04081091261046195,42219.360156210096,0.002298056299899987,2.3596583850056314,1.0,1.0,0.0002677518311404099,3538.7776375098547
83,0.04979375374177528,10986.24004032468,4.490944119556953e-09,0.1938507669566052,1.0,1.0,0.0006930610780460902,3653.5131138156707
84,0.05761349645078569,8905.415905089048,3.1017279887242605e-05,0.3399412107389316,1.0,1.0,0.00021869502194478126,4025.6192171068456
85,0.037818042620027706,46610.65906884667,3.1244272077601005,1.466843497184484,1.0,1.0,2.7133904394327117e-06,4732.767180058531
86,0.009443889204286036,1626.882611751074,4.300256956963148e-05,0.00035886753286247297,1.0,1.0,0.0001375358363649171,16018.229453079362
87,0.0384687667543282,4394285.739788632,1.2031544536538384e-07,3.4643851477566714,1.0,1.0,0.0008915030900745232,3799.1872892197493
88,0.006094878147887001,16351.446847140069,0.00976704737060368,0.009658463997667292,1.0,1.0,1.4084087231519093e-05,16014.185466493027
89,0.055169825137847114,9632.157962866018,0.36666551803312,0.2699161167863783,1.0,1.0,2.3161841945675146e-05,3922.4251763042384
90,0.054483357563308674,9965.554274202628,0.02550068498369511,0.2903318790491897,1.0,1.0,8.536979108846351e-05,3870.8128595874236
91,0.007830995964326034,4297.491038968896,0.06735574692463339,0.00012360339675734314,1.0,1.0,3.635066034226831e-05,16010.67768398655
92,0.010625279572699264,7595.454268185858,0.011715076257517968,0.00376591911215559,1.0,1.0,1.954615944701544e-06,16017.338910000075
93,0.012578182583137412,2106.8321181464084,0.09455148839351188,0.0832748042033162,1.0,1.0,1.9713012850926307e-06,16024.778373028008
94,0.006193565617321208,2528.137766273162,0.00019923661146740602,0.02028095797834933,1.0,1.0,3.4940937020706603e-06,16023.885728442638
95,0.0365357509333223,9243677.098483933,0.0021398411706965038,11.256535013782337,1.0,1.0,0.0053653742921683355,4733.45347503718
96,0.005832483444998849,9903.235530720392,0.021213978987541626,0.00017143316669065406,1.0,1.0,0.0007840666138018182,16015.77827781121
97,0.005483145294620811,4773.377360660691,9.776879600831563e-05,0.6690094977023947,1.0,1.0,2.0508244223058603e-05,16024.312902764666
98,0.011244682262352222,5870.870151123902,1.3327795057878913e-06,5.025587582863073,1.0,1.0,6.715668966915537e-06,16021.111103238743
99,0.00990201556010246,73309.24349845044,0.02742472999992441,0.05308987731388422,1.0,1.0,7.133113435020558e-06,16014.113630774309
100,0.011368473470200322,11965.504176036358,1.7460397453514072e-05,0.00010038087025226497,1.0,1.0,0.00025224037927930424,16024.438204773565
101,0.05042989455251237,10479.884943127932,7.726732835975656e-17,0.18360013468662667,1.0,1.0,0.0013190427478963998,3699.1367763866333
102,0.018585508265886404,903.8844187378273,7.312785454536363e-06,0.0011109083921765617,1.0,1.0,1.0588533789860187e-05,16047.817597263545
103,0.006541319983147746,5622.378222371071,0.0002303629159004538,3.5525932376469362,1.0,1.0,3.1320717355904088e-06,16014.396114491266
104,0.0383353269712657,15768326.58738213,0.08095672348030772,5.380566388809157,1.0,1.0,0.00015834663218090934,3930.291813404781
105,0.007973437523201624,2209.111679045907,1.0155292318777376e-05,0.02161806729418784,1.0,1.0,4.2284232659845005e-06,16016.004107963865
106,0.00830712228847556,16728.72028650772,0.016060000781739227,0.0074053103961367215,1.0,1.0,2.275726412214225e-06,16007.672073233494
107,0.043776084442383865,12560.926138047416,3.2679531728985443,0.12069472157378246,1.0,1.0,1.8917693770729717e-06,5043.618880634274
108,21.612805874806654,2541.944016987166,3.465738902980476e-06,0.02355570955869029,1.0,1.0,0.006186769405354775,11512.581495866722
109,0.038928504013391534,1823792.5461968416,3.1566002434565564e-06,4.724240521254866,1.0,1.0,0.0006114039000510676,3681.80152417836
110,0.007950577820510884,2008.8202277747,0.0015457956963793092,7.069553294593318,1.0,1.0,4.4415687243217976e-06,16017.4588745712
111,0.007547123942618022,50296.409330419636,4.249692400668294e-05,0.00036659887744915266,1.0,1.0,3.4706827753823224e-05,16007.103813556494
112,0.03769885982591701,26033523.91578428,4.625089181192118e-05,6.707308017139279,1.0,1.0,0.0007051096327333282,4001.430683200609
113,0.04869398229147449,15240.052901901101,0.016709086116287443,14.46165968445873,1.0,1.0,9.784507466456782e-05,3730.3064260804736
114,21.625198677593346,2328.8970517924868,2.111556518177675,0.02169543073181123,1.0,1.0,0.00012614141471203318,11624.086621036276
115,0.050684005843850674,10324.587679850913,0.0008746677351389768,0.17684936362966844,1.0,1.0,0.00024930680899996666,3722.233018613241
116,0.006228452872787371,2240.477920960552,0.0002014539956987703,0.00016263604622202167,1.0,1.0,0.0003352171132714425,16025.392644741465
117,0.006171773668955006,26793.07590655956,0.013000476416420001,2.8992355931501854,1.0,1.0,7.579704610009171e-06,16012.983742272041
118,0.007058447816953863,1540.1822836061795,0.00011212377634401606,5.875855612177433,1.0,1.0,4.0756412625205385e-06,16027.161690313582
119,0.006676546802262556,45050.0787955508,0.0014157656007670865,0.0032869405806838247,1.0,1.0,3.983933758407453e-05,16009.657382316731
120,0.03648435006458785,6180189.69954311,2.3100024957261733,7.9078658807009505,1.0,1.0,2.0249313645491384e-06,4737.293743366634
121,0.05402195757529979,10105.400137239167,1.9159823086415308e-09,0.3755998682874551,1.0,1.0,0.00045580391872723525,3789.869396091814
122,0.007578081254565481,87103.11977536854,0.00017591477421217063,0.00016152516788134138,1.0,1.0,5.664285975410502e-06,16006.940709381155
123,0.054870366297688135,9724.906704267178,0.05498715010530829,0.2793357198304161,1.0,1.0,6.71925555869851e-05,3900.146472251576
124,0.05828240021983099,8461.170317094711,0.00420095073431219,0.1508222272938778,1.0,1.0,0.00014007035678540063,4396.09694775856
125,0.036455590559168465,3939066.2030511694,0.002136703913831276,5.6185296037242285,1.0,1.0,0.006461126064981754,4736.112194907939
126,0.05038847045568996,10378.18995046423,3.3639541382335843e-09,0.1866365997138077,1.0,1.0,0.0007008331016508555,3696.099696616743
127,0.03648906398950719,9381212.566534987,8.098541920215054e-05,6.8151788753633475,1.0,1.0,0.003915685364384356,4718.130117730349
128,0.036548948116320035,2546442.195086844,1.0945865474225318,1.1201960085922713,1.0,1.0,9.008182314966008e-05,4739.344007307218
129,0.008599713717298289,2730.059965329774,4.08077673731218e-05,0.18442754670888412,1.0,1.0,4.882703235396315e-06,16012.598108955688
130,0.04027005046578256,18301.010877631492,3.007159040239944,5.262927155025333,1.0,1.0,4.132833506970426e-06,4820.185334890083
131,0.04071799884172765,62935.50370657809,0.05872680914582056,5.664899846186062,1.0,1.0,0.00011284833369575288,3525.6523805922343
132,0.04360956496501852,12751.970567524246,1.4965167399591135,0.12659802105791906,1.0,1.0,2.58357780904356e-06,5025.16739071594
133,0.010964394306129615,2685.021537259754,5.140597718530642e-05,0.00030443631954338085,1.0,1.0,0.0002987015668717904,16017.280970979578
134,0.04901524108248498,11385.99395938119,8.02482008292596e-07,0.20203570453186906,1.0,1.0,0.0005141564899050137,3617.8252337877702
135,0.046287073590661504,14284.977117258206,0.0006601025147709857,0.9448384141255408,1.0,1.0,0.00025616010155923196,3398.9146249686214
136,0.007919482331167809,42432.913517245936,8.356035716825487e-06,0.009764271935740036,1.0,1.0,3.971513085249863e-05,16006.986891136085
137,0.038668125975997496,1370785.515527818,0.000700557847585754,4.583258464705317,1.0,1.0,0.00037543262547487115,3715.783444517495
138,0.006658957996936732,4300.818633819849,6.654428385858584e-06,0.11569727619870272,1.0,1.0,3.918903960189933e-06,16015.252322599861
139,0.057100603400340996,8878.52662809499,1.8688528637444962e-08,0.15189560991197598,1.0,1.0,0.00046330791074459637,4310.324671979128
140,0.009128086247577124,58033.41285804616,4.1655937649641634e-06,0.027793793620637317,1.0,1.0,6.250636467133689e-06,16009.781280448227
141,0.05033368263619628,10544.729441854874,1.4230924065149454e-13,0.19055960760054755,1.0,1.0,0.0010447292470540967,3689.767555135392
142,0.010869834357131205,45732.62561088866,0.015563847716384659,0.0016024322550078484,1.0,1.0,2.2369768329914064e-05,16021.66981233551
143,0.008149463882351056,12124.288402599619,0.00013153685805120845,0.00889363372576212,1.0,1.0,3.5997001525088915e-05,16007.80306099739
144,0.07802963879882692,5782.644819757948,0.01303096995118081,0.4433480621278765,1.0,1.0,6.621433334939613e-05,6018.51926380729
145,0.010179796025827087,31773.714133391,0.00016380467522639021,0.6659014381748103,1.0,1.0,1.6591405190970425e-06,16015.78887258683
146,0.05076248200450792,10397.839843062231,5.672131909436629e-09,0.18042865777455866,1.0,1.0,0.0006725238264890019,3714.298150898989
147,0.06861094573123598,6854.4463080605665,0.0004977779564774695,0.34497743164402905,1.0,1.0,0.00013190052217962474,5078.168499084719
148,0.03970630685240418,7392063.02195703,0.00032533645045093227,2.3995311677724205,1.0,1.0,0.00030877956077725896,3583.6403894224127
149,0.005797222733165394,8011.6028408289785,8.662030845951654e-06,0.000997036769698993,1.0,1.0,6.748612228387157e-05,16018.501733780242
150,0.009655890856149044,9856.121087097084,5.140820378030093e-05,0.590224270657542,1.0,1.0,1.7252291496710087e-06,16011.959389634185
151,0.01024644729033963,8195.617230548765,1.212043299036492e-05,2.53862634335956,1.0,1.0,1.0475932679139167e-05,16015.022732013476
152,0.006382537182918209,14017.129947193589,0.06383137097997665,0.0024823994292908448,1.0,1.0,6.342086133024905e-06,16012.4814250064
153,0.039267310234761627,2740570.26529205,0.2888263584374431,2.1008143531253114,1.0,1.0,5.448412017776598e-05,3639.1405566283283
154,0.008639402955050264,1825.0522489665304,8.838897319660041e-05,0.00029627133443680515,1.0,1.0,1.1519405545634673e-05,16017.254611885915
155,0.06394145722769315,7603.792207414565,0.6478674644184865,0.3097402139146355,1.0,1.0,8.1170414134333e-06,4608.980119822782
156,0.03658580769444349,6563645.349621747,0.00048375458805963693,2.233176354979728,1.0,1.0,0.004822154664335915,4729.9317367530875
157,0.006792088334048139,44088.96348541262,0.0008862254842191928,0.5266015428247356,1.0,1.0,3.0014595623702686e-06,16009.154657603434
158,0.0383850378217813,4326646.329546352,0.1572283840500722,2.6448353793896286,1.0,1.0,0.00010367251285548791,3799.2994014902692
159,0.07938868378961195,5320.499664836962,0.007164938323185481,5.2440464282872865,1.0,1.0,6.88333643355184e-05,6541.473260384778
160,0.03880144593249673,6622337.71250069,0.2110095107084327,4.689320668783157,1.0,1.0,7.651542913561171e-05,3693.0840412783423
161,0.04980084901805816,10841.645849229391,0.3863083712390237,0.1904162622038809,1.0,1.0,3.420987125143128e-05,3663.143315254568
162,0.007453088514641334,2866.2690136709925,5.0379058015812566e-05,0.00012731178316562498,1.0,1.0,2.6223282173449453e-06,16014.742699924613
163,0.007643062951092934,61540.79544345505,2.0049274146477184e-05,0.00010301443248574872,1.0,1.0,4.077276785581592e-05,16006.957992722482
164,0.007559935808519334,3475.8193270720867,0.0009412346285475316,0.15927699846609092,1.0,1.0,1.3004280036047035e-06,16012.690501352816
165,0.03886074595200716,1951843.92310041,0.2919792501366608,5.589025205425919,1.0,1.0,6.056524328204398e-05,3691.9038115804133
166,0.008513145275654645,66343.98025133178,4.790472134089432e-05,5.767296434605999,1.0,1.0,5.037064851721595e-06,16007.69094790381
167,0.008185547740798067,1321.8200890105145,3.2140630292613126e-05,2.308317477858293,1.0,1.0,3.1127243926426907e-06,16025.955492349187
168,0.03844353051540442,34037.955970042254,3.4533126338891567,5.314749943131208,1.0,1.0,1.8203779490825167e-05,4741.665428967129
169,0.04964540648532112,11068.207117926577,1.6695534678095034e-14,0.20500734590416927,1.0,1.0,0.0011379047065054805,3639.294726907265
170,0.006689734232984432,20257.113980829552,0.14105958070812205,0.00018907386140247626,1.0,1.0,1.8105301032331868e-05,16010.2291627041
171,0.050838702101902986,10451.347757569283,0.00010341923123212776,0.17928111114621156,1.0,1.0,0.0003224383184321064,3719.249307212132
172,0.050157426966071735,10633.132318328571,1.4904776103389075e-08,0.18784488940231547,1.0,1.0,0.0006430148603079509,3682.155205545714
173,0.00590414742438127,4333.087954074097,2.2828574377852888e-06,0.0008280583747655013,1.0,1.0,4.83605158613692e-06,16020.842019300158
174,0.005255517940961428,57327.266192826624,0.0009728680578456391,0.008091113288423903,1.0,1.0,4.4845905998049954e-05,16020.816721253736
175,0.010035394102180848,85020.42519327345,0.0348632348191893,1.545096085822487,1.0,1.0,2.8334053411271333e-06,16015.064787627078
176,0.0063401650562463045,42372.54299176739,0.031763578801009905,0.00017923819135452716,1.0,1.0,2.4076609910047856e-06,16011.517639147241
177,0.050039002472743434,10814.65792122256,1.9766411467844423e-05,0.1814956650292341,1.0,1.0,0.0003900190939158461,3678.0878438540017
178,0.050747343078587526,10509.557224242022,6.6590894691007285e-06,0.1777501492965519,1.0,1.0,0.0004202347822686108,3715.084590282983
179,0.005123499263021669,80459.61887820174,0.00010729225927461616,0.4515763186053232,1.0,1.0,1.4897123747730125e-06,16022.218849194602
180,0.050120558703989855,10682.0457288097,0.14857263708957286,0.1883510831996882,1.0,1.0,6.816349558143367e-05,3677.381327976803
181,0.007742168515254588,45887.86842160754,5.15701042130166e-05,0.01642609963392351,1.0,1.0,1.3873559960393359e-05,16006.981015643601
182,0.008856773705139558,2160.883775123511,3.799631356568666e-05,0.00011962306741880432,1.0,1.0,1.0274881486333116e-06,16014.63588482501
183,0.008044302520059053,30525.081052046444,0.008220654616697172,0.4368880859817291,1.0,1.0,3.491342913009356e-06,16007.146508696444
184,0.00855757966933595,2935.349980874151,1.1932576537166065e-05,2.583769816639605,1.0,1.0,1.1324708195445434e-06,16012.078404451782
185,0.04942790667200274,11139.537447963849,5.570288004505685e-05,0.20156248637349075,1.0,1.0,0.0003540611590059078,3633.6006020693744
186,0.03650918626799386,2599504.4884494827,4.696435633646279,2.550584227345606,1.0,1.0,3.883260868621969e-06,4737.421877018919
187,0.039187789340831655,16047566.76518397,0.09313882829949184,7.388080342302938,1.0,1.0,0.00010583827470069073,3644.8418960557015
188,0.009902057207867543,82653.11251786126,6.100564476474777e-06,0.3094726600298408,1.0,1.0,1.4748590904346551e-05,16014.134471758991
189,0.008900639843041867,10208.863339091668,0.0013242287026748812,0.14980365188803982,1.0,1.0,2.0280023808675896e-06,16009.125772304795
190,0.00540394536616433,97188.73220786627,0.015586251453566891,3.22449564441164,1.0,1.0,1.8521051966629346e-06,16018.96881693496
191,0.00988727205001344,34889.314567930465,0.03246245754463068,1.19380575363601,1.0,1.0,5.987209436737069e-06,16013.826738746553
192,0.007935855819550534,3185.6686092841137,0.0001650539523820871,0.08687857166130156,1.0,1.0,2.709580171068588e-06,16012.343351012005
193,0.009748965142880593,35133.84062447664,0.00025302392915938155,0.000761705233679286,1.0,1.0,2.538781513191669e-06,16012.962686976454
194,0.04362521910124069,22867.139742815067,6.584883989252548e-08,4.801771243871126,1.0,1.0,0.0005825971384820938,3367.113202206101
195,0.03972625417935186,122300.19706051955,0.01824877695341375,2.1093516791001305,1.0,1.0,0.00017419587465995225,3601.8267555026478
196,0.0427777514805776,44839.74005318255,5.961760160167092e-06,0.828182533697989,1.0,1.0,0.0003561861503493899,3748.273984480695
197,0.006673422234066632,81537.11741810088,0.1114436746735028,0.01142117465183753,1.0,1.0,5.347858261899045e-06,16009.444953052405
198,0.007578530319887073,11514.08280469003,0.0076436561797857926,0.00039605429449523583,1.0,1.0,2.0780200922107495e-05,16008.202783960132
199,0.007070060170876695,83593.13707384073,0.033194948863189445,9.702095701605344,1.0,1.0,4.4556016431359355e-06,16007.934777449895
200,0.038753818952364315,1182657.9441897105,0.0006594051451077358,9.09299271887462,1.0,1.0,0.00035975506405566335,3692.262878809891
201,0.011342088853195308,2337.984348867779,2.101027214347185e-05,0.00012753369895692602,1.0,1.0,1.0799710794884053e-05,16018.878927795105
202,0.007118570369265023,78249.9078061475,6.679644346349543e-05,0.3909135262072076,1.0,1.0,2.469034202399408e-06,16007.811724503232
203,0.05638462114996736,9162.322381378135,9.09165053152225e-12,0.2597951929505252,1.0,1.0,0.0005741117165525174,4006.336956851605
204,0.005328762242148076,17220.065343671067,0.006881289125278696,0.0002498939655006724,1.0,1.0,1.0776055752166716e-05,16021.215366709876
205,0.009439309304862744,1364.8456142131306,5.112985087763691e-06,0.08873475385097858,1.0,1.0,1.0206542394927472e-06,16021.942674746464
206,0.05471007057959724,9847.046893827972,0.029891405238181512,0.2982775243823097,1.0,1.0,8.139124412350465e-05,3877.474296583412
207,0.005995300317548577,2075.7812508057527,7.571486233169385e-05,0.0018972142367106387,1.0,1.0,1.3409350061956514e-06,16028.767709608335
208,0.009010251935207736,58130.90134735318,6.617701638174522e-05,0.0002617239096680229,1.0,1.0,1.7940337136549129e-06,16009.288656385408
209,0.00997317393314385,1542.3481786905206,0.0003859374027289389,0.011208189799627614,1.0,1.0,4.191687678689487e-06,16019.033534288195
210,0.04425057811250902,41286.866439650934,1.5473779599491614e-08,4.762910138005048,1.0,1.0,0.00044861693158107117,3836.8873288976015
211,0.00966337842458445,25572.77071657142,0.0067676259483595465,0.06566213016735926,1.0,1.0,2.5924038046024625e-06,16012.36494379419
