,W,K,Scale,Min_effect,Flag_consumption_model,Init_conc_comp,D_comp,Deviation
14,0.04782823180747462,10253.468882893045,3.4640888869769864,9.15165420331317e-05,1.0,1.0,4.756318945179092e-06,3933.612634468169
15,0.04169257521612621,19650.783509737343,9.24974216557858,0.00030556694031182673,1.0,1.0,3.703824604204088e-06,3829.1786287685713
16,0.037477875199276506,38312516.52451053,2.0473316965746737,0.0002633929301057121,1.0,1.0,9.954025734681664e-06,4117.032767345782
17,0.04386053329341393,12240.71276041138,2.2568725208041793e-05,0.11924831279041925,1.0,1.0,0.0007227359371968298,5057.7055329502755
18,0.03746584927949802,5803080.799544575,1.077958786442914,0.00042683422483473374,1.0,1.0,1.534547685326863e-05,4155.221760490877
19,0.04664613505742225,10862.97807477345,0.3682659821065011,5.9639757403255466e-05,1.0,1.0,1.99026778429918e-05,4052.1883568034887
20,0.03737049728492022,4693515.507022103,2.134081757350312,0.00022137685243188887,1.0,1.0,1.1115882139241873e-05,4128.6107708088875
21,0.0364178350815663,6473091.959108208,1.1086704767627509,3.603693362460756,1.0,1.0,1.0767851082345292e-06,4739.845545263209
22,0.03713116796015335,24668482.49206406,0.8298446700760166,0.0005647167092905148,1.0,1.0,1.9723245261968606e-05,4190.440492367298
23,0.04117046541904568,19924.253027241688,0.5327234785824099,7.692995926361464e-05,1.0,1.0,2.163060557425557e-05,3980.7963891047534
24,0.037383397949669286,16017715.812859548,1.3942397397480253,0.00021396439904494165,1.0,1.0,1.246109495118569e-05,4137.487507967646
25,0.03737086377271372,5876137.29375275,3.509945351064228,0.0006499017911255172,1.0,1.0,7.720069249299672e-06,4106.163080450126
26,0.04079483563968586,21211.885547101345,0.5653615354997845,0.0002511064669838364,1.0,1.0,2.131755939385905e-05,3992.762753548573
27,0.04670220100587972,10772.55966683539,0.3134209170351681,0.0003847164156719963,1.0,1.0,2.2680369976414366e-05,4094.48003851328
28,0.03662733982174988,3089460.8672698718,0.024154576597683084,4.3466534690172205,1.0,1.0,4.2857220927365786e-06,4740.469126459901
29,0.040693359474775516,23314.06802511085,0.8087691288292085,8.626251071151966e-05,1.0,1.0,1.6070361977436734e-05,3955.0198083455452
30,0.04699361323870106,10699.811358931678,0.4273184854414295,5.4635925962683693e-05,1.0,1.0,1.7496390383236537e-05,4042.435233955672
31,0.036551841658152416,2168994.04793548,0.0392434961724937,3.9640562843024982,1.0,1.0,0.0004144363380514154,4737.1347885272
32,0.047221725193081085,10656.427666453796,5.635085300423821,0.0001860264232831048,1.0,1.0,3.769257885128308e-06,3888.974430792412
33,0.0465153512003797,10966.335889112415,0.4406277656001469,0.0001299550902192168,1.0,1.0,1.763387179596437e-05,4020.678000673345
34,0.03649323361387947,16403725.317187356,9.39203160049027,0.07316183985687566,1.0,1.0,0.0006591709118243052,4737.130198546113
35,0.037332007248609314,9221660.040640693,5.2485153060395495,0.0012677962479552484,1.0,1.0,6.345890559369611e-06,4111.154667451825
36,0.03662979218778651,3677618.5245554936,0.014591044889620873,1.7806876796149378,1.0,1.0,3.376401857273352e-06,4741.248802622255
37,0.03765605485044532,3071160.769967723,3.4089109200054164,0.0002636238843745509,1.0,1.0,7.097654406481496e-06,4104.061192610597
38,0.046672564234938985,10707.476835847056,0.3685112660793988,0.00025445909482300254,1.0,1.0,2.0125845987464375e-05,4061.8777402685705
39,0.040312728027560384,25178.229162281088,0.7219682691833499,0.00012378093423945369,1.0,1.0,1.823585464834968e-05,3984.917921238477
40,0.04058069382317379,25228.0269154474,9.981920620252652,6.343130083542684e-05,1.0,1.0,3.8979419811151255e-06,3869.279138832041
41,0.04697614884157663,10558.22373244042,0.3864526856043247,0.0001146867477779535,1.0,1.0,1.9343022844292072e-05,4059.892391673725
42,0.04650581704039946,10931.25926327093,0.3728075849764575,0.0001162630282683898,1.0,1.0,2.00183417416345e-05,4046.0762127779067
43,0.03844286278311192,72116.43268281972,2.6990860515495783,0.0002500533762080336,1.0,1.0,8.376816632644132e-06,4030.202542688664
44,0.047083183083816385,10517.389862669734,0.33680049991557065,0.00011997795438658977,1.0,1.0,2.0889415485822514e-05,4089.577680543209
45,0.0365683608326814,1714419.068997407,0.1024031093489778,1.2817506812385215,1.0,1.0,0.000108665189991585,4738.31881928219
46,0.047036828979936586,10850.74974130818,4.67297207048113,0.00011740199999926079,1.0,1.0,4.137358460464132e-06,3886.7006683722357
47,0.037350123026925655,5366249.348764472,1.7163574455191848,0.0013612546603402982,1.0,1.0,1.185600168153779e-05,4146.777558409719
48,0.03657603948269893,1319248.2269040002,9.117729381510497,0.1811179031848231,1.0,1.0,0.00034927872333902665,4736.761466662553
49,0.046291881436117885,10909.02994032994,0.3266052930276545,0.00021271818974872062,1.0,1.0,2.2512119364740908e-05,4070.164255572014
50,0.0474154867401418,10521.904413996248,1.4756961343141972,2.0879021513853288e-05,1.0,1.0,7.917840957323505e-06,3941.334903001849
51,0.04702854373379568,10520.311252723845,0.3524006072982997,1.509884259936639e-05,1.0,1.0,2.066702577985377e-05,4074.752433525981
52,0.04173302245437637,18706.76164664218,1.768477675735013,0.00011606103354796367,1.0,1.0,9.495061380235616e-06,3867.6178388352705
53,0.046813042559010185,10646.096628099294,0.3985253057209425,0.00018320606446611929,1.0,1.0,1.8980774024209698e-05,4051.0525115197634
54,0.048029091030784204,10293.761750439744,4.106591499234565,3.8177507669382536e-05,1.0,1.0,4.314343541820516e-06,3930.1116686260334
55,0.03652428563561497,3529860.2197100767,0.020852168091165232,5.549380983081728,1.0,1.0,2.2841580539217824e-05,4737.054714071758
56,0.03844109094181213,62578.387692915596,4.673121867297508,0.0003444141641480938,1.0,1.0,6.361172675426385e-06,4010.452740366768
57,0.03653107523930999,4267552.475255319,0.03007676297028283,11.066338834199062,1.0,1.0,0.00029249683726391515,4737.094227451468
58,0.04680084236660235,10622.455509377114,0.35532714928901243,0.00032159105780221465,1.0,1.0,2.025369388073126e-05,4077.5927560059667
59,0.041856295816774934,14863.039520434617,0.06270382798207841,0.197460335604002,1.0,1.0,3.5955487247669125e-07,4898.062148291743
60,0.037438397760874084,2427125.8697041566,1.5461242696151754,0.00022954612386471762,1.0,1.0,1.2131918528188566e-05,4126.684733353066
61,0.04782554583360972,10339.13602576928,4.240331877232505,1.5881590060405348e-05,1.0,1.0,4.2848385098807125e-06,3918.4026827787675
62,0.04686277774671764,10702.670396047326,0.4969307580548322,7.221888888452034e-05,1.0,1.0,1.5782543154579106e-05,4020.383400624561
63,0.03732697521317862,763047.6194212531,1.1680309343570592,0.00019676676972434152,1.0,1.0,1.6943888883731354e-05,4168.745605573663
64,0.03660436079216123,2457853.485068404,0.017895750390522557,1.4559225972071788,1.0,1.0,1.1901806820955749e-05,4739.687192151153
65,0.04667402739203843,11043.313602485783,5.220070458838833,7.73496650066828e-05,1.0,1.0,4.043204880641283e-06,3860.9704333867135
66,0.04730946412263613,10399.640726024341,0.3937762750383729,0.00010786642639435852,1.0,1.0,1.8326917775858133e-05,4073.40975423984
67,0.03660393362038093,21211474.24863039,5.357210494281442,0.026467490442580902,1.0,1.0,0.0004698423447491416,4739.940049578935
68,0.0466258068169786,10851.178270264014,0.5804300202978778,5.8371677893680515e-05,1.0,1.0,1.4405786653133884e-05,3991.629213675171
69,0.04208565173169924,16719.86624154982,0.8353849254037031,0.00011179971290728066,1.0,1.0,1.5375727562199247e-05,3912.586416715281
70,0.03762729872796821,7955738.853329155,12.834648696713488,0.00038601730672617284,1.0,1.0,3.629033264294371e-06,4075.341117552527
71,0.03869450322778792,48574.54059557627,1.1557083219956834,2.0439679831449827e-05,1.0,1.0,1.4748271728270017e-05,4042.034620864989
72,0.03824440233456177,64652.02722666921,0.5766882834748984,0.0003538756659718178,1.0,1.0,2.2898762174527813e-05,4132.171927503128
73,0.03650830812427048,3559851.797303725,2.2494288449695965,0.06806610614572074,1.0,1.0,0.00016988839146206105,4735.111128111793
74,0.04716903015825518,10511.848640487397,4.636998300754252,4.0315074421027584e-05,1.0,1.0,4.301649037317436e-06,3888.3379003898744
75,0.038594152711795816,53503.62042070712,0.9889589049604341,6.588758894430831e-05,1.0,1.0,1.5475694590994242e-05,4056.518988479309
76,0.04681294643355948,10673.484413406322,0.3497857982487828,0.00021134264788673672,1.0,1.0,2.09817610668803e-05,4072.8804309786656
77,0.037401012925175836,1430831.396200074,2.1745672692725546,7.519274089086364e-05,1.0,1.0,1.0985357468768347e-05,4122.35878314908
78,0.0365744511259716,1152196.1263757984,1.5002145780591225,0.2678571075419357,1.0,1.0,1.9564580157728774e-05,4718.758411164201
79,0.04239132324939507,14039.925305443228,0.017225849440352447,0.15924083583460108,1.0,1.0,9.627202558729046e-06,4929.064033116026
80,0.047377740850611465,10324.707493427983,0.5280316140528272,2.1906894636039475e-05,1.0,1.0,1.4874441261532502e-05,4035.959002687369
81,0.03812380571557422,74220.07517884037,1.2262116333494455,0.0006001473757775227,1.0,1.0,1.4426713929797354e-05,4086.328330903273
82,0.041768159723467965,18171.69237874027,0.467030381934857,0.00034552467109194666,1.0,1.0,2.208155860687468e-05,3981.808792887592
83,0.04655672849993913,10808.289970969148,0.31641090774838443,0.00011339824596615712,1.0,1.0,2.287783668726478e-05,4079.655787557611
84,0.03996928700499056,19484.969025914343,4.8405068659970025,0.014482789596016619,1.0,1.0,0.0009388186637236994,4802.746638528947
85,0.0470048904184712,10793.500768355814,0.7155727794684357,9.003868118013028e-05,1.0,1.0,1.2439499524366424e-05,3979.929575527724
86,0.04465231376078836,12612.852698639681,0.3827244372528146,0.00015497163790421936,1.0,1.0,2.1767771953638172e-05,3992.1367624272907
87,0.03663271561608682,1470782.3228442757,1.1272814630560617,0.002764557640903957,1.0,1.0,0.0008931148952000783,4739.964361858901
88,0.047562872193781226,10434.59428294215,7.498474480436643,6.788728668297015e-05,1.0,1.0,3.1703555254443714e-06,3898.084401980095
89,0.044294280124197775,13358.972136565259,0.6674127360277594,0.00016318961646570663,1.0,1.0,1.4952367133604806e-05,3913.076396428048
90,0.04785245082242532,10005.148097684392,0.30849935511213394,0.00021593618929563127,1.0,1.0,2.1679810530851333e-05,4148.820805432369
91,0.047110879659006184,10826.806124752457,1.4391366080539634,8.476062462603729e-05,1.0,1.0,8.097060757781604e-06,3930.10009383636
92,0.03753961144882103,400676.0368462576,17.068784104581727,0.0003470409080657603,1.0,1.0,3.582857979920582e-06,4077.813227573642
93,0.03757037466954607,1281106.4351288704,6.2042767507259775,0.0004257961464379435,1.0,1.0,5.6208060431239925e-06,4085.746428367996
94,0.0378342722066203,190787.1090776316,5.9636673787725485,0.00020314460219881235,1.0,1.0,5.9915547520277705e-06,4068.043876459817
95,0.040116145166809586,26238.439567023797,0.6295102358625024,0.0003116812729306455,1.0,1.0,2.0160591979919782e-05,4010.4888848671576
96,0.005938179523286629,5422.151808408778,0.03238387135311361,0.0002193287919470799,1.0,1.0,1.940782705331168e-06,16016.452014258808
97,0.04773769454514306,10467.42928351598,8.48921337719954,8.763831681984589e-05,1.0,1.0,2.956015511521226e-06,3898.7978925295542
98,0.04680015820226648,10532.656706338126,0.3470517927271433,0.00012933084585888148,1.0,1.0,2.0933076770152106e-05,4077.873405141144
99,0.044135046102773086,11926.704251618447,0.09266202979810936,0.10707895565327792,1.0,1.0,4.0419273028193565e-06,5060.841607153438
100,0.04746400100982407,10388.04946797004,0.40683270078095546,0.00014732178757398772,1.0,1.0,1.7839517147183952e-05,4074.374316714114
101,0.03799857430375925,118578.7159777877,3.893810277743601,0.00017239705893314254,1.0,1.0,6.8795931743748334e-06,4048.410120016016
102,0.04823762596773589,9813.438767461075,0.3250522502762663,6.883839329744456e-05,1.0,1.0,2.0431912186936183e-05,4154.871531926891
103,5.051123897286267,69676.1174577924,0.010647329566563642,0.03773229295653899,1.0,1.0,1.5450491511627588e-05,17067.401372613407
104,0.047007238839417695,10485.94497110323,0.3289648107504158,7.86779358480741e-05,1.0,1.0,2.1640148222360336e-05,4090.644996444403
105,0.04669830366597332,10827.299486792192,0.34933646206705404,0.0002779249502013745,1.0,1.0,2.085958501370017e-05,4069.381840989714
106,0.03907030394192276,40125.87788695315,0.4603639114445645,0.00017102375921759384,1.0,1.0,2.6202654301702775e-05,4106.414684481769
107,0.046571525663536124,10868.358638740548,0.5787944513147034,0.0001573070968037965,1.0,1.0,1.4592333781826868e-05,3991.3126238187847
108,0.046692667126593736,10917.950038120212,0.3701259090282256,8.312789350625942e-05,1.0,1.0,1.9828992856208893e-05,4052.0094858350426
109,0.037672869308123434,47660.92450125791,4.664066932193319,0.30288095792586256,1.0,1.0,0.0004366605654748762,4734.215639793715
110,0.03740265521402774,4778732.74099151,2.4420154468749256,0.0009597212060430588,1.0,1.0,9.707138502974598e-06,4126.168704832324
111,0.04777808971174703,10415.703674807355,5.376120565191879,0.0002350461262170776,1.0,1.0,3.786639384649843e-06,3916.1148975954607
112,0.04458698017546755,12868.728811700437,0.3809976635009651,3.182036655522083e-05,1.0,1.0,2.1460454285788323e-05,3988.626006722368
113,0.041739963399987735,18326.332378665425,0.7987110831514144,7.942054796618575e-05,1.0,1.0,1.5228386024910993e-05,3917.207525941666
114,0.03865854617841292,46723.30061768387,0.37874376984496944,3.226315105338625e-05,1.0,1.0,3.1996854865898884e-05,4163.156372144168
115,0.039598593368631814,31887.611932191812,2.008742095822903,0.00028564357036841756,1.0,1.0,1.0529198118508099e-05,3973.0384318333645
116,0.03713341927513935,103786.21259162981,1.5074970055142598,0.340615161658142,1.0,1.0,0.0007061303970138344,4732.404140540883
117,0.0479736881662737,10208.890195910639,3.797898676773484,6.763544436098307e-05,1.0,1.0,4.488634007105771e-06,3936.8079091615273
118,0.041898745047489784,17878.63657656786,0.6611626989886892,0.00023867027275610103,1.0,1.0,1.7127762281728303e-05,3934.1106553794457
119,0.036545411857339546,1787627.537603396,0.1830018018963084,3.302833816443396,1.0,1.0,2.759525392086606e-06,4737.015258646504
120,0.04701025988379785,10548.36757734415,0.3939607945871362,0.00017569261969852912,1.0,1.0,1.8835235924138266e-05,4060.8086297102905
121,0.03993497598354664,27494.87883169997,0.6298311799744566,2.881376719693728e-05,1.0,1.0,2.062318827095822e-05,4015.791151834501
122,0.04730538375096464,10651.21954575519,10.596220035372033,9.722776094998524e-05,1.0,1.0,2.6862184071965686e-06,3874.999875257058
123,0.03875811854320057,43986.298323347226,0.4967010232239927,0.00026989035036134384,1.0,1.0,2.5779578575237313e-05,4116.682119244815
124,0.037567218485614916,3851898.1452937033,8.249365981060167,0.00033446248514206297,1.0,1.0,4.623520631363925e-06,4078.506863176263
125,0.03739087541239957,6909160.765446099,2.1696201871034817,0.00046291149303350556,1.0,1.0,1.0256592602955353e-05,4119.1569929231
126,0.03836586350806211,70554.76509676709,6.633624902566036,0.00026094069278076443,1.0,1.0,5.322531006524878e-06,4009.692333574016
127,0.04794495688516685,10152.735683219404,6.249338149562035,0.00014558078156977068,1.0,1.0,3.4397114859713997e-06,3928.301200193606
128,0.03659819256794868,8899479.64929537,3.525043101248708,0.000867438402364214,1.0,1.0,0.0005944156928967791,4739.331192239719
129,0.047202828230820205,10610.90540362016,1.0696597388658176,0.00018992990915300844,1.0,1.0,9.646112087377253e-06,3959.749937958376
130,0.04638430615135709,10925.734912317437,0.4005446374705145,5.064060007490146e-05,1.0,1.0,1.909758078611182e-05,4031.138940219452
131,0.03649568948461142,2801998.524427185,2.0115768311268125,3.781788406357044,1.0,1.0,1.1717707095886844e-06,4737.314973334575
132,0.04270841763186856,15880.559186591221,0.400372839272195,0.00019727440617693927,1.0,1.0,2.412794152879892e-05,3987.2582718162407
133,0.03747305640708274,9031697.770176493,9.891766108436704,0.00082816337722347,1.0,1.0,4.282310416117941e-06,4086.2120449337604
134,0.04840211321037025,9996.47720004599,5.290554638842597,8.173821258416342e-05,1.0,1.0,3.729125293897043e-06,3947.0239728165975
135,0.03742165765720933,12964720.620123547,2.076566420597167,0.0008286447476974527,1.0,1.0,1.0770878098016444e-05,4133.768201695624
136,0.04804088076339265,10214.059227768174,20.403906117744533,6.097556340109501e-05,1.0,1.0,1.8542614139456086e-06,3901.4541617375903
137,0.04763135130502888,10126.755259047724,0.5076529574398533,4.432203238804752e-05,1.0,1.0,1.5139383047816016e-05,4056.2729673274293
138,0.04702553339618515,10497.410072774246,0.4974846228900097,9.499309361690373e-05,1.0,1.0,1.591223807424719e-05,4028.287365327649
139,0.047553967714727904,10366.89995075552,1.0442077140673445,0.00015902886463215518,1.0,1.0,9.44186213722582e-06,3986.2847096430937
140,0.03651634798236311,2576383.400245804,0.22208935007749456,1.9777809308042569,1.0,1.0,9.592786930667406e-06,4737.706118053374
141,0.04707041296984511,10467.006349431751,0.3667185379684392,1.727326237578119e-05,1.0,1.0,1.9568165074533734e-05,4073.741728294149
142,0.047615016254412064,10394.732558322166,1.6116998907495097,0.00010535939610642903,1.0,1.0,7.342543935241942e-06,3955.4760177956623
143,0.037360435993413696,28643824.49788213,14.24704235878461,0.0011869699613705552,1.0,1.0,3.5154687053736533e-06,4091.840988922687
144,0.03740753657183759,2506474.319895416,1.6058908252948851,0.0008167666795446047,1.0,1.0,1.1827705765145053e-05,4135.703343064435
145,0.04670807094738592,10890.881414460677,0.4975594308670901,1.6989354597327168e-05,1.0,1.0,1.606556154523564e-05,4006.6834550125427
146,0.047603951982651264,10204.666278403916,0.3536739308518697,2.6977374331180232e-05,1.0,1.0,1.9483417781984304e-05,4104.505070598563
147,0.03822905521579287,75813.37383572846,1.5976081157379531,0.000376803049923216,1.0,1.0,1.2336384356787293e-05,4067.4196596464394
148,0.04774954606573499,10121.449747749386,2.3795634175128244,0.00016580074396650826,1.0,1.0,6.000801185144896e-06,3948.0357747260327
149,0.0372528087761462,4229932.733672209,1.4294976330663771,0.0003900478962437826,1.0,1.0,1.3566746822191874e-05,4142.910544289472
150,0.04716122374478318,10768.451992256993,1.317295123282466,3.334495764151363e-05,1.0,1.0,8.53131335448284e-06,3935.487355440992
151,0.04775155381275247,10491.067525980583,7.222117043731455,9.292526069763415e-06,1.0,1.0,3.2333208600149377e-06,3897.417291589032
152,0.03786908385082687,110835.12288399623,0.7436161043713377,0.00010175463253092328,1.0,1.0,2.0020812353228686e-05,4134.6082901923055
153,6.0255108667580775,68902.87153400318,0.027144097418128087,0.00022291355769345542,1.0,1.0,0.0005926234640541469,17067.402927868083
154,0.04633842717562853,10949.194130945389,0.2967364549664551,0.0002171576766032933,1.0,1.0,2.40323769553216e-05,4089.107398072372
155,0.047559975377408435,10409.573301539831,0.631975939106147,0.00014754606707264418,1.0,1.0,1.301331333917192e-05,4024.509873499823
156,0.046537642512063666,10907.988460788458,0.5215000828319868,0.00016419440536553497,1.0,1.0,1.5511213887662306e-05,4004.3664186588508
157,0.04766338043165522,10272.056170253658,0.6183636144577193,0.00012232526101734945,1.0,1.0,1.3345025838536224e-05,4029.2873620466
158,0.03748865623986792,5590131.609094936,0.9421968736358599,0.0003146955609107891,1.0,1.0,1.597049824112731e-05,4161.1130917701
159,0.041387050795812376,16339.765166772131,0.0007884931467104385,0.17305326110477434,1.0,1.0,1.2646656584286481e-05,4877.629335697318
160,0.04714698330964028,10561.150667950234,0.3785748341590217,9.147507748460836e-05,1.0,1.0,1.916745607623932e-05,4068.4943675148816
161,0.03723527541649434,1911769.0384916626,0.8928271133796645,0.0005078208936574926,1.0,1.0,1.8498917968213506e-05,4175.4646105613065
162,0.03845464908225668,59049.625944734216,2.2243545126481497,0.0005666236247070728,1.0,1.0,9.766913300143852e-06,4034.167975456959
163,0.03737618545426765,6204995.537503231,0.6033171608557899,0.00021763812750880783,1.0,1.0,2.288954755940409e-05,4199.915175117677
164,0.036554657900444834,3326908.799117336,0.03978045999164807,3.5863994927465184,1.0,1.0,1.814685750880647e-05,4737.528033475394
165,0.0368818571022381,128530.55808407035,0.07017757980988976,2.752817129785923,1.0,1.0,5.669774398002998e-06,4733.679505284195
166,0.038794207915084436,52384.1360424294,7.8282699840705945,0.00011328905532104167,1.0,1.0,4.8033233389751805e-06,3976.7706237335533
167,0.046660611510506364,10862.75701104342,0.3547404159506806,0.00015772539344434454,1.0,1.0,2.0572806228205604e-05,4061.338541521197
168,27.38361148545401,2536.6854151054517,0.025491943729268298,0.00033402461992280876,1.0,1.0,8.795363192153824e-05,11557.127445960967
169,0.03888201039546674,27200.160109278622,0.3339240272425195,3.959465377002682,1.0,1.0,6.3831135343133074e-06,4753.300497061005
170,0.047253894578125615,10360.547499715263,0.657233171587084,3.1533405797102976e-05,1.0,1.0,1.3220723055241153e-05,4003.3176431166607
171,0.04622105441193785,11403.556308491092,1.4451468658249491,0.00018350981961480758,1.0,1.0,8.371833379169844e-06,3899.254784341783
172,0.04625208445078057,11185.370134155959,0.5682038763029416,8.833785787976053e-05,1.0,1.0,1.5263779111265794e-05,3973.983950067365
173,0.043672927901662266,12337.72524853258,0.0857098169030995,0.11386224460832199,1.0,1.0,2.974764073197457e-06,5041.850426773437
174,0.03748665703517543,5704656.198948547,1.704529188121337,0.0001852473865140589,1.0,1.0,1.1408353387471782e-05,4122.658583246499
175,0.040811241036171404,23105.544775552327,2.1661729861442724,3.844156964486606e-05,1.0,1.0,8.941684448076882e-06,3893.610535943117
176,0.04776361852239201,10450.554975530336,6.562014822363438,7.30072949027545e-05,1.0,1.0,3.40788532747851e-06,3902.868959689516
177,0.04648090106695454,10798.854834716789,0.3334184487746101,0.00034802880815080464,1.0,1.0,2.1672727807827005e-05,4077.6997382149652
178,0.03663420323677597,5861422.719979154,0.97431387731381,5.365846300232123,1.0,1.0,1.2188200382806416e-06,4741.6757728806315
179,0.047923425422241615,10189.726114959609,2.240957554903172,0.000161006053177994,1.0,1.0,6.0772570640252275e-06,3955.0364039951855
180,0.046012037942876616,11365.53148336417,0.2917681168336104,0.00035388501974760873,1.0,1.0,2.4923977973047175e-05,4082.069176631501
181,0.03848021542768438,34725.7284346777,0.5393521535169931,0.4106207116220025,1.0,1.0,1.7701665649627274e-07,4749.5754814902975
182,0.0386886555994974,61703.61843550492,46.25186803396355,0.00017971498378934524,1.0,1.0,1.8899498628781224e-06,3973.2379971139385
183,0.040707658919304286,24387.502473603254,20.7868891675087,0.0001266276326225967,1.0,1.0,2.6862139293167177e-06,3860.308652756523
184,0.04417563844223259,13302.256196608458,1.2643639473518438,0.0003110540251487587,1.0,1.0,1.0231370218996038e-05,3866.0924884116334
185,0.0374588883435705,1318740.1625445676,87.47472580666391,0.0015431901217981211,1.0,1.0,1.3569083777720837e-06,4079.861949285968
186,0.0480867385361563,10078.373910744096,4.7539952997473245,5.615063696573368e-05,1.0,1.0,3.965856691293888e-06,3938.7628957390575
187,0.03869815274698549,56469.93662169169,4.887187443432376,0.0001780124412004189,1.0,1.0,6.3423035528483175e-06,3999.0515122798897
188,0.03727847610056955,7230565.963829952,3.7715573627235655,0.0013276801400024575,1.0,1.0,7.397625960347783e-06,4119.766405411458
189,0.04340439116327989,15245.910129330547,9.248242574730746,5.2970519130784166e-05,1.0,1.0,3.4747593525367293e-06,3789.698655543073
190,0.047401816809699016,10292.132769913736,0.7746508855643698,2.561550903367575e-05,1.0,1.0,1.1743667398033247e-05,3995.360938256837
191,0.041164641791287,20093.502926363897,0.7499963037995984,7.746814233154622e-05,1.0,1.0,1.752747195507467e-05,3948.576167665988
192,0.04638610427980771,11126.177092275702,0.5032308357372408,0.00012367743333693444,1.0,1.0,1.6300104101427524e-05,3995.1242930910494
193,0.04792185103556233,10054.338889782337,0.4074813469974305,5.983812381067135e-05,1.0,1.0,1.7414999180316773e-05,4097.452621872608
194,0.04815155682375944,10179.608557134257,11.842915588568784,8.219004247061681e-05,1.0,1.0,2.4710359854762508e-06,3912.2782203031643
195,0.046359961028766085,11074.936302259424,0.39753885249065707,0.00032242959888947924,1.0,1.0,1.9245928412961347e-05,4035.778833490979
196,0.03720073123774237,4267282.208855021,4.935921446541276,0.0011427301789839585,1.0,1.0,6.827876201755894e-06,4120.733841708673
197,0.04315348193646538,15250.098914678965,1.366422543960675,0.00016036695681737062,1.0,1.0,1.0250832958907581e-05,3855.9125715045698
198,0.03657880631180704,6693626.217029416,0.6918124126526874,1.133087548879081,1.0,1.0,4.434651428438289e-06,4740.721268246752
199,0.0480616678501239,9940.262773165614,0.3686482052075024,9.077334964762043e-05,1.0,1.0,1.836330740677241e-05,4126.924781108098
200,0.03859867101079464,30081.09051205561,0.021339374225194014,2.521854755073416,1.0,1.0,2.40248845941224e-05,4745.9557297881565
201,0.03655282578085792,4312328.807219722,8.22592171492516,0.0009548777304815672,1.0,1.0,4.166873229967665e-05,4714.043297315815
202,0.04020717691933248,27708.888187485787,1.8751547591068547,7.46571119222757e-05,1.0,1.0,9.618061420841183e-06,3928.454326233849
203,0.03725325292781835,25498982.67636736,2.177860104548925,0.0002110123118761598,1.0,1.0,1.1571857787790246e-05,4142.259893948199
204,0.0364758294413212,1770874.5700274056,0.029567552348808774,1.2270444358090382,1.0,1.0,7.140292457799252e-06,4740.364435649631
205,0.04671341967865282,10945.533483627214,0.5759381228798501,4.610779755966226e-05,1.0,1.0,1.4612080425287354e-05,3988.3335959899955
206,0.04621716806087193,10968.176631433438,0.29141678429236345,0.0002007271236355148,1.0,1.0,2.4521567708270528e-05,4091.085550819409
207,0.04733618864681671,10454.480241988873,2.387175443974992,0.0001980244583343866,1.0,1.0,5.9882428038545335e-06,3928.584683965937
208,0.0365879796601043,1111957.7877473116,1.2028320254076028,0.0003985981188544963,1.0,1.0,0.0004993978415936648,4736.743691413023
209,0.03733373354758869,10577406.831842454,1.7540583908165035,0.0007553896024208814,1.0,1.0,1.1510014278107061e-05,4133.585256226319
210,0.038364617119473934,62603.1314819228,0.6098656029153758,0.00047375773986966044,1.0,1.0,2.3142656943971075e-05,4130.4645858535605
211,0.03761365717719495,152502.2978092682,0.7115155524511667,0.00010599787767618044,1.0,1.0,2.1479917559864374e-05,4159.515395834987
