,W,K,Scale,Max_effect,Flag_consumption_model,Init_conc_comp,D_comp,Deviation
35,0.042243410644216696,23752.641113194004,24.79991047220326,0.522744412887089,1.0,1.0,9.439087528778349e-05,3530.323604572365
36,0.0493078546256586,11054.248312788875,7.572467812439497,0.20807772349991432,1.0,1.0,7.641683642718398e-05,3685.342514608136
37,0.0397324426624134,20112.284604063334,0.01509995574362536,1.3981691587987082,1.0,1.0,3.6015013565770937e-06,4795.846869570439
38,0.05531919495657642,9364.114917430275,457.2968421595029,0.19226455255318314,1.0,1.0,0.00010797361300856062,4050.2866667125068
39,0.04799729643451772,11546.696871031963,1.2173897262942266,0.19863645803597868,1.0,1.0,4.637614280907293e-05,3652.002650422087
40,0.03645911165697372,4266124.966697956,0.02429732628902525,2.4081706312640168,1.0,1.0,0.000857475561419748,4738.556868619797
41,0.04952692666103632,10507.927449870069,0.5765940030595149,0.17312408877210184,1.0,1.0,3.2807108896132454e-05,3772.163297541247
42,0.03656512157751535,3337577.0704465765,0.014123192988883544,3.0695325710604773,1.0,1.0,1.5644062065508523e-05,4737.849196546574
43,0.03886908904722675,174691.4741332797,0.4964945026539716,0.35221394043410365,1.0,1.0,1.423431620320212e-05,3943.001114606238
44,0.0386527879360689,34093815.60741296,4.6213459250535,2.145457134288883,1.0,1.0,2.0841384805261954e-05,3707.579759096053
45,0.04918488362782862,10838.560288752007,0.7542904585194642,0.2757580425973708,1.0,1.0,2.34542439685152e-05,3670.251389385967
46,0.008165052847004884,4884.88337965913,0.22218137902983992,0.0004107636626752069,1.0,1.0,2.4978089532141948e-05,16009.684958909616
47,0.01160952356810132,1705.1626522206436,0.5078227197455795,0.00025866483203374065,1.0,1.0,1.1359131397093322e-06,16020.543604064438
48,0.04268665993006529,21639.117135785502,0.8815296159735768,0.30939044465714977,1.0,1.0,3.0503818729181865e-05,3594.331922494546
49,0.05823756450214669,8757.189173781933,3856428.30231119,0.2342793234412229,1.0,1.0,0.000195613966133894,4152.6185386621055
50,0.05252952169394321,10307.420808371366,6.78701536610645,0.3620594138986652,1.0,1.0,4.255560317836146e-05,3804.706955705271
51,0.009235277456259409,12606.868008506179,0.8638137037200668,0.00038569410864221297,1.0,1.0,0.00019569499921977263,16009.565004835351
52,0.04661480165266504,12471.31345103402,0.3333496593204447,0.1687281116869465,1.0,1.0,2.503778955869537e-05,3819.576073167195
53,0.05013090214172038,10104.231277214749,0.5705978237802498,0.16762438972454294,1.0,1.0,3.283207267446777e-05,3814.01736084729
54,0.012390582288451815,1051.946209933148,8.414801526908446,0.0021105127033253365,1.0,1.0,1.7885084930235076e-06,16029.667437568944
55,0.049828311149059036,10229.52968778018,0.5760174414765886,0.1848094242170315,1.0,1.0,2.980158249203781e-05,3770.885273983621
56,0.048483747573131314,11359.941155226345,2.1085649050311006,0.23755556447293305,1.0,1.0,4.84315035367286e-05,3649.205109629667
57,0.04868962346226484,11303.920381254637,6.5139668709027845,0.20180949563577186,1.0,1.0,7.636642470130103e-05,3665.362967185465
58,0.055236235452989474,9228.162892839384,12.784791035509338,0.228946943101281,1.0,1.0,5.6991050567548586e-05,3993.9791469860265
59,0.036472195101660866,3463868.9185925736,0.0970847843803702,3.4843745361564507,1.0,1.0,1.236872121491523e-06,4737.857016089506
60,0.0401723174060863,19142.552831405443,0.024687995353969882,3.5012217919420467,1.0,1.0,6.829389236220661e-05,4811.486215594181
61,0.00859401934924019,18040.69432919287,0.09252723359968963,0.00018157244453355308,1.0,1.0,0.0001058937188120158,16008.122622033856
62,0.036545402417433336,8517627.407736795,1.0563042552688684,10.091959290319961,1.0,1.0,2.3049785967326105e-06,4737.555965353258
63,0.04498547138170789,16041.03828203946,5.625379543697784,0.2737364051999883,1.0,1.0,7.221010603256066e-05,3549.8796674657037
64,0.0499074063266043,10608.341220062232,93.87639855468764,0.1842240088079323,1.0,1.0,0.0001284886475107015,3716.8939497572433
65,0.005175962184126534,71575.91934631273,0.05433514766970306,0.00010697053913132432,1.0,1.0,0.0002355584562455439,16021.468870706942
66,0.0071527746158457795,32516.857701413825,0.06908335197366539,0.00010394096166808652,1.0,1.0,0.00025156357588551533,16007.616030219146
67,6.121380667043551,49158.113603338395,0.21119205703200733,0.029676067463183527,1.0,1.0,3.7769400217033725e-05,17074.797246151054
68,0.05316164450716152,10114.527466155645,4.399444078417437,2.9336484205718385,1.0,1.0,5.383832996901456e-06,3797.6188534981934
69,0.053638742845604666,9963.794803136389,95.23407761397205,0.20615449347890272,1.0,1.0,8.884753558426044e-05,3933.2516787401723
70,0.009750258514778185,19285.29449050673,3.0744313584224434,0.00011845194568162626,1.0,1.0,5.407009789367268e-06,16012.755917088352
71,0.05077246390475147,10210.953958213382,23.323961228363,0.1722233651460614,1.0,1.0,0.00010021016044791062,3783.8515781971446
72,0.007150466460181231,1940.1726335309365,9.326780338957649,0.0014910097921301034,1.0,1.0,1.0786385235035666e-05,16021.559794129424
73,0.005432702076945515,39300.240256858575,0.13227697190268706,0.0001867113360115264,1.0,1.0,2.2851515308976983e-05,16019.110065143386
74,0.04998511258863203,10597.917445323814,3.87054997431054,0.1958736326435599,1.0,1.0,6.364827054875916e-05,3730.4457623197222
75,0.008813480052382312,41830.377399647165,0.03740752123635128,0.000280546880193854,1.0,1.0,2.410731645714792e-06,16008.579155366298
76,0.036616803993525786,1209013.0159455752,0.3068694249168001,1.818077893541402,1.0,1.0,8.197548108402891e-05,4738.435290588558
77,0.00837097706305137,3377.883028112936,0.016118640603440527,0.0001594789063904546,1.0,1.0,7.225428866961378e-05,16011.290056600821
78,0.007770701261790122,6383.915524418844,4.243788871627898,0.0001091162791675593,1.0,1.0,1.1007387346622167e-05,16009.211953362068
79,3.0978747630294983,54408.584625214,0.07761297378766616,0.03319763610878762,1.0,1.0,0.00029138212119751044,17072.531594191114
80,0.03648952743279238,1217425.7208812535,0.1242541754040911,2.516478105660497,1.0,1.0,2.4966857069875716e-06,4738.129784286375
81,0.05365332062477929,9794.827362071535,6.407650679486598,0.2278358444542199,1.0,1.0,4.9852705128805215e-05,3915.827413251177
82,0.007450408556826906,11302.586303949322,3.7656336577295706,0.1197809756102066,1.0,1.0,1.0613722992931085e-06,16008.471311190704
83,0.04379696589876954,17950.658209281042,0.914896069872884,0.2349174989062753,1.0,1.0,3.991363070972499e-05,3615.385208312026
84,0.049544159138311436,10514.526534344257,0.7584092291091112,0.17001405238146106,1.0,1.0,3.918100491840559e-05,3762.778518230829
85,0.043327524749833486,12638.34895612562,0.3325995038146026,0.465197775075649,1.0,1.0,2.7318344762929372e-08,5009.815551964891
86,0.04955676699364429,10428.251637056394,0.5131022337186489,0.17668063618261376,1.0,1.0,2.934449306411088e-05,3779.9335771606798
87,0.04920008335408674,10674.211385848785,0.5833401267432587,0.18489735089045384,1.0,1.0,3.08354810842015e-05,3737.9599325671143
88,0.04631047550809045,13114.337498680969,5.627924750846833,0.2298495682721163,1.0,1.0,8.006679727568879e-05,3583.7438622964137
89,0.03654797415200492,4691486.529765626,0.01525972827815816,1.3970637611567518,1.0,1.0,1.1099887890149214e-06,4738.789085125603
90,0.05025593530352989,10428.162985726804,4.931783600631387,0.18226952176762656,1.0,1.0,6.965023031395206e-05,3758.329760027749
91,0.00953893584373982,1719.0808292668305,0.01919134716793882,0.0016003582719431395,1.0,1.0,1.9074570429562915e-06,16017.295117095406
92,0.04354618893971947,19752.22582243587,2895.48432817038,0.4521562924291872,1.0,1.0,0.00019267547497067638,3486.4551095080433
93,0.04985607620112222,10541.284263510895,1.8042976451856412,0.2112422206698301,1.0,1.0,4.597860872879118e-05,3729.8948256838976
94,0.036500804467419816,1531308.916365765,0.02705920346443004,1.1102084407739552,1.0,1.0,0.0009388048268454363,4740.116482644611
95,0.03657114455760263,3309950.886269778,0.015997978972782417,1.4710709387434633,1.0,1.0,2.798986268892749e-06,4738.899966862063
96,0.03882089505650308,27751.172357002422,0.2615157061034648,3.0303013482167214,1.0,1.0,1.2370198527435128e-05,4751.551221262604
97,0.00572398201746909,24779.03703178408,2.434794077176913,0.005156511620595649,1.0,1.0,1.3744905169004159e-05,16016.681192908263
98,0.03663576687877248,10605169.961658256,2.258191262319837,3.8950998111470527,1.0,1.0,0.00041626736406297216,4742.231151714516
99,0.007349391462725932,35944.63225640753,0.035306547375258665,0.0003284758651667788,1.0,1.0,1.4892104838597318e-05,16007.545755659854
100,0.05208081985799986,10240.98631464811,1.4430008938468906,0.27376413472544664,1.0,1.0,2.757058775724317e-05,3867.6615614827083
101,0.015289936495363797,1011.0052371907096,0.10221638490914396,0.00010539048947902336,1.0,1.0,2.2755999275125288e-06,16036.606476820827
102,0.04981588905010335,10781.100856479674,28.27912651844999,0.1883068371832547,1.0,1.0,0.00010309882054779022,3717.50629795339
103,26.788493701274422,2788.1481802569187,0.17700755113134387,0.025820537306131288,1.0,1.0,5.183277517884776e-05,11513.608902915583
104,5.4365428188123825,73185.22832050521,0.03760917017835577,0.02517648543014438,1.0,1.0,2.180336565097724e-05,17074.08552252483
105,0.049673009273967735,10141.51219526472,0.3226215905270196,0.16877157746555566,1.0,1.0,2.151759865178724e-05,3891.9848525270017
106,0.05214281900654372,9789.427370771278,1382.906337518029,0.17735810487838122,1.0,1.0,0.00016194828212746535,3861.232104714984
107,0.04294381054984034,13448.057461553844,0.4406618944388001,0.5886563025224661,1.0,1.0,8.118747151539452e-09,4968.9864001175265
108,0.03660016508010228,720040.249986978,0.0622976339439275,1.4943837474661406,1.0,1.0,0.0002571844409912741,4737.365877126879
109,0.03867397825007855,30226.489758179083,0.21721044039441395,1.518468244802193,1.0,1.0,0.00023711245009938844,4746.864865457105
110,0.03847964371439036,1762879.2005041747,15.904255301424255,3.638271118184471,1.0,1.0,4.197722662519682e-05,3747.994468642793
111,0.0365681179423592,2858603.2755587306,0.1836870214971154,2.3165217011223467,1.0,1.0,2.356121781241602e-06,4738.083733195626
112,0.008492208073918015,72630.6795542762,0.23761173666759855,0.00012918960581157052,1.0,1.0,1.8534463132908852e-06,16007.634092934455
113,0.04958224996588174,10436.80395983258,0.5089527326485307,0.18417951232759044,1.0,1.0,2.8048943687744606e-05,3766.5070582177364
114,0.04592836346380506,14190.249055160266,4.277024855687017,0.21453450440572228,1.0,1.0,7.510845514819076e-05,3587.7404101163274
115,33.406930255211805,68181.98289039778,0.01077035564608754,0.06771442647905311,1.0,1.0,2.9187470623009965e-06,17067.402751068556
116,0.046702072674047225,11983.266501100268,0.3215133041969237,0.22639782783938014,1.0,1.0,1.3689502881150627e-05,3802.9966966868096
117,0.039977108976276696,44594.008998423895,0.4342885427011988,0.34144348977196265,1.0,1.0,1.1157378016604511e-05,3938.6045472307646
118,0.0080362579788033,16324.324829484798,1.950048809674168,0.11836055759599773,1.0,1.0,1.09113392763366e-06,16007.492106039319
119,0.0539547766845396,9631.688515143398,9.836351392399678,0.27131536393258104,1.0,1.0,5.158472848100146e-05,3894.789054147389
120,0.0109099713542058,7093.974348122099,0.1414905237858381,0.0012688092495550091,1.0,1.0,2.3090025268502685e-06,16019.197178942864
121,0.036598796292183766,32793570.83428321,0.05268754440336474,3.724181405363096,1.0,1.0,0.00028674027172804665,4740.075810678764
122,0.008674762840055817,57887.58585800784,0.08318846639500732,0.00012738565257240924,1.0,1.0,4.00072707280087e-05,16008.129609255848
123,0.008682526973653787,2837.351722386551,0.02328372329166291,0.0013922968831495892,1.0,1.0,1.2826750426040515e-06,16012.256216832693
124,0.01481464657053052,1281.8793844509912,1.7715189512257732,0.0006111801529144053,1.0,1.0,1.8049574620844992e-05,16033.441384592932
125,0.03664731743526956,622132.0456676886,0.10271201269897427,0.8163430219598414,1.0,1.0,2.1156706069708427e-06,4741.652865352557
126,0.04931219446428088,10942.903176515289,2.215544727294684,0.19756842647881195,1.0,1.0,5.496373698972553e-05,3696.602853109605
127,0.007459582013721736,36652.96198459731,0.10457673944483924,0.008664110311139341,1.0,1.0,1.0958313461888747e-06,16007.34272145271
128,0.0066757202976250474,2218.7916618212203,4.591782294718752,0.3849913521869956,1.0,1.0,1.003931321282719e-06,16022.189618546414
129,0.03651234545169767,5381910.251013508,0.7181563250467634,4.564228154007299,1.0,1.0,9.191352006546166e-05,4737.175207827577
130,0.009873042471188552,86717.19878464376,2.068198142248189,0.0005768256004507553,1.0,1.0,1.0616166508204158e-05,16013.947203823345
131,0.049937403116384935,10283.042553578787,0.5542141027561974,0.16393393790349226,1.0,1.0,3.328323334444702e-05,3813.9180671352206
132,0.04854958670748468,11226.405147518897,0.9172435051422732,0.17510377731687296,1.0,1.0,4.400241122906523e-05,3708.530403868033
133,0.03646375325245444,4667355.76208086,0.08998599291507754,3.6010676881673724,1.0,1.0,1.3045516573441305e-06,4738.021053437012
134,0.039649182075210725,20865.453763800168,0.01761644181038622,1.3525496861343538,1.0,1.0,7.342576013590593e-06,4787.840279176843
135,0.005541139448516989,18221.060358034305,5.849650530183054,0.00016608802772628478,1.0,1.0,4.3144949692778774e-06,16018.863375551382
136,0.04928743331126036,10916.134625146422,2.1493414757505582,0.1868543097026126,1.0,1.0,5.624794079780992e-05,3708.149905106477
137,0.0052164863317094,27597.11500865096,0.3668709250362229,0.013721668336421295,1.0,1.0,1.227588837524048e-05,16021.833653743415
138,0.052945281310993984,10279.143431386754,99.99093794466135,0.215849172475701,1.0,1.0,8.968100522222823e-05,3891.087893872325
139,0.036634017644150765,5247795.891650287,0.8054697004575915,2.2650745503143925,1.0,1.0,0.0005424560460893373,4741.750569264315
140,0.03657686565929849,2821037.0851970664,0.05160764000619531,4.3445997659786215,1.0,1.0,0.0006632907917903711,4737.9261938610025
141,0.008264741225785546,5343.938636760661,2.7456361433764283,0.00022224254781259828,1.0,1.0,0.00020421417915793028,16009.245189615835
142,0.007715493427034919,4496.552632652846,3.380068382141165,0.0005270869632883381,1.0,1.0,1.1706882551022615e-05,16010.689310160797
143,0.05321821396563689,9981.04685534669,34.70199210383722,0.20801687779551928,1.0,1.0,7.542483355968029e-05,3916.305074690015
144,6.207532919710782,96921.23270625873,0.22839280281838015,0.027569796100736274,1.0,1.0,0.00047011729971947275,17067.40421094557
145,0.03652996392858111,1761569.2608505003,0.10771725565830456,3.53295911621792,1.0,1.0,2.183040736790358e-06,4736.957911945091
146,0.011485202810162472,1801.184481300288,0.018588694434098944,0.0010224156248823007,1.0,1.0,1.7166045009388372e-06,16019.882272340768
147,0.00577982532545169,4004.052674773366,0.5740850295746914,0.019738932779148628,1.0,1.0,4.1073122811301555e-06,16022.617108590357
148,0.04209169963486658,23547.701503717704,0.8886014631105416,0.22311202294885515,1.0,1.0,4.534643901398722e-05,3714.3320354568395
149,0.050157687759914964,10592.254468196134,10.084495778430664,0.18496481065421452,1.0,1.0,8.286693718246651e-05,3743.55993695084
150,0.058480340997954613,8220.741467588818,57379161168.93556,0.1507931146278752,1.0,1.0,0.0004610092736605565,4025.6852137311407
151,0.006084363644139945,20061.09431481201,5.771210943781034,0.06566682861730841,1.0,1.0,2.018763329853937e-06,16013.95450246652
152,0.04233659671515103,23564.291794290395,1.842324025225604,0.3911696341287581,1.0,1.0,4.192286829821158e-05,3564.2337188476617
153,0.05284691939598565,10235.84473679774,139.44448832127324,0.20561396906799706,1.0,1.0,9.539465528693596e-05,3906.2016946402814
154,0.036593393364342315,9201911.735330056,0.3638540341121441,6.078383582347602,1.0,1.0,4.176462200474456e-05,4739.384542143717
155,0.0377658840989652,45612.96916852411,0.07091381353002267,1.6255073400427438,1.0,1.0,0.00015481099761767517,4734.465537401319
156,0.04979000589836012,10806.98445981267,51.172438669202116,0.18809107065112055,1.0,1.0,0.00011472447444703897,3712.805217349663
157,0.0364470255020042,8887733.902516479,1.2232120489182852,3.700753507086055,1.0,1.0,0.00017114361858135526,4738.436202506129
158,0.007046028707806407,28634.171862718325,0.10115049278591304,0.0002609083426208788,1.0,1.0,2.58880553220016e-06,16008.47333378955
159,0.009166478077879956,1340.2523226336004,2.1732246278802108,0.0004965717049125619,1.0,1.0,4.0531254663809384e-05,16022.84208809311
160,0.0436566802776973,16173.040052662143,0.7274437980479975,0.6557142871331408,1.0,1.0,4.46435554943852e-06,3709.3498790394615
161,0.04892909114628877,11220.99375178024,10.677027908371665,0.20522361645661646,1.0,1.0,8.335215315548823e-05,3676.357390825839
162,0.03885434507604248,3233840.8673515087,8.40667184641463,1.0237166830880622,1.0,1.0,5.6172693645671165e-05,3703.2602206329852
163,0.0054948674718834365,4294.892279787909,1.141894574428502,0.0003755726409246205,1.0,1.0,2.1103562494502027e-05,16024.959260339716
164,0.008073785856173634,30629.942449395963,0.024375921877390724,0.0019542520182506237,1.0,1.0,1.4238982984636762e-06,16007.163623815688
165,0.0531862772148281,9969.464838209677,7.589402619946759,0.22311111708579545,1.0,1.0,5.307325397006134e-05,3901.0418513577442
166,0.006693605001640382,29109.95599089929,0.03639212348466215,0.00015208072918899865,1.0,1.0,6.868466095369142e-05,16009.858244147099
167,19.46635403572195,2548.7632491089967,0.09917591314928813,0.02000108919580861,1.0,1.0,0.0004281856998604955,11495.725852006026
168,0.037451082290711264,56879.54418493783,0.022236358724921287,1.0812776504248889,1.0,1.0,1.997028635955442e-06,4736.374085621474
169,0.0486666877464441,11198.196321289268,1.8292446077260076,0.19244173164264894,1.0,1.0,5.430576604477533e-05,3677.145078198292
170,0.009377168578660784,49401.499156646816,1.5826744801696648,0.016751922211883104,1.0,1.0,1.4810271791386342e-06,16010.948651193195
171,0.05317041584690956,10081.402589556455,5.288902370226609,0.2442269544990696,1.0,1.0,4.6301424686064225e-05,3871.4620216847693
172,0.011896677407151154,1077.3484050849756,0.05901260393123749,0.002400371763829369,1.0,1.0,3.946378488257834e-06,16028.425506009882
173,0.0364596483820335,3741587.459437862,0.9930894486303176,1.6301097613497737,1.0,1.0,0.0008058241337705324,4739.403772033164
174,0.03656813714390875,1422001.7184573566,0.034254259839323904,2.133429175521818,1.0,1.0,2.972279290798045e-06,4737.402674560925
175,0.04977062679063952,10336.752658086029,0.6360796471380009,0.181332379841704,1.0,1.0,3.2935030539330215e-05,3761.2764378275647
176,0.04909162731137315,10812.554535039562,0.8327848521062566,0.16340769352781656,1.0,1.0,4.361128949234959e-05,3757.426025576471
177,0.03640506958588162,6228404.723130134,0.029715613645038344,1.996940675399735,1.0,1.0,1.64573835037535e-06,4741.462765058074
178,0.04995553249600242,9813.944590604784,0.35616203367943644,0.28503389111812805,1.0,1.0,8.282231457270391e-06,3914.0811771964586
179,0.057591104889720524,8222.192549971063,612.0644051770089,0.13888849218081076,1.0,1.0,0.00014294593241453489,4131.5089785977725
180,0.008508190858136259,14833.81977694485,0.01883906999505344,0.00011263576010705772,1.0,1.0,2.5874744177537188e-06,16008.041526197389
181,0.00697633408265691,19039.773567446962,0.6286122643751128,0.0020869084126119183,1.0,1.0,1.0355982861566357e-06,16009.087712582263
182,0.03891734847442817,116130.92301694839,0.5222088888704826,0.4054053444674274,1.0,1.0,1.109224779678499e-05,3942.600546863059
183,0.04964345175561488,12833.187989862276,21653.130773285167,0.4265106880435741,1.0,1.0,0.00014734908088471382,3678.828783995072
184,0.07681327154398494,6257.096461833948,2097.0800119663777,0.8095203233450903,1.0,1.0,6.168654712986717e-05,5947.40127755413
185,0.0066190077462890615,9291.048608162297,0.018705340292534414,0.00010744371370196726,1.0,1.0,3.106818299811568e-05,16012.039160528606
186,0.006343313129071465,4698.311981671797,1.7781560036082245,0.018866504028492864,1.0,1.0,1.650085307873654e-06,16016.73852046979
187,0.03920730643097853,23548.35585803686,0.0634175286098089,1.7648413127978773,1.0,1.0,9.973175697407256e-05,4769.103644087478
188,0.006611995564244129,4256.882081726515,0.035487019605964565,0.0005888204791674452,1.0,1.0,1.7692538789243045e-05,16015.609073133834
189,0.04998731443666196,10557.415561609609,0.8683793206114603,0.248770367064846,1.0,1.0,2.773471417797306e-05,3715.8840735560334
190,0.050127976320978915,10560.09178803578,5.56209716334356,0.1983054378608646,1.0,1.0,6.942623730525838e-05,3736.3997424863214
191,0.03645476029922064,13263371.368355826,0.014253440033760775,1.8986736995287212,1.0,1.0,1.6390316725942345e-06,4738.982170976879
192,0.039346197066172775,115434.57141916949,1.3193623254061242,0.4388377633536738,1.0,1.0,3.3635233435414545e-05,3741.643752260829
193,0.03649742039113486,4810692.8453605715,1.124401702846224,5.980588191532246,1.0,1.0,2.011483238728914e-06,4737.207987508028
194,0.052610372373110524,10143.75652623427,3.1688476216305426,0.23177187482164374,1.0,1.0,4.108586951295495e-05,3894.1703884379667
195,0.04979180305574722,10373.26309733713,0.6588754748213199,0.1680302999544537,1.0,1.0,3.655559444728845e-05,3784.111657259274
196,0.01110451975282617,15109.910760097293,0.16031851930822333,0.002779268424570512,1.0,1.0,3.0207574972041997e-05,16022.543257203984
197,0.007436822060549216,7915.05291209386,1.3077296744076323,0.03991880693461211,1.0,1.0,1.0444523200384544e-05,16009.26410972972
198,0.00939990642154484,3736.0409835582564,0.5294114063821788,0.003001081586721508,1.0,1.0,9.377183790571263e-06,16011.58345885119
199,0.03825776439228793,35951.17976978343,0.016951211140474806,0.6819843659918541,1.0,1.0,0.0002118368538374093,4741.128097530509
200,0.005775259708408209,18396.70443454545,1.0930895394801503,0.06958892213021535,1.0,1.0,1.5463817917599845e-06,16016.619870144334
201,0.036533372684916535,4538273.19057705,0.018875172082096856,2.8452476282288237,1.0,1.0,1.709864932556201e-05,4737.471982720919
202,0.008569230153047985,90094.61704585627,9.599112596945302,0.7047890702737767,1.0,1.0,1.639856599468734e-06,16007.811479476497
203,28.162749179471213,2453.3895750943943,1.7228710322023226,0.031191394337489527,1.0,1.0,0.0035611694482844116,11638.221370223271
204,0.04143505275875821,30173.552960088153,25.38476740492581,0.4035117395661641,1.0,1.0,0.00010695461318971112,3584.3577895301787
205,0.03661989419176534,2777617.1542762592,0.13905446798789192,1.9427946071136868,1.0,1.0,5.316916767403739e-05,4740.167056969185
206,0.049698220711006096,10260.139488912497,0.6611074034697261,0.16980127922232938,1.0,1.0,3.6116978496666015e-05,3784.4474332238033
207,0.04459761067192772,15108.504660090402,0.3439263069105913,0.19926178685564372,1.0,1.0,2.165309425909388e-05,3781.2259289504054
208,0.037377805458199034,67042.41941031779,0.08857440029381065,1.4071071496636682,1.0,1.0,4.013286163794008e-05,4731.293366912949
209,0.007555005476704866,33977.92081380916,2.0343632683462274,0.0061926779625289,1.0,1.0,6.802055199418967e-06,16007.247804313069
210,0.040747603428951104,42408.24321902887,8.00710667040856,0.7604966793277333,1.0,1.0,5.7304322035169824e-05,3582.862700453751
211,0.0068991348577388395,3330.2043277151674,7.088054709224941,0.041326705180481364,1.0,1.0,1.739532354666765e-06,16015.887435936536
212,0.038464399278046436,34146.41694688211,0.5420893220642824,2.0119319926897297,1.0,1.0,0.0001874692015888364,4742.788807399085
213,0.0052370436570627465,12651.501948072311,0.2915281000052111,0.014390476846445718,1.0,1.0,1.0221967757807621e-06,16022.90785876146
214,0.03766276076453308,49171.77330835872,0.3732135552695913,1.6907605472416358,1.0,1.0,0.0006513198269423513,4733.603387750734
215,0.052545246251079536,10443.016504481377,8.168853655358934,0.23169147735696025,1.0,1.0,5.4111719213161436e-05,3853.498290813773
