,W,K,Max_effect,TransitionWidth,TransitionConc,P_comp,D_comp,Deviation
0,0.005644798638865847,10991.576982246457,5.8845962536921495e-05,1.91350052634783,104.85520878091171,1.0,0.3839339769931608,16021.882628325708
1,24.486577609821033,2369.980413767994,0.05152571071659813,176.0367244286628,423.2368321442268,1.0,0.057804050527653035,13570.021961098733
2,0.017598979093010166,1030.693950885646,0.00034881136560226285,3302.918379084293,1.3105466672676358,1.0,0.01870921385475377,16049.691241767834
3,125.30614184213016,2188.5889318633585,0.18436551735587534,4000.1585553842738,176.1406062887864,1.0,0.15383871720687214,13719.072375026964
4,0.006233439339523817,4222.960759812703,0.00011446171763849388,2.2338407628577603,11.7332544897256,1.0,0.13429852849650795,16023.953588230437
5,0.009560278678874054,2379.739062802613,0.00013412463346823168,10.705385487648043,2.423636969432471,1.0,0.0666028407093975,16019.107638011526
6,0.12812298822826218,18473.43705639505,0.06773195021944313,19.934010278387145,4.480402816433396,1.0,0.9697628591383234,11311.789875098808
7,0.015344839999908025,1240.9146341941762,0.0002498566798142815,8.560067624292827,6.298499471742835,1.0,0.9621236264427252,16041.83047570982
8,75.34852784714514,2290.7138221429555,0.040989011537058126,9.839964501881896,3600.758605345913,1.0,0.06710900045245233,13648.80178858227
9,458.50101726713035,2108.286573356148,0.06617389284483899,1188.675302122977,3.102808680495029,1.0,0.6750831734885159,13775.938738957464
10,0.00996693646149439,4385.095827276148,0.00031406881602887,207.17069131847325,2126.2445627358084,1.0,0.8063531829275112,16013.129950937446
11,0.11609841800482455,171773.9937030698,0.12787635166343236,12550.681926724963,2921.8107477627177,1.0,0.43627487228062295,10959.974633225374
12,0.005898705329398847,5170.46900974457,0.00019115453638305968,373.7731339066873,1045.0940559876658,1.0,0.02951947134266368,16028.35208672542
13,0.006413693024231916,3011.121745902513,0.00039925331167476165,1830.0624937629855,18.932860612895666,1.0,0.04430097518401045,16036.706495208176
14,0.012385677874260427,2232.540733876318,0.0003407136632883936,165.98114309218926,41.979777390651186,1.0,1.914710736171792,16031.579930503683
15,0.011001370975586986,1984.4665782612346,0.00032685685140328743,5.005484741563049,8070.272180696786,1.0,0.9307379388020588,16017.951002169537
16,0.13210155734903964,22217.54068448432,0.07393129203516084,2.2054542796129013,5.578894767771293,1.0,0.01682758437958254,11147.861829247637
17,378.90710311020433,2242.695613447495,0.15058516991544615,28.456820087427353,87.66421726886841,1.0,0.1629725468148271,13675.165752962332
18,0.09758302129483122,40225.87264036429,0.0619727665530204,90.53232343491085,10812.68848698265,1.0,0.044923207058030816,11476.919417786943
19,0.008228318936712166,5320.070809202094,7.724447070783058e-05,173.67343266135768,36.93802237604113,1.0,2.049144929160754,16011.667242993117
20,0.006953414486695593,9324.05647908851,0.003655137416055389,17.313311241011007,3316.497107324691,1.0,0.5288016294010497,16010.423651988931
21,0.013820020585497042,2129.228944526278,0.0003583619600012254,8.633231908819122,17.23877056758608,1.0,0.036261148512126064,16041.455564622718
22,50.42241811175127,2321.721772577059,0.057814660618247575,92.38465160312842,533.2099428383872,1.0,0.011526028690494345,13607.194191467608
23,0.008508139986803631,4601.018682840537,0.0002067250009897737,198.52887586741616,2.774940745605341,1.0,0.07895561543123028,16018.284324814857
24,0.13278428385960891,21340.370044115632,0.07511867781372039,224.9991588258308,82.8162123372068,1.0,0.011889182914639418,11134.08911169444
25,0.009362648266461066,1942.0915463279807,0.0008008764778363219,510.86336178379446,2343.129118119095,1.0,0.2451374304154595,16023.956304414203
26,0.00854695226353714,8257.445965849442,0.00010425891578673108,14.934994838138694,39.44077418864307,1.0,0.03542461798361623,16012.814145449587
27,0.0073242404094337405,11895.25134415156,0.00015684044627904402,57.42445821872186,1.4941737602627811,1.0,0.0970411495136131,16015.731758980313
28,0.18729113429947145,30598.481459918043,0.12850814779492006,23.235725189056534,22.0113586276218,1.0,0.0735567132939848,10383.056171777587
29,0.006394687406294224,8298.341702290265,0.00023572115350413653,8.531577740059554,7.458270958381353,1.0,0.05696132677986166,16025.176402520718
30,0.008256968097981366,4722.8158346411265,0.016785842561965473,4399.578963789557,23247.462570273707,1.0,0.09812842767006227,16017.776217984305
31,0.011706348730349987,3413.952548280828,0.00019504005161418943,4.1890148978919095,5564.091541170235,1.0,1.7269165195053806,16022.045043665788
32,272.97306405676534,2176.6056345055717,0.0904839971538322,4303.889727207994,100.92308265058048,1.0,0.012226586415646314,13722.863541226665
33,0.11912300402358142,16752.853943618415,0.06977684970726837,75.94818282269397,658.7972118978573,1.0,3.4778993551227635,11610.237246049017
34,62.98872760170071,2319.9036493136186,0.1291970181363287,326.8325208085264,176.19611158014337,1.0,0.010230183738148758,13621.434716064507
35,0.014302088589799406,1959.8584575640368,0.000671261339203196,144.69490439689156,6.546407581188908,1.0,1.5755388996438782,16048.79279870615
