,W,K,Max_effect,TransitionWidth,TransitionConc,Flag_consumption_model,Init_conc_comp,D_comp,Deviation
0,0.03662108304261672,6607674.990070158,4.8799298870948284,41.043319164483826,0.000354486043373791,1.0,1.0,2.7934147657308032e-05,4741.029955826265
1,0.009266123667921448,14364.197859734324,0.00014266104752493986,0.013593546518298964,0.0001774665698751035,1.0,1.0,0.000419432251111878,16009.259086994984
2,0.039627040594988686,21772.91405934772,8.13623515821118,6.971957455028599,0.00022049107011118282,1.0,1.0,7.185103418169608e-05,4782.217853777666
3,0.038385750942829734,101814.4485140229,1.4671419058549042,0.14256708519530206,0.00019010164066619108,1.0,1.0,3.780831892615808e-05,3981.9569581533706
4,0.046608533644678055,12543.957297503144,1.193817630221252,0.11161948889517972,0.0008665740211974593,1.0,1.0,3.769892402091468e-05,3584.0557753511544
5,0.005619684663162721,9742.973359194633,0.0011534855596288993,0.18202504294787547,0.14901634663088775,1.0,1.0,1.2859521341115466e-05,16019.277417118195
6,0.0421182787089008,30496.362469551503,1.9839371809325168,0.0012195524267981787,0.9351368278042508,1.0,1.0,2.471715496668464e-06,3448.55646145442
7,0.0365327852678904,3748609.0115210856,3.8168823572757296,8.841966844416387,0.000726233613884502,1.0,1.0,6.189918926178044e-05,4737.803545498332
8,0.036613953463236384,1494628.6361171238,3.4225532298657835,15.338461540766534,0.09858816424610116,1.0,1.0,0.00045121554537042556,4738.9375100714315
9,0.036489853527250635,1114346.3894132352,3.5399100731284303,28.167016650159727,0.0002274395866106153,1.0,1.0,0.00021214695127081486,4738.826124958746
10,0.03639949693886348,6067669.525819941,37.89835468455424,0.3896358749753731,0.002857041169399045,1.0,1.0,1.0514170800418025e-06,4741.061270396276
11,0.03654057586174316,2926606.6353213014,7.988255141381582,1.7052778027238862,0.8657376588579189,1.0,1.0,1.3312953807544142e-06,4737.207186571263
12,0.04357225740407557,12992.531381537374,0.24346152179877656,10.072520779901776,0.0018534646929538462,1.0,1.0,0.0006442164567813296,5027.388706905167
13,0.05396378000047025,9929.165909827758,0.28476322265044035,0.0147901171786617,0.122016846420367,1.0,1.0,4.922662137375658e-05,3817.368492337851
14,0.036491074748338015,14517477.13937749,3.643473680546316,15.425695036987012,0.2840010170655499,1.0,1.0,4.9874121670180355e-06,4738.25895335091
15,0.039061770547099264,1201902.2467383137,1.9383771757405024,0.016723008041751187,0.2478254243664573,1.0,1.0,5.779024911672285e-05,3664.7142867760695
16,0.04917366701437733,10490.930111186248,1.0732581694572558,0.11627896866065518,0.0005557558169235996,1.0,1.0,3.461314178527534e-05,3695.579092563689
17,0.03658760015883177,575806.540657882,4.208219710993303,4.506347402557758,0.07907021057257435,1.0,1.0,1.4881809059702187e-06,4736.651168720992
18,0.008301338783700042,3159.631490333646,0.00011649831255732183,0.013952771513773495,0.001664800407597414,1.0,1.0,0.00011031213573567626,16011.789693642268
19,0.0057981540702388,49025.7762604517,0.0003338513080102695,1.085349337422444,0.005706511824434022,1.0,1.0,6.170208717371503e-06,16014.316146043755
20,0.03870662444130867,177787.33434592356,1.4151921563460157,0.07369244265884596,0.0006717461548333941,1.0,1.0,7.722156151449434e-05,3817.454542364229
21,0.04352402472157192,12699.858488743059,0.24282777219953536,94.4826422596492,0.0005740318061916204,1.0,1.0,2.9181839646785498e-06,5034.826659867812
22,0.049941310824807184,9923.693355140726,0.9535921669257064,0.11589795764360734,0.004948275238619154,1.0,1.0,3.4871169683945475e-05,3747.685118228201
23,0.008131079384741786,9586.659366341231,0.04282530912137531,0.031861937702146764,0.0008641380636230593,1.0,1.0,3.872584097251101e-06,16008.088613540134
24,0.006921432150433972,59814.180159346,0.0001824523737178289,54.995034600530616,0.001490334011454943,1.0,1.0,2.81316017551339e-05,16007.130496795662
25,0.03664999572289376,1063042.496931303,2.738905916693158,0.6295211450101116,0.0911954682949284,1.0,1.0,0.00016741368242600342,4739.422364281289
26,0.03649177702372116,1442831.1864502619,9.159328554017787,2.7221542868866444,0.00012035201862367845,1.0,1.0,0.0003734775726518441,4737.437610169526
27,0.05417127762754198,9624.033042303265,0.2943453824465473,0.003971779886230578,0.012456420721618358,1.0,1.0,0.00010284723222836604,3852.374285162071
28,0.03642844661932957,2053758.3832764402,5.719774195786486,75.55611600454536,0.0029509002627793345,1.0,1.0,3.233376374286822e-05,4740.221065166379
29,0.01078682653272168,17765.155062453276,0.01740654977644599,0.02450266012115316,0.008834051343639609,1.0,1.0,3.333587670844374e-06,16020.03940583842
30,0.053884066925628735,9700.697426188504,0.43917102301683203,0.016239749714492182,0.03842950405297712,1.0,1.0,6.847928379783127e-05,3776.898029655245
31,7.592591873620736,2640.186760155248,0.04601114478993437,1.4944012356548713,0.00047968371990770507,1.0,1.0,0.0007418009881289642,11173.873873585671
32,0.03659166848057152,2883766.1021070457,3.0594103017998795,93.14090691047883,0.0006878226086226934,1.0,1.0,9.047300814029976e-06,4739.29797434077
33,0.043328123055197794,13047.569383766631,0.3276425161797507,2.24515515152154,0.000939297006632186,1.0,1.0,1.1789750665478912e-08,5008.938792333112
34,0.03641157708009885,3239815.767931178,8.959725899535872,27.165458333311413,0.04219820333076943,1.0,1.0,0.0002028849172294062,4740.44544801326
35,0.05322396574396301,10111.790480134056,0.30243916615406485,0.0011978451882371985,0.002523446210720122,1.0,1.0,0.00014311954798357598,3820.659408498371
36,0.03661696852410562,3782522.5800282657,8.868856989179584,39.91611776457765,0.002035618671605659,1.0,1.0,0.000443122718135467,4740.091974689796
37,0.03643781432828284,3455580.2336748536,7.250665839982866,0.2442592789028183,0.2619624098762886,1.0,1.0,0.00012082219107854162,4738.651349906743
38,0.0366385087614399,4088346.1396225123,6.25141120062645,1.4696843007222289,0.0026014407880138174,1.0,1.0,5.936929259432364e-06,4741.837201844506
39,0.036562744861882115,8768547.309164377,5.274550163582445,99.34831959376055,0.06494243731126123,1.0,1.0,4.650235126125361e-06,4738.354435500042
40,0.04975225593779757,10917.112971216651,0.20714703824138805,0.0006441735453695693,0.010558236890851785,1.0,1.0,0.00016330825338689543,3644.7143188991545
41,0.04975913972303071,10942.699720483308,0.1872823103877489,0.006211720180415496,0.09053671732937077,1.0,1.0,8.618540979798358e-05,3675.203764051626
42,0.0059185521926922975,6903.574444990121,0.0010505963777057556,0.09378250542644727,0.0005792564786473588,1.0,1.0,2.6794494835501235e-06,16018.029331133452
43,0.008304677986174194,4100.626026066098,0.078708756771612,0.019419758625634227,0.009872781038457509,1.0,1.0,6.0232389362306276e-06,16010.317360601384
44,0.039512852891994014,61517.684368329865,0.6579844108752021,0.024291770419756286,0.8465310373861626,1.0,1.0,4.013066283161206e-06,3830.992068532183
45,0.03850101835030542,32591.23264872226,5.674173207021787,5.238101202622986,0.07875267946954759,1.0,1.0,1.9712032218159313e-05,4742.483751150712
46,0.008599284045070479,7432.385223855606,0.0013547964345857575,0.13293079814366132,0.003357685312430789,1.0,1.0,9.047621303847754e-06,16008.78106711538
47,0.03663744249819058,941023.3551657073,3.40552432660552,73.63995719983913,0.004057480304484554,1.0,1.0,1.903305386882876e-05,4738.618954054849
48,0.05389621496803998,10071.63005664314,0.2803641713341797,0.0012802113735345439,0.6127226797233032,1.0,1.0,1.1574691733868873e-05,3854.4066943479907
49,0.04172984888599656,15026.25904108132,0.4027346361299196,29.97740245945987,0.010036002878407812,1.0,1.0,0.0005065810213753501,4891.953974093613
50,0.04936466003990237,12576.034885033081,1.7913755080035805,0.02045491344941297,0.5268414653340208,1.0,1.0,1.425528035220918e-05,3577.7457221286536
51,0.04954287263331508,10879.665455042132,0.22342093383985434,3.0541263737024114e-05,0.0002150060261136377,1.0,1.0,0.00030192587584085734,3638.7437026541706
52,0.007686738049917755,1846.3140390055426,0.0004550697994751,64.68634081771312,0.0012465344886529233,1.0,1.0,0.0001355409066494512,16016.594523467671
53,0.04359963663840947,12534.750584680827,0.2420771208351896,118.9654079128573,0.022034803897361187,1.0,1.0,1.963325746594633e-06,5041.811843229319
