,W,K,Effect,Flag_consumption_model,Init_conc_comp,D_comp,Deviation
68,0.042179564448067294,14785.537233461731,0.0,1.0,1.0,1.3437904872669714e-05,4928.821610074797
69,0.04416041396665372,11838.294292327011,0.0,1.0,1.0,0.00016044210588402592,5088.184027486764
70,0.03640472824921191,7899785.79902496,0.0,1.0,1.0,5.564435007296061e-05,4740.417352188877
71,0.04312225310053176,13127.260520903164,0.0,1.0,1.0,9.680276154655992e-05,5009.455344943039
72,0.03659100278827546,1387381.9656574451,0.0,1.0,1.0,1.4275199884373862e-05,4737.6983149496255
73,0.03752462363797997,61931.3347221915,0.0,1.0,1.0,5.036180690305487e-05,4731.500158575386
74,0.03715287075433443,97964.49712351231,0.0,1.0,1.0,1.763768319267831e-06,4734.870914087455
75,0.03655737157050918,4958472.188768208,0.0,1.0,1.0,0.00035739857314350486,4737.864274211373
76,0.04371862930400472,12532.18145894606,0.0,1.0,1.0,0.00026720298979530086,5052.465687067259
77,0.03913287743895324,25705.327171929515,0.0,1.0,1.0,1.6187363541734425e-06,4761.193086539721
78,0.038382728320952166,35168.415214745735,0.0,1.0,1.0,2.5168861449656304e-06,4740.6078341880875
79,0.03961189827077252,22128.382265763375,0.0,1.0,1.0,9.016306519228668e-05,4782.682795189722
80,0.04370013182577437,12389.386366440638,0.0,1.0,1.0,5.2660418982467604e-05,5050.216166814286
81,0.040929792088239145,15135.872329364429,0.0,1.0,1.0,6.041176538171549e-05,4892.912444817205
82,0.04342317513096312,12704.662315635647,0.0,1.0,1.0,1.0420251059229253e-05,5031.712191660421
83,0.036552086200120265,1740572.0507267057,0.0,1.0,1.0,4.145242091296091e-06,4736.917463008493
84,0.04411466487075489,12137.994659414206,0.0,1.0,1.0,4.871450986844082e-05,5079.982425667417
85,0.0365739013443619,19878507.791656386,0.0,1.0,1.0,0.00016888627482309327,4738.677029246059
86,0.03655707435559597,8101999.425924855,0.0,1.0,1.0,9.806409322373032e-05,4737.983942134763
87,0.041255182370398866,17077.68186906974,0.0,1.0,1.0,0.00010624958888793353,4861.019138773669
88,0.04414652731498931,12134.126659242806,0.0,1.0,1.0,3.1149262283597906e-05,5069.183417285907
89,0.036615812524608375,1434116.3043106843,0.0,1.0,1.0,0.0002755891303858412,4738.854790657187
90,0.04252480838761689,14537.621681845132,0.0,1.0,1.0,5.389816080300981e-06,4949.888677051474
91,0.04282672377179892,13332.580702503552,0.0,1.0,1.0,0.00016452663586688214,4970.844609627407
92,12.112477192582547,2445.0598457688393,0.0,1.0,1.0,6.743042218324909e-05,11456.334349654197
93,0.0438514634466042,12577.8238432264,0.0,1.0,1.0,9.858957742468063e-05,5049.672544073758
94,0.044798977221145474,11543.784531296318,0.0,1.0,1.0,2.8742025081177987e-06,5145.200175111092
95,0.04238570080444859,14262.689058135626,0.0,1.0,1.0,0.0004908122387063103,4937.706175774167
96,0.03651361910680996,3290780.0784289245,0.0,1.0,1.0,0.000113449464960951,4737.7576604799
97,0.03934060456905023,22369.997937606364,0.0,1.0,1.0,9.751738984067814e-06,4777.322221342542
98,0.04368399065054582,12481.818076068137,0.0,1.0,1.0,2.649842113328341e-05,5049.467214458741
99,0.043670444204366964,12853.479248301051,0.0,1.0,1.0,0.00025787372137215086,5038.382355999607
100,0.036467369265286466,1291951.6362919416,0.0,1.0,1.0,1.7248528560507653e-05,4739.124417048278
101,0.036447629463051606,2156649.373783054,0.0,1.0,1.0,0.00016179616344193983,4738.742901433796
102,0.036558243576648615,4632883.805249119,0.0,1.0,1.0,0.0001689131320751903,4737.698957985908
103,0.006036144545523907,7415.335372473098,0.0,1.0,1.0,0.0007530300029040977,16015.142195931641
104,0.04058901505848492,18845.02049431649,0.0,1.0,1.0,4.0805338957633533e-05,4826.252066611096
105,0.03664960204168618,1272223.7638099245,0.0,1.0,1.0,1.5140645735826898e-05,4739.970904838196
106,8.242579762251491,2583.640834025199,0.0,1.0,1.0,6.081067621130768e-05,11320.563888465867
107,0.04261211481632046,13845.354911456785,0.0,1.0,1.0,2.032317658264592e-05,4966.733872844719
108,0.04146883150600858,15962.558537480281,0.0,1.0,1.0,0.00047982096966211904,4871.050882588012
109,0.03653170560163708,1506744.6133803108,0.0,1.0,1.0,0.0004369987929273157,4737.376434166797
110,0.03775284320784414,54667.197775332585,0.0,1.0,1.0,1.1190724271825771e-05,4735.535684320278
111,0.040498033138863146,17369.19223647859,0.0,1.0,1.0,1.936009136099077e-06,4832.411735998579
112,0.043029715147521616,12984.60984553943,0.0,1.0,1.0,4.1239160508488e-06,4979.62744329174
113,0.04394553005641518,12080.513121175149,0.0,1.0,1.0,4.413262429013103e-06,5052.582928931001
114,0.03936149155519407,22626.71778596333,0.0,1.0,1.0,4.315088181844269e-05,4774.405065936815
115,13.70613616934635,2394.7056530882423,0.0,1.0,1.0,1.1284072000648136e-06,11517.375101736196
116,0.0408233530361386,17922.946263816022,0.0,1.0,1.0,0.00011265041154242933,4836.884921627464
117,0.041629828750067585,15266.462303675178,0.0,1.0,1.0,4.0229235113851006e-05,4886.76942239618
118,0.03641228817656979,6055950.084935413,0.0,1.0,1.0,7.876946604957932e-05,4739.9100332072885
119,0.044361665948962514,11977.220274232655,0.0,1.0,1.0,9.75886423315035e-05,5102.271508387327
120,0.04025598598694954,17986.74071766448,0.0,1.0,1.0,0.00014350638021909322,4823.790372096903
121,0.04348247636157425,12657.222540929455,0.0,1.0,1.0,6.897441867025936e-05,5032.137628518292
122,0.04318852494471968,13104.649450716768,0.0,1.0,1.0,0.00021333737645532933,5013.903547803855
123,0.007350640236764702,22342.593451462406,0.0,1.0,1.0,2.0393663799585233e-06,16002.404983468903
124,0.043803303152827884,12295.46188137717,0.0,1.0,1.0,1.4803261674616914e-06,5056.655698780738
125,0.04002827064203119,20767.286907523983,0.0,1.0,1.0,1.7207760921074089e-06,4802.622070400128
126,0.007523769048801349,4989.436141864796,0.0,1.0,1.0,1.1509928061802115e-05,16008.774956410018
127,0.03649053790909201,4083136.375671684,0.0,1.0,1.0,1.4036601583456961e-05,4737.215491229956
128,0.037027271097278366,117078.83110463555,0.0,1.0,1.0,2.3724524085337467e-06,4731.581315130902
129,0.043966559063195576,12248.790335645725,0.0,1.0,1.0,8.997796260343679e-06,5068.554351900814
130,0.04396233898652667,12303.272890136512,0.0,1.0,1.0,1.002665002663906e-06,5066.079164929054
131,0.03650778724357899,11554858.094602495,0.0,1.0,1.0,3.5700064190725854e-06,4737.25719473074
132,0.041130631475557435,15126.282479326954,0.0,1.0,1.0,0.00011565740640157607,4892.419722655376
133,0.03657068898184648,3448093.311427752,0.0,1.0,1.0,2.467249822695057e-05,4738.655957406886
134,0.04331017892872345,13038.077526146917,0.0,1.0,1.0,8.93436972547635e-06,5015.540275423267
135,0.036541753556994905,32230229.863158014,0.0,1.0,1.0,5.082750686273999e-05,4737.665330847094
136,0.04366025832597226,12491.901773413638,0.0,1.0,1.0,0.0002710052343791096,5044.095917056896
137,0.043334902953721215,12838.026489807977,0.0,1.0,1.0,1.5848065561996638e-06,5004.124028169254
138,0.03933128133716373,24884.323675778505,0.0,1.0,1.0,2.058196056454573e-05,4781.086993626458
139,0.03846038438704221,35556.64719045851,0.0,1.0,1.0,5.7155861575436635e-06,4750.155087336056
140,0.03851249230630655,32160.71830943386,0.0,1.0,1.0,2.827964306112229e-05,4742.875223122903
141,0.04417638000069341,11893.023845915151,0.0,1.0,1.0,5.091655561240573e-06,5088.886061420444
142,0.036557066468556734,2705714.60328789,0.0,1.0,1.0,5.774498655471472e-06,4738.423740449367
143,0.038646036731864286,32444.95524667664,0.0,1.0,1.0,3.1198023758687294e-05,4754.055869305603
144,0.03915791578602427,24505.956826094185,0.0,1.0,1.0,6.678322103266226e-06,4763.637542719104
145,0.04384919840943564,12461.969617248491,0.0,1.0,1.0,4.031025436222086e-05,5051.84704024033
146,0.04382654891987914,12477.223016250671,0.0,1.0,1.0,1.0491612753399472e-06,5065.483389027469
147,0.03653937605569665,1765754.655998354,0.0,1.0,1.0,0.0001355268532458153,4737.565104235693
148,0.03656944167635659,19658907.674246363,0.0,1.0,1.0,0.0006799479159050657,4738.604411911441
149,0.04334902643141883,12992.246858254306,0.0,1.0,1.0,0.00026272257843032746,5025.939357268732
150,0.041213295182794416,14782.793201958835,0.0,1.0,1.0,0.00013086050732163008,4903.938921918778
151,0.04285816380347617,12330.001453528856,0.0,1.0,1.0,0.00042683377901412095,5060.875709505741
152,0.04272156406044228,13613.820550448669,0.0,1.0,1.0,1.1371776063448167e-06,4979.627150883543
153,0.03657886026450181,3443906.0746761123,0.0,1.0,1.0,1.4222256268615302e-06,4738.123040657833
154,0.04405771844791207,12361.06480063274,0.0,1.0,1.0,1.7308530048763023e-05,5077.413077516715
155,0.036539414182132315,4286764.662237731,0.0,1.0,1.0,0.00020419841133073027,4738.285117092548
156,0.007746672524505949,81568.0651495413,0.0,1.0,1.0,0.00021662310638223984,16004.330871402732
157,0.03655203997735542,1597647.885547159,0.0,1.0,1.0,0.00045491435374030663,4737.739079992339
158,0.0366349956576268,4031216.15295152,0.0,1.0,1.0,1.2849111898005334e-05,4741.339488371825
159,0.036575450180312,1720165.7273681376,0.0,1.0,1.0,3.127241064813527e-06,4737.456236059132
160,0.03647778398760168,2971797.4927153355,0.0,1.0,1.0,0.0005904247896689652,4738.178653535175
161,0.040622029098157986,16488.425190860587,0.0,1.0,1.0,0.0005153871396042899,4853.413932643913
162,0.036643036120436685,1604883.3828927628,0.0,1.0,1.0,6.627065136462993e-05,4740.486922161558
163,0.04032968414458495,20370.458579201666,0.0,1.0,1.0,1.645577382852151e-06,4818.280251787466
164,0.03861247104068565,31650.957475472784,0.0,1.0,1.0,0.00014363890053837734,4747.244262573167
165,0.043011193931534464,13376.15092508489,0.0,1.0,1.0,0.0005029167114623557,4999.939418730864
166,0.03659248279248661,6475241.930636661,0.0,1.0,1.0,0.0009836913583236486,4739.1386180419095
167,6.980549673814059,2793.6733097178258,0.0,1.0,1.0,1.4329277780672494e-05,11324.211400529097
168,5.405244711674337,95047.90682940268,0.0,1.0,1.0,0.00019219104640613038,17068.75056548904
169,0.038496284629123134,32310.250623766333,0.0,1.0,1.0,2.6399444511549587e-06,4743.104248276415
170,0.04421861742423152,11893.720496213424,0.0,1.0,1.0,9.255967006390877e-05,5091.73362686063
171,0.043446990963786784,12825.724708966145,0.0,1.0,1.0,0.0002549384167827765,5016.320630708469
172,0.043259098672804926,13033.289091134422,0.0,1.0,1.0,0.000144307759313468,5013.516707493017
173,0.04354272565836816,12829.458821064334,0.0,1.0,1.0,0.00044463273776344716,5024.08134302133
174,0.0392105560243172,26052.721093459244,0.0,1.0,1.0,2.0063636648458488e-05,4765.1316591338955
175,0.03647627919589661,3564897.408993925,0.0,1.0,1.0,4.2461420598967115e-06,4738.0647174194155
176,0.04396153516778402,12063.471757700205,0.0,1.0,1.0,4.760339788705224e-05,5068.138396667517
177,0.03653276657515123,5799708.149680961,0.0,1.0,1.0,1.1383185821375015e-05,4738.27045485872
178,0.0427148704185232,13656.902093121873,0.0,1.0,1.0,8.348592424431573e-05,4983.14602965218
179,0.04084378162595193,17194.523784034984,0.0,1.0,1.0,2.695827760563273e-05,4842.844721202795
180,0.03910570628029759,24848.85945019668,0.0,1.0,1.0,1.2977431969804492e-06,4762.168427002122
181,0.04088293662975668,15584.547507388386,0.0,1.0,1.0,3.702804867244784e-05,4877.486681267988
182,0.04326779458750162,13108.801283701101,0.0,1.0,1.0,1.0870028849749806e-05,5015.087454787391
183,79.72812970063146,2345.2300781746285,0.0,1.0,1.0,1.2081578384687354e-06,11656.834392677394
184,0.043482819287791546,12905.177117532196,0.0,1.0,1.0,5.662883816932673e-06,5028.399378917906
185,0.04049887390775462,16737.049063757648,0.0,1.0,1.0,0.00029395529542883264,4848.240243361971
186,184.5096611111105,2400.727509259149,0.0,1.0,1.0,4.889662859084551e-06,11628.321240768062
187,0.04293374716380706,13473.2742837898,0.0,1.0,1.0,9.730001191264943e-06,4991.0038268742355
188,0.0443757866954606,11993.803946772783,0.0,1.0,1.0,9.895016727683616e-06,5096.432169869373
189,0.042201578897430564,14863.448811822169,0.0,1.0,1.0,0.0005499433534417737,4924.670894235249
190,0.04323836295925825,13120.21660259997,0.0,1.0,1.0,5.231250012937627e-05,5015.52785846753
191,0.036587552915218084,21261516.088635616,0.0,1.0,1.0,1.9062209945438934e-05,4739.454306168251
192,0.04342435976699389,12756.802193910049,0.0,1.0,1.0,1.857461829911177e-06,5023.325008097142
193,0.03716459940710494,92070.797678462,0.0,1.0,1.0,2.7008732224142244e-06,4732.454706584791
194,0.008473666899077406,5032.346496308437,0.0,1.0,1.0,1.7410785403311592e-05,16007.315900654141
195,0.03653791655952513,5133137.397431387,0.0,1.0,1.0,7.814132237065172e-06,4737.951987503651
196,0.04420669598409787,11995.039164311389,0.0,1.0,1.0,0.00010923981477739414,5088.520649567232
197,0.04256089328224147,13880.676325588853,0.0,1.0,1.0,4.832490403600083e-06,4965.550720646893
198,0.04320103053865736,13062.08277226932,0.0,1.0,1.0,0.0003486040055779879,5014.025224337299
199,0.03663271995847005,2030312.4359392247,0.0,1.0,1.0,0.0004011977858499936,4740.755062952883
200,0.043860906240878884,12347.520975078854,0.0,1.0,1.0,1.4621528943376997e-06,5048.6598936876035
201,0.04474610122201705,11340.452620049091,0.0,1.0,1.0,0.00017371580959517366,5140.666007899758
202,0.0076326896998932785,6969.8249064665115,0.0,1.0,1.0,7.540116807349233e-05,16007.152719133095
203,0.037753896632138316,53794.22264528172,0.0,1.0,1.0,0.0007638246461596957,4734.198602704733
204,0.03654767893884555,1680228.287005086,0.0,1.0,1.0,0.0003623958252193616,4737.377285343131
205,0.03657237453335347,1366305.0749739371,0.0,1.0,1.0,9.978638011669934e-05,4738.383834301832
206,0.044313095465539236,11896.857301055205,0.0,1.0,1.0,0.00014245403863947302,5095.1079717016355
207,6.770671546538267,55012.47292477055,0.0,1.0,1.0,7.63092265747545e-06,17067.61712391
208,0.04083679341678037,16341.030857640351,0.0,1.0,1.0,0.00018161012916620363,4860.369298348775
209,0.0364811360637136,16217294.066176452,0.0,1.0,1.0,1.0406990107249213e-05,4737.506740496684
210,0.04371213878160028,12666.671499822323,0.0,1.0,1.0,6.260663369066429e-05,5043.080277439232
211,0.03997291172182718,18924.788166311693,0.0,1.0,1.0,3.2846232215279575e-05,4809.993355343155
212,0.03836723386392636,37207.39550997924,0.0,1.0,1.0,2.552889373178181e-06,4744.570673320628
213,0.036462564787821984,2857720.3652469194,0.0,1.0,1.0,1.3594891051238366e-05,4738.247044938966
214,0.03639233217186076,5546932.862568341,0.0,1.0,1.0,1.1573418350851278e-06,4741.640074483657
215,0.03659759758228847,1307447.4452092792,0.0,1.0,1.0,3.919047619751067e-06,4738.179652633853
216,0.036428383428551,5745193.81971728,0.0,1.0,1.0,0.0005116249798335904,4739.6715030716705
217,0.044144644545071325,11872.02971705996,0.0,1.0,1.0,7.378075031257218e-05,5081.102584077305
218,0.03654558181541683,6411690.818201148,0.0,1.0,1.0,2.9013473582429626e-06,4737.540215681644
219,0.04018773814170965,18094.261712275264,0.0,1.0,1.0,1.2618226737632022e-06,4821.736738106472
220,0.04281526504995547,13694.569057379887,0.0,1.0,1.0,7.754822736710856e-05,4968.814899013391
221,0.04389498420129124,12300.818790438201,0.0,1.0,1.0,3.9511463284658935e-05,5058.160976050755
222,0.03643708041101045,4345996.503322582,0.0,1.0,1.0,0.0007714749730151,4742.656490252255
223,0.04382308785774626,12371.052828188138,0.0,1.0,1.0,0.00011304159314727507,5049.258124585619
224,0.03664916629843965,3620777.125108843,0.0,1.0,1.0,0.00032222603206124635,4751.140368111809
225,0.04339820507841211,12911.980866507223,0.0,1.0,1.0,0.0007351400462514947,5027.4098891676595
226,0.04010096619660547,20070.346910950768,0.0,1.0,1.0,0.00011908393681009304,4804.056726728536
227,0.038659613248397534,31651.475651524437,0.0,1.0,1.0,0.000354285054813998,4748.143064459896
228,0.03820045743944713,39779.0936089394,0.0,1.0,1.0,2.4017211701858206e-05,4740.156143027978
229,0.03638695588679118,5774629.583662055,0.0,1.0,1.0,0.00042758158286734,4741.723708387731
230,0.03647669056349698,4430846.79002143,0.0,1.0,1.0,3.162589314706591e-05,4738.316170137133
231,0.04426472618363194,11889.500781851511,0.0,1.0,1.0,6.297853286335325e-06,5081.937396044122
232,0.0436035875005277,12952.51917893458,0.0,1.0,1.0,0.00012443596883504824,5030.142367564939
233,0.03659280394421716,3095867.40505142,0.0,1.0,1.0,1.6986067651425847e-06,4738.774633841845
234,0.04315792320635859,13120.769174928451,0.0,1.0,1.0,1.6829187208720027e-05,5011.470205353399
235,0.04273776083580644,13906.986522973923,0.0,1.0,1.0,0.000129525596783985,4970.072241975759
236,0.03652696085663282,2117983.14808244,0.0,1.0,1.0,0.00031614441852403013,4736.863891584473
237,0.04290733351426482,13573.7110247056,0.0,1.0,1.0,2.431865538827263e-05,4981.500635969963
238,0.043667974488841285,12498.251846511705,0.0,1.0,1.0,6.333620064012743e-06,5048.8727325356185
239,0.043410989494663925,12870.367515375658,0.0,1.0,1.0,5.500768066549944e-05,5026.690660519906
240,0.03642869454564677,6192930.974262034,0.0,1.0,1.0,9.234075249479037e-06,4741.061726212837
241,0.036553944537656216,4540500.677150267,0.0,1.0,1.0,0.00036830624855972754,4737.660962936425
242,0.04403928650027104,12417.66451947791,0.0,1.0,1.0,0.0006494169522283683,5069.20899599886
243,14.463091302193256,2378.883862839491,0.0,1.0,1.0,2.136914571456965e-05,11555.803740456699
244,0.04456005311766698,11541.652841993377,0.0,1.0,1.0,2.263565816270878e-06,5137.3455228654075
245,0.03856399286113567,33399.523041418906,0.0,1.0,1.0,6.403624226331878e-05,4750.666946270797
246,0.0431525635649135,13035.200092105206,0.0,1.0,1.0,5.64410838859279e-06,5009.74446072753
247,0.03742146801152833,82796.94427545418,0.0,1.0,1.0,2.731853995951121e-05,4744.450296884562
248,0.03657416274767447,1504855.6218132759,0.0,1.0,1.0,0.0002764764455056047,4738.08389463296
249,0.0444129099616097,12031.603640049278,0.0,1.0,1.0,1.5643445654894118e-05,5099.163367742779
