,W,K,Conc_treshold,Max_effect,P_comp,D_comp,Deviation
0,0.04745510054336509,9734.024231234698,25.085933463763805,0.0007395904700113166,1.0,0.6565993597156686,4468.610051719995
1,0.05225722348543962,10348.636729545766,1335.1655038344181,0.13154502378327473,1.0,0.9370718784189402,2816.3542650763056
2,0.054401428222582315,3664.151124433952,6.284992558045351,0.0434719422791195,1.0,0.07307365217208085,8901.821228232344
3,0.06159523522170336,4745.185152344525,42.62475044239493,0.13124089131907438,1.0,0.0769639600690653,8863.076066620713
4,0.051189752700026916,11054.22999825606,442.4344041203106,0.1358578934755696,1.0,2.8097674570682973,2732.887788307071
5,0.04621162939175146,10421.620614818828,41.401207555599896,0.00010070154679549374,1.0,0.0003525937946431279,4414.022929277253
6,0.05224498564222462,10307.373586746535,552.1227281701166,0.1177987882921296,1.0,2.268380270690044,2826.7524200431317
7,0.03428273538006689,1196229.164157113,684.3075118231249,0.2528880561875157,1.0,0.023668886233759692,5787.7423285242285
8,0.052425041453831735,10204.733188437223,4776.573897232182,0.12281151895595065,1.0,0.24410268028944485,2927.230291442367
9,0.051988689929775365,10614.356039277896,3348.0433561890773,0.16722110566571133,1.0,0.36559758608187737,2784.6354775927252
10,0.041793093441532016,72799.85540615862,3867.628402635649,0.2901571303848097,1.0,0.2447827574003933,2910.926031252548
11,0.0441697722820262,12253.027109044084,30.282242996018628,0.00011631318108463916,1.0,0.01837580767979833,4272.429633765136
12,0.052924766788092686,10017.479028982525,3296.109803971821,0.13020516010614816,1.0,0.3711230579172586,2900.0816091062597
13,0.046873443787449474,10059.79662486402,32.92585030200285,0.00014688027502728453,1.0,0.05449865637382348,4391.27830264837
14,0.04025736103405927,6346972.891545122,680.8623799633316,0.15215431342520136,1.0,1.3484142788627678,3200.1602223286586
15,0.04627503188643452,10389.796173113897,66.72279262205737,0.0003765638026148158,1.0,0.07645238485246493,4355.229338125888
16,0.03668454838268828,2988565.6236402355,90.37464760915,0.0008287468175474929,1.0,0.03777152798995092,4461.71295543391
17,0.036822456010790615,14835677.28433448,1061.1196781339272,0.006682027737402268,1.0,0.007636316391494449,4455.452808836212
18,0.032635118778483234,6999863.326276134,209.43029147963847,0.01837040926312141,1.0,0.020223560740477545,7066.39928208441
19,0.00840174975632012,9565.04533478803,6204.5055255287925,0.002521370087396316,1.0,0.8880934797680541,16008.253211680081
20,0.03891933140527859,8813.368144686092,1.8506275992673105,0.07057736315663239,1.0,0.2467212376683056,6789.960005989811
