,W,K,Slope,Min_effect,Flag_consumption_model,Init_conc_comp,D_comp,Deviation
53,0.045568280672240835,10788.615357671595,5.656878071633148,2.2183192413031452e-05,1.0,1.0,4.7217050027601483e-07,4371.33745385081
54,0.03696826708688551,3269853.856926116,2.4993469934479955,0.001976138820649916,1.0,1.0,1.898916880624504e-06,4486.66077122815
55,0.04605905110613882,10441.211042778064,2.443945178484587,0.00013114137273072154,1.0,1.0,1.0787016844308638e-06,4405.889925765774
56,0.04568701036164765,10745.006302311944,0.5172879559817537,1.56554349728237e-05,1.0,1.0,5.438336940200837e-06,4428.344055817859
57,0.03661944935429549,1537672.309917592,9.01009355478702,0.3076972914306313,1.0,1.0,0.0008467202109902321,4738.591182849973
58,0.042199209057243066,15055.44544579489,3.3552426427571533,0.00012384942218894812,1.0,1.0,1.0036548062864134e-06,4274.344818094976
59,0.03936300170190737,27943.758203215297,3.3966969076580185,0.0002972144501755778,1.0,1.0,1.2621901583945804e-06,4325.750086467288
60,0.03881710413267,33594.3837456589,2.0966631543283683,0.00038024807619921233,1.0,1.0,2.0985065875557173e-06,4354.488836334425
61,0.042258375859164914,14698.909814247945,0.32956010306715283,0.0002708198498559539,1.0,1.0,1.2548227198730796e-05,4370.830902936099
62,0.036407692581096385,1861007.7925316545,2.0877526363351486,0.004476916833071386,1.0,1.0,0.00013373255406306497,4741.09987837033
63,0.04556189564942163,10717.024738358436,0.8985273289365497,2.855913604948409e-05,1.0,1.0,3.078202919935918e-06,4399.976493416735
64,0.0434824992978106,10460.548741920118,8.525292163383009,0.07179102008819907,1.0,1.0,0.0006504504796967608,5220.905654929074
65,0.046040131880086425,10301.168380686418,0.2828626263821651,0.0002641614999881879,1.0,1.0,1.0750730386745326e-05,4506.813791875682
66,0.0454329220678136,10994.095186507457,0.2353948241123681,0.0004014567072176386,1.0,1.0,1.4020221214963407e-05,4494.319743237079
67,0.045228982917437086,11260.10604879834,0.1885810211992642,0.00039290256288906163,1.0,1.0,2.023312508484974e-05,4525.425919017408
68,0.0369385954099495,8014268.7415080285,2.781949942643648,0.001518252905646062,1.0,1.0,1.8024090998861942e-06,4479.968923355519
69,0.04228884838519465,14106.478697146458,0.015543731972625053,0.17004047878839296,1.0,1.0,7.851735336149617e-06,4920.697481425391
70,0.04557374590177173,10856.994827721666,0.2743404289289249,0.00016196271673795762,1.0,1.0,1.1881451379343491e-05,4473.035961952965
71,0.04088447259694177,15458.722817903545,6.959296427510238,0.000580658574386433,1.0,1.0,0.00014679709360545582,4881.344078825657
72,0.03825178250613418,46954.476051321864,9.931620500729384,0.0005987459319968688,1.0,1.0,5.357117522771876e-07,4388.326383024722
73,0.036575409108628665,3225627.4522297955,6.1912663906224426,0.0001285909864542118,1.0,1.0,0.0007846515842025633,4737.924457302193
74,0.03656506257191562,1365527.9526298807,0.014931518717320324,1.1972098031377008,1.0,1.0,0.00017340189243159247,4738.658177268795
75,0.04464147114930121,11652.036854078846,0.18524176515139126,0.00022410756938908165,1.0,1.0,2.1809225120569566e-05,4511.646525045883
76,0.04596530740234001,10576.012109442707,0.17507915248369862,0.0008393379840258448,1.0,1.0,1.9956287064923468e-05,4585.242576193843
77,0.045156219245073466,11144.236052964236,0.3009324055188214,0.0001872704240460092,1.0,1.0,1.0886209669253737e-05,4444.696529518471
78,0.0458033268069781,10676.522029900949,0.17978315467384826,0.0002446762317713868,1.0,1.0,1.9418531509548467e-05,4565.061724770213
79,0.036467547394924825,3129833.3933818038,4.406055830596344,0.04776564687724248,1.0,1.0,0.00010288335486549052,4737.4635774542985
80,0.04437220503199425,12286.247465715474,0.19233807947842635,0.0002323014899198069,1.0,1.0,2.1249745745385288e-05,4490.077452938692
81,0.04607319800351616,10465.677906401712,1.3315626776205047,0.00016598373364398378,1.0,1.0,1.969120249435291e-06,4418.585288885267
82,0.036498028789913324,3227054.941881925,3.2065220741075104,0.00948403768044454,1.0,1.0,0.00020748148927153233,4737.105404549582
83,0.03676388828680483,1345253.0226003688,0.8208076183092813,0.0019445072771704078,1.0,1.0,6.760774281560428e-06,4506.021944293676
84,0.036480802975437814,2484595.703839041,3.8901254636616502,0.002654152299931127,1.0,1.0,9.315574720692167e-05,4736.847462625457
85,0.045952020676927635,10560.564090510312,0.22479027740830976,2.9510021300134942e-05,1.0,1.0,1.4622692845281022e-05,4520.623710789029
86,0.0365931557507403,1389766.582439745,0.025205208634413497,1.2146826434334947,1.0,1.0,1.2273961049824507e-05,4738.949949560848
87,0.04648705100463695,10010.954780145265,1.9870683997802558,9.863173336536126e-05,1.0,1.0,1.2793811195477379e-06,4443.673918782184
88,0.04132306976660656,15516.016539950695,0.014460483702517997,0.2531344420324151,1.0,1.0,2.0176231729909643e-06,4871.633988247058
89,0.04038155585258864,19898.866809526422,2.6717555058887577,0.00033910768544058814,1.0,1.0,1.5874380226805775e-06,4298.812069842299
90,0.04557356122380709,10955.577596008763,0.19677719277839612,0.0002170597451904473,1.0,1.0,1.7631538130874962e-05,4528.981763351526
91,0.04636663420460318,10285.72240100919,0.16269674134877307,1.9492828641528603e-05,1.0,1.0,2.220917104942181e-05,4613.944121296451
92,0.045943090377457765,10609.599566282794,0.1824926986840889,0.0001563692085083831,1.0,1.0,1.949371774844669e-05,4562.762057069261
93,0.045445977664958136,10948.635351069724,0.18655156021781955,0.0006571656329211359,1.0,1.0,2.0030780465872875e-05,4543.166485711844
94,3.998403965979664,62125.56024704383,0.16221554673880667,0.0015944762759429786,1.0,1.0,1.6545417810021329e-06,17073.236179260766
95,0.03734332579128182,96698.53098826187,0.93863400195992,0.00017883259954465302,1.0,1.0,6.333912355691105e-06,4456.1365230399715
96,0.037863753970742715,66018.36730422567,1.274455838493511,0.00019630129754326177,1.0,1.0,4.0814607404741454e-06,4418.915097939113
97,0.045435410007362564,10947.952546629796,0.20591629391029626,4.771869924727e-05,1.0,1.0,1.6866779547587585e-05,4514.451823965353
98,0.04610395285421137,10452.479696554148,0.1543103552194639,0.000936394174082018,1.0,1.0,2.423148172215667e-05,4629.7556327492
99,0.036511483767982036,2738753.7366548595,2.7322352628022646,0.00219683072471144,1.0,1.0,3.7247235709107266e-05,4730.936665041197
100,0.0462687113892265,10490.514345342914,0.17076793737259172,0.0001979899316715728,1.0,1.0,2.0905198391589768e-05,4592.584701397237
101,0.045497204164922714,10804.797203498583,0.7221142446410905,9.773215610768036e-05,1.0,1.0,3.9604479627924065e-06,4401.212184364254
102,0.04582518885828051,10711.74736325991,0.22262199475915145,3.2781324985071186e-05,1.0,1.0,1.5421221809332905e-05,4513.093981600835
103,0.04248032022676385,14413.705751744505,1.4096917465985308,0.00019528824751317508,1.0,1.0,2.603623881904031e-06,4288.539980460279
104,0.04549947885852141,10838.093879705752,2.7610920669995225,0.0001162061200425616,1.0,1.0,9.797674467533443e-07,4374.212404241644
105,0.04547424418235226,10854.425121084669,0.24650553744516995,2.8039826036266247e-05,1.0,1.0,1.3950012790876485e-05,4483.078572545338
106,0.044073891675790657,12293.992510283711,0.7221337267158754,0.0005296456310270389,1.0,1.0,4.540392880070977e-06,4344.762448277362
107,0.04386823697510946,12357.86990973152,3.3392402810691784,0.00025976855875982575,1.0,1.0,1.0049997882308457e-06,4307.47761245322
108,0.045955679811878106,10484.083465637828,0.7899809934476195,0.0001689495024632895,1.0,1.0,3.4655715553719323e-06,4424.923654686781
109,0.03653765545900258,5396796.464904427,0.02073529805912534,3.3509174184295696,1.0,1.0,9.64580018515395e-06,4737.4842827422635
110,0.0454541621816584,10841.915372445872,0.2655511037304058,8.439234229922999e-05,1.0,1.0,1.2148840044927196e-05,4476.517458904186
111,0.04429638218690202,12154.417484627205,0.22656068875257274,0.00020738397535677958,1.0,1.0,1.7582431381813533e-05,4454.574231402744
112,0.04592384712990448,10387.051696170429,3.5830859624825577,8.42134920259479e-05,1.0,1.0,7.192647144028636e-07,4404.9927288359995
113,0.03702658767494,256817.51650129075,1.922316664386232,0.00013164717426707414,1.0,1.0,2.7218495227601987e-06,4454.9539014910715
114,0.045635177306349486,10777.679348913145,0.19344690099274606,4.781679733559309e-05,1.0,1.0,1.8941212244282486e-05,4535.226730172195
115,0.03919181271820117,29708.425142635297,0.6132432040410893,0.0007347520095980454,1.0,1.0,7.791812120121703e-06,4380.957306549107
116,0.04623415349902009,10313.264531597322,0.418587838521068,2.1704372275093965e-05,1.0,1.0,6.825988201198037e-06,4468.832564628138
117,0.045839018443661964,10488.46923546754,1.4160505160529897,0.00013973163560667727,1.0,1.0,1.8600234239828156e-06,4410.271563666341
118,0.04061300303474051,19765.159072006285,0.5017120316668636,0.00015016681334956624,1.0,1.0,8.974764368321997e-06,4343.216758946142
119,0.03874373108378297,29773.90922483017,1.3096705800431694,0.072538398709756,1.0,1.0,0.0005683194038918659,4748.7380093144
120,0.0455589745730205,10909.208981398388,0.3538283635110374,0.000164493908290122,1.0,1.0,8.456925132638487e-06,4448.326652445222
121,3.6491918990950647,59884.40214123742,0.12534373025221873,0.0008296679984460536,1.0,1.0,3.0322222868347032e-06,17071.371635842657
122,0.03656552993995809,2654765.777617604,3.3004892273847872,0.002132011554541318,1.0,1.0,0.00017080383149234852,4737.270196777683
123,0.0461569247418064,10422.403157738718,1.2116086904538066,9.294146882729722e-05,1.0,1.0,2.15948303150998e-06,4423.861517198403
124,0.04539635453622328,11007.406449227392,1.5050419041094525,0.0001263176874374325,1.0,1.0,1.8342270268506927e-06,4375.11762331712
125,0.03653971432869217,1239850.9874215042,0.030827195986711083,1.338452179686768,1.0,1.0,1.7158338093069875e-05,4738.268127705675
126,0.04595037864073002,10568.8427975216,0.16596330600817766,0.00037640598283622117,1.0,1.0,2.2190218372859396e-05,4593.055609585597
127,0.0364445079556472,6245990.239008898,2.523567169665424,0.07995048129734365,1.0,1.0,0.00014891827384503972,4738.456759819543
128,0.036860412661425264,3446085.0232690736,1.4666212386329247,0.0001193906162918775,1.0,1.0,3.288220542784707e-06,4478.249459667586
129,0.041078131749549884,17864.472060570846,0.2697911677586374,0.00030920777600360825,1.0,1.0,1.8284923614307323e-05,4408.2160524491655
130,0.036619144999494126,1815728.614581718,4.555765768968229,0.13971506023260066,1.0,1.0,9.56876763091355e-06,4731.611232165069
131,0.03672227908140172,26098378.17353811,1.4335692005675744,0.0003155040064211885,1.0,1.0,4.561329427933864e-06,4493.690060412611
132,0.03696420491601237,9024044.72666677,3.388605025033752,0.001111465299247618,1.0,1.0,1.3783812004533295e-06,4477.997761736592
133,0.03962743783623975,26661.836897443183,3.1322554375838703,0.00024041859711623374,1.0,1.0,1.3833937436920162e-06,4323.7613075270565
134,0.04549554793276548,10795.269217873687,0.7307279492718152,0.00016449630373557023,1.0,1.0,3.857342336490796e-06,4404.347783197441
135,0.04096614131181903,19189.18712287228,0.25059361253958506,0.0007251371545414865,1.0,1.0,1.9725962859234657e-05,4424.759243323017
136,0.03665345119897201,1570425.1136190346,2.3909737740780037,0.432643247619905,1.0,1.0,8.230701728319832e-05,4740.261974320165
137,0.04391626027645459,12212.21771702084,0.0003145837442604069,0.11547678495323975,1.0,1.0,5.4192456320296727e-05,5067.330200971225
138,0.043231648779008085,12784.7698100761,0.02538482958169757,0.11478171143171685,1.0,1.0,4.379186478788781e-05,4975.241186231237
139,0.03647891541703694,23272506.31998641,0.011960172978727136,9.890415942315444,1.0,1.0,3.707347420177116e-05,4737.361969042992
140,0.04517235855094639,11160.439840937808,0.3256794097086024,5.904480784299149e-05,1.0,1.0,1.0216543303185361e-05,4432.7166492686765
141,0.044440717444850834,12070.033820540088,0.18379186916840512,0.0010822319372129196,1.0,1.0,2.265392680978229e-05,4514.8754739255355
142,0.04053596609516319,20870.832982610853,0.35359116357009657,0.0001986360691808169,1.0,1.0,1.3848460270076874e-05,4382.043695732821
143,0.0368213650942688,4778007.828456482,0.7378844159527942,0.0016267291117659415,1.0,1.0,7.5647412143851395e-06,4507.008348530157
144,0.046158482272081566,10498.227491660922,0.1487167737547042,0.0009230654477143315,1.0,1.0,2.537037694996661e-05,4640.967797687965
145,0.03673766651423052,2638938.435290041,1.7565089421832858,0.001677551357224068,1.0,1.0,3.670483172466786e-06,4497.639109449196
146,0.04634955972901842,10239.482792685927,1.1350037312520915,5.0577390379078524e-05,1.0,1.0,2.270658602308871e-06,4439.326578967077
147,0.04529695831093582,11042.75504852569,0.19711179636764725,8.640104424578629e-05,1.0,1.0,1.8415745509168266e-05,4518.150416438965
148,0.043456037302940786,12793.575744827058,0.0003253445263258717,0.12041860089708804,1.0,1.0,0.0001727360348424289,5031.993497961404
149,0.03667828658237901,4567208.327441762,8.922010144758117,0.00048301275250257696,1.0,1.0,6.215439875702086e-07,4468.0546749745945
150,0.04639954310515733,10241.110595026346,0.16561655984144258,0.0013807167316854682,1.0,1.0,2.169443156330591e-05,4628.777372328115
151,0.045561270930403804,10827.872224620158,2.486202786015176,3.539374294973522e-05,1.0,1.0,1.098904579057825e-06,4374.379217330666
152,0.03663191190550917,3854823.3623989187,0.39189610714945866,1.8913069918814875,1.0,1.0,2.461900576481171e-06,4741.435330888579
153,0.04574757309434248,10733.982491500976,3.904981027273615,0.00011522985670440393,1.0,1.0,6.716031595718229e-07,4385.026747349445
154,0.04055334184239282,19948.51292015684,0.5451822427659282,0.0003439159809840996,1.0,1.0,8.588191709336888e-06,4344.19121577734
155,0.036495184378042,7850552.236055006,2.464391179538425,0.00028753324154606334,1.0,1.0,0.0009097530770589699,4737.64164268567
156,0.037512770705611376,76768.70264311827,0.9074441075143188,0.0003981319214956338,1.0,1.0,6.500462671938209e-06,4449.000830495354
157,0.03725720024495124,135891.79830717784,4.5824542048621035,0.0006831376875391705,1.0,1.0,1.1049939878003745e-06,4435.618675629659
158,0.037694661283723285,82825.07569343247,1.8904148033164696,0.001609052890453157,1.0,1.0,2.6585676047549868e-06,4436.634431561203
159,0.04608469071906062,10595.909401935074,0.16189212820994422,8.500310030504691e-05,1.0,1.0,2.376690857503534e-05,4598.919177303152
160,0.04523365695274489,11241.428164825533,0.1589583837749178,0.0010052825569024817,1.0,1.0,2.5600991109335426e-05,4581.569444184629
161,0.03666352463050725,7392948.40407661,2.070890716351577,0.0038066657813744954,1.0,1.0,2.6304266519852324e-06,4501.396997820469
162,0.03644844120303849,2616067.4898210317,5.513782725719722,0.00784732817836188,1.0,1.0,3.400238855609187e-05,4736.469895197874
163,0.04567442364723587,10768.460097658031,0.17108635313873896,0.0014731323005412096,1.0,1.0,2.1399133858703974e-05,4585.676472048774
164,0.045617948052307386,10767.35487249535,0.19408185965311733,0.00016992984785601451,1.0,1.0,1.9118639486289804e-05,4536.455002467273
165,0.045508820762936365,10812.251740887796,0.2228047808846742,0.00042085890584153067,1.0,1.0,1.522033991931878e-05,4509.782332493948
166,26.817094378279577,2365.477828459688,0.040099001072891896,0.008137203567021441,1.0,1.0,9.86618552936978e-06,11645.472089358445
167,0.04069280027739128,18859.317818429066,1.605695178086346,0.00015205756693753236,1.0,1.0,2.564174538111982e-06,4295.758205641855
168,0.046285664346169035,10290.071771006662,0.3148234756322731,0.00022281383787546468,1.0,1.0,9.335124822303521e-06,4500.375164354066
169,0.038143302935042915,37017.704262210034,0.6666362595946302,0.0002275502155330446,1.0,1.0,0.0007260641192239018,4741.473426494541
170,0.036976126760500536,137282.72491399033,3.9538026425783017,0.008564584627880619,1.0,1.0,0.0009360620958139082,4732.630193619369
171,0.03911766479347449,25630.05683246516,8.765840013813769,0.0005921095390126739,1.0,1.0,0.0002923848371850789,4760.525507062796
172,0.036499182298967765,16569535.858071774,3.354789990357267,0.00013503137550012443,1.0,1.0,1.1980313650006504e-05,4712.453731207904
173,0.045695882658107936,10787.540015426346,0.2730757686611082,0.0001962521453671612,1.0,1.0,1.1795387545564995e-05,4479.8194340718255
174,0.036552553144563536,1984135.542543744,5.7674725777306834,0.00027399706869132617,1.0,1.0,4.070125433001233e-05,4735.406251573459
175,0.03822822304165111,36342.371891205614,5.906295587546978,0.01255539647127065,1.0,1.0,5.603215931485424e-05,4736.266152721273
176,0.03913267649294238,25117.786589469648,0.14285703297656624,3.3831784363790742,1.0,1.0,1.1097292474876155e-06,4761.48053363044
177,0.038919098168384215,27966.659683267197,0.032422714019220825,2.423567715479811,1.0,1.0,2.4158410658899915e-06,4754.208850757936
178,0.0385399150699722,37988.562889901856,3.08481852644536,0.0008531840566994068,1.0,1.0,1.4776558279899143e-06,4366.501656111093
179,0.036628200226041685,1351145.7744780723,12.991230110887425,0.0014172405083420837,1.0,1.0,6.36745057960108e-06,4730.431596312038
180,0.04624541886401038,10138.126016306918,0.21952892698403675,0.0005243340637577786,1.0,1.0,1.4692034945128452e-05,4558.994671704775
181,0.036750322727978214,20681906.222217973,3.5631260752510703,0.000813833175695177,1.0,1.0,1.617072249450216e-06,4474.255345626958
182,0.03782827213105757,43044.52232773602,0.03607200054944151,1.5985733149212376,1.0,1.0,5.056495248568047e-06,4736.257833209789
183,0.04009408290537342,22761.77882217685,0.3504402611265908,0.00019279371843447413,1.0,1.0,1.4005023524477822e-05,4390.347206688611
184,0.04557372842116828,10770.478635117706,0.2365062343146283,0.00018130867520226786,1.0,1.0,1.3876815035313586e-05,4500.197938194921
185,0.042864936594339216,13420.510393059794,0.00028472485103929945,0.13167621564708926,1.0,1.0,0.0002983768325491457,4988.294522361033
186,0.036778909870771,12257383.863824153,2.6621462803088183,0.0001591903267076711,1.0,1.0,1.8533020553335152e-06,4468.966676355199
187,0.04391818626954953,12329.672631973039,0.3018179622105029,3.601967623275877e-05,1.0,1.0,1.2042352450738194e-05,4399.882842309256
188,0.036931168699698466,4414592.081877513,6.187806918717108,0.0007626050476541287,1.0,1.0,8.447002156265199e-07,4468.002523121413
189,0.041095208745060834,17428.416724844865,0.053474289921028983,0.1939864731067092,1.0,1.0,1.6641647308517518e-06,4849.230454079856
190,0.045918045830085685,10607.893208928655,0.22177582809492166,5.208574653581695e-05,1.0,1.0,1.4694376347926944e-05,4522.240224273883
191,0.03660957180053332,1390901.8872776502,0.04465506490899281,1.8533697504873383,1.0,1.0,2.741634509801464e-06,4738.523404325444
192,0.036738551321013814,2160968.897812279,1.5801764225864987,0.0029521546191153924,1.0,1.0,4.105390965935338e-06,4507.759400969129
193,0.03803114125818918,53063.25034228845,1.3116663775474733,0.00017030537558849663,1.0,1.0,3.6883042275486953e-06,4401.673612942379
194,0.03994409872741085,22917.577105330387,0.5148041753391595,0.0001924833469479577,1.0,1.0,9.152158078135224e-06,4359.2350151565415
195,0.04583502849852023,10646.055698399015,3.100372664964332,0.00010071429382146889,1.0,1.0,8.217065095292634e-07,4398.286631063631
196,0.03677636635022753,5628386.605815249,4.2659536850525415,0.0006624351893095729,1.0,1.0,1.0842683819322694e-06,4473.967790082034
197,0.04521181515357391,11177.471351539922,0.25369990461331604,0.0002390947275973565,1.0,1.0,1.338275916974708e-05,4468.345405183112
198,0.03818009637063848,49999.03005847426,1.8187787602824619,0.0008229577506810662,1.0,1.0,2.695047390891421e-06,4396.72108823633
199,0.03651546900709286,4792821.302280472,8.019279684263916,0.06347992479437035,1.0,1.0,1.4404665188536414e-05,4734.223540115379
200,0.0394384941406692,27603.922547550734,0.3254702878196094,0.0008902222779737483,1.0,1.0,1.6601829556205293e-05,4428.937038994253
201,0.045779638457882466,10647.481345478243,0.3494359852705909,0.00032008867052885613,1.0,1.0,8.472564461052143e-06,4465.183977610091
202,0.045588519551857734,10831.02925573033,0.16382140458884487,0.0011027003440399505,1.0,1.0,2.3360099790418882e-05,4590.161348122278
203,0.03699831778582517,7410691.916714532,0.2710912621028634,0.0007784530661556693,1.0,1.0,2.7250351499476998e-05,4589.847877643056
204,0.04585674804481631,10520.449279735138,2.3238135773623134,2.0434363135644995e-05,1.0,1.0,1.1276706371217484e-06,4398.200885294291
205,0.03818705524265132,35127.14766179872,40.91173038522622,0.17050117065314047,1.0,1.0,1.8162226774217918e-06,4736.1558020463535
206,0.04523333604513596,11075.277458380298,0.8087706650103257,3.581038131798481e-05,1.0,1.0,3.5655482491494247e-06,4381.467916717869
207,0.036858329982318534,3973495.726209218,2.180783557107723,0.0006828442420777124,1.0,1.0,2.6981960168367023e-06,4479.987829547409
208,0.04522967556418884,11204.066483977851,0.17469056731499974,0.00018420576895502062,1.0,1.0,2.2510602153412947e-05,4544.009106478247
209,0.04532107669224826,11184.749757383248,0.18063690054984533,0.0005481364192331492,1.0,1.0,2.1077854784082212e-05,4541.381057985547
210,0.0451356656407243,11109.205006411179,2.4555214705420307,4.7186086180542966e-05,1.0,1.0,1.1261434935797354e-06,4356.9888675565335
211,0.03694142997501666,8974866.728215616,4.418476568105875,0.00039678661060116516,1.0,1.0,1.1185952138263658e-06,4466.354943648651
212,0.03807455083260767,57231.240483519694,0.3907423751146343,0.00045396631910386056,1.0,1.0,1.398222366826196e-05,4469.353678929229
