,W,K,Conc_treshold,Max_effect,P_comp,D_comp,Deviation
0,0.04593849945641045,11143.22612111258,2296.341612735125,0.1487652114838951,1.0,1.302477616562468,4358.903803676286
1,0.03652384309404436,1459442.7501706553,1821.0466310945678,1.79306727573308,1.0,0.10641366409718617,4737.531575462151
2,0.04292291506713181,13818.613267202963,2.5221913330960315,0.1285722429155302,1.0,0.016741638158676173,4985.003979338127
3,0.04266366738231105,13910.79995683849,5.410812422669522,0.13397062191841835,1.0,0.5821125802530701,4970.770854684762
4,0.005506441117413374,3418.554904894196,3509.617801988517,0.0007465034443916588,1.0,2.0504875190502005,16026.637856320769
5,0.04637606362715426,10615.819063032846,21053.87742707421,0.14577388220591112,1.0,0.10721520400586143,4360.979619237285
6,0.04610967292378475,10737.371116886983,66453.99765328664,0.17215727381747906,1.0,0.0018857796247080199,4374.675273328906
7,0.04668632198337709,10599.230722540142,12978.395562899485,0.14179705134784704,1.0,0.20238072446826574,4386.585531378947
8,0.04701543871751853,9879.76453578879,7782.95863571684,0.3262602084185349,1.0,0.9079499510809153,4441.171698203335
9,0.03653554984486758,2705771.1055175485,2.0790527694393797,2.3634657116716498,1.0,0.2721028041551464,4737.451142764786
10,0.04358910999425618,12933.922487320779,9.753941655029351,0.11782516411922772,1.0,0.2252089582880157,5037.1453752963425
11,0.043419621140084304,12746.154753022456,4.213263396207811,0.12278184957011865,1.0,0.12562938559237186,5028.942946679089
12,0.007277537483391883,4942.0182084466605,657.9963109413072,0.00010438330554496458,1.0,0.015498600658518194,16009.874414710082
13,0.042934138961358434,13414.64050466674,2.0956714880036795,0.1290817581899794,1.0,0.4736710413806086,4993.728212055605
14,0.04629535733653034,10839.589950026759,28681.206975935238,0.15485041441701575,1.0,0.07125451479440972,4339.3014475701975
15,0.04352215300382761,12518.414190646203,1.7999940536609302,0.12791849624507592,1.0,0.021030329440505573,5027.768367825557
16,18.541612485187677,2378.0139282109485,454.59639417235053,0.02354409024611775,1.0,1.0664893487241012,11568.369419144386
17,0.044066840660843855,12085.41224534671,1.8262335048592508,0.1133588380955836,1.0,0.023926677376511715,5080.274480055721
18,0.04694684385211355,10353.011091937153,4308.789370228963,0.13790539144061492,1.0,0.696555565176821,4424.407626270894
19,0.04677895634292977,10503.624682098296,5741.607526715122,0.14333670581939276,1.0,0.5190871629225672,4402.978869845073
20,0.04669091846017785,10487.18441428972,3329.965287549231,0.14158496791714192,1.0,0.9024686388848904,4404.41361619845
21,0.03644370417820701,16832309.07933027,7.610662908630403,2.7441436075270893,1.0,0.11504814991023628,4738.749439404414
22,0.03971447077259755,19827.267477958678,13.167579267259605,4.264631269110542,1.0,2.3402361629212347,4800.741378474471
23,0.04653381018655376,10710.139514337174,4332.77344037463,0.14027310652981725,1.0,0.6586804578933217,4390.54512371758
24,0.0473325930495873,10129.63390609241,4902.722067840934,0.138535791446547,1.0,0.6057382135158721,4436.461099485518
25,0.04718152594298257,10205.777150593256,4796.349067245711,0.15116623219985034,1.0,0.6726718485809652,4425.834131113655
26,0.043897380002198574,12367.372598946242,27.891537641003765,0.11885385960206425,1.0,0.06850069376693031,5055.050613736413
27,0.04318677089590786,13445.815231623195,22.820327264946886,0.12543427021305353,1.0,0.2861219591992265,5002.552380146151
28,0.046919766119255406,10396.866713014882,2485.4946639208224,0.14180882648374954,1.0,1.2629102149083244,4420.242641533392
29,0.008893682307535615,4219.665598876979,1530.3150148732595,0.00011319269323839092,1.0,0.015258229145724703,16008.061839398604
30,0.043036583844130866,13492.927802403316,1.7088816924449122,0.13278407442740325,1.0,0.09469430575810292,4986.243304857938
31,0.04395883543339968,12299.11862374735,8.383391135047582,0.1195056990389113,1.0,0.08920382378213701,5057.215827657116
32,0.008221001922305302,9003.772159585786,3347.358213761668,0.0017104475057176875,1.0,1.9745633325387704,16006.784197599209
33,0.04633017697263436,10788.615854691136,11418.196663231753,0.14769292795745206,1.0,0.23881625340612725,4367.017045098415
34,0.04622480970645624,10769.42183853443,552.3028407279825,0.14190311386076968,1.0,5.422440164424808,4385.260033642595
35,28.7856714940792,2325.1956760329776,154.79752457761703,0.021839952578592718,1.0,1.3929078648879747,11633.937693986409
36,38.84220767721535,2331.5170171236027,179.76614261273912,0.023503542943019484,1.0,0.10582027243530928,11621.631727117528
37,0.04730474108089132,10183.703660011302,1819.3545353031195,0.13366002202692745,1.0,1.6733278481671614,4447.5873532303085
38,0.009196952113368852,5123.29297290199,1.6718589429541133,0.00012736324326124805,1.0,0.029674388774905736,16007.692415622763
39,0.04332568115426822,12983.00185498959,1.3178626248208178,0.12279250480098565,1.0,1.2047784667320325,5020.721749829584
40,0.042768585602107834,13521.536879632924,1.4539211918248227,0.13419121313775412,1.0,0.03618997174943492,4981.6247507048465
41,0.04369659454065944,12759.148056917044,4108.509404616315,0.2255133001264324,1.0,0.8766146699665741,4283.040374067344
42,0.047274640200639234,9921.54803669605,33409.79774272689,0.15780402486662498,1.0,0.05938543593983659,4397.264762801297
43,0.04373092015686099,12533.80562318383,1.0101281705550358,0.122814791034558,1.0,0.19778813424787686,5039.28652080012
44,0.04621182567414373,10935.170993200396,3821.8747193342015,0.14661899603073453,1.0,0.7917208525081277,4375.011019040652
45,0.043930578965100775,12376.162957384562,4.850204628045828,0.11543062497585654,1.0,0.016073326359458483,5063.201404098933
46,0.04465610986460407,11573.604945985742,1.3873146618228451,0.11137644533001724,1.0,0.1545221452481299,5115.218896140114
47,0.04663080164932282,10600.700867638105,26146.58247814296,0.15043673437909486,1.0,0.08180417753369794,4359.489766432582
48,0.04694992980876195,10341.986892950445,5586.498637911908,0.14253617716258904,1.0,0.5230045475820431,4409.569575350951
49,0.043009224136428215,13320.73712635074,48.11872368195007,0.12831538174127455,1.0,0.07736636025928892,4997.938633365338
50,3.069697012450693,3306.2985843405463,37.88060554420339,0.016599233207598787,1.0,0.15618314217603302,11303.884070874055
51,0.04394236706325766,12060.110627871996,1.1757273732852809,0.11943106858166455,1.0,2.9985172223380023,5065.367287566123
52,0.03730549439441154,24061752.00137259,13900.419582517978,0.19537785498281945,1.0,0.12569940668591248,4465.119738892563
53,0.04343130938866816,12899.989059387317,10.875992841678332,0.12172409226325807,1.0,0.2782198936035738,5026.30606656624
54,0.044798526294868295,11991.048316438286,6401.070528840412,0.16669882355118654,1.0,0.4429042520486315,4301.2523531743345
55,0.00859861581802753,9370.89381831552,12.284274267869986,0.00021309999440183585,1.0,1.644820427457962,16004.137120161338
56,0.043658017931687866,12636.101142876594,5.310930501475792,0.12440323182574925,1.0,2.5723320657120743,5032.257193432867
57,0.04681494775755155,10464.874275736596,1306.5586622549572,0.13650932440705318,1.0,2.3157210556705508,4418.713697492068
58,0.046125057866034457,10790.53603569707,49498.51044018222,0.1583294959731887,1.0,0.01825318308760961,4354.366274288931
59,0.046274220490462994,10651.013223675584,10249.800332617679,0.1472238889341867,1.0,0.2653035064419953,4370.667186681598
60,0.03843521753327715,33800.756368237235,487.8156384828973,2.2000870969613056,1.0,1.0549809471403249,4740.878126440743
61,0.03663142565069377,1432086.5760059766,11.252823415467489,1.2901148479480398,1.0,0.29003175810418697,4740.101250118667
62,0.009436894823335505,8512.204336198716,19.89031101351197,0.00015587482743055018,1.0,0.015377636059496156,16007.278515978824
63,0.04356876340700864,12620.819394323249,10.489567695060838,0.11979153738416493,1.0,1.1461152936823602,5040.708152301269
64,0.0429137110372072,13637.000655082256,1.3852793777375687,0.13003643233446668,1.0,0.15952023098344695,4985.648610908632
65,0.046690915845738167,10554.591307450304,694.1617912324617,0.1422968096151396,1.0,4.49264195553275,4405.053380022807
66,0.04630226717758786,10667.061564180522,19913.13266890462,0.15101255717545314,1.0,0.12021996833356048,4353.488637891194
67,3.861801094352277,3174.703122385483,146.31914011555583,0.019325739186797253,1.0,0.010333640141905595,10983.75453551196
68,0.044158486542949495,12226.172858398922,2.5668161102612514,0.10985161292442913,1.0,0.011805204109712437,5087.194353453735
69,0.04425036935184583,11938.309073985669,1.4406555270252412,0.11371279195018655,1.0,0.13322155464041602,5087.2399849094145
70,0.04430526425393031,12051.849327687805,2.837969573873905,0.11233776113262413,1.0,0.07956032342905947,5088.646146341018
71,0.03661275112517751,1166545.1278224057,215.3436249975336,1.2043030239043957,1.0,0.6399462609728955,4739.116104688344
72,0.04688223168578495,10328.152056156685,28936.85082040161,0.14464235521237392,1.0,0.06836277819554361,4383.220332063843
73,0.04369683045515203,12806.929933528603,3.802886429030935,0.11951248588464106,1.0,1.2576745640838471,5038.788011799389
74,0.047383931402722436,10039.962295650736,1362.996576276176,0.13943514888000366,1.0,2.26161503761306,4443.673347002346
75,0.036555562030560304,2991642.5256678537,1119.8332265449837,2.5903772577146564,1.0,0.5253214006433649,4737.226803939869
76,0.04300294413414025,13422.63299058017,78.07539977774775,0.12675645706945587,1.0,0.012409402473276649,4998.100974548829
77,0.04691802883823084,10081.725424216722,76796.63835279166,0.5540612965905894,1.0,0.12024838439816055,4401.310969143567
78,0.04659750552201925,10557.259472696225,3199.3924868741356,0.14180389991325107,1.0,0.9277402238731688,4397.571409516022
79,53.423626361083485,2329.711161081457,2.4555431830070393,0.023127112852300628,1.0,0.0210839198828242,11641.956046898646
80,0.04362543886751444,13252.563789804444,1275.3974670700914,0.17764101868194734,1.0,2.251236402120647,4281.272790749032
81,0.047361797447230174,10141.505841193792,341.43092572983625,0.1352547375959272,1.0,9.15547913090115,4449.748682371972
82,0.043659504035022494,12488.170444197649,13.039978865422466,0.11858378931123292,1.0,0.02564754074473553,5048.832829841393
83,0.04706515463850145,10390.777520335298,9089.195281120376,0.13782934383449372,1.0,0.30370881240848785,4414.397795501563
84,0.046648970598944614,10477.102644248713,18500.03340061749,0.1472963650108119,1.0,0.1358057657162629,4378.575545237713
85,0.047348055561954136,10023.039677059085,10357.661753425651,0.13774763713926366,1.0,0.2760379245464311,4446.661614419946
86,0.04714563068248226,10098.041913390709,7362.6580900812305,0.16100420025204298,1.0,0.4674097114106447,4438.342828853837
87,0.04409725700958229,12030.828441286529,5.770259052816877,0.1159202810503355,1.0,2.4066237321315085,5076.055450895329
88,0.043498114908964935,12638.985152227042,12.967545438391435,0.1247789328000105,1.0,1.9680259584183244,5028.784085728029
89,5.460819116185607,2807.888863851314,731.3828473035055,0.02045003111083911,1.0,0.020744277178810302,11107.355112278336
90,0.04627890057206905,10593.928544500384,24887.42854975264,0.15064744635842714,1.0,0.0849730226037709,4350.258341973577
91,0.043674057412633686,12643.841439857011,1.2952165562593034,0.11663391403953803,1.0,0.012292095339265964,5048.65440700583
92,0.043608198484761135,12475.763376708508,12.532757954613881,0.12284350138702332,1.0,0.0174905034304153,5039.304936600049
93,0.043258279803054016,12971.225105331936,3.819927557087152,0.12622975171446466,1.0,0.9355366692728064,5013.49880047379
94,0.046921335656819184,10352.408972574804,6018.37929976089,0.13610145080516636,1.0,0.4721390098069929,4419.036172192384
95,0.04634085602926355,10712.117905017914,17171.41333483749,0.14634427631028105,1.0,0.14026926450281574,4358.943219847578
96,0.03646936558362582,2912392.811519704,3.979635083980261,1.461559407928304,1.0,1.010337200461219,4739.511900918983
