,W,K,Scale,Min_effect,Max_effect,P_comp,D_comp,Deviation
0,0.2426636387351453,1299644.125776996,4624.799839270873,0.18204160181328624,0.2305815561406442,1.0,1.1113938873736942,9969.93432434147
1,9.709255636173577,1938.629229851964,266.2824841433603,1.2043626340100306,0.001700222720915458,1.0,2.033205289944522,14833.429800829806
2,0.008177727394092746,6148.220912100716,18.00099605973882,0.00361757473224489,0.00018202542428451032,1.0,0.027508929302403437,16016.95101127314
3,0.09706838168941627,60401.53266155528,1354.9003714144915,0.00018830544357749718,0.07294035964932903,1.0,1.1157097447853723,11538.445226701017
4,0.014770693140155491,1560.296857347352,15.508497298765786,0.054362869526282435,0.0003701783388225877,1.0,0.128337996313488,16047.183584831299
5,21.548286454777948,2428.2407937855824,13379.502222106059,0.07459050335194962,0.00030740425564444024,1.0,0.7722843327331622,13533.787756830508
6,0.01188236448639837,3380.3651111810887,9210.610683736522,0.00019996595602303008,0.00044030643952413563,1.0,0.022416194780156086,16031.879495396772
7,0.015406462192958159,1304.9593733592571,6942.928952109915,0.00040870773395072996,0.0011698402073250568,1.0,0.033836919094330516,16055.266326621631
8,0.0076602758776955875,2910.9802480021062,2610.42008723035,0.00033178695023340296,0.00018516344088533344,1.0,0.4192870586651258,16027.108900780331
9,0.13629994924795116,37977.00307805758,3356.8759200742356,0.07573904580849701,0.10311619277535528,1.0,1.9306997085249902,10836.319715296626
10,0.1147940007252362,18810.854837288647,100.1145495972439,0.006646756786522922,0.060960968665802376,1.0,2.642361395896139,11629.184712366497
11,0.09432988605059764,913008.3261190236,9773.628401490792,0.004551296984085004,0.31179429086067684,1.0,1.697986144084812,11796.139575275118
12,49.466097865151156,2176.2951002202067,103648.6161811608,0.047842292206495364,0.00026479765853153404,1.0,0.07386537040461448,13735.384230534963
13,141.56021223817518,2184.513545254181,18.702459716768868,0.0014762405888938913,0.10418044607111908,1.0,0.011364003148838309,13719.394620438608
14,5.626773424364802,3146.1665781185493,322.02687091042543,0.0020671284634028874,0.0416867856611305,1.0,0.04911685371728528,13295.60123697358
15,0.12584309487764794,18363.02204261086,22.62308088785479,0.00019101015904875212,0.06579607311748246,1.0,0.1820705688816046,11369.35286095016
16,0.009038568760532986,2963.363059141759,2.9102461354976064,0.00012726895265761866,0.0001484165457769092,1.0,0.1082918132994186,16018.019943930909
17,184.56220018849083,2220.70642526272,690.4216362339467,0.032867071041574145,0.08826545920671534,1.0,0.012795674680777344,13688.498653352062
18,0.1113248505128252,22882.7342239773,4739.924113550053,0.00020037483594063018,0.06479114135559805,1.0,0.02356003016924541,11457.951263218294
19,6.011049896320214,2979.3261504647826,1798.5088327955466,0.0036453124273137312,0.03832557777145254,1.0,0.1611422351812919,13329.466358167829
20,0.1717235244874892,26206.320911175153,1.5486821583710175,0.0003773816933296471,0.11114528383021044,1.0,0.06733920143458341,10550.525045013503
21,0.10182766705864152,22526.40824165496,12299.646017622883,0.0006908961323570994,0.060786451390862174,1.0,0.016868825631541216,11583.6176808638
22,81.82791284503647,2177.1838576993327,10.179394144816113,0.0007529864450910101,0.042221379420137685,1.0,2.2322466722644982,13726.429367569017
23,0.011606628132189021,8463.865810140502,82.66870608119673,0.00014700287612289282,0.00014223590768770795,1.0,0.3429898064728737,16029.334432479256
24,0.007339908934091635,7767.017217283975,41778.38804542661,0.00022396495186145977,0.0041602936432798615,1.0,0.4793947134969824,16022.991122910451
25,0.02826249389056345,1227.063891927144,5409.211637297018,0.00019791279465503978,0.00395823905674737,1.0,0.013110043330021741,16075.967200531584
26,0.19890591790407028,27253.653399809195,65115.586739963925,0.1414233703570964,0.055404955669083135,1.0,0.6455752718543744,10297.696589369405
27,28.503095752983228,2250.4986402481977,19.751926707373073,0.002140584794796149,0.0502136463749013,1.0,1.3012348093202528,13658.822777157211
28,104.69362191356899,2231.516439585996,3609.014481235546,0.003695510934226458,0.06689745570741285,1.0,0.3993123945406246,13673.662753871855
29,4.819932825400163,3154.70003350294,7.855051614453418,0.00030700644942272123,0.03539380937557852,1.0,0.5484008271284616,13322.59489896936
30,0.09461427210433476,40274.30217151188,20205.88117839269,0.0001076592429281648,0.06543667511808901,1.0,0.024787997792206987,11545.045608495602
31,0.15878834406788042,29543.19902067034,7.965413041055772,0.0003388395469374782,0.10167198637845933,1.0,0.030628582487905488,10618.807877314208
32,0.13275721508459742,19994.293166387106,22.48067670442306,0.00014569436141410687,0.07278836662688169,1.0,0.02603903814557694,11170.918670625826
33,0.005757474168713333,4195.245881452361,4.102128161511755,0.5742504509961514,0.0004168693178408424,1.0,0.011736457820394522,16053.69715346145
34,0.010478595925707235,5170.259369930036,8.230430407869937,0.06778779335314146,0.00014437078506884484,1.0,0.01788457786178509,16022.847491138577
35,0.009414656888158904,2583.876743912985,3.265717552429698,0.0037896190207195577,0.00040424789357387656,1.0,0.30725148214970754,16029.22965751212
36,0.1223987297703143,18499.732322423773,2.3426389806684687,0.0019051966978245888,0.06278172675340693,1.0,1.73918869018629,11467.255907597175
37,406.3179900992293,2103.855009078407,167.55105885503602,0.002042461079734036,0.05129090299118797,1.0,1.0224648160877805,13780.912346238418
38,0.007861394498338848,5982.52636227592,5.20721470204366,0.003833642593302419,0.0001611154980418214,1.0,0.08201556366702742,16016.408534871744
39,0.013678091976704145,1835.588393084039,7.7430077851970625,0.3963071854965129,0.000506167056587658,1.0,0.483272619989208,16056.48840250734
