,W,K,Slope,Min_effect,P_comp,D_comp,Deviation
17,0.046595165914325214,10229.176042718416,8.003776446638077e-06,0.00010462345423692115,1.0,0.1318920252649334,4383.366619820404
18,0.04580857629128204,10737.050715254947,3.599531501108074e-06,0.0001329019962660378,1.0,0.026349431283703928,4342.0469090242605
19,0.04692814949179352,10033.720262776636,7.269687310186698e-05,0.00016291901131451693,1.0,1.641780119832216,4446.377694548069
20,0.046000020908140205,10489.092230504986,3.580285791265961e-06,1.865659463693477e-05,1.0,0.02837928495113945,4356.409596522666
21,0.04666124524018883,10226.160477258418,4.409193358080938e-06,7.674658004996891e-05,1.0,0.05381337152208525,4384.441846417505
22,0.046561647746416884,10148.66562749612,1.4214452711172074e-05,7.031763086453483e-05,1.0,0.2721689415699385,4403.359204389936
23,0.03974853605695332,24787.05699622753,5.655458346037246e-05,0.0002407412682992936,1.0,0.665352870081867,4324.001165494416
24,0.046363322623387215,10470.437509447429,4.148494723252878e-05,4.360966688246137e-05,1.0,0.856125513971254,4394.623001324416
25,0.0382651023017186,45152.24201823626,5.359314749653972e-05,0.0001844513431564256,1.0,0.5051177839400839,4395.015044108106
26,0.03323986054553777,2937.9678786776453,0.006775686807679146,0.01320948728693566,1.0,0.01320511245371227,11840.717297226547
27,0.04412878221044695,11931.354508097977,2.1999108678263405e-08,0.11358527627487165,1.0,0.6938089151157363,5085.918740790721
28,0.04743783872111529,9740.88529947047,4.432108705023735e-05,0.00014516451413583588,1.0,0.9975725159619456,4470.162331831199
29,0.07809023162544115,1117.149239441614,0.004362724500458117,0.3992777728485613,1.0,0.020489476745979545,13604.610393595613
30,0.04687516384669317,10152.913455931966,0.000124600207845524,0.00011207819037113684,1.0,2.7927418227707066,4434.91246295494
31,0.044655898628716516,11513.817249126714,1.5328145143161856e-05,0.00016109421554663718,1.0,0.24396144347103174,4308.78830372731
32,0.04584839302463939,10663.073679278941,6.08706140487211e-05,9.338343625653602e-05,1.0,1.2246865749213809,4373.621194363661
33,0.03685727139110828,3999160.92875201,8.59964477529893e-06,0.002438749547452771,1.0,0.046645174775036234,4473.360509152407
34,0.04468446154833293,11429.053447327771,2.949940375781157e-05,0.00025670645231128103,1.0,0.4848884601138583,4319.630677218904
35,0.046871506239575415,10053.621152218197,1.4830223242114815e-05,7.776800669398145e-05,1.0,0.2956047758397844,4422.306051785472
36,0.03325934358232745,5176891.851445387,0.004639202611279015,0.00011999025178232526,1.0,0.3144225912321653,6568.261262344674
37,0.046720695119636835,10024.712783993507,2.364723370091025e-05,5.668234409940564e-05,1.0,0.4832828356040966,4420.052106653311
38,0.03967063983181531,24900.282725915215,1.8602203426946186e-05,0.00021504896743802944,1.0,0.18757041247612974,4313.869462935339
39,0.3918464120476367,4946.961907522777,0.002579556776085005,0.0005586937466658026,1.0,0.019788709194974774,30681.64597650257
40,0.04179458845884574,40745.41040174081,0.0006215489640055987,0.0015719680883579132,1.0,0.01908300613570665,7682.32776553585
41,0.044088142053234435,12530.833953240575,1.7350186938515447e-05,0.00020047351951553408,1.0,0.2685190720599828,4289.317624125261
42,0.03861679008822758,35206.507560489255,0.00018470962613813081,0.00014944889758883374,1.0,1.9689446228402836,4374.522583224494
43,0.028906009995675983,57807.93184646272,0.0019412183301248855,0.0010227778088512636,1.0,0.05075935049001426,10038.270117905673
44,0.046929883764740214,9868.957411337684,5.3389653049885065e-06,0.00012400004657643504,1.0,0.07715632392270498,4408.280969790451
45,0.04678926516796245,10127.625982646345,3.947507848413861e-05,0.00021560309782297151,1.0,0.8595972790232124,4432.992930857814
46,0.04577578910763186,10465.44071831586,1.4899015140197143e-05,0.00014504190730496434,1.0,0.2411830618279628,4357.926913376311
47,0.046571743010330464,10279.187692783424,3.0822307286676834e-05,0.0001902268055165943,1.0,0.6272863971522128,4406.277999999703
48,0.036739368275882665,18922069.69491982,8.54836173784711e-06,0.001047157476281476,1.0,0.04721808444513942,4468.543208091259
49,0.046488241323797405,10148.20656213413,9.450777725212064e-05,0.0001369405876116721,1.0,2.0198663079947217,4416.536877274158
50,0.03661933389514395,5918431.196758983,0.00014151898315511698,0.007269449912046045,1.0,1.0911965037556288,4539.657364435449
51,0.04676550483275082,10073.63716786314,9.21477838341167e-06,9.549432911555536e-05,1.0,0.16503049316641236,4405.576470987202
52,0.046321435365078927,10416.939781011999,0.0003679082287497172,9.65370004959788e-05,1.0,8.03888698073337,4406.402568073406
53,0.0466195943385824,10222.939459335834,1.930254522717428e-05,0.00014590299059610644,1.0,0.3871120299378743,4409.128460679373
54,0.0454769664790938,10881.090822229036,2.6848807049483082e-06,0.00013529944294296518,1.0,0.0005232158995743791,4362.333175783007
55,0.0462070856573054,10360.746246503772,4.596040761198374e-05,0.00013054452973209504,1.0,0.9533940193684948,4399.164854707845
56,0.046139467258624584,10575.626459685858,5.670708680376703e-06,6.540553240403541e-05,1.0,0.07710366682697102,4349.175751968265
57,0.04533641330411548,10906.449565039784,8.312087534189564e-06,0.0002574615111840335,1.0,0.11776792104088205,4320.698678554953
58,0.04612276834626128,10524.724298833286,6.960917116947128e-06,0.0001234608849291425,1.0,0.1029714459237258,4351.3145962596
59,0.036589009375173495,1642777.875579116,9.4453906054714e-05,0.004174791602114574,1.0,0.015106742252836815,4729.301989781554
60,0.045749869025460084,10696.205996767465,2.5514063020051563e-06,5.1396994496580715e-05,1.0,0.0008759481112278674,4383.521974150576
61,0.046676627651212936,10098.80787462057,7.967287683751295e-05,0.00014382384515016484,1.0,1.7127897174053457,4422.811334300778
62,0.04507734278614135,11442.767784213327,4.860559572111599e-05,0.00018961636467626624,1.0,0.8912667084011521,4331.7164984813235
63,0.03824575007956603,34298.433744672795,1.3877010375533188e-07,1.0425588339427785,1.0,0.0488397899835636,4742.466257156275
64,0.03681945443758362,6562601.884425531,3.203121859346795e-05,0.00013700889907462913,1.0,0.2754674147805217,4478.764863260401
65,0.04624797854914145,10526.246163260379,1.4753551873868125e-05,0.00022887865154815257,1.0,0.27517029685010586,4381.157854490712
66,0.04687203383350276,10121.71347609162,6.857930164942107e-05,8.758228054053003e-05,1.0,1.484506645354334,4427.249391408519
67,0.04616722425212665,9564.657520585974,0.00616032462674366,0.0002642010056731886,1.0,0.3860555342151778,5572.148732960379
68,0.046637300724715364,10237.719645700756,0.00012546175505617993,0.0003113497048477481,1.0,2.7617955937615792,4425.445514700873
69,0.04566940148400358,10850.755332802171,3.930176147334962e-05,3.7736921536295846e-05,1.0,0.7528231823112482,4356.102425085616
70,0.04678223918039227,10152.12729482832,7.195420303519381e-05,0.0002674112022824003,1.0,1.5550113926472648,4427.08225843316
71,0.0467719946447106,10196.630961117591,0.0008022126322167776,0.00013058130276807317,1.0,17.761145654612218,4425.963148736769
72,0.046369884109990434,10472.270469087798,4.979353245376114e-05,0.0001458167733556766,1.0,1.0462570104869513,4400.375368482297
73,0.036758722187448634,5185160.64493077,1.0065259927478764e-05,0.0004722958330119616,1.0,0.04459464565169752,4465.008933712911
74,0.03898414250680425,30238.208027881607,1.2138956714519752e-05,0.0006001404576798854,1.0,0.09047538035052603,4336.923029788648
75,0.0419975630096676,15491.692405865057,5.118624243197124e-05,0.00034623333316451924,1.0,0.7043405045644893,4278.269595810747
76,0.8930780791320438,9480.265268545329,0.0038305432885756938,0.0013852536774990461,1.0,0.4722233110019939,62237.57704706949
77,0.04439188812199417,10946.635785047933,0.005698114545805792,0.7591422005802404,1.0,0.3422718566214919,5270.678666677572
78,0.04577244378588258,10566.28490257367,2.5578413550301502e-06,0.0001572840293949766,1.0,0.0008489000418785229,4389.687021647513
79,0.036696085230524665,1757900.114172923,1.2957301823500268e-05,0.0012017912257657852,1.0,0.06945949812057138,4477.257189001978
80,0.04606206869488631,10278.544598154143,2.5303676393116746e-06,0.00018576223961161447,1.0,8.576739442367415e-05,4408.585904337632
81,0.03785099149635547,60897.97781960273,1.2466919221340347e-05,0.0002727354076152467,1.0,0.0951403407701764,4394.654309516837
82,0.0465306959533421,10197.591929964072,8.904791911444999e-06,7.332408054982635e-05,1.0,0.15556588291273193,4391.792466894867
83,0.03801087637524395,54144.11907862199,1.7439294188326064e-05,0.0007790230831119447,1.0,0.13753414992650734,4399.075885929809
84,0.04245128725072615,14378.904813469917,5.252827176520668e-06,0.0002181646832699221,1.0,0.0376756936085212,4243.092218786831
85,0.04159026953128071,16119.218570399018,3.6835879668242117e-06,0.0002931862790203935,1.0,0.0008449212334304058,4266.379614969846
86,0.04609781069070208,10373.015830388242,2.9807127304269833e-06,0.00021224251601881364,1.0,0.014282341831501297,4385.062248205638
87,0.04546687214977651,10930.334184324085,1.8039940775331946e-05,0.0002911354564372752,1.0,0.3281906256740958,4351.8411187785
88,0.04590768993278335,10656.674589010812,3.4820411782858045e-05,0.0002911780027517388,1.0,0.7021134493285556,4382.167510137943
89,0.04604110945715385,10514.273374724293,3.4504628917464186e-06,8.477870669328816e-05,1.0,0.025560867772913286,4360.678155714228
90,0.047166645845529286,9880.556339676614,7.018686039258556e-05,8.722568189869935e-05,1.0,1.6148717218943005,4462.831619369192
91,0.03955107053759047,25552.221627757066,2.732557458521504e-05,0.00042920617723830385,1.0,0.28220269013642696,4327.301971021689
92,0.036979961513385035,3344841.9113393417,1.8444988883929107e-05,0.00018813611598842548,1.0,0.16333340399070495,4479.701446215448
93,0.0371822762752784,195154.1357903448,0.0005511546252025402,0.0005767390544754782,1.0,4.817919411026549,4478.982470568737
94,0.04667810559735106,10282.690893142706,2.076078883459566e-05,0.000370180303285985,1.0,0.4217195321517808,4416.1456639635435
95,0.04613646355690814,10597.047258741175,5.5637193089498196e-05,0.0001392602277628989,1.0,1.15025774419393,4387.503017041824
96,0.0468301699579624,10066.038784670849,0.00014126633395320076,0.00020500249627857875,1.0,3.061433895664201,4429.2221185422895
97,0.04643771599091845,10212.189268763199,2.511890551131649e-06,0.00010367580800471918,1.0,0.002554800367764607,4421.8946384903165
98,0.04652259305744175,10190.699414869423,3.1921813618105078e-06,0.00011786111850462934,1.0,0.019584790762774317,4390.150690527565
99,0.039548019316921264,25539.594490628442,9.787322118619928e-05,0.000383290232756216,1.0,1.1895500670334689,4334.268958056158
100,0.03338403947745814,17056208.145701967,2.38885626281924e-05,0.000490209341958239,1.0,0.02026757444275681,6440.297256030041
101,0.4184868723020732,7286.864234746711,0.00787363695149951,0.011222950392672971,1.0,0.018196027870048957,46559.54828016666
102,0.020516633777137902,285798.34725533874,0.00528949116701922,0.0031987269550576604,1.0,0.22112173181148784,13481.698131731198
103,0.046596254198612366,10308.666541797409,1.9715479710809423e-05,0.00012034512485553708,1.0,0.3952406777838936,4405.294459547316
104,0.024169872003732662,260952.89931153308,0.009641058721603358,0.007624061220178136,1.0,0.4299299221482223,12242.349450421782
105,0.03891572436796376,26161.36097713214,3.386703432537963e-06,0.8940600825667381,1.0,1.0052946114902759,4758.198162654434
106,0.04377453127394917,12668.045330129651,7.190167845142457e-08,0.11914593267228032,1.0,1.008965297295617,5043.411675080405
107,0.04609228653894384,10688.578251229195,0.00012742487329664128,0.00012056451789942263,1.0,2.6890642594217713,4387.1848794313455
108,0.03677429006414251,816898.9103765284,9.691715340870403e-06,0.00046852013876590566,1.0,0.051569233538146166,4458.202796386606
109,0.0449211139249955,11367.171979784203,2.098357671904981e-05,3.6423120310368235e-05,1.0,0.3401193267800028,4315.976818058925
110,0.04727825963986062,9893.266712051443,4.587689693092398e-05,0.0001608972776642956,1.0,1.0385942510759285,4462.3380016827805
111,0.03725848425656727,124535.81948808172,1.1745766023744384e-05,0.0006129136725842287,1.0,0.07792615267107135,4431.396454988415
112,0.04667389406273115,10158.318515270004,5.069604739806235e-06,5.70377141609399e-05,1.0,0.06723048168755287,4379.65088705119
113,0.046999371567233536,10041.871491640666,8.649870882303594e-06,9.730411130738046e-05,1.0,0.15446385158454867,4413.926753010808
114,0.046184684458427806,10477.407524721591,6.680079016231922e-06,5.176171982501262e-05,1.0,0.0998559375976197,4356.376218589613
115,0.04268267998965915,14018.457271624158,2.773130292438339e-05,0.00021654807162689487,1.0,0.3952825763554266,4273.890012703623
116,0.042982627940168036,10831.083475869109,0.0017916042136130429,0.009728054956051434,1.0,0.06450610749805047,5174.770931185298
117,0.045455336162641184,10903.503161063256,3.2160515254575175e-05,0.00016260448618965196,1.0,0.6177993500126926,4357.638225800334
118,0.032828785482982216,843677.9881596656,0.002708181002652338,0.002624421440136627,1.0,0.3205372647176253,6944.732049873429
119,0.04643434419271693,10159.560327611694,0.0002532436703599668,9.376951906930241e-05,1.0,5.411448125071617,4413.011714427242
120,0.04577142756945009,10633.696851772751,2.738124728085417e-06,8.53102349017739e-05,1.0,0.0034419607593589763,4372.06470120872
121,0.03966095591740434,20980.411669990383,1.2446322112564782e-06,3.399815177687648,1.0,1.5325393986857354,4786.91979894274
122,0.04705590944116805,9901.133285560367,0.00013621246131534538,0.0003244339894871937,1.0,3.1295319901751104,4461.219896116452
123,0.11080620943846446,1289.9911838817968,0.00324653245120821,0.20334833577309616,1.0,0.033918869747818735,13456.162618394843
124,0.046563460693519056,10275.551048302354,5.9873429716176895e-05,0.00026512211439126844,1.0,1.2622972272423931,4412.460455040829
125,0.0365592531745121,2242894.9384385548,0.002403378939410105,0.968359680331268,1.0,2.792799714702802,4736.182465925964
126,0.027286026431274518,38588.711650638186,0.003739912048654613,0.00012088036398742922,1.0,0.010587767945985274,11010.991231985518
127,0.04573506325365642,10679.921353213571,6.19267358820961e-06,0.00013375089066360702,1.0,0.08636550205731562,4339.342130479693
128,0.0438308524001648,9513.292400100865,0.0017942426304706914,0.041837152526486183,1.0,0.02748491761434805,5376.20956528399
129,0.045795792162056884,10826.610310002703,8.341531877547039e-05,0.00019725591694459092,1.0,1.698751129671576,4372.050207689724
130,0.03652141854899986,8143896.209745186,4.3483354949895985e-06,6.0125095656502925,1.0,0.8292670413294156,4737.225790453804
131,0.04677627228538515,10019.46372083285,1.084504630265657e-05,0.00012123002027393115,1.0,0.20203022998641396,4413.224587479196
132,0.0460199813454359,10383.107631017936,3.264382448630314e-06,7.436240145625736e-05,1.0,0.01972396774951282,4367.629101233225
133,0.023821160976014177,159999.146144496,0.004043929986172718,0.820764613065852,1.0,0.07269671622839996,12392.948779093698
134,0.03074713458101877,8445496.00784604,0.003849163879419325,0.2578526600592949,1.0,2.7523616195378233,8533.172368506179
135,0.043891381010981695,12357.902186877876,1.7001007298845114e-05,0.00025624042449176674,1.0,0.2509780275765329,4285.628539082155
136,0.04555442186966357,10858.182862020072,2.6852451444737493e-06,0.00010360892508502332,1.0,0.001564120576045358,4364.3772999380635
137,0.05301828576751575,6443.99839815939,0.0018979145607713828,0.0106036011038537,1.0,0.03461883090063905,7046.017235977054
138,0.04216836893234857,10648.370034076372,0.005499414155386929,0.1600829619362075,1.0,0.610433383937421,5266.1616551492525
139,0.04334789789958656,13474.74203200957,0.0001181011250080936,0.000688053368705869,1.0,1.9661519081751344,4295.743301079237
140,0.04253731938816459,13954.193049485702,3.5733098692814918e-06,0.0003079630265613786,1.0,0.0003429266629701777,4274.281427281328
141,0.4837719777542047,6841.045365839016,0.0063835779753775215,0.08117625395239945,1.0,0.010055099416636556,43576.07587087333
142,0.07456223505289626,3397.4443793143532,0.008640657787137665,0.010211454209404471,1.0,0.028810726779774188,10740.23009164956
143,0.03723953516001082,145031.92721724915,0.00010375626771945446,0.0007305466599860193,1.0,0.9596967996594312,4461.136461722979
144,0.04708889805262243,9972.021559457266,1.8734197367104143e-05,0.00019298328095581604,1.0,0.38366817822943855,4435.6909447755215
145,0.04361351934870996,12518.93671073833,7.912697381633843e-08,0.12190028488348295,1.0,2.284961182191909,5039.209031730816
146,0.04692719873601585,10138.940231780902,1.3599907744910453e-05,0.0001229280509515324,1.0,0.27070553290071875,4423.848614205462
147,0.044992386834147635,11531.1765410655,9.133087314101294e-06,4.633692200932904e-05,1.0,0.13314201644713672,4300.931069689939
148,0.02711697412201976,5865.8198484777995,0.007751963998054209,0.0007796734110391045,1.0,0.014104757993804276,12185.825347872324
149,0.03709191172825257,96539.9423776941,2.8585976763789813e-06,1.0192227507652325,1.0,0.2426931377447593,4733.571081729583
150,0.04587091434416804,10643.725370512304,0.00013114335438565048,0.0002340999841702103,1.0,2.716457674724136,4382.435206864309
151,0.03133289778847738,3710792.0263941432,0.0009112608912920935,0.0010878334856564786,1.0,0.10719759545046603,8097.985842839031
152,0.036398173202422605,24005275.772676326,4.0906201279922586e-06,6.7442834024488585,1.0,0.11748581316793195,4740.444968817008
153,0.03213085344976372,17154465.61711521,2.171861291987952e-05,0.002314559342665389,1.0,0.008372933824115738,7458.106303821891
154,0.035618146823086186,15289870.734724602,8.96698026704061e-06,0.0006762592238628763,1.0,0.010755427481737485,4807.878646144185
155,0.02998243895407275,1418544.457257975,0.0006056973718466405,0.00014417724746450041,1.0,0.1161485707741702,9089.109542839391
156,0.03064968751372846,14689790.128924806,0.000824627814139445,0.00030424897631312975,1.0,1.4071122968787444,8601.266790667585
157,0.046964021260493566,9998.549534621156,4.610045218230678e-06,2.0199683873945013e-05,1.0,0.060941290660706936,4403.633622929999
158,0.03698562374512957,399449.6791289322,9.773865478457679e-06,0.0006740894278767237,1.0,0.05826646515889584,4450.90153710478
159,0.04353282435990938,12671.263819909664,2.1602343444183165e-08,0.12034819790977032,1.0,0.20221543680524715,5036.012697546665
160,0.07686305994371312,1667.3619588791657,0.007183051542794402,0.006358390406336812,1.0,0.0752352486104141,12425.855314379367
161,0.03978006023315828,24604.15474752475,6.020055884065527e-06,0.00019208451446167877,1.0,0.029682346865564563,4288.094878181292
162,0.04098728004736773,18856.296109150582,0.000180846766161428,0.00038716831735892215,1.0,2.617898324116761,4298.757009100214
163,0.04650599933801716,10211.69172931039,4.693609532199546e-05,3.680747481773316e-05,1.0,0.9700305732683732,4405.198960255298
164,7.231768915218238,2574.6796748679612,1.1172114232554337e-05,0.00948217304835122,1.0,2.470793715288079,11261.286030480283
165,0.03923675283653949,22705.35641245814,0.002280056344735784,0.03657457884372258,1.0,0.1540373846538274,4776.145162044295
166,0.04518070698310354,11306.871210094087,2.653929133987567e-05,0.00020215490570542406,1.0,0.4939723763363674,4339.6543199977
167,0.04572605637673519,10801.924528795776,1.4953077462769766e-05,8.618782411918634e-05,1.0,0.26754976053700674,4352.625824258358
168,0.745491295831168,5942.117472812041,0.0038871605220885453,0.4454582644878353,1.0,0.12332101103834793,37433.74661527261
169,0.04722629568272922,9703.530513928285,1.2320116999428892e-05,0.0002477706903636512,1.0,0.2372305337802313,4444.543552190081
170,0.037986444438039724,103424.5068047707,0.0006111643217914857,0.08828312406243101,1.0,0.015363503397799938,4960.89054107114
171,0.04520951519682972,11155.868395581288,0.0004056242950259797,0.0002041203291632952,1.0,8.064232847496841,4350.6017244302775
172,0.04168813730088237,16371.317384680366,6.838052175536928e-06,7.049047535996149e-05,1.0,0.05650498187343391,4240.180623288477
173,0.04097471597332606,15767.992022000446,0.0020843463339575547,0.9304902469908444,1.0,2.529392164313116,4871.715407980085
174,0.04727284705252953,9770.123680466551,4.4284640102715415e-06,0.00013479929102655828,1.0,0.056063142383394805,4421.613888667347
175,0.046350623702227214,10424.611167943984,1.162685496384106e-05,0.00018753926423006816,1.0,0.20978305650222048,4382.050114449326
176,0.046758659078151424,10164.896124810532,2.4887295446919033e-05,0.00014650318671459808,1.0,0.5234498059427776,4423.949848958706
177,0.04610822262569205,10637.002021004002,9.761421793107813e-06,0.00014314636624717102,1.0,0.16579648204255393,4362.426464112505
178,0.036797071358244976,14477711.058235835,8.340298663867371e-06,0.00012704541482180137,1.0,0.030339950864440492,4457.845190849768
179,0.0663589733055002,1008.3647221363212,0.0031296699985251053,0.0015260931647238544,1.0,0.022379767515835303,13841.141387932716
180,0.04681302609554314,10085.171385384308,3.292581209366089e-05,1.7194218042419198e-05,1.0,0.7156965590205341,4433.14377808145
181,0.03675437921803355,192101.26937595548,3.819118386011112e-06,1.0060449218896783,1.0,1.3199709292760229,4737.460942423811
182,0.045601990814881976,10693.879860923293,3.798461279311509e-06,7.893059260172414e-05,1.0,0.030486514000335002,4335.912714955687
183,0.046282349439466686,10574.102603878775,2.4018027201371343e-05,3.974154244288066e-05,1.0,0.4803765574730057,4387.389871832094
184,0.09692840367766738,1476.7355167898763,0.009441328842545263,0.02005491820114701,1.0,0.02783282419792928,13022.666209404098
185,0.03688496377565726,532247.1398890222,2.906459308852918e-05,0.0006311371827899838,1.0,0.2315693668795709,4475.360175741578
186,0.03262822651441917,2057975.7265060674,0.0045987681331210355,0.00015403486843989622,1.0,1.0811874424049193,7085.3217391555945
187,0.03061193015925608,348137.91955392936,0.0009748535467542967,0.4750362526810735,1.0,0.011805241111749642,8688.266687037214
188,0.04659406971215657,10266.884336713383,7.425001533460074e-05,6.685200951483311e-05,1.0,1.576181187354725,4410.276981502273
189,0.04576312639233408,10711.688936244107,1.60209071708762e-05,7.010230405074425e-05,1.0,0.2905758167505321,4357.5626632890635
190,0.10939045482240647,1640.292247172009,0.009875008115355315,0.0116080750612986,1.0,0.013763067963074069,12956.168824958968
191,0.03650311817501799,3301800.9391675163,0.0005229788019640778,0.8556896016894231,1.0,1.073033144855967,4736.065628218399
192,0.04621419233379888,10455.151713823543,5.525357704077696e-06,0.000161850725771423,1.0,0.07504002088069395,4357.770864328005
193,0.04695145829043885,9995.644207326191,5.22597077200114e-06,8.31291035800093e-05,1.0,0.07594833145334784,4405.4324632293
194,0.04053970405174485,19612.229656141368,1.0809986299734717e-05,0.00017785193382751868,1.0,0.09926082494714003,4272.5290063368575
195,0.039620489650886034,22023.804426692182,1.4324100909956445e-06,3.1295108363540582,1.0,2.967417746742109,4781.551796431575
196,0.03640521994943643,2492352.4136649133,0.00046177709196710995,0.0968755991208307,1.0,0.5171256375847649,4731.953864479062
197,0.04668834457122094,10206.469706222051,0.00010603311095364282,3.2230539179481195e-05,1.0,2.2689813121685027,4414.880668350167
198,14.677714445114944,2388.101125394129,3.032414683306916e-08,0.022660949064880663,1.0,0.4074469649198091,11518.35539996068
199,0.0458027838744596,10642.278335237988,2.7353485992712056e-06,0.0001037985639524739,1.0,0.005105652596301046,4374.569949959332
200,0.04675828851551977,10177.74923582353,5.5334195683029746e-05,0.00032041515527221685,1.0,1.1921128223248114,4426.994341379215
201,0.05330995795341579,3515.421057329608,0.009909019247864291,0.4222269196319751,1.0,0.041900131940704285,9069.880261476606
202,0.040887664508897165,18372.65812730671,4.50285007157966e-05,0.0003525584676100998,1.0,0.5614670896680317,4291.307270906937
203,0.04591178558673075,10731.691014016833,1.2805842818612107e-05,0.00016282350285293793,1.0,0.2276218543136387,4359.945971355844
204,0.0448211571293526,11414.451670077056,3.6299378406503376e-05,5.7974091284367554e-05,1.0,0.6208387426004578,4319.493787323635
205,0.040842105901451486,15937.308574801598,0.00015542656734729294,0.6245465990911596,1.0,0.0187995531702193,4866.780062348634
206,0.047188093356039074,9811.425388157484,9.392055142064604e-06,8.032465581054538e-05,1.0,0.16807129362659853,4424.782168617052
207,0.046211752791936136,10403.041169060783,5.521158104724e-05,0.0002857891625577746,1.0,1.1615704687239599,4403.028453249956
208,0.04683321838629103,10040.864563173334,5.090298984333052e-06,0.00017658729919797176,1.0,0.06910760339088792,4393.205929115225
209,0.337313201852163,4232.234265450807,0.002690427713448857,0.0002298556260526184,1.0,0.0888674701288855,25940.10717801791
210,0.03650583653198893,3053054.5158825177,0.00030121158786646483,0.06507699345806102,1.0,0.11779079653389525,4733.918595183375
211,0.04666123615811808,10226.388337005892,2.314716069875733e-05,0.00035959093168103843,1.0,0.4698127831218904,4415.148209835417
212,0.04606545575847545,10601.795819422863,4.553208205214355e-06,0.00013008886232370657,1.0,0.0500814479330941,4344.191571531975
213,0.0410303396403701,15694.923636068852,0.001767329072206819,0.954904182783343,1.0,0.4993502111477533,4876.717970438691
214,0.04611803465435098,10533.608402775044,6.0541448546320314e-05,0.00010832216549965948,1.0,1.2681700779170315,4391.9107682204885
215,0.027948866109316697,66428.78494579664,0.00395676355945376,0.054588965716846766,1.0,0.010100083484667424,10551.07539902479
216,0.04603619840412634,10528.023672127494,0.00017001845412374306,0.00026175895900636673,1.0,3.473509087082951,4385.333569027506
217,0.04636503006111167,10132.247055821636,2.732529496958062e-06,0.00010813101100546824,1.0,0.006328031260215487,4406.960527506275
218,0.033779842994701215,149560.78765679948,0.001077724684669626,0.13680733236190334,1.0,0.0375571789259252,6360.991986771283
219,0.0380206594900446,51313.555738257644,5.451608711858602e-06,0.0006649501316272357,1.0,0.007374804148731164,4380.0523854975845
220,0.04603816715782158,10476.288764061754,2.583789201553056e-06,0.00012363968770776724,1.0,0.0022010618784897595,4395.592228500662
221,0.0464347119178083,10349.663983776156,6.802714486111779e-06,6.227227129630786e-05,1.0,0.10429624865750144,4369.068212107781
222,0.04075830736211149,18525.922535395977,0.0003405690883998698,0.0005996284712369932,1.0,4.171821626737832,4308.128649205442
223,0.039821497253182514,199493.72492774407,0.006814253754747936,0.0002760840707251913,1.0,1.2392054112093909,7447.6627292855555
224,0.04692489871111447,10020.665314166095,1.650795699482453e-05,6.516909942506536e-05,1.0,0.3344518669719136,4426.6547729386275
225,0.047262469917510826,9835.640338435207,4.460285832987052e-05,1.930319562076032e-05,1.0,0.986726877984618,4453.820451255831
226,0.10530002691099158,1252.9391146395653,0.009528065863195248,0.00898677008329138,1.0,0.11089814441149623,13482.520650055756
227,0.03681405461189028,1250200.445335493,2.3587077488461427e-05,0.0005404401608517865,1.0,0.158736888849122,4483.874714838479
228,0.037192165321241366,129384.79357755324,9.506650015409366e-06,0.00032052138595239904,1.0,0.04878365581950414,4428.384662899697
