,W,K,empty_0,Slope,P_comp,D_comp,Deviation
0,0.007456607952976031,1661.6864178918286,0.0,2.2858952379863798e-08,1.0,0.07854005754492642,16026.83755567596
1,0.09594800916351112,52835.21016689656,0.0,0.00022354935988085948,1.0,13.486661260000243,11966.47691286515
2,22.303406417597323,2341.3337478054427,0.0,3.7454049080342864e-06,1.0,0.14577973046092282,13589.62616061182
3,0.0029920388524258376,1122.6748855338903,0.0,0.002719079290549182,1.0,0.07515903044614218,17067.38534888488
4,0.08669665539507881,1920084.092675233,0.0,2.2909078369200434e-06,1.0,0.13228045358790866,12116.595030753113
5,0.0952702222274762,39764.48777820396,0.0,2.950881228897762e-06,1.0,0.17462690998599473,12161.187352269106
6,9.36798431590981,3197.397487690143,0.0,9.093269145353e-05,1.0,2.2045215528167645,13333.118971159241
7,0.09475800482052714,60965.958017146826,0.0,3.3859606569584574e-06,1.0,0.19583713857845506,12093.269244950916
8,0.00825878842377578,7906.919080968868,0.0,1.4667512314994678e-07,1.0,0.9462273316463009,16011.031665032613
9,11816.051368446426,1847.5698374857761,0.0,0.0028724716103931155,1.0,0.1649829122854416,14222.236671802131
10,6.202510659633878,3100.851085714468,0.0,1.3170248757067978e-05,1.0,0.5908702951559915,13276.39849911146
11,0.08784436461295761,1297986.535578251,0.0,4.52314345864832e-06,1.0,0.2678320660025077,11954.815156863926
12,0.09138379209254986,137788.2091987986,0.0,2.198295690153501e-05,1.0,1.3873673634151555,11895.089539209055
13,0.09275963092229207,83444.03982940166,0.0,3.4558164651958267e-06,1.0,0.19534979157192334,12062.088784506477
14,0.0048779502138968575,5424.227000489481,0.0,0.0011402639357733573,1.0,0.021187280985284343,17067.396746262813
15,2.2536227052520554,6097.588161408233,0.0,0.007638147068919386,1.0,0.07420072304979426,17003.470503825276
16,0.09976167566332507,47202.106755356624,0.0,4.3795705934016175e-05,1.0,2.4867848301324824,12017.592050246123
17,9.239826271761846,2596.757657020103,0.0,1.4103438737277222e-05,1.0,0.7397418400795603,13441.189626885363
18,0.008829431585447118,5432.205534810783,0.0,2.0647847455278014e-08,1.0,0.04684184937998033,16013.809122805784
19,143.34167960571153,2259.753199046887,0.0,6.091331049222122e-05,1.0,1.4371506755688768,13660.49858970917
20,0.09247824184883184,105593.21896871047,0.0,3.8232827776664e-05,1.0,2.3620829924253792,11903.735016101391
21,164.2521078385077,3091.2236594317505,0.0,0.00995422320544246,1.0,16.414871710316902,13337.043980042554
22,183.3847324757864,2421.3543334471715,0.0,0.0011639039435533567,1.0,4.014690150226773,13558.740737480493
23,0.003492722696693189,5455.584316097096,0.0,0.0016211991709802805,1.0,0.027967147853561396,17067.399737642674
24,0.0101260629723602,4110.399993794063,0.0,1.9233845728880755e-06,1.0,2.8400750283995606,16024.388462499546
25,0.006484117528575623,5034.918610991526,0.0,5.450724502361299e-07,1.0,0.528756643145771,16033.018968157274
26,69.56933082115907,2246.1555604068367,0.0,4.227540272367571e-06,1.0,0.11741371918727656,13658.226302286843
27,480.58164137236537,2171.54604499071,0.0,3.267390100324731e-06,1.0,0.017384543354899598,13724.90228609115
28,0.08983824270520971,396094.2330853866,0.0,8.337684578545132e-06,1.0,0.5403927496792534,11904.316658792475
29,79.30892556539536,2245.4093013219167,0.0,6.6988332020780415e-06,1.0,0.2222418188426516,13660.786070298833
30,0.09386251518135744,27248.257951145697,0.0,2.1297630690458657e-06,1.0,0.12026135255107932,12312.923399513991
