,W,K,empty_0,Max_effect,P_comp,D_comp,Deviation
0,0.21924038628329748,36954.92743874368,0.0,0.16047744419471147,1.0,0.06545112841681199,10151.44228594894
1,0.010845940556577165,5695.269721834324,0.0,0.00022160135994487583,1.0,0.01511374056592532,16025.106185690063
2,0.1526771136181449,21296.15179030612,0.0,0.09097677010963193,1.0,0.5185565287547513,10838.311906353138
3,0.008948237051403596,1927.7668057777732,0.0,0.0002210300714321185,1.0,0.020378607508129167,16025.303787828108
4,0.13605287973058694,20904.753156135488,0.0,0.07595043162064664,1.0,0.4266652670283119,11087.980070899326
5,0.008393511612085442,1857.7354559866133,0.0,0.00020677573700947144,1.0,0.17665767567913604,16026.585807059353
6,0.0060204044122279966,4647.707776464603,0.0,0.0002493277888177652,1.0,0.71360533628824,16031.809861341968
7,0.009748831690792938,2336.430642122983,0.0,0.00020442850041251683,1.0,0.1500461760505684,16022.120287312186
8,0.20026262413914173,32374.86442151248,0.0,0.14133886149681804,1.0,0.4735228413588854,10285.220585106692
9,0.008430005599572904,2974.8805164649675,0.0,0.0004022429528727687,1.0,0.17303862968359232,16029.286817094586
10,106.82264855631296,2185.977875106797,0.0,0.10884873413607883,1.0,0.0344920076868547,13718.953284887575
11,0.012244200949118999,1734.2175236954768,0.0,7.913873975576854e-05,1.0,0.013453424764115157,16025.20918626955
12,23.77210645954698,2294.22487199571,0.0,0.051309600978816254,1.0,1.9373021809520696,13623.874896339123
13,0.030423154408798805,649.7165693783519,0.0,0.0001330946815708532,1.0,0.07277459788366293,16080.5953085383
14,0.12269056458516955,17640.73105017263,0.0,0.062376437432180375,1.0,0.2722908555890822,11478.015527461648
15,0.140822772024183,19546.871952985068,0.0,0.07929788343283269,1.0,0.472305971233009,11038.79171054462
16,0.009700513148812165,11951.586669626382,0.0,0.00028460815398548235,1.0,0.03578028203057092,16022.310133260857
17,0.007223085553851206,7493.310300630803,0.0,8.424131718998635e-05,1.0,0.05443342509231296,16013.893901483918
18,16.39562808697302,2496.317410337031,0.0,0.057487288300750186,1.0,0.1549144150584988,13490.859007017889
19,0.007834091478500291,1964.3133081679275,0.0,0.00021724276647014967,1.0,2.109730533687248,16028.132039565095
20,0.13015145577520376,20050.080662570854,0.0,0.07060769249988963,1.0,0.015978564248695624,11227.40611122892
21,0.12707941435481032,19503.790287698383,0.0,0.06777071795711669,1.0,0.05545701381660832,11312.343018162957
22,0.1274132567141954,15955.857225302407,0.0,0.06480946294425056,1.0,3.050191031480125,11420.359234323583
23,0.015449788801890125,1402.9686667623914,0.0,0.00045134586647481374,1.0,0.020908508255282454,16047.753427765967
24,0.1250888384117435,20019.010049326072,0.0,0.06627468746959791,1.0,0.5358720743054135,11360.832646164099
25,0.0075882205739084595,2336.4909468196397,0.0,8.222539918161446e-05,1.0,0.25234358338888435,16020.359935227105
26,0.004462890673486278,3943.8314504857813,0.0,0.9768349023344262,1.0,1.1148579881905896,17067.402751231224
27,0.008317300655051499,8136.4821459026725,0.0,0.00018355845561530027,1.0,0.028052402824884717,16016.034660983212
28,0.03858295899665547,2523.3334103710517,0.0,0.971222053490318,1.0,0.06200060147182535,17067.40275123008
29,0.2372342419693241,41069.185789367584,0.0,0.17806802967656465,1.0,0.012024221843573265,10058.562549332752
30,52.78574392536114,2192.6449002064637,0.0,0.06126455678871115,1.0,0.013176665218984822,13705.176233299424
31,0.1614645970038296,25205.876414240898,0.0,0.10103779149639727,1.0,0.19588664208542836,10654.217643631488
32,6.29033311239331,3493.573335835886,0.0,0.05168055764079312,1.0,0.3252564715939543,13318.150841062925
33,0.009212215805500492,1223.6481165636333,0.0,0.00011211518068623882,1.0,1.1973604236134914,16030.271079914837
34,0.010504775029025136,3920.7403711029165,0.0,8.130014686623892e-05,1.0,0.08748268411680744,16018.200283678025
35,0.013384308113999831,1954.2391838897336,0.0,0.00019957354681724232,1.0,2.2357626131460093,16034.209507110183
36,0.0067284211613324076,6279.167133962395,0.0,0.00031791780744894405,1.0,0.1095875576215774,16027.955333807564
37,23.80301504223176,2652.3033329565114,0.0,0.10194349461973227,1.0,0.05561029918356136,13432.721636028835
38,0.012857269627893948,1073.6071315698405,0.0,0.00031439595853164146,1.0,0.017114362810843144,16040.331231913691
39,0.00652697474490586,7700.18240345282,0.0,0.00028629977982065077,1.0,1.6320767559154987,16026.958273110333
40,0.16167308437638825,24510.343275503717,0.0,0.10179701165868264,1.0,0.1334082035531405,10659.69292479257
41,0.009142445869905577,8158.075748707402,0.0,0.0002029418908917544,1.0,0.06316095327790555,16017.673944463846
42,0.010921586772117804,1218.2782461207198,0.0,0.00021559946782181318,1.0,1.6165461093265734,16032.524510868832
43,0.15119575606595778,22373.01117349668,0.0,0.09017104353558364,1.0,0.032493955339402116,10824.656099375728
44,0.12743857653089624,17324.281294036296,0.0,0.0661886615299153,1.0,1.7153960868057243,11362.400774440257
45,0.007199944489414212,2003.0237111844326,0.0,0.00010504377730021426,1.0,1.0067412842265495,16025.708603348266
46,0.13561973650803125,20654.780304637625,0.0,0.07608096476628698,1.0,0.13693628040398947,11093.918502444192
47,0.015116503072726481,1493.2291167954252,0.0,0.00011166109437177212,1.0,0.2026759081312296,16038.730964121303
48,108.13084936606658,2177.9388231977327,0.0,0.05232051580119992,1.0,0.2190760228699113,13716.985162050463
49,0.02595258894188025,786.7385519245747,0.0,0.0009176627690910864,1.0,0.02453266037543389,16079.024770495069
50,0.010759608799674287,9170.40295062265,0.0,8.968720113442586e-05,1.0,0.6459539718072237,16021.418591379184
51,0.16267522424191508,26146.34091440374,0.0,0.1026895793740354,1.0,0.1211873488576481,10623.617746632286
52,0.17883551620980426,27587.362987304696,0.0,0.11879882716066513,1.0,2.122646384223547,10472.645157438565
53,0.010346166978566886,8756.963064757236,0.0,0.00012912022192567888,1.0,0.04626559102804975,16019.935862830625
54,0.13551427984971945,18791.506433277074,0.0,0.07382561818731899,1.0,0.04445500885136601,11154.131821372439
55,0.20182973879581897,32474.144081596627,0.0,0.14264329059012024,1.0,0.027010524149751688,10277.512462831415
56,43.56194536480407,2178.600535459433,0.0,0.04280916466659023,1.0,0.042392604461961116,13724.248771899673
57,0.011095943630076521,2318.898707423584,0.0,0.00020692151788589912,1.0,0.23405762227694665,16024.857655915615
58,0.01324435281957591,1443.1150478394297,0.0,0.0003754682927375984,1.0,0.14185558791502226,16038.219198897195
59,0.1233003925032584,18702.155942953792,0.0,0.06357115571459691,1.0,0.024368726189415216,11438.61566157163
60,0.014807821876474288,1339.8605078231253,0.0,0.00015509462460773653,1.0,0.0909524185771984,16037.50648318956
61,19.56528599364968,2263.9190764142154,0.0,0.03958318408966408,1.0,0.034772385261000495,13663.932350530049
62,0.007895318896476938,4825.142789731469,0.0,0.0002676066313030873,1.0,0.02224759007269671,16021.754484169787
63,0.008049821044934753,9570.231180308228,0.0,0.00015886788911063574,1.0,0.15037756083753792,16014.83831350421
64,0.006623463762438811,2073.3823892548626,0.0,0.0002494115162123822,1.0,3.1576585582129253,16035.909858985871
65,11.399616990331529,2769.532040456012,0.0,0.055269213129157696,1.0,0.13226994312259618,13359.278379568492
66,0.0053548322274147705,14026.046037811411,0.0,7.084009233660205e-05,1.0,0.1560197192402457,16024.995739346177
67,6.453567126666823,3074.980798496869,0.0,0.03944027821937593,1.0,0.3681022942003941,13306.299702797456
68,91.26111625735321,2177.5888845972604,0.0,0.09137802415708796,1.0,0.012032084875666756,13723.914965975671
69,0.006550895146007579,1464.9969953779964,0.0,0.8017911090161874,1.0,0.0946593378293538,17067.40275117117
70,0.007091628637258918,2760.0387105572004,0.0,0.00010629541078067491,1.0,0.07078866282265753,16021.799273207307
71,0.007890252508216742,3190.4487863987206,0.0,0.00010906984997174057,1.0,0.0690939105589247,16017.284113462336
72,11.188291043861396,2703.814228093701,0.0,0.05077819930362978,1.0,0.5340425700444056,13382.703328072219
73,0.006157635503064616,11235.719567948609,0.0,0.00015670422945151654,1.0,0.2347736734254936,16022.218996054888
74,0.011186427875421678,8984.574464367366,0.0,0.00010349784402375247,1.0,0.115114138006618,16024.979910168578
75,0.12541928403147584,19889.9998694894,0.0,0.06646600719539829,1.0,0.012651757271753956,11353.208228865751
76,0.011381542883784759,10072.334632431504,0.0,5.54761486714531e-05,1.0,0.03992048380315137,16025.583306975595
