,W,K,Conc_treshold,Min_effect,P_comp,D_comp,Deviation
0,0.06338679814876673,3273.9602972384637,4.241394539286563,0.4163932588884808,1.0,0.6283426244796856,9802.764645607409
1,0.0453340411221435,10761.170994591825,2329.859510949975,0.013747059592369278,1.0,0.07219127642622088,4362.320353345
2,0.04551916781140231,10910.46379285477,125.49425794925385,0.00033230383379300897,1.0,0.002273584653139914,4364.733340304877
3,0.04645941619259005,10377.139506660576,97.84009418124859,0.001071986510113399,1.0,0.19789195234350115,4383.69037565364
4,0.039298353099787,26652.549342125367,318.12877036496917,0.051971104051248905,1.0,1.7752256864752094,4453.084156566445
5,0.04614692239621918,10588.65583881133,1026.3847295569124,0.0078030472090380824,1.0,0.11992598377494308,4364.672459371732
6,0.024264843764039014,1037263.8637628956,4.0269299799815785,0.0027846476409453284,1.0,0.09143140449601456,12187.361408804065
7,0.038878002572247015,32730.436482401743,12.254830842740548,0.0035191307570009898,1.0,3.4901483327346443,4363.499926231354
8,0.04570612630415,10960.008416686394,314.7148708427888,0.005668615627559523,1.0,0.32773447463946803,4350.516280711107
9,0.04700727815010887,9764.91205089992,71.92661587355774,0.0002730457498201185,1.0,0.03875627330512835,4414.3171535856545
10,0.045929289951280816,10576.89824627814,560.2593074742474,0.002830115220788229,1.0,0.063347164151387,4345.407945571803
11,0.021589007218912562,554968.3515139098,3.442157307816152,0.004666820515858466,1.0,0.012565244910610384,13155.0067597926
12,0.03307920648981752,23015906.034125105,48.14090584323907,0.0014321391865896056,1.0,0.03086031207193783,6689.717060827225
13,0.046152001769944107,10453.576081102216,71.27281637690447,0.001695716902182215,1.0,0.4746658870408911,4387.660083674787
14,0.13208675182085552,6783.83893219029,2.8311630984325884,0.0025641897709793326,1.0,0.01635786983993523,28529.266547406507
15,0.0376557328231274,62515.048539607815,737.2332807108583,0.3623817795348425,1.0,0.01144393577544763,4738.571373497141
16,0.03949460814732436,26255.220794071978,7.218922060427364,0.0001533433774254392,1.0,0.23011503651995466,4323.261754398598
17,0.04667438722925163,10059.625312753671,301.1741517205365,0.0011731953080151036,1.0,0.040227345813484985,4389.677441504104
18,0.07438438056483583,1187.7691633275222,2.2309553017213832,0.08748448289888078,1.0,0.512554833808842,13415.50292530337
19,0.04655763154289903,10167.47794188266,54.531832679627726,0.0001318266329873402,1.0,0.0014065692156156647,4434.7377350078805
20,0.0459076881754914,10394.250090041858,2664.86535824575,0.013766574107602316,1.0,0.061935872296809434,4396.161123903229
21,0.045052603336012916,11129.545634610402,2635.246213007276,0.013531044858606563,1.0,0.048498231451565885,4337.882315162139
22,0.010866337016956228,5843.91495919992,2.0768081793228204,0.6705746230590978,1.0,0.09204717789642512,15376.967934604034
23,0.03824855148094195,49263.4331987057,78.28324149761897,0.0005554596049020912,1.0,0.034455739891178484,4363.714723509467
24,0.04625268489574918,10409.678040268791,158.09077144126982,0.011070701113410705,1.0,1.4193622959482741,4399.727159374967
25,0.046425843101292115,10317.152736106784,32.99059541742802,0.0001653903554597995,1.0,0.06617752659893564,4369.08990806695
26,0.04681443768945197,10042.453952180796,186.2396038324989,0.012380747589983771,1.0,1.4494100107530383,4454.890500571637
27,0.04598141999263725,10589.730822120013,49.755918332647035,0.001553581998223315,1.0,0.6201160497609765,4376.384031558186
28,0.0368259530235534,9019002.173660005,206.5771638564741,0.013333023642262838,1.0,0.4877930482309064,4498.896558816171
29,0.046745289728214734,10048.203963588474,265.5918825095563,0.0015246029243553762,1.0,0.08484801563396696,4390.845778820853
30,0.04523963771149853,10865.5632564295,319.07047486228464,0.0008557242120590043,1.0,6.016425381051145e-05,4358.572114303139
31,0.040674150952801164,19289.12266117496,15.23512591602183,0.00011041129160159248,1.0,0.0559435901333026,4258.404976548992
32,0.039953228319142005,20678.41461270408,22.438538649219648,0.09778050181363213,1.0,0.2480201621533995,4799.387682394877
33,0.046309922232581915,10271.968938639871,264.77232347175243,0.002203557258434277,1.0,0.13976171916917698,4379.066495092315
34,0.046871879551629116,10091.752483999142,154.7852267359421,0.004505020923904723,1.0,0.6063088728011479,4421.710072100656
35,0.047021988373566026,9866.688864307516,3.4361375572510418,0.00010500646159939048,1.0,0.6620117149528935,4445.828613603784
36,0.04609328965206528,10536.579908666574,6.716118110203447,0.0018627650572373843,1.0,5.913483716765944,4390.625966831746
37,0.031770641063305495,13465926.696553467,4052.2476554897016,0.4281165508803041,1.0,0.1383177211113207,7757.078405258334
38,0.2770992405900913,4092.3651733503716,1.943260726609824,0.019076041809207283,1.0,0.02899507742318085,24212.542179689794
39,0.02471971257340089,2326460.017299557,18.139323669710386,0.0699491263393849,1.0,0.3221321826395425,11993.864296223186
40,0.04646984339422178,10154.491063579604,33.47048757914863,0.002802288175078339,1.0,1.7577196125449748,4408.882298633607
41,0.04627639692478026,10455.959521578812,108.13145054388652,0.0014042644426747464,1.0,0.2361747203270969,4375.3200515884055
42,0.04629131971405456,10427.17543608848,50.08292831683172,0.001279203863462608,1.0,0.5201811828568597,4394.8314395842435
43,0.04541338587717623,10908.399550084068,2884.016402772216,0.007655393564690309,1.0,0.00021402740587338535,4379.408294846145
44,0.04566738189263337,10809.468548517068,6.564076490989388,0.0003039225128821185,1.0,0.9234744168772054,4365.178325654629
45,0.036858514476001296,1097582.953025966,799.838990171554,0.005500812324685881,1.0,0.018081484591231545,4450.913229404015
46,0.046490071333351896,10309.696508573421,108.08001337975251,0.00045836471694145803,1.0,0.04644838253473205,4368.314907593216
47,0.027753278002017892,1986.798480485102,6.278719502316762,0.3760007357390327,1.0,0.01069081047753602,13492.13986779582
48,0.04560035776545216,10675.385750446863,1907.4139762549505,0.014261202371962925,1.0,0.10619883499661346,4374.576373724086
49,0.5691603744727937,4091.712448083863,7.4921673554586175,0.13396047206511627,1.0,0.3440664645152905,25430.57530601392
50,0.036428091656088506,2887913.2746854234,1.8083826507329737,0.013488486462237631,1.0,0.593525888686764,4739.240522568131
51,0.0459845469571224,10479.546393280474,98.7593819362462,0.011853004467865743,1.0,2.457589982833918,4397.668794911469
52,0.04087978216878777,18706.18261414954,8.321480385479376,0.00010773284056722522,1.0,0.13941597556937915,4268.620830105975
53,0.04648936907565577,10259.323688535385,361.2050634960511,0.00243267898451512,1.0,0.10503258387189876,4376.272794185801
54,0.037363638718364026,135724.79579517062,127.3015016796972,0.0006795828383590356,1.0,0.0026884823662869763,4425.414266598025
55,0.04715223407574271,9949.90339175964,110.0958700805666,0.0013574958546073313,1.0,0.24198973792571685,4431.184976876634
56,0.04331656865791609,13147.080594206009,367.79542217680586,0.019332043419304928,1.0,0.8144558433442425,4320.262643359214
57,0.005868114792379713,1282.9276541528868,1.9942090443295464,0.11548796186673065,1.0,0.07204841745713103,15903.318178688012
58,0.0465602492811763,10084.035750880388,913.5031617411825,0.006568245546301,1.0,0.11462685449882988,4391.251732021907
59,0.043800322750170116,9067.21325699292,10.033349207688923,0.481505400362359,1.0,2.6588801869037133,5485.540993212194
60,0.039353169763139774,28648.194747193018,76.01637872819269,0.00809830615249752,1.0,1.286322492584542,4341.734778442635
61,0.2049375781738592,4070.7037217432307,3.083155256498657,0.026541762866938167,1.0,0.02546098047669414,21132.24139389308
62,0.0466184238430806,10123.466282270048,1197.1914075899206,0.00776117742784779,1.0,0.09743803220052802,4389.345081651946
63,0.0368977362537037,11817404.401410764,61.574420086451475,0.0010233863366858273,1.0,0.14353360254043748,4476.038088543868
64,0.046276109529290683,10149.74772163518,2162.5606126134007,0.010181623038150858,1.0,0.05436625278664686,4391.1953785878795
65,0.08419507240883707,1911.0208271198167,14.510560877297642,0.11650066112872247,1.0,0.03465467372478929,12187.73933039243
66,0.036525147540935436,499943.6385058748,3.4519175807546465,0.0007960059673902428,1.0,0.09498455517542097,4732.337870499776
67,0.2827544152971209,9276.85963406376,19.435273267692846,0.336367980028108,1.0,0.578301130852699,56124.30893084186
68,0.0035974091897177283,1971.2080577519587,1.4363727860302584,0.5247705487527066,1.0,0.2698126797006895,16001.649393203734
69,0.043223192900168544,10241.46789155118,229.85413775250234,0.6410749194030022,1.0,0.1300756647806791,5257.273435697632
70,0.04615781093335323,10578.502412594396,283.5422228704844,0.0014975982853306714,1.0,0.06959283265852388,4350.418149401969
71,0.014505940900689613,2148.434787103204,6.746207084627455,0.26501827731512023,1.0,0.011599522366538249,15140.78361612115
72,0.3556333803698342,1292.8919268380926,2.1862092039161105,0.546665181916988,1.0,1.1458150394664042,14418.810765948558
73,0.002408992585243477,9329.828253031746,5.442525987417783,0.4021160093003198,1.0,0.04712171418340908,16046.847223623492
74,0.036836671984118975,1944187.0975036575,51.23146779445708,0.0058348708294102,1.0,0.8129755017805357,4513.044640585863
75,0.08175032992979163,9848.886861966215,1.9402428693781013,0.11564600218832866,1.0,2.2933399620484214,24448.160218257435
76,0.042113458190330785,15176.392713579931,2943.9294681290808,0.021088334223661683,1.0,0.06614564331227263,4304.544681164576
77,0.013400587610774914,9671.858307455625,5.134924676493963,0.13713025615808289,1.0,0.0333599042479384,15035.850977897368
78,0.04621403714289185,10498.712681424451,1010.7706260705768,0.009885437456078549,1.0,0.16516484920197694,4379.6913202452615
79,0.046252694648685234,10400.47078314648,38.245274259962,0.0016674730105620491,1.0,0.9112750506156452,4397.819267604256
80,0.04615416864184167,10438.134750088597,37.2584810863184,0.00011418766198299763,1.0,0.015337708105349884,4373.536135899364
81,0.04592449235339767,10647.139259307636,111.85077601702723,0.008831610009713031,1.0,1.5742565096744008,4374.322964968844
82,0.0370084699449549,27285386.777829666,406.58914010730143,0.011153824589732969,1.0,0.2638723100044759,4489.985823025032
83,0.03293557162859532,2786.227124979569,2.917501440702141,0.06821870803718681,1.0,1.1934237619090562,12025.454025999541
84,0.07388928004169222,1682.8640770789373,3.7029231439148167,0.7179688755709004,1.0,1.5858191367614425,12352.31771830431
85,0.04712817739968042,9804.693023936115,158.47061675032262,0.013221436588304809,1.0,1.8431467792691296,4483.067307773929
86,0.046398748554063285,10227.96509943993,2089.6814589647447,0.010513397223867358,1.0,0.06322972776220166,4393.595345141103
