,W,K,Kin_const,Max_effect,P_comp,D_comp,Deviation
0,0.11076108607994607,21983.28602571907,2193.8554496898278,0.06587933018668543,1.0,0.016241813281582678,11487.110593200248
1,89.50558278212006,2178.9916973606737,6.4829827115050165,0.045614004783542,1.0,0.5735657056244755,13720.425764701666
2,117.71135484822908,2236.2208410250787,316.10362856724186,0.07752245839919719,1.0,0.07408602410078785,13674.205525179628
3,0.006173365908363093,9167.686861126736,33.364559012768865,0.0002854301944952555,1.0,0.01862872996605833,16028.76141432726
4,0.007533982993923341,8445.379594039552,1108.9282538727782,0.00044497373942440564,1.0,0.020950103597150445,16023.949393775589
5,0.14180965342666518,20837.965010507054,5.995901258863577,0.08115513328761023,1.0,0.05782290852007005,10991.818924087524
6,0.00823641532256296,3846.2413270778334,29.60203289089942,6.133531197678636e-05,1.0,0.0655092394265529,16013.253557589931
7,0.16700691312608146,27830.572772623324,8.607457767815209,0.10867580824580987,1.0,0.01639040633694896,10560.097207714776
8,357.8005909497931,2179.491042579372,3.1180536534959753,0.060055300103708326,1.0,0.10064194559405593,13715.721864994837
9,0.008601267325879403,1427.7665544567044,263.7456773440116,0.0006239210245255067,1.0,2.4009938636248997,16032.238383240046
10,0.012605541721822376,3703.3750959590916,1197.8676540285217,0.0002444458067393153,1.0,0.35285630889952224,16032.38622507394
11,0.35171510794629524,73261.97586229313,1.2925207318016207,0.29447559022908715,1.0,0.05841619060589831,9684.202182022042
12,0.005901516692039584,3587.931428577124,20.545389733226727,0.000351276050219521,1.0,0.03131168807970332,16039.9540314878
13,0.14478793384515146,23557.01476902981,1.1052256138908731,0.08537737568758391,1.0,0.04158763300429778,10887.348715662414
14,0.12110875596725512,17428.481177633446,19.969766740835237,0.06136000061053105,1.0,0.031432605047374634,11516.394718219995
15,0.014577590197869628,1583.431721935474,10398.289970919246,0.0016592518637970064,1.0,0.013688761726658442,16046.714254690169
16,0.09769180184665542,67200.64317165251,413.9016723972625,0.08713254671018693,1.0,2.8879317484976723,11515.857912325944
17,0.007619299164588278,11471.88664835392,563.5009752618977,0.00011917921419158789,1.0,0.03309831199537192,16012.512367844705
18,0.007023057780667792,7592.87870917257,8510.30718569097,0.00010286574575160225,1.0,3.0732349643027503,16010.792959706278
19,209.03589124885656,2240.8046313473833,914.8441112571802,0.12615836225898236,1.0,0.035748220633406526,13676.065505252254
20,34.66565715385025,2438.1081792230425,11.691632610562134,0.11136329281753853,1.0,0.09986007297662826,13545.417637106511
21,0.007072410639854304,8981.159085290921,83.24187493299685,0.0001563903776689549,1.0,0.06608329997580399,16016.947178852815
22,0.2146039818143163,36097.572327560876,0.7814778718907014,0.15487960762964448,1.0,0.023339546505097692,10191.249918453766
