W, K, Scale, Min_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.021482089317500886, 1987.968197040114, 9827.41736964944, 0.21000562031284253, 0, 0, 0, 0, 1.0, 0.37012403751137996, 17067.196349770955
0.021482089317500886, 1987.968197040114, 9827.41736964944, 0.02842117010631909, 0, 0, 0, 0, 1.0, 0.37012403751137996, 16746.29968382438
0.1587323630892529, 1987.968197040114, 9827.41736964944, 0.02842117010631909, 0, 0, 0, 0, 1.0, 0.37012403751137996, 15417.760096293414
0.1587323630892529, 1987.968197040114, 72615.3382519452, 0.02842117010631909, 0, 0, 0, 0, 1.0, 0.37012403751137996, 14590.93728039928
0.1587323630892529, 5403.8578255686325, 72615.3382519452, 0.02842117010631909, 0, 0, 0, 0, 1.0, 0.37012403751137996, 13469.440403815017
0.1587323630892529, 5403.8578255686325, 72615.3382519452, 0.04926107885810017, 0, 0, 0, 0, 1.0, 0.37012403751137996, 13145.359425958097
0.1587323630892529, 5403.8578255686325, 132976.99857286224, 0.04926107885810017, 0, 0, 0, 0, 1.0, 0.37012403751137996, 13094.132091115665
0.1587323630892529, 5403.8578255686325, 132976.99857286224, 0.06870928162083721, 0, 0, 0, 0, 1.0, 0.37012403751137996, 13061.986892312387
0.1587323630892529, 7792.315927601436, 132976.99857286224, 0.06870928162083721, 0, 0, 0, 0, 1.0, 0.37012403751137996, 12482.283531598765
0.1587323630892529, 7792.315927601436, 198900.29523629355, 0.06870928162083721, 0, 0, 0, 0, 1.0, 0.37012403751137996, 12434.820608004524
0.1587323630892529, 7792.315927601436, 309727.82259947166, 0.06870928162083721, 0, 0, 0, 0, 1.0, 0.37012403751137996, 12412.230016930745
0.1587323630892529, 9941.597759482169, 309727.82259947166, 0.06870928162083721, 0, 0, 0, 0, 1.0, 0.37012403751137996, 12355.009902213078
0.1587323630892529, 9941.597759482169, 309727.82259947166, 0.08982226594864075, 0, 0, 0, 0, 1.0, 0.37012403751137996, 12064.43394162922
0.1587323630892529, 13349.396922972473, 309727.82259947166, 0.08982226594864075, 0, 0, 0, 0, 1.0, 0.37012403751137996, 11431.714133026398
0.1587323630892529, 18461.52832890253, 309727.82259947166, 0.08982226594864075, 0, 0, 0, 0, 1.0, 0.37012403751137996, 11101.746993233392
0.1587323630892529, 18461.52832890253, 309727.82259947166, 0.09819868184170437, 0, 0, 0, 0, 1.0, 0.37012403751137996, 11058.404930014543
0.1587323630892529, 20363.92399683972, 309727.82259947166, 0.09819868184170437, 0, 0, 0, 0, 1.0, 0.37012403751137996, 10897.754586171193
0.1587323630892529, 22683.74024926536, 309727.82259947166, 0.09819868184170437, 0, 0, 0, 0, 1.0, 0.37012403751137996, 10763.142927884459
0.1587323630892529, 25541.899011529968, 309727.82259947166, 0.09819868184170437, 0, 0, 0, 0, 1.0, 0.37012403751137996, 10676.675590919305
0.1587323630892529, 27264.614925910715, 309727.82259947166, 0.09819868184170437, 0, 0, 0, 0, 1.0, 0.37012403751137996, 10660.654873621195
0.1587323630892529, 27264.614925910715, 309727.82259947166, 0.09997717453636824, 0, 0, 0, 0, 1.0, 0.37012403751137996, 10632.300515214516
