W, K, Scale, Min_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.14656505822664914, 1091.4132637714376, 2196.1645349436553, 0.3722668566263957, 0, 0, 0, 0, 1.0, 0.03816909964684378, 17067.375038303864
1.0829774373797478, 1091.4132637714376, 2196.1645349436553, 0.3722668566263957, 0, 0, 0, 0, 1.0, 0.03816909964684378, 16938.114980240713
1.0829774373797478, 1091.4132637714376, 16227.582951180611, 0.3722668566263957, 0, 0, 0, 0, 1.0, 0.03816909964684378, 16330.645131606938
8.002181038675113, 1091.4132637714376, 16227.582951180611, 0.3722668566263957, 0, 0, 0, 0, 1.0, 0.03816909964684378, 15608.414210553805
8.002181038675113, 8064.513833124148, 16227.582951180611, 0.3722668566263957, 0, 0, 0, 0, 1.0, 0.03816909964684378, 14964.865940328486
8.002181038675113, 8064.513833124148, 16227.582951180611, 0.05038084048113675, 0, 0, 0, 0, 1.0, 0.03816909964684378, 14693.374432233813
8.002181038675113, 59589.145123556584, 16227.582951180611, 0.05038084048113675, 0, 0, 0, 0, 1.0, 0.03816909964684378, 14447.868669348583
8.002181038675113, 161980.09036277278, 16227.582951180611, 0.05038084048113675, 0, 0, 0, 0, 1.0, 0.03816909964684378, 14383.034824843904
8.002181038675113, 161980.09036277278, 16227.582951180611, 0.029067216362401394, 0, 0, 0, 0, 1.0, 0.03816909964684378, 14317.933277275832
8.002181038675113, 161980.09036277278, 13949.761978912886, 0.029067216362401394, 0, 0, 0, 0, 1.0, 0.03816909964684378, 14041.528655025324
8.002181038675113, 161980.09036277278, 13949.761978912886, 0.026747030387242063, 0, 0, 0, 0, 1.0, 0.03816909964684378, 14027.411287965308
8.002181038675113, 161980.09036277278, 14602.833287553822, 0.026747030387242063, 0, 0, 0, 0, 1.0, 0.03816909964684378, 13998.16532473146
8.002181038675113, 170340.92434766656, 14602.833287553822, 0.026747030387242063, 0, 0, 0, 0, 1.0, 0.03816909964684378, 13958.628845714054
8.002181038675113, 165690.43957254902, 14602.833287553822, 0.026747030387242063, 0, 0, 0, 0, 1.0, 0.03816909964684378, 13931.34552394378
8.002181038675113, 165690.43957254902, 14164.897059187246, 0.026747030387242063, 0, 0, 0, 0, 1.0, 0.03816909964684378, 13902.532456732033
8.137320280421957, 165690.43957254902, 14164.897059187246, 0.026747030387242063, 0, 0, 0, 0, 1.0, 0.03816909964684378, 13863.367497671365
8.137320280421957, 168770.98741658244, 14164.897059187246, 0.026747030387242063, 0, 0, 0, 0, 1.0, 0.03816909964684378, 13812.014562519185
