W, K, Scale, Min_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.03343762131826798, 1508.310774039532, 38.64324315765227, 0.13835201666662622, 0, 0, 0, 0, 1.0, 0.9231872357536959, 17067.278766340045
0.24707245973548156, 1508.310774039532, 38.64324315765227, 0.13835201666662622, 0, 0, 0, 0, 1.0, 0.9231872357536959, 17041.944685853156
0.24707245973548156, 1508.310774039532, 285.5370915365106, 0.13835201666662622, 0, 0, 0, 0, 1.0, 0.9231872357536959, 16891.683828881534
0.24707245973548156, 1508.310774039532, 2109.849587688773, 0.13835201666662622, 0, 0, 0, 0, 1.0, 0.9231872357536959, 16251.840118369328
1.8256322654862576, 1508.310774039532, 2109.849587688773, 0.13835201666662622, 0, 0, 0, 0, 1.0, 0.9231872357536959, 15245.955332388168
13.489699225695812, 1508.310774039532, 2109.849587688773, 0.13835201666662622, 0, 0, 0, 0, 1.0, 0.9231872357536959, 14931.323218340143
99.67614433636771, 1508.310774039532, 2109.849587688773, 0.13835201666662622, 0, 0, 0, 0, 1.0, 0.9231872357536959, 14579.23221686651
99.67614433636771, 1936.7093701307197, 2109.849587688773, 0.13835201666662622, 0, 0, 0, 0, 1.0, 0.9231872357536959, 14199.498222751003
131.22670157136065, 1936.7093701307197, 2109.849587688773, 0.13835201666662622, 0, 0, 0, 0, 1.0, 0.9231872357536959, 14158.708797733512
177.58091671884267, 1936.7093701307197, 2109.849587688773, 0.13835201666662622, 0, 0, 0, 0, 1.0, 0.9231872357536959, 14119.682672259969
177.58091671884267, 1936.7093701307197, 2109.849587688773, 0.13835201666662622, 0, 0, 0, 0, 1.0, 1.2876602226451779, 14057.781593752212
177.58091671884267, 1936.7093701307197, 3042.38473284788, 0.13835201666662622, 0, 0, 0, 0, 1.0, 1.2876602226451779, 13999.406358567418
265.61658890470477, 1936.7093701307197, 3042.38473284788, 0.13835201666662622, 0, 0, 0, 0, 1.0, 1.2876602226451779, 13944.95448163286
265.61658890470477, 2163.46887557471, 3042.38473284788, 0.13835201666662622, 0, 0, 0, 0, 1.0, 1.2876602226451779, 13739.860305729593
265.61658890470477, 2196.6582906421545, 3042.38473284788, 0.13835201666662622, 0, 0, 0, 0, 1.0, 1.2876602226451779, 13713.208277821246
