W, K, Scale, Min_effect, Max_effect, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.010570980951592979, 4348.124897031047, 2863.1161039535937, 0.606417281021994, 0.5507653763425354, 0, 0, 0, 1.0, 0.1490846819250697, 15431.496903819063
0.07810957127204783, 4348.124897031047, 2863.1161039535937, 0.606417281021994, 0.5507653763425354, 0, 0, 0, 1.0, 0.1490846819250697, 11671.699942552537
0.07810957127204783, 4348.124897031047, 2863.1161039535937, 0.606417281021994, 0.07453798820423661, 0, 0, 0, 1.0, 0.1490846819250697, 10319.163663103152
0.07810957127204783, 4348.124897031047, 2863.1161039535937, 0.08206965448668811, 0.07453798820423661, 0, 0, 0, 1.0, 0.1490846819250697, 9730.806503955
0.07810957127204783, 4348.124897031047, 2863.1161039535937, 0.011106919935086878, 0.07453798820423661, 0, 0, 0, 1.0, 0.1490846819250697, 9389.740801263977
0.07810957127204783, 4348.124897031047, 21155.725509864864, 0.011106919935086878, 0.07453798820423661, 0, 0, 0, 1.0, 0.1490846819250697, 8382.494054131217
0.07810957127204783, 4348.124897031047, 21155.725509864864, 0.0015031581553013626, 0.07453798820423661, 0, 0, 0, 1.0, 0.1490846819250697, 8264.822445885962
0.07810957127204783, 4348.124897031047, 21155.725509864864, 0.0015031581553013626, 0.07453798820423661, 0, 0, 0, 1.0, 0.05484518947381688, 8132.377745257653
0.07810957127204783, 4348.124897031047, 21155.725509864864, 0.0005003578841247707, 0.07453798820423661, 0, 0, 0, 1.0, 0.05484518947381688, 8092.682803379508
0.07810957127204783, 4348.124897031047, 21155.725509864864, 0.00014920535978730142, 0.07453798820423661, 0, 0, 0, 1.0, 0.05484518947381688, 8078.67714908664
0.07810957127204783, 4348.124897031047, 21155.725509864864, 0.00014920535978730142, 0.07453798820423661, 0, 0, 0, 1.0, 0.1066992873812618, 8047.068097809853
0.07810957127204783, 4348.124897031047, 21155.725509864864, 0.00014920535978730142, 0.07453798820423661, 0, 0, 0, 1.0, 0.07399440480274629, 8025.334976149153
0.06386674803073529, 4348.124897031047, 21155.725509864864, 0.00014920535978730142, 0.07453798820423661, 0, 0, 0, 1.0, 0.07399440480274629, 7785.136549334318
0.06386674803073529, 5425.932743941157, 21155.725509864864, 0.00014920535978730142, 0.07453798820423661, 0, 0, 0, 1.0, 0.07399440480274629, 6808.950497373509
0.06386674803073529, 6922.517170947206, 21155.725509864864, 0.00014920535978730142, 0.07453798820423661, 0, 0, 0, 1.0, 0.07399440480274629, 6493.0616166788905
0.05585865880037915, 6922.517170947206, 21155.725509864864, 0.00014920535978730142, 0.07453798820423661, 0, 0, 0, 1.0, 0.07399440480274629, 6233.224155259236
0.05585865880037915, 6922.517170947206, 21155.725509864864, 0.00014920535978730142, 0.08637347573720364, 0, 0, 0, 1.0, 0.07399440480274629, 5819.232596037703
0.05585865880037915, 6922.517170947206, 21155.725509864864, 0.00014920535978730142, 0.10157419723338403, 0, 0, 0, 1.0, 0.07399440480274629, 5566.992579068503
0.05585865880037915, 6922.517170947206, 21155.725509864864, 0.00014920535978730142, 0.1214022403554694, 0, 0, 0, 1.0, 0.07399440480274629, 5514.063796950797
0.05585865880037915, 6922.517170947206, 25740.41570230775, 0.00014920535978730142, 0.1214022403554694, 0, 0, 0, 1.0, 0.07399440480274629, 5487.839612359584
0.05585865880037915, 7711.116060009604, 25740.41570230775, 0.00014920535978730142, 0.1214022403554694, 0, 0, 0, 1.0, 0.07399440480274629, 5454.319742516132
0.049608030566880026, 7711.116060009604, 25740.41570230775, 0.00014920535978730142, 0.1214022403554694, 0, 0, 0, 1.0, 0.07399440480274629, 5426.719772927847
0.049608030566880026, 8786.372461414481, 25740.41570230775, 0.00014920535978730142, 0.1214022403554694, 0, 0, 0, 1.0, 0.07399440480274629, 5105.599938210116
0.049608030566880026, 8786.372461414481, 25740.41570230775, 0.00014920535978730142, 0.1401484528921845, 0, 0, 0, 1.0, 0.07399440480274629, 4877.233499455943
0.049608030566880026, 8786.372461414481, 25740.41570230775, 0.00014920535978730142, 0.16412928411071473, 0, 0, 0, 1.0, 0.07399440480274629, 4781.324755385447
0.048542237741281864, 8786.372461414481, 25740.41570230775, 0.00014920535978730142, 0.16412928411071473, 0, 0, 0, 1.0, 0.07399440480274629, 4753.032519069787
0.048542237741281864, 8998.808745503928, 25740.41570230775, 0.00014920535978730142, 0.16412928411071473, 0, 0, 0, 1.0, 0.07399440480274629, 4724.256703843734
0.048542237741281864, 9238.42580432425, 25740.41570230775, 0.00014920535978730142, 0.16412928411071473, 0, 0, 0, 1.0, 0.07399440480274629, 4704.776446922521
0.048542237741281864, 9509.380476294555, 25740.41570230775, 0.00014920535978730142, 0.16412928411071473, 0, 0, 0, 1.0, 0.07399440480274629, 4698.682929216496
0.048542237741281864, 9509.380476294555, 25740.41570230775, 0.00014920535978730142, 0.16943212158565982, 0, 0, 0, 1.0, 0.07399440480274629, 4691.173601849632
0.046873690895257863, 9509.380476294555, 25740.41570230775, 0.00014920535978730142, 0.16943212158565982, 0, 0, 0, 1.0, 0.07399440480274629, 4678.488933822977
0.046873690895257863, 9882.388645239525, 25740.41570230775, 0.00014920535978730142, 0.16943212158565982, 0, 0, 0, 1.0, 0.07399440480274629, 4630.152086390374
0.046873690895257863, 10309.618746488259, 25740.41570230775, 0.00014920535978730142, 0.16943212158565982, 0, 0, 0, 1.0, 0.07399440480274629, 4604.622727871472
0.046873690895257863, 10309.618746488259, 25740.41570230775, 0.00014920535978730142, 0.1775065946340055, 0, 0, 0, 1.0, 0.07399440480274629, 4580.667951500105
0.046873690895257863, 10309.618746488259, 25740.41570230775, 0.00014920535978730142, 0.18683365507170793, 0, 0, 0, 1.0, 0.07399440480274629, 4566.763801738643
0.04621819514024798, 10309.618746488259, 25740.41570230775, 0.00014920535978730142, 0.18683365507170793, 0, 0, 0, 1.0, 0.07399440480274629, 4549.836355112013
0.04621819514024798, 10470.571627251213, 25740.41570230775, 0.00014920535978730142, 0.18683365507170793, 0, 0, 0, 1.0, 0.07399440480274629, 4541.112233685431
0.04621819514024798, 10650.52356496257, 25740.41570230775, 0.00014920535978730142, 0.18683365507170793, 0, 0, 0, 1.0, 0.07399440480274629, 4535.99490992331
0.04621819514024798, 10650.52356496257, 25740.41570230775, 0.00014920535978730142, 0.19036878241247704, 0, 0, 0, 1.0, 0.07399440480274629, 4530.314597652378
0.04598056577699418, 10650.52356496257, 25740.41570230775, 0.00014920535978730142, 0.19036878241247704, 0, 0, 0, 1.0, 0.07399440480274629, 4524.983930576479
