W, K, Scale, Min_effect, Max_effect, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.001315246680385037, 2954.405842747477, 4131.99654803565, 0.026119618456160107, 0.0005345691369580996, 0, 0, 0, 1.0, 0.18109945105012454, 16116.950795349265
0.00971843150529735, 2954.405842747477, 4131.99654803565, 0.026119618456160107, 0.0005345691369580996, 0, 0, 0, 1.0, 0.18109945105012454, 15740.176011459132
0.00971843150529735, 2954.405842747477, 4131.99654803565, 0.19299932605523143, 0.0005345691369580996, 0, 0, 0, 1.0, 0.18109945105012454, 15564.0933867684
0.07181003558625716, 2954.405842747477, 4131.99654803565, 0.19299932605523143, 0.0005345691369580996, 0, 0, 0, 1.0, 0.18109945105012454, 12346.786973211223
0.07181003558625716, 2954.405842747477, 4131.99654803565, 0.19299932605523143, 0.0005345691369580996, 0, 0, 0, 1.0, 1.3381540032949155, 10379.485178872212
0.07181003558625716, 2954.405842747477, 4131.99654803565, 0.07100048421566353, 0.0005345691369580996, 0, 0, 0, 1.0, 1.3381540032949155, 9995.102284190216
0.07181003558625716, 2954.405842747477, 12413.203640672647, 0.07100048421566353, 0.0005345691369580996, 0, 0, 0, 1.0, 1.3381540032949155, 9937.598687307482
0.07181003558625716, 5410.262225476352, 12413.203640672647, 0.07100048421566353, 0.0005345691369580996, 0, 0, 0, 1.0, 1.3381540032949155, 8686.765341719645
0.07181003558625716, 5410.262225476352, 6380.590933256088, 0.07100048421566353, 0.0005345691369580996, 0, 0, 0, 1.0, 1.3381540032949155, 8535.274429738141
0.04979921583808325, 5410.262225476352, 6380.590933256088, 0.07100048421566353, 0.0005345691369580996, 0, 0, 0, 1.0, 1.3381540032949155, 7801.192067682051
0.04979921583808325, 8092.39767404874, 6380.590933256088, 0.07100048421566353, 0.0005345691369580996, 0, 0, 0, 1.0, 1.3381540032949155, 6770.930289085347
0.04979921583808325, 8092.39767404874, 6380.590933256088, 0.11056205499092156, 0.0005345691369580996, 0, 0, 0, 1.0, 1.3381540032949155, 5947.807873434664
