W, K, Max_effect, TransitionWidth, TransitionConc, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.021890618278467427, 2991.3137861399346, 0.028764419825888735, 4.596367131454444, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 15257.682749705493
0.1617510064998725, 2991.3137861399346, 0.028764419825888735, 4.596367131454444, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 12822.81025211789
0.1617510064998725, 2991.3137861399346, 0.028764419825888735, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 12801.269044860039
0.1617510064998725, 2991.3137861399346, 0.07818979971888045, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 12113.663437864589
0.053842232822867674, 2991.3137861399346, 0.07818979971888045, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 10447.847929318674
0.053842232822867674, 10031.324872778585, 0.07818979971888045, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 7219.974432194487
0.053842232822867674, 10031.324872778585, 0.152115363088881, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 6936.157947755488
0.053842232822867674, 6956.577982493533, 0.152115363088881, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 6166.55948766521
0.053842232822867674, 7693.259526029593, 0.152115363088881, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 6114.927635059062
0.04819887080146103, 7693.259526029593, 0.152115363088881, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5875.391352162572
0.04819887080146103, 8689.708357441501, 0.152115363088881, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5592.188950175827
0.04819887080146103, 9935.494801416964, 0.152115363088881, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5485.216116386753
0.04819887080146103, 9935.494801416964, 0.17626894607099955, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5446.560013700682
0.04628455719205652, 9935.494801416964, 0.17626894607099955, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5334.778294839151
0.04628455719205652, 10388.439768282242, 0.17626894607099955, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5296.221412889891
0.04628455719205652, 10388.439768282242, 0.18512825862702306, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5271.890064987509
0.04628455719205652, 10388.439768282242, 0.1953886422861473, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5254.284382220617
0.04628455719205652, 10388.439768282242, 0.2073330679242211, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5244.383497032482
0.04553544309440363, 10388.439768282242, 0.2073330679242211, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5216.11172582828
0.04553544309440363, 10576.58653247841, 0.2073330679242211, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5201.746822854808
0.04553544309440363, 10787.486068304135, 0.2073330679242211, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5190.3088606886995
0.04553544309440363, 11024.335991027436, 0.2073330679242211, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5183.091460857622
0.044994751830158476, 11024.335991027436, 0.2073330679242211, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5167.898114739878
0.044994751830158476, 11170.147748861093, 0.2073330679242211, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5159.3466228304005
0.044994751830158476, 11332.76914583255, 0.2073330679242211, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5152.12903183331
0.044994751830158476, 11514.388508428983, 0.2073330679242211, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5146.862049662851
0.044603013365976156, 11514.388508428983, 0.2073330679242211, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5139.856949916468
0.044603013365976156, 11625.678408774203, 0.2073330679242211, 33.96281458559783, 0.0002442812795832908, 0, 0, 1, 1.0, 6.335487130278878e-05, 5134.3309697044515
