W, K, Max_effect, TransitionWidth, TransitionConc, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.7936885425145574, 1107.9454812113072, 0.0007129937304157488, 1.0200717215103619, 0.09361948885863597, 0, 0, 1, 1.0, 6.690145081175365e-05, 16624.02927267865
0.7936885425145574, 1107.9454812113072, 0.0052683506722278044, 1.0200717215103619, 0.09361948885863597, 0, 0, 1, 1.0, 6.690145081175365e-05, 16016.264138763974
0.7936885425145574, 1107.9454812113072, 0.03892813866593025, 1.0200717215103619, 0.09361948885863597, 0, 0, 1, 1.0, 6.690145081175365e-05, 13985.719684725385
5.864609165718569, 1107.9454812113072, 0.03892813866593025, 1.0200717215103619, 0.09361948885863597, 0, 0, 1, 1.0, 6.690145081175365e-05, 13848.211855447098
5.864609165718569, 1107.9454812113072, 0.03892813866593025, 1.0200717215103619, 0.6917596551296742, 0, 0, 1, 1.0, 6.690145081175365e-05, 13776.308572731834
43.33392612379739, 1107.9454812113072, 0.03892813866593025, 1.0200717215103619, 0.6917596551296742, 0, 0, 1, 1.0, 6.690145081175365e-05, 13755.031318213589
43.33392612379739, 1107.9454812113072, 0.03892813866593025, 0.3752634148640231, 0.6917596551296742, 0, 0, 1, 1.0, 6.690145081175365e-05, 13736.663841827693
43.33392612379739, 1920.3498489420417, 0.03892813866593025, 0.3752634148640231, 0.6917596551296742, 0, 0, 1, 1.0, 6.690145081175365e-05, 12375.615701945213
43.33392612379739, 1920.3498489420417, 0.03892813866593025, 0.6872019573837607, 0.6917596551296742, 0, 0, 1, 1.0, 6.690145081175365e-05, 12335.75899817647
43.33392612379739, 2267.9637045022523, 0.03892813866593025, 0.6872019573837607, 0.6917596551296742, 0, 0, 1, 1.0, 6.690145081175365e-05, 11741.680807639694
43.33392612379739, 2267.9637045022523, 0.03241770901920909, 0.6872019573837607, 0.6917596551296742, 0, 0, 1, 1.0, 6.690145081175365e-05, 11709.543992457999
43.33392612379739, 2325.759380966512, 0.03241770901920909, 0.6872019573837607, 0.6917596551296742, 0, 0, 1, 1.0, 6.690145081175365e-05, 11663.357206720008
43.33392612379739, 2358.172421799026, 0.03241770901920909, 0.6872019573837607, 0.6917596551296742, 0, 0, 1, 1.0, 6.690145081175365e-05, 11631.471318301377
43.33392612379739, 2362.6644006397405, 0.03241770901920909, 0.6872019573837607, 0.6917596551296742, 0, 0, 1, 1.0, 6.690145081175365e-05, 11618.539607099394
