W, K, empty_0, Max_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.005677247269080521, 2038.014805969261, 0, 0.05172016624271363, 0, 0, 0, 0, 1.0, 2.122646384223547, 16985.345316126964
0.005677247269080521, 2038.014805969261, 0, 0.006999563347502344, 0, 0, 0, 0, 1.0, 2.122646384223547, 16343.279930535124
0.0419494985587368, 2038.014805969261, 0, 0.006999563347502344, 0, 0, 0, 0, 1.0, 2.122646384223547, 16055.091213070447
0.30996719817251667, 2038.014805969261, 0, 0.006999563347502344, 0, 0, 0, 0, 1.0, 2.122646384223547, 15958.665898179142
0.30996719817251667, 2038.014805969261, 0, 0.05172016624271363, 0, 0, 0, 0, 1.0, 2.122646384223547, 14607.738721718926
0.30996719817251667, 3360.118360603315, 0, 0.05172016624271363, 0, 0, 0, 0, 1.0, 2.122646384223547, 14346.065320031114
0.17883551620980423, 3360.118360603315, 0, 0.05172016624271363, 0, 0, 0, 0, 1.0, 2.122646384223547, 13733.999423173715
0.17883551620980423, 6153.224169972465, 0, 0.05172016624271363, 0, 0, 0, 0, 1.0, 2.122646384223547, 13515.37210520733
0.17883551620980423, 6153.224169972465, 0, 0.10061967028069936, 0, 0, 0, 0, 1.0, 2.122646384223547, 13166.01163981722
0.17883551620980423, 12794.63829190809, 0, 0.10061967028069936, 0, 0, 0, 0, 1.0, 2.122646384223547, 11608.822282530622
0.17883551620980423, 15647.950496570185, 0, 0.10061967028069936, 0, 0, 0, 0, 1.0, 2.122646384223547, 11557.98614131568
0.17883551620980423, 15647.950496570185, 0, 0.1124007186004319, 0, 0, 0, 0, 1.0, 2.122646384223547, 11212.27088653962
0.17883551620980423, 17674.709366921958, 0, 0.1124007186004319, 0, 0, 0, 0, 1.0, 2.122646384223547, 10981.092936269344
0.17883551620980423, 20208.616423959313, 0, 0.1124007186004319, 0, 0, 0, 0, 1.0, 2.122646384223547, 10809.433222110812
0.17883551620980423, 23417.434283235645, 0, 0.1124007186004319, 0, 0, 0, 0, 1.0, 2.122646384223547, 10761.948742657822
0.17883551620980423, 23417.434283235645, 0, 0.11704957425288656, 0, 0, 0, 0, 1.0, 2.122646384223547, 10614.909823326432
0.17883551620980423, 24485.00154661716, 0, 0.11704957425288656, 0, 0, 0, 0, 1.0, 2.122646384223547, 10569.18597041797
0.17883551620980423, 25715.62263144981, 0, 0.11704957425288656, 0, 0, 0, 0, 1.0, 2.122646384223547, 10533.598426851582
0.17883551620980423, 27140.86238786925, 0, 0.11704957425288656, 0, 0, 0, 0, 1.0, 2.122646384223547, 10514.176135387572
0.17883551620980423, 27140.86238786925, 0, 0.11879882716066512, 0, 0, 0, 0, 1.0, 2.122646384223547, 10483.613652957953
0.17883551620980423, 27587.362987304696, 0, 0.11879882716066512, 0, 0, 0, 0, 1.0, 2.122646384223547, 10472.645157438565
