W, K, Conc_level, Scale, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.2336255589035204, 2527.0751972751327, 6.821666756939633, 0.021905143196429108, 0, 0, 0, 1, 1.0, 2.033947057589378e-05, 12217.520072800597
0.2336255589035204, 2527.0751972751327, 6.821666756939633, 0.021905143196429108, 0, 0, 0, 1, 1.0, 0.00015028948910782844, 12202.614964076802
0.2336255589035204, 2527.0751972751327, 0.9232122026962105, 0.021905143196429108, 0, 0, 0, 1, 1.0, 0.00015028948910782844, 12144.829608977536
0.2336255589035204, 2527.0751972751327, 0.12494318493938875, 0.021905143196429108, 0, 0, 0, 1, 1.0, 0.00015028948910782844, 12102.852493054908
0.08594604005279297, 2527.0751972751327, 0.12494318493938875, 0.021905143196429108, 0, 0, 0, 1, 1.0, 0.00015028948910782844, 11930.519634420161
0.08594604005279297, 2527.0751972751327, 0.12494318493938875, 0.0658066869403937, 0, 0, 0, 1, 1.0, 0.00015028948910782844, 10401.367431720058
0.08594604005279297, 2527.0751972751327, 0.037257717832230995, 0.0658066869403937, 0, 0, 0, 1, 1.0, 0.00015028948910782844, 10179.913997672744
0.08594604005279297, 4916.331319027408, 0.037257717832230995, 0.0658066869403937, 0, 0, 0, 1, 1.0, 0.00015028948910782844, 8359.159226280124
0.08594604005279297, 4916.331319027408, 0.037257717832230995, 0.0658066869403937, 0, 0, 0, 1, 1.0, 7.2277534993386e-05, 7799.664839158817
0.07027428258661471, 4916.331319027408, 0.037257717832230995, 0.0658066869403937, 0, 0, 0, 1, 1.0, 7.2277534993386e-05, 7731.425636490664
0.07027428258661471, 6134.985474356708, 0.037257717832230995, 0.0658066869403937, 0, 0, 0, 1, 1.0, 7.2277534993386e-05, 7054.3330116685365
0.07027428258661471, 6134.985474356708, 0.037257717832230995, 0.08395753169198569, 0, 0, 0, 1, 1.0, 7.2277534993386e-05, 6593.878101163511
0.06146276888182973, 6134.985474356708, 0.037257717832230995, 0.08395753169198569, 0, 0, 0, 1, 1.0, 7.2277534993386e-05, 6495.038464756297
0.06146276888182973, 6134.985474356708, 0.037257717832230995, 0.08395753169198569, 0, 0, 0, 1, 1.0, 8.375409727977176e-05, 6101.902938546201
0.06146276888182973, 7214.671162386051, 0.037257717832230995, 0.08395753169198569, 0, 0, 0, 1, 1.0, 8.375409727977176e-05, 5822.368826622496
0.06146276888182973, 7214.671162386051, 0.037257717832230995, 0.08395753169198569, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 5697.989438890615
0.06146276888182973, 7214.671162386051, 0.030621651984898177, 0.08395753169198569, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 5628.601110567575
0.06146276888182973, 7214.671162386051, 0.024678696683857363, 0.08395753169198569, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 5597.10570858388
0.06146276888182973, 7214.671162386051, 0.024678696683857363, 0.10644780188893, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 5524.980472605318
0.06146276888182973, 7214.671162386051, 0.019008046289826677, 0.10644780188893, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 5368.543533158667
0.06146276888182973, 7214.671162386051, 0.014263111184368555, 0.10644780188893, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 5293.593976553794
0.06146276888182973, 7214.671162386051, 0.014263111184368555, 0.124662107634037, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 5249.260498814679
0.06146276888182973, 7214.671162386051, 0.01198827574287764, 0.124662107634037, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 5169.5465551326715
0.06146276888182973, 7214.671162386051, 0.00990269550302008, 0.124662107634037, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 5138.442359372394
0.06146276888182973, 7214.671162386051, 0.00990269550302008, 0.15382895628945686, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 5132.171630969942
0.06146276888182973, 7214.671162386051, 0.007858134068202302, 0.15382895628945686, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 5007.8729042011955
0.06146276888182973, 7214.671162386051, 0.00609315244422773, 0.15382895628945686, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 4991.758256393805
0.06146276888182973, 7214.671162386051, 0.00609315244422773, 0.17692966615064232, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 4926.2626110981255
0.06146276888182973, 7214.671162386051, 0.005224000655547962, 0.17692966615064232, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 4904.2268177196465
0.06146276888182973, 7214.671162386051, 0.005224000655547962, 0.19255819647805328, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 4882.845381990115
0.06146276888182973, 7214.671162386051, 0.0047595482737193716, 0.19255819647805328, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 4866.276246248688
0.05839444074892809, 7214.671162386051, 0.0047595482737193716, 0.19255819647805328, 0, 0, 0, 1, 1.0, 0.00010010352358829529, 4822.283396194382
0.05839444074892809, 7214.671162386051, 0.0047595482737193716, 0.19255819647805328, 0, 0, 0, 1, 1.0, 0.00010590440977502882, 4664.38281537141
0.05839444074892809, 7675.871374526933, 0.0047595482737193716, 0.19255819647805328, 0, 0, 0, 1, 1.0, 0.00010590440977502882, 4580.145065888601
0.05839444074892809, 7675.871374526933, 0.0047595482737193716, 0.20614094936124872, 0, 0, 0, 1, 1.0, 0.00010590440977502882, 4556.287580033096
0.05839444074892809, 7675.871374526933, 0.004415737493877747, 0.20614094936124872, 0, 0, 0, 1, 1.0, 0.00010590440977502882, 4549.261104495127
0.05839444074892809, 7675.871374526933, 0.004415737493877747, 0.22386335545559277, 0, 0, 0, 1, 1.0, 0.00010590440977502882, 4537.266620790647
0.05839444074892809, 7675.871374526933, 0.004032762413058718, 0.22386335545559277, 0, 0, 0, 1, 1.0, 0.00010590440977502882, 4519.340647632096
0.05695558743384476, 7675.871374526933, 0.004032762413058718, 0.22386335545559277, 0, 0, 0, 1, 1.0, 0.00010590440977502882, 4465.837221929834
0.05695558743384476, 7675.871374526933, 0.004032762413058718, 0.22386335545559277, 0, 0, 0, 1, 1.0, 0.00010885107663843206, 4416.4802517708085
0.05695558743384476, 7911.124913403241, 0.004032762413058718, 0.22386335545559277, 0, 0, 0, 1, 1.0, 0.00010885107663843206, 4389.076819403851
0.05695558743384476, 7911.124913403241, 0.004032762413058718, 0.22386335545559277, 0, 0, 0, 1, 1.0, 0.00011252637737318239, 4372.122531053398
0.05491267066013645, 7911.124913403241, 0.004032762413058718, 0.22386335545559277, 0, 0, 0, 1, 1.0, 0.00011252637737318239, 4308.5588004745505
0.05491267066013645, 8235.46997812558, 0.004032762413058718, 0.22386335545559277, 0, 0, 0, 1, 1.0, 0.00011252637737318239, 4243.9267409689455
0.05491267066013645, 8235.46997812558, 0.004032762413058718, 0.22386335545559277, 0, 0, 0, 1, 1.0, 0.0001176114213964729, 4196.81880808782
0.05359388344225033, 8235.46997812558, 0.004032762413058718, 0.22386335545559277, 0, 0, 0, 1, 1.0, 0.0001176114213964729, 4185.044639440661
0.05359388344225033, 8458.657899650123, 0.004032762413058718, 0.22386335545559277, 0, 0, 0, 1, 1.0, 0.0001176114213964729, 4139.7938308078155
