W, K, Conc_level, Scale, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.002194819246348053, 13822.047057113654, 0.1919707478889856, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 16058.285638879384
0.016217642538278454, 13822.047057113654, 0.1919707478889856, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 14590.164588470705
0.016217642538278454, 102131.8811070721, 0.1919707478889856, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 14518.146786551937
0.016217642538278454, 102131.8811070721, 1.4184826255053873, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 14498.82502740044
0.026738372213470904, 102131.8811070721, 1.4184826255053873, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 11140.375861837014
0.026738372213470904, 177020.39114930673, 1.4184826255053873, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 11101.792173321486
0.026738372213470904, 324168.98230999155, 1.4184826255053873, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 11077.624359217218
0.026738372213470904, 630658.7639759651, 1.4184826255053873, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 11063.39336299273
0.03855649989371075, 630658.7639759651, 1.4184826255053873, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 5929.088115162313
0.03855649989371075, 421633.9118932206, 1.4184826255053873, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 5859.286932226172
0.03855649989371075, 270763.88828537235, 1.4184826255053873, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 5747.484425800079
0.03855649989371075, 166345.65877199278, 1.4184826255053873, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 5567.778280696486
0.03855649989371075, 97336.17444442668, 1.4184826255053873, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 5289.766541141831
0.03855649989371075, 53983.78803537893, 1.4184826255053873, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 4928.015274367395
0.03855649989371075, 28226.130571093294, 1.4184826255053873, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 4760.212971594816
0.03855649989371075, 33736.082403125154, 1.4184826255053873, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 4747.232232623271
0.03843851008169035, 33736.082403125154, 1.4184826255053873, 1.468013588847709, 0, 0, 0, 1, 1.0, 1.0238161258571855e-06, 4742.1924650717365
