W, K, Conc_treshold, Max_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.1096093208756192, 1804.5714653313803, 6398.540076672412, 0.0011576216377273518, 0, 0, 0, 0, 1.0, 0.39399625332566734, 16860.14649382576
0.1096093208756192, 1804.5714653313803, 6398.540076672412, 0.008553731222503377, 0, 0, 0, 0, 1.0, 0.39399625332566734, 15686.772473357467
0.1096093208756192, 1804.5714653313803, 6398.540076672412, 0.0632039998582521, 0, 0, 0, 0, 1.0, 0.39399625332566734, 11892.950812789626
0.1096093208756192, 4905.333822366003, 6398.540076672412, 0.0632039998582521, 0, 0, 0, 0, 1.0, 0.39399625332566734, 11453.308754349047
0.1096093208756192, 4905.333822366003, 6398.540076672412, 0.0632039998582521, 0, 0, 0, 0, 1.0, 1.1836301578031618, 9386.066524476853
0.09422376342090635, 4905.333822366003, 6398.540076672412, 0.0632039998582521, 0, 0, 0, 0, 1.0, 1.1836301578031618, 9246.644481382842
0.09422376342090635, 4905.333822366003, 5417.827210062947, 0.0632039998582521, 0, 0, 0, 0, 1.0, 1.1836301578031618, 8708.867088273537
0.09422376342090635, 4905.333822366003, 4511.737576754159, 0.0632039998582521, 0, 0, 0, 0, 1.0, 1.1836301578031618, 8482.510882191644
0.07704261153798123, 4905.333822366003, 4511.737576754159, 0.0632039998582521, 0, 0, 0, 0, 1.0, 1.1836301578031618, 8129.90807193627
0.07704261153798123, 4905.333822366003, 4511.737576754159, 0.07887092953864007, 0, 0, 0, 0, 1.0, 1.1836301578031618, 7577.576469674157
0.07704261153798123, 4905.333822366003, 4511.737576754159, 0.07887092953864007, 0, 0, 0, 0, 1.0, 0.9277402238731687, 7471.372152944466
0.06738243426640775, 4905.333822366003, 4511.737576754159, 0.07887092953864007, 0, 0, 0, 0, 1.0, 0.9277402238731687, 7107.863356243208
0.06738243426640775, 5684.225481483179, 4511.737576754159, 0.07887092953864007, 0, 0, 0, 0, 1.0, 0.9277402238731687, 6583.581191067463
0.06738243426640775, 6684.582682904688, 4511.737576754159, 0.07887092953864007, 0, 0, 0, 0, 1.0, 0.9277402238731687, 6510.824541437074
0.056377185859184074, 6684.582682904688, 4511.737576754159, 0.07887092953864007, 0, 0, 0, 0, 1.0, 0.9277402238731687, 6387.443995703512
0.056377185859184074, 6684.582682904688, 4511.737576754159, 0.0959631713979913, 0, 0, 0, 0, 1.0, 0.9277402238731687, 5772.856229415453
0.056377185859184074, 6684.582682904688, 3636.1135326333624, 0.0959631713979913, 0, 0, 0, 0, 1.0, 0.9277402238731687, 5436.772720079043
0.056377185859184074, 6684.582682904688, 3636.1135326333624, 0.12166947326515923, 0, 0, 0, 0, 1.0, 0.9277402238731687, 5419.350957719301
0.056377185859184074, 6684.582682904688, 3636.1135326333624, 0.10677983814458514, 0, 0, 0, 0, 1.0, 0.9277402238731687, 5381.732773644151
0.056377185859184074, 7716.776218428112, 3636.1135326333624, 0.10677983814458514, 0, 0, 0, 0, 1.0, 0.9277402238731687, 5316.37486079456
0.056377185859184074, 7716.776218428112, 3636.1135326333624, 0.09117830006464107, 0, 0, 0, 0, 1.0, 0.9277402238731687, 5287.373155710105
0.056377185859184074, 7716.776218428112, 3636.1135326333624, 0.09945354382507723, 0, 0, 0, 0, 1.0, 0.9277402238731687, 5278.665753652838
0.05123912968432689, 7716.776218428112, 3636.1135326333624, 0.09945354382507723, 0, 0, 0, 0, 1.0, 0.9277402238731687, 5206.407180251104
0.05123912968432689, 8572.109702010182, 3636.1135326333624, 0.09945354382507723, 0, 0, 0, 0, 1.0, 0.9277402238731687, 4962.820458987686
0.05123912968432689, 8572.109702010182, 3636.1135326333624, 0.1116444808299892, 0, 0, 0, 0, 1.0, 0.9277402238731687, 4802.694363385072
0.05123912968432689, 8572.109702010182, 3636.1135326333624, 0.12678735844158692, 0, 0, 0, 0, 1.0, 0.9277402238731687, 4742.528830435678
0.049477882321082835, 8572.109702010182, 3636.1135326333624, 0.12678735844158692, 0, 0, 0, 0, 1.0, 0.9277402238731687, 4704.493696010545
0.049477882321082835, 8908.35315676657, 3636.1135326333624, 0.12678735844158692, 0, 0, 0, 0, 1.0, 0.9277402238731687, 4647.501680277296
0.049477882321082835, 9293.474280591043, 3636.1135326333624, 0.12678735844158692, 0, 0, 0, 0, 1.0, 0.9277402238731687, 4617.614039250736
0.049477882321082835, 9293.474280591043, 3470.712913121119, 0.12678735844158692, 0, 0, 0, 0, 1.0, 0.9277402238731687, 4595.4776729079595
0.049477882321082835, 9293.474280591043, 3297.448898721944, 0.12678735844158692, 0, 0, 0, 0, 1.0, 0.9277402238731687, 4588.571788503196
0.048103731149451455, 9293.474280591043, 3297.448898721944, 0.12678735844158692, 0, 0, 0, 0, 1.0, 0.9277402238731687, 4558.451145499121
0.048103731149451455, 9585.917237932326, 3297.448898721944, 0.12678735844158692, 0, 0, 0, 0, 1.0, 0.9277402238731687, 4523.382810455811
0.048103731149451455, 9918.244410303909, 3297.448898721944, 0.12678735844158692, 0, 0, 0, 0, 1.0, 0.9277402238731687, 4504.6472912931295
0.048103731149451455, 9918.244410303909, 3297.448898721944, 0.1316307021096978, 0, 0, 0, 0, 1.0, 0.9277402238731687, 4490.06526194624
0.048103731149451455, 9918.244410303909, 3297.448898721944, 0.13717234605265516, 0, 0, 0, 0, 1.0, 0.9277402238731687, 4483.568193514484
