W, K, Scale, Max_effect, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.8571491395428636, 4603.797795855681, 0.040686365456634656, 0.0003082564928997924, 0, 0, 0, 1, 1.0, 0.0005345225828906719, 22539.365698500827
0.8571491395428636, 623.0562786662218, 0.040686365456634656, 0.0003082564928997924, 0, 0, 0, 1, 1.0, 0.0005345225828906719, 16149.957369279871
0.8571491395428636, 623.0562786662218, 0.040686365456634656, 0.002277724518896184, 0, 0, 0, 1, 1.0, 0.0005345225828906719, 15930.498353976032
0.8571491395428636, 623.0562786662218, 0.040686365456634656, 0.01683023424803373, 0, 0, 0, 1, 1.0, 0.0005345225828906719, 15051.538393697774
6.333523077232356, 623.0562786662218, 0.040686365456634656, 0.01683023424803373, 0, 0, 0, 1, 1.0, 0.0005345225828906719, 15021.124984295657
6.333523077232356, 4603.797795855681, 0.040686365456634656, 0.01683023424803373, 0, 0, 0, 1, 1.0, 0.0005345225828906719, 14992.986730444612
6.333523077232356, 1693.642560405706, 0.040686365456634656, 0.01683023424803373, 0, 0, 0, 1, 1.0, 0.0005345225828906719, 12943.411245592635
6.333523077232356, 1693.642560405706, 0.040686365456634656, 0.01683023424803373, 0, 0, 0, 1, 1.0, 0.0016057945825522476, 12929.723755856714
6.333523077232356, 1693.642560405706, 0.040686365456634656, 0.03082040364277676, 0, 0, 0, 1, 1.0, 0.0016057945825522476, 12642.125751616906
6.333523077232356, 2362.2901963466948, 0.040686365456634656, 0.03082040364277676, 0, 0, 0, 1, 1.0, 0.0016057945825522476, 12253.633748347536
6.333523077232356, 2362.2901963466948, 0.040686365456634656, 0.021373501916453853, 0, 0, 0, 1, 1.0, 0.0016057945825522476, 11614.44764812998
6.333523077232356, 2612.4499146024514, 0.040686365456634656, 0.021373501916453853, 0, 0, 0, 1, 1.0, 0.0016057945825522476, 11438.639971719778
7.075083263216468, 2612.4499146024514, 0.040686365456634656, 0.021373501916453853, 0, 0, 0, 1, 1.0, 0.0016057945825522476, 11424.347781910581
7.5193268662428, 2612.4499146024514, 0.040686365456634656, 0.021373501916453853, 0, 0, 0, 1, 1.0, 0.0016057945825522476, 11397.407599351374
7.58255349242125, 2612.4499146024514, 0.040686365456634656, 0.021373501916453853, 0, 0, 0, 1, 1.0, 0.0016057945825522476, 11379.738182263844
7.617554465189266, 2612.4499146024514, 0.040686365456634656, 0.021373501916453853, 0, 0, 0, 1, 1.0, 0.0016057945825522476, 11322.241412901316
7.617554465189266, 2612.4499146024514, 0.04048077346020963, 0.021373501916453853, 0, 0, 0, 1, 1.0, 0.0016057945825522476, 11309.768387686026
7.617554465189266, 2612.4499146024514, 0.04025582196302821, 0.021373501916453853, 0, 0, 0, 1, 1.0, 0.0016057945825522476, 11288.622561152193
7.617554465189266, 2612.4499146024514, 0.04000981886138616, 0.021373501916453853, 0, 0, 0, 1, 1.0, 0.0016057945825522476, 11249.138019342578
7.617554465189266, 2612.4499146024514, 0.03987515853584131, 0.021373501916453853, 0, 0, 0, 1, 1.0, 0.0016057945825522476, 11221.869080384104
