W, K, Scale, Max_effect, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.06274608495865312, 95505.5255044658, 0.9930894486303175, 0.14336626218162815, 0, 0, 0, 1, 1.0, 0.0008058241337705324, 95612.59762058253
0.008491759179867884, 95505.5255044658, 0.9930894486303175, 0.14336626218162815, 0, 0, 0, 1, 1.0, 0.0008058241337705324, 15575.360302403451
0.023082994670285153, 95505.5255044658, 0.9930894486303175, 0.14336626218162815, 0, 0, 0, 1, 1.0, 0.0008058241337705324, 12856.36684835124
0.023082994670285153, 95505.5255044658, 0.9930894486303175, 0.43069605382624376, 0, 0, 0, 1, 1.0, 0.0008058241337705324, 12710.729242939353
0.023082994670285153, 320276.31401285547, 0.9930894486303175, 0.43069605382624376, 0, 0, 0, 1, 1.0, 0.0008058241337705324, 12677.916852236975
0.023082994670285153, 320276.31401285547, 0.9930894486303175, 1.6301097613497735, 0, 0, 0, 1, 1.0, 0.0008058241337705324, 12655.863260482398
0.033285477307515, 320276.31401285547, 0.9930894486303175, 1.6301097613497735, 0, 0, 0, 1, 1.0, 0.0008058241337705324, 6645.359292190257
0.033285477307515, 479053.17534629063, 0.9930894486303175, 1.6301097613497735, 0, 0, 0, 1, 1.0, 0.0008058241337705324, 6613.517547213541
0.033285477307515, 745982.2859141496, 0.9930894486303175, 1.6301097613497735, 0, 0, 0, 1, 1.0, 0.0008058241337705324, 6590.462340596956
0.033285477307515, 1214249.087215333, 0.9930894486303175, 1.6301097613497735, 0, 0, 0, 1, 1.0, 0.0008058241337705324, 6574.470843970126
0.033285477307515, 2075128.4450926029, 0.9930894486303175, 1.6301097613497735, 0, 0, 0, 1, 1.0, 0.0008058241337705324, 6563.886756875862
0.033285477307515, 3741587.459437862, 0.9930894486303175, 1.6301097613497735, 0, 0, 0, 1, 1.0, 0.0008058241337705324, 6557.231543634909
0.03609576829946774, 3741587.459437862, 0.9930894486303175, 1.6301097613497735, 0, 0, 0, 1, 1.0, 0.0008058241337705324, 4789.543530245371
0.03690937600743629, 3741587.459437862, 0.9930894486303175, 1.6301097613497735, 0, 0, 0, 1, 1.0, 0.0008058241337705324, 4783.0379755976555
0.0364596483820335, 3741587.459437862, 0.9930894486303175, 1.6301097613497735, 0, 0, 0, 1, 1.0, 0.0008058241337705324, 4739.403772033164
