W, K, Scale, Max_effect, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.41205427835649283, 6538.128873256529, 0.1613767825904062, 0.5177525834844375, 0, 0, 0, 1, 1.0, 2.1695002391769865e-06, 41325.446611009866
0.05576548247023401, 6538.128873256529, 0.1613767825904062, 0.5177525834844375, 0, 0, 0, 1, 1.0, 2.1695002391769865e-06, 7591.578610769411
0.05576548247023401, 6538.128873256529, 0.1613767825904062, 0.5177525834844375, 0, 0, 0, 1, 1.0, 2.936099293509165e-07, 7575.6998647075425
0.05576548247023401, 6538.128873256529, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 2.936099293509165e-07, 6523.65984595835
0.05576548247023401, 6538.128873256529, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 9.773425536755615e-08, 6476.691377997056
0.04793783580951638, 6538.128873256529, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 9.773425536755615e-08, 6328.842236658184
0.04793783580951638, 7721.634153314919, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 9.773425536755615e-08, 5731.1280514160435
0.04793783580951638, 9272.365449073295, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 9.773425536755615e-08, 5397.769007710281
0.04793783580951638, 9272.365449073295, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 1.195298182659757e-07, 5386.121583440788
0.04793783580951638, 9272.365449073295, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 1.4915872247587427e-07, 5372.784974699722
0.04793783580951638, 9272.365449073295, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 1.9029978185571596e-07, 5358.069849798289
0.04793783580951638, 9272.365449073295, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 2.4877508849734006e-07, 5342.826391526343
0.04793783580951638, 9272.365449073295, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 3.3405067085228545e-07, 5328.772463890364
0.04793783580951638, 9272.365449073295, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 4.6197487113561335e-07, 5318.942174809444
0.04584770466984046, 9272.365449073295, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 4.6197487113561335e-07, 5235.296281010219
0.04584770466984046, 9738.396394841393, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 4.6197487113561335e-07, 5165.627718351742
0.04584770466984046, 10278.128599836702, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 4.6197487113561335e-07, 5126.4418327904095
0.04584770466984046, 10278.128599836702, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 4.90216146730624e-07, 5120.667015969514
0.04584770466984046, 10278.128599836702, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 5.232795911157903e-07, 5114.564084387699
0.04584770466984046, 10278.128599836702, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 5.622307569508564e-07, 5108.185920477645
0.04584770466984046, 10278.128599836702, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 6.084340123330404e-07, 5101.621197294617
0.04584770466984046, 10278.128599836702, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 6.636548243094273e-07, 5095.0090908364855
0.04584770466984046, 10278.128599836702, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 7.302034911003044e-07, 5088.5594004232335
0.04584770466984046, 10278.128599836702, 0.43866757565068715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 8.111398145192874e-07, 5082.579548292194
0.04584770466984046, 10278.128599836702, 0.46477636204384715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 8.111398145192874e-07, 5068.562688919296
0.04584770466984046, 10278.128599836702, 0.46477636204384715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 8.644006139518782e-07, 5051.6539864687
0.04584770466984046, 10278.128599836702, 0.46477636204384715, 0.5177525834844375, 0, 0, 0, 1, 1.0, 9.27035464995781e-07, 5034.492462789914
