W, K, Scale, Max_effect, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.26171976081973214, 2764.835998696066, 0.22138012721688638, 0.01674532885865537, 0, 0, 0, 1, 1.0, 1.603736015789985e-05, 16287.383883157214
0.26171976081973214, 2764.835998696066, 0.22138012721688638, 0.01674532885865537, 0, 0, 0, 1, 1.0, 0.00011850095388547731, 12680.818125272064
0.26171976081973214, 2764.835998696066, 0.22138012721688638, 0.01674532885865537, 0, 0, 0, 1, 1.0, 0.0008756101960365859, 12590.925919342488
0.0962813193538866, 2764.835998696066, 0.22138012721688638, 0.01674532885865537, 0, 0, 0, 1, 1.0, 0.0008756101960365859, 12188.512889102894
0.0962813193538866, 2764.835998696066, 0.22138012721688638, 0.05030574801698217, 0, 0, 0, 1, 1.0, 0.0008756101960365859, 10712.294081444814
0.0962813193538866, 2764.835998696066, 0.22138012721688638, 0.05030574801698217, 0, 0, 0, 1, 1.0, 0.00026110457829918026, 10497.75104817272
0.0962813193538866, 2764.835998696066, 0.22138012721688638, 0.05030574801698217, 0, 0, 0, 1, 1.0, 6.898720207423661e-05, 9954.076718361877
0.0962813193538866, 5749.031005954872, 0.22138012721688638, 0.05030574801698217, 0, 0, 0, 1, 1.0, 6.898720207423661e-05, 9595.19436550727
0.0962813193538866, 5749.031005954872, 0.22138012721688638, 0.05030574801698217, 0, 0, 0, 1, 1.0, 3.08354810842015e-05, 8305.132558278063
0.07715598802235571, 5749.031005954872, 0.22138012721688638, 0.05030574801698217, 0, 0, 0, 1, 1.0, 3.08354810842015e-05, 7665.20786311628
0.07715598802235571, 5749.031005954872, 0.22138012721688638, 0.06418111334567604, 0, 0, 0, 1, 1.0, 3.08354810842015e-05, 6720.847644315945
0.06748159476153133, 5749.031005954872, 0.22138012721688638, 0.06418111334567604, 0, 0, 0, 1, 1.0, 3.08354810842015e-05, 6555.212720898636
