W, K, Threshold, Effect, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.7799134090397098, 2050.1686848612803, 1.1148241099263817e-06, 0.0038469400176241687, 0, 0, 0, 1, 1.0, 0.00017045804291751295, 17990.881623006157
0.7799134090397098, 2050.1686848612803, 1.1148241099263817e-06, 0.028425255599446246, 0, 0, 0, 1, 1.0, 0.00017045804291751295, 14941.539379377116
0.7799134090397098, 2050.1686848612803, 1.1148241099263817e-06, 0.028425255599446246, 0, 0, 0, 1, 1.0, 0.0012595240416314317, 13075.497900965735
0.1055498021124213, 2050.1686848612803, 1.1148241099263817e-06, 0.028425255599446246, 0, 0, 0, 1, 1.0, 0.0012595240416314317, 11767.061570628062
0.1055498021124213, 2050.1686848612803, 8.237497888686465e-06, 0.028425255599446246, 0, 0, 0, 1, 1.0, 0.0012595240416314317, 11754.69739445884
0.1055498021124213, 5572.936281334197, 8.237497888686465e-06, 0.028425255599446246, 0, 0, 0, 1, 1.0, 0.0012595240416314317, 10567.556692242812
0.1055498021124213, 5572.936281334197, 8.237497888686465e-06, 0.028425255599446246, 0, 0, 0, 1, 1.0, 0.00041925913268163977, 10159.804898079012
0.1055498021124213, 5572.936281334197, 2.7624322745115056e-05, 0.028425255599446246, 0, 0, 0, 1, 1.0, 0.00041925913268163977, 10110.447950902877
0.1055498021124213, 5572.936281334197, 0.00010455326385612858, 0.028425255599446246, 0, 0, 0, 1, 1.0, 0.00041925913268163977, 10083.645988479864
0.1055498021124213, 5572.936281334197, 0.0002174016672114156, 0.028425255599446246, 0, 0, 0, 1, 1.0, 0.00041925913268163977, 10069.290011312083
0.0705664909556566, 5572.936281334197, 0.0002174016672114156, 0.028425255599446246, 0, 0, 0, 1, 1.0, 0.00041925913268163977, 9432.828397160323
0.0705664909556566, 5572.936281334197, 0.0002174016672114156, 0.04426384844321454, 0, 0, 0, 1, 1.0, 0.00041925913268163977, 7152.866078091394
0.0705664909556566, 5572.936281334197, 0.0002174016672114156, 0.07204908023110423, 0, 0, 0, 1, 1.0, 0.00041925913268163977, 6420.0505395812515
0.0705664909556566, 5572.936281334197, 0.0002174016672114156, 0.07204908023110423, 0, 0, 0, 1, 1.0, 0.00024532699186370383, 6261.426562535148
0.0705664909556566, 5572.936281334197, 0.0002174016672114156, 0.12990903560415606, 0, 0, 0, 1, 1.0, 0.00024532699186370383, 5972.389813981757
0.0705664909556566, 5572.936281334197, 0.00011367130889483375, 0.12990903560415606, 0, 0, 0, 1, 1.0, 0.00024532699186370383, 5860.36255237519
0.0705664909556566, 5572.936281334197, 5.5702880045056844e-05, 0.12990903560415606, 0, 0, 0, 1, 1.0, 0.00024532699186370383, 5832.31651311168
0.0705664909556566, 6780.655974058894, 5.5702880045056844e-05, 0.12990903560415606, 0, 0, 0, 1, 1.0, 0.00024532699186370383, 5716.874065240716
0.05687116512191019, 6780.655974058894, 5.5702880045056844e-05, 0.12990903560415606, 0, 0, 0, 1, 1.0, 0.00024532699186370383, 5441.214652707083
0.05687116512191019, 8597.036016394823, 5.5702880045056844e-05, 0.12990903560415606, 0, 0, 0, 1, 1.0, 0.00024532699186370383, 4595.51576461629
0.05687116512191019, 8597.036016394823, 5.5702880045056844e-05, 0.12990903560415606, 0, 0, 0, 1, 1.0, 0.0003185151344990067, 4222.64300801649
0.054865801016808755, 8597.036016394823, 5.5702880045056844e-05, 0.12990903560415606, 0, 0, 0, 1, 1.0, 0.0003185151344990067, 4127.6485573852615
0.054865801016808755, 8943.308005222501, 5.5702880045056844e-05, 0.12990903560415606, 0, 0, 0, 1, 1.0, 0.0003185151344990067, 4085.2518281445564
0.054865801016808755, 8943.308005222501, 5.5702880045056844e-05, 0.13567622290850315, 0, 0, 0, 1, 1.0, 0.0003185151344990067, 4057.7395313035895
0.054865801016808755, 8943.308005222501, 5.5702880045056844e-05, 0.1423162754600495, 0, 0, 0, 1, 1.0, 0.0003185151344990067, 4036.6507128934636
0.054865801016808755, 8943.308005222501, 5.5702880045056844e-05, 0.14999627586024997, 0, 0, 0, 1, 1.0, 0.0003185151344990067, 4023.0058983130275
0.054865801016808755, 8943.308005222501, 5.5702880045056844e-05, 0.15892381220800883, 0, 0, 0, 1, 1.0, 0.0003185151344990067, 4016.270357925141
0.053148627065364606, 8943.308005222501, 5.5702880045056844e-05, 0.15892381220800883, 0, 0, 0, 1, 1.0, 0.0003185151344990067, 3978.7029234032734
0.053148627065364606, 9261.659901139554, 5.5702880045056844e-05, 0.15892381220800883, 0, 0, 0, 1, 1.0, 0.0003185151344990067, 3928.6521473685116
0.053148627065364606, 9261.659901139554, 5.5702880045056844e-05, 0.15892381220800883, 0, 0, 0, 1, 1.0, 0.00033100898174772157, 3891.057492078696
0.053148627065364606, 9662.054991773966, 5.5702880045056844e-05, 0.15892381220800883, 0, 0, 0, 1, 1.0, 0.00033100898174772157, 3882.9434303659646
0.053148627065364606, 9662.054991773966, 5.5702880045056844e-05, 0.16649750028087615, 0, 0, 0, 1, 1.0, 0.00033100898174772157, 3878.7602162761086
0.05180500756486502, 9662.054991773966, 5.5702880045056844e-05, 0.16649750028087615, 0, 0, 0, 1, 1.0, 0.00033100898174772157, 3832.8133162170343
0.05180500756486502, 9938.065269356444, 5.5702880045056844e-05, 0.16649750028087615, 0, 0, 0, 1, 1.0, 0.00033100898174772157, 3807.388315510576
0.05180500756486502, 9938.065269356444, 5.5702880045056844e-05, 0.16649750028087615, 0, 0, 0, 1, 1.0, 0.0003414250266633454, 3786.458159723407
0.05180500756486502, 9938.065269356444, 5.5702880045056844e-05, 0.17226968066819767, 0, 0, 0, 1, 1.0, 0.0003414250266633454, 3779.365743879035
0.05180500756486502, 9938.065269356444, 5.5702880045056844e-05, 0.1788504729279891, 0, 0, 0, 1, 1.0, 0.0003414250266633454, 3773.541467613315
0.05074778101515093, 9938.065269356444, 5.5702880045056844e-05, 0.1788504729279891, 0, 0, 0, 1, 1.0, 0.0003414250266633454, 3769.000908867939
0.05074778101515093, 10166.04428982202, 5.5702880045056844e-05, 0.1788504729279891, 0, 0, 0, 1, 1.0, 0.0003414250266633454, 3742.290630801001
0.05074778101515093, 10422.866266150235, 5.5702880045056844e-05, 0.1788504729279891, 0, 0, 0, 1, 1.0, 0.0003414250266633454, 3723.5995068606976
0.05074778101515093, 10422.866266150235, 5.5702880045056844e-05, 0.1788504729279891, 0, 0, 0, 1, 1.0, 0.0003509247803992155, 3712.452682084276
0.05074778101515093, 10422.866266150235, 5.5702880045056844e-05, 0.18433196221214274, 0, 0, 0, 1, 1.0, 0.0003509247803992155, 3707.2806294366133
0.05074778101515093, 10422.866266150235, 5.5702880045056844e-05, 0.19055583630763387, 0, 0, 0, 1, 1.0, 0.0003509247803992155, 3703.215136936444
0.0498293443043315, 10422.866266150235, 5.5702880045056844e-05, 0.19055583630763387, 0, 0, 0, 1, 1.0, 0.0003509247803992155, 3699.2869709244183
0.0498293443043315, 10634.381559806701, 5.5702880045056844e-05, 0.19055583630763387, 0, 0, 0, 1, 1.0, 0.0003509247803992155, 3678.4021084470396
0.0498293443043315, 10872.00939982972, 5.5702880045056844e-05, 0.19055583630763387, 0, 0, 0, 1, 1.0, 0.0003509247803992155, 3663.5189059516333
0.0498293443043315, 11139.537447963849, 5.5702880045056844e-05, 0.19055583630763387, 0, 0, 0, 1, 1.0, 0.0003509247803992155, 3658.506650675857
0.0498293443043315, 11139.537447963849, 5.5702880045056844e-05, 0.19572005415468277, 0, 0, 0, 1, 1.0, 0.0003509247803992155, 3653.158304081142
0.0498293443043315, 11139.537447963849, 5.5702880045056844e-05, 0.20156248637349075, 0, 0, 0, 1, 1.0, 0.0003509247803992155, 3648.9223764121343
0.04942790667200274, 11139.537447963849, 5.5702880045056844e-05, 0.20156248637349075, 0, 0, 0, 1, 1.0, 0.0003509247803992155, 3638.341197513072
0.04942790667200274, 11139.537447963849, 5.5702880045056844e-05, 0.20156248637349075, 0, 0, 0, 1, 1.0, 0.0003540611590059078, 3633.6006020693744
