W, K, Threshold, Effect, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.07076622218626383, 1498.7022622515046, 0.10456186906073804, 0.00032176900929343626, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 16495.370306049208
0.009577166723163081, 1498.7022622515046, 0.10456186906073804, 0.00032176900929343626, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 16015.470970376855
0.009577166723163081, 1498.7022622515046, 0.10456186906073804, 0.0023775692605665383, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 15989.072480639843
0.009577166723163081, 1498.7022622515046, 0.10456186906073804, 0.017567992645419216, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 15831.240156221715
0.07076622218626384, 1498.7022622515046, 0.10456186906073804, 0.017567992645419216, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 13710.917602839625
0.07076622218626384, 1498.7022622515046, 0.10456186906073804, 0.12981088320260367, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 12465.726066820424
0.07076622218626384, 1498.7022622515046, 0.014150910165084593, 0.12981088320260367, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 12276.646676778144
0.07076622218626384, 4073.8951257487274, 0.014150910165084593, 0.12981088320260367, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 7886.217089365521
0.07076622218626384, 4073.8951257487274, 0.004710428801965878, 0.12981088320260367, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 7546.308961001355
0.07076622218626384, 4073.8951257487274, 0.0014046370536944083, 0.12981088320260367, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 7354.874052853492
0.07076622218626384, 4073.8951257487274, 0.0003711232522056497, 0.12981088320260367, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 7232.64183868356
0.07076622218626384, 4073.8951257487274, 0.00017848136957141227, 0.12981088320260367, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 7218.372514080414
0.07076622218626384, 6093.5270909211495, 0.00017848136957141227, 0.12981088320260367, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 5942.997534904501
0.07076622218626384, 6093.5270909211495, 0.00017848136957141227, 0.08336165210211223, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 5793.724576824376
0.07076622218626384, 6093.5270909211495, 0.00017848136957141227, 0.1063545191782527, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 5761.190146149209
0.07076622218626384, 6093.5270909211495, 0.00013652880559667587, 0.1063545191782527, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 5713.230465154473
0.07076622218626384, 6093.5270909211495, 0.00010167608886427955, 0.1063545191782527, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 5676.417692555441
0.07076622218626384, 6093.5270909211495, 7.352124069271878e-05, 0.1063545191782527, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 5654.066964371705
0.06472981419080186, 6093.5270909211495, 7.352124069271878e-05, 0.1063545191782527, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 5480.341799901692
0.06472981419080186, 6721.44366064945, 7.352124069271878e-05, 0.1063545191782527, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 5161.444025023374
0.06472981419080186, 7487.136669823796, 7.352124069271878e-05, 0.1063545191782527, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 5049.185068852945
0.06472981419080186, 7487.136669823796, 7.352124069271878e-05, 0.1197552237161918, 0, 0, 0, 1, 1.0, 0.0002491903770232799, 5011.070185127774
0.06472981419080186, 7487.136669823796, 7.352124069271878e-05, 0.1197552237161918, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4991.907658664106
0.06472981419080186, 7487.136669823796, 7.352124069271878e-05, 0.1382471137306783, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4934.969957541115
0.059814362267871075, 7487.136669823796, 7.352124069271878e-05, 0.1382471137306783, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4849.7058874056365
0.059814362267871075, 8166.661084805946, 7.352124069271878e-05, 0.1382471137306783, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4653.067480852973
0.059814362267871075, 8166.661084805946, 7.352124069271878e-05, 0.15210998456272073, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4536.8592547075805
0.059814362267871075, 8166.661084805946, 7.352124069271878e-05, 0.16896997366969382, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4464.957138587339
0.059814362267871075, 8166.661084805946, 7.352124069271878e-05, 0.189682179846599, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4444.844383748894
0.059814362267871075, 8166.661084805946, 6.474021422961454e-05, 0.189682179846599, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4412.278907774562
0.059814362267871075, 8166.661084805946, 5.628744914048601e-05, 0.189682179846599, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4387.6537327337555
0.059814362267871075, 8166.661084805946, 4.825838084645032e-05, 0.189682179846599, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4377.755168275321
0.059814362267871075, 8166.661084805946, 4.825838084645032e-05, 0.22467214681284153, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4335.268454369374
0.059814362267871075, 8166.661084805946, 4.005878501310154e-05, 0.22467214681284153, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4304.209750968215
0.059814362267871075, 8166.661084805946, 4.005878501310154e-05, 0.24890319453658044, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4292.381618090773
0.059814362267871075, 8166.661084805946, 3.5790553433563464e-05, 0.24890319453658044, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4275.82238756086
0.059814362267871075, 8166.661084805946, 3.5790553433563464e-05, 0.2648144126003084, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4270.928844824712
0.059814362267871075, 8166.661084805946, 3.3432292038400415e-05, 0.2648144126003084, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4263.467069038106
0.05761349645078569, 8166.661084805946, 3.3432292038400415e-05, 0.2648144126003084, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4245.9238397607705
0.05761349645078569, 8510.476981929132, 3.3432292038400415e-05, 0.2648144126003084, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4156.5020490330135
0.05761349645078569, 8905.415905089048, 3.3432292038400415e-05, 0.2648144126003084, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4110.103441667378
0.05761349645078569, 8905.415905089048, 3.3432292038400415e-05, 0.2783632856563812, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4092.4772984355513
0.05761349645078569, 8905.415905089048, 3.164672565544568e-05, 0.2783632856563812, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4077.3530417171655
0.05761349645078569, 8905.415905089048, 3.164672565544568e-05, 0.29568756484544756, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4055.904190873383
0.05761349645078569, 8905.415905089048, 3.164672565544568e-05, 0.3159921383940733, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4040.3891199398845
0.05761349645078569, 8905.415905089048, 3.164672565544568e-05, 0.3399412107389316, 0, 0, 0, 1, 1.0, 0.00021869502194478123, 4031.956281226433
