W, K, Max_effect, TransitionWidth, TransitionConc, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.004051055297094678, 1855.1479499429825, 0.07490870691673306, 176.02297996927572, 663.9836325298172, 0, 0, 0, 1.0, 0.15834683230378657, 16893.483816603682
0.004051055297094678, 1855.1479499429825, 0.07490870691673306, 176.02297996927572, 4906.212309534573, 0, 0, 0, 1.0, 0.15834683230378657, 16056.487933274831
0.011011910000175222, 1855.1479499429825, 0.07490870691673306, 176.02297996927572, 4906.212309534573, 0, 0, 0, 1.0, 0.15834683230378657, 16022.52491729885
0.03308160588128237, 1855.1479499429825, 0.07490870691673306, 176.02297996927572, 4906.212309534573, 0, 0, 0, 1.0, 0.15834683230378657, 15982.894430349243
0.11093865760455596, 1855.1479499429825, 0.07490870691673306, 176.02297996927572, 4906.212309534573, 0, 0, 0, 1.0, 0.15834683230378657, 15518.709452996312
0.11093865760455596, 7021.412792349593, 0.07490870691673306, 176.02297996927572, 4906.212309534573, 0, 0, 0, 1.0, 0.15834683230378657, 13837.387298348367
0.11093865760455596, 30358.13284859699, 0.07490870691673306, 176.02297996927572, 4906.212309534573, 0, 0, 0, 1.0, 0.15834683230378657, 11366.503443896663
0.11093865760455596, 45408.16570694384, 0.07490870691673306, 176.02297996927572, 4906.212309534573, 0, 0, 0, 1.0, 0.15834683230378657, 11225.870425660043
0.11093865760455596, 45408.16570694384, 0.07490870691673306, 176.02297996927572, 6122.358177247346, 0, 0, 0, 1.0, 0.15834683230378657, 11210.261063751794
0.11093865760455596, 45408.16570694384, 0.07490870691673306, 176.02297996927572, 6122.358177247346, 0, 0, 0, 1.0, 0.12411370619668882, 11193.425171163904
0.11093865760455596, 45408.16570694384, 0.07617375025979643, 176.02297996927572, 6122.358177247346, 0, 0, 0, 1.0, 0.12411370619668882, 11174.779396395581
