W, K, Max_effect, TransitionWidth, TransitionConc, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.03893744623713253, 8410.695238958728, 0.09364900485513807, 908.5736142944752, 34.3171604318948, 0, 0, 0, 1.0, 0.030292265911548853, 17002.782924126
0.03893744623713253, 8410.695238958728, 0.012674014596897027, 908.5736142944752, 34.3171604318948, 0, 0, 0, 1.0, 0.030292265911548853, 15939.417131764252
0.03893744623713253, 8410.695238958728, 0.012674014596897027, 6713.501406030056, 34.3171604318948, 0, 0, 0, 1.0, 0.030292265911548853, 15901.618167693701
0.03893744623713253, 8410.695238958728, 0.012674014596897027, 6713.501406030056, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 15882.42187673767
0.06419699583790307, 8410.695238958728, 0.012674014596897027, 6713.501406030056, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 15812.87769980764
0.06419699583790307, 8410.695238958728, 0.02196727404856719, 6713.501406030056, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 14743.479225090696
0.08687379348090361, 8410.695238958728, 0.02196727404856719, 6713.501406030056, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 14249.492172496482
0.08687379348090361, 8410.695238958728, 0.030639922105500608, 6713.501406030056, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 13359.438331183306
0.08687379348090361, 12128.149294128256, 0.030639922105500608, 6713.501406030056, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 13340.46769724663
0.08687379348090361, 12128.149294128256, 0.045829651881200015, 6713.501406030056, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 13151.407476251303
0.08687379348090361, 18885.97132834333, 0.045829651881200015, 6713.501406030056, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 12789.40181514025
0.08687379348090361, 18885.97132834333, 0.045829651881200015, 10927.689716252857, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 12639.683233877893
0.08687379348090361, 18885.97132834333, 0.045829651881200015, 18675.21253101904, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 12544.715666855773
0.08687379348090361, 25359.739313277634, 0.045829651881200015, 18675.21253101904, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 12499.865272566552
0.08687379348090361, 25359.739313277634, 0.04969904683252276, 18675.21253101904, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 12445.330186516356
0.0949752482451405, 25359.739313277634, 0.04969904683252276, 18675.21253101904, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 12195.421056234209
0.0949752482451405, 25359.739313277634, 0.05482035909391231, 18675.21253101904, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 11957.27683990609
0.10023907178209168, 25359.739313277634, 0.05482035909391231, 18675.21253101904, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 11905.56702091092
0.10023907178209168, 25359.739313277634, 0.05817161684865316, 18675.21253101904, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 11734.82246194558
0.10023907178209168, 25359.739313277634, 0.06010135001447265, 18675.21253101904, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 11713.666654869265
0.10390284471085855, 25359.739313277634, 0.06010135001447265, 18675.21253101904, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 11648.169143697947
0.10390284471085855, 25359.739313277634, 0.06252211619028625, 18675.21253101904, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 11582.66291782152
0.1061841344001037, 25359.739313277634, 0.06252211619028625, 18675.21253101904, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 11564.097221182252
0.1061841344001037, 25359.739313277634, 0.06403377143768227, 18675.21253101904, 34.3171604318948, 0, 0, 0, 1.0, 0.0040996123870182515, 11520.816519024202
