W, K, Scale, Min_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.3165410857551582, 3049.4022334901483, 7104.681749477766, 0.062209398968497184, 0, 0, 0, 0, 1.0, 0.1274162073745512, 19264.763493661365
0.04283917749669925, 3049.4022334901483, 7104.681749477766, 0.062209398968497184, 0, 0, 0, 0, 1.0, 0.1274162073745512, 10253.28691572671
0.04283917749669925, 22532.204171463127, 7104.681749477766, 0.062209398968497184, 0, 0, 0, 0, 1.0, 0.1274162073745512, 6459.324082729516
0.04283917749669925, 22532.204171463127, 52496.89201193997, 0.062209398968497184, 0, 0, 0, 0, 1.0, 0.1274162073745512, 5985.58652832216
0.04283917749669925, 22532.204171463127, 52496.89201193997, 0.008419126629381008, 0, 0, 0, 0, 1.0, 0.1274162073745512, 5322.900761398356
0.04283917749669925, 22532.204171463127, 52496.89201193997, 0.008419126629381008, 0, 0, 0, 0, 1.0, 0.0468738031651345, 4874.9747255118955
0.04283917749669925, 22532.204171463127, 52496.89201193997, 0.002802483804913416, 0, 0, 0, 0, 1.0, 0.0468738031651345, 4364.483912946596
0.04283917749669925, 22532.204171463127, 52496.89201193997, 0.0008356930462714997, 0, 0, 0, 0, 1.0, 0.0468738031651345, 4152.180240660854
0.04283917749669925, 22532.204171463127, 52496.89201193997, 0.0002208008968311044, 0, 0, 0, 0, 1.0, 0.0468738031651345, 4085.4194714460887
0.04283917749669925, 22532.204171463127, 52496.89201193997, 5.106816843130812e-05, 0, 0, 0, 0, 1.0, 0.0468738031651345, 4067.1808488031525
0.04283917749669925, 22532.204171463127, 52496.89201193997, 1.0202689644117903e-05, 0, 0, 0, 0, 1.0, 0.0468738031651345, 4062.80771431652
0.04283917749669925, 14469.678650161104, 52496.89201193997, 1.0202689644117903e-05, 0, 0, 0, 0, 1.0, 0.0468738031651345, 3686.9996684168386
0.04283917749669925, 16343.82501596036, 52496.89201193997, 1.0202689644117903e-05, 0, 0, 0, 0, 1.0, 0.0468738031651345, 3617.3513222540255
0.04283917749669925, 16343.82501596036, 52496.89201193997, 1.0202689644117903e-05, 0, 0, 0, 0, 1.0, 0.05012130172212247, 3613.0836805387744
0.043036922608087495, 16343.82501596036, 52496.89201193997, 1.0202689644117903e-05, 0, 0, 0, 0, 1.0, 0.05012130172212247, 3607.5784984622483
