W, K, Scale, Min_effect, Max_effect, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.012776874547146457, 72050.01249154205, 1.6346779502455235, 0.04219124125831144, 0.08823406840577692, 0, 0, 1, 1.0, 3.891251827027191e-05, 15143.671220570559
0.012776874547146457, 72050.01249154205, 1.6346779502455235, 0.04219124125831144, 0.6519664812871702, 0, 0, 1, 1.0, 3.891251827027191e-05, 15065.229095223089
0.034731145906009106, 72050.01249154205, 1.6346779502455235, 0.04219124125831144, 0.6519664812871702, 0, 0, 1, 1.0, 3.891251827027191e-05, 5925.2718488200135
0.034731145906009106, 216450.19955200673, 1.6346779502455235, 0.04219124125831144, 0.6519664812871702, 0, 0, 1, 1.0, 3.891251827027191e-05, 5628.5633061074495
0.034731145906009106, 725862.4222388283, 1.6346779502455235, 0.04219124125831144, 0.6519664812871702, 0, 0, 1, 1.0, 3.891251827027191e-05, 5526.866479544493
0.034731145906009106, 725862.4222388283, 1.6346779502455235, 0.04219124125831144, 2.46757989950806, 0, 0, 1, 1.0, 3.891251827027191e-05, 5488.929241754322
0.034731145906009106, 3138375.209635958, 1.6346779502455235, 0.04219124125831144, 2.46757989950806, 0, 0, 1, 1.0, 3.891251827027191e-05, 5456.178191331747
0.034731145906009106, 15708708.134499727, 1.6346779502455235, 0.04219124125831144, 2.46757989950806, 0, 0, 1, 1.0, 3.891251827027191e-05, 5448.332972151108
0.034731145906009106, 15708708.134499727, 0.2780052759096605, 0.04219124125831144, 2.46757989950806, 0, 0, 1, 1.0, 3.891251827027191e-05, 5427.854326913956
0.034731145906009106, 15708708.134499727, 0.2780052759096605, 0.006010425510033559, 2.46757989950806, 0, 0, 1, 1.0, 3.891251827027191e-05, 5420.924722966493
0.034731145906009106, 15708708.134499727, 0.2780052759096605, 0.006010425510033559, 0.9077719144769089, 0, 0, 1, 1.0, 3.891251827027191e-05, 5365.666470074419
0.034731145906009106, 15708708.134499727, 0.21116505769044402, 0.006010425510033559, 0.9077719144769089, 0, 0, 1, 1.0, 3.891251827027191e-05, 5320.615620419437
0.034731145906009106, 15708708.134499727, 0.21116505769044402, 0.006010425510033559, 1.2284311562671313, 0, 0, 1, 1.0, 3.891251827027191e-05, 5310.637463509666
0.034731145906009106, 15708708.134499727, 0.21116505769044402, 0.006010425510033559, 1.2284311562671313, 0, 0, 1, 1.0, 3.2948344117645854e-05, 5304.767014552574
0.03805921022688182, 15708708.134499727, 0.21116505769044402, 0.006010425510033559, 1.2284311562671313, 0, 0, 1, 1.0, 3.2948344117645854e-05, 5004.1990072895405
0.03805921022688182, 15708708.134499727, 0.19094457765672793, 0.006010425510033559, 1.2284311562671313, 0, 0, 1, 1.0, 3.2948344117645854e-05, 4806.610636344785
0.03805921022688182, 15708708.134499727, 0.17093111756701468, 0.006010425510033559, 1.2284311562671313, 0, 0, 1, 1.0, 3.2948344117645854e-05, 4568.451921266658
