W, K, Scale, Min_effect, Max_effect, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.4103566497662249, 12956.922802115507, 1.124315101981784, 0.11090845332218124, 1.1620223100583287, 0, 0, 1, 1.0, 0.000150421235598049, 86743.09183204616
0.055535733424139526, 12956.922802115507, 1.124315101981784, 0.11090845332218124, 1.1620223100583287, 0, 0, 1, 1.0, 0.000150421235598049, 13237.301295151721
0.055535733424139526, 1753.5288172992277, 1.124315101981784, 0.11090845332218124, 1.1620223100583287, 0, 0, 1, 1.0, 0.000150421235598049, 12064.42683018453
0.055535733424139526, 1753.5288172992277, 1.124315101981784, 0.11090845332218124, 0.1572626184590069, 0, 0, 1, 1.0, 0.000150421235598049, 12034.673252348814
0.055535733424139526, 1753.5288172992277, 0.15215950277390583, 0.11090845332218124, 0.1572626184590069, 0, 0, 1, 1.0, 0.000150421235598049, 12022.56893017078
0.055535733424139526, 1753.5288172992277, 0.15215950277390583, 0.015009826943692038, 0.1572626184590069, 0, 0, 1, 1.0, 0.000150421235598049, 11915.326036465738
0.055535733424139526, 12956.922802115509, 0.15215950277390583, 0.015009826943692038, 0.1572626184590069, 0, 0, 1, 1.0, 0.000150421235598049, 11282.709661094195
0.055535733424139526, 12956.922802115509, 0.0205925494050487, 0.015009826943692038, 0.1572626184590069, 0, 0, 1, 1.0, 0.000150421235598049, 9960.473251015183
0.055535733424139526, 12956.922802115509, 0.0205925494050487, 0.002031359180757103, 0.1572626184590069, 0, 0, 1, 1.0, 0.000150421235598049, 7345.124862791391
0.055535733424139526, 12956.922802115509, 0.0027868985062962062, 0.002031359180757103, 0.1572626184590069, 0, 0, 1, 1.0, 0.000150421235598049, 5254.168757021562
0.055535733424139526, 12956.922802115509, 0.0027868985062962062, 0.00027491457008305603, 0.1572626184590069, 0, 0, 1, 1.0, 0.000150421235598049, 5135.136931850937
0.055535733424139526, 12956.922802115509, 0.0027868985062962062, 0.0007472952802354019, 0.1572626184590069, 0, 0, 1, 1.0, 0.000150421235598049, 5059.682099152068
0.055535733424139526, 7475.494153795146, 0.0027868985062962062, 0.0007472952802354019, 0.1572626184590069, 0, 0, 1, 1.0, 0.000150421235598049, 4797.611702947385
0.055535733424139526, 7475.494153795146, 0.0027868985062962062, 0.0007472952802354019, 0.287987517428217, 0, 0, 1, 1.0, 0.000150421235598049, 4318.296922591875
0.055535733424139526, 7475.494153795146, 0.0027868985062962062, 0.0014538353250208693, 0.287987517428217, 0, 0, 1, 1.0, 0.000150421235598049, 4289.635839703392
0.055535733424139526, 7475.494153795146, 0.0019326736033596535, 0.0014538353250208693, 0.287987517428217, 0, 0, 1, 1.0, 0.000150421235598049, 4256.572190201458
0.055535733424139526, 7475.494153795146, 0.0019326736033596535, 0.0021745736366064797, 0.287987517428217, 0, 0, 1, 1.0, 0.000150421235598049, 4235.817870992864
0.055535733424139526, 9328.510442262981, 0.0019326736033596535, 0.0021745736366064797, 0.287987517428217, 0, 0, 1, 1.0, 0.000150421235598049, 3882.8206469028587
0.055535733424139526, 9328.510442262981, 0.0015148473783251038, 0.0021745736366064797, 0.287987517428217, 0, 0, 1, 1.0, 0.000150421235598049, 3800.8851336728244
0.055535733424139526, 9328.510442262981, 0.0015148473783251038, 0.0016634337914418174, 0.287987517428217, 0, 0, 1, 1.0, 0.000150421235598049, 3770.8208073933947
0.055535733424139526, 9328.510442262981, 0.0015148473783251038, 0.0016634337914418174, 0.3337155113584054, 0, 0, 1, 1.0, 0.000150421235598049, 3755.684107031972
