W, K, Scale, Min_effect, Max_effect, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.21808990711385384, 16881.81229386257, 2.015354685181732, 0.07026554120862868, 5.187705971590088, 0, 0, 1, 1.0, 0.00018922367605890417, 91581.61348378849
0.029515259350299965, 16881.81229386257, 2.015354685181732, 0.07026554120862868, 5.187705971590088, 0, 0, 1, 1.0, 0.00018922367605890417, 10265.399138443094
0.029515259350299965, 124740.65809096767, 2.015354685181732, 0.07026554120862868, 5.187705971590088, 0, 0, 1, 1.0, 0.00018922367605890417, 9526.735416636224
0.029515259350299965, 921715.7204516877, 2.015354685181732, 0.07026554120862868, 5.187705971590088, 0, 0, 1, 1.0, 0.00018922367605890417, 9412.813772180632
0.029515259350299965, 6810609.165683801, 2.015354685181732, 0.07026554120862868, 5.187705971590088, 0, 0, 1, 1.0, 0.00018922367605890417, 9397.104975916103
0.037898343185915666, 6810609.165683801, 2.015354685181732, 0.07026554120862868, 5.187705971590088, 0, 0, 1, 1.0, 0.00018922367605890417, 5361.093521835052
0.035380378815334144, 6810609.165683801, 2.015354685181732, 0.07026554120862868, 5.187705971590088, 0, 0, 1, 1.0, 0.00018922367605890417, 5057.3586468395315
0.03674381439543344, 6810609.165683801, 2.015354685181732, 0.07026554120862868, 5.187705971590088, 0, 0, 1, 1.0, 0.00018922367605890417, 4753.691080493719
0.03636371577870587, 6810609.165683801, 2.015354685181732, 0.07026554120862868, 5.187705971590088, 0, 0, 1, 1.0, 0.00018922367605890417, 4743.338183314102
0.03657228082080607, 6810609.165683801, 2.015354685181732, 0.07026554120862868, 5.187705971590088, 0, 0, 1, 1.0, 0.00018922367605890417, 4738.326684646061
