W, K, Scale, Min_effect, Max_effect, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.0036126191293262924, 19991.586913392697, 3.7962500268998625, 0.0448386612305021, 0.24590959563512135, 0, 0, 1, 1.0, 0.00019647141458629095, 15968.214555926856
0.026693845410661977, 19991.586913392697, 3.7962500268998625, 0.0448386612305021, 0.24590959563512135, 0, 0, 1, 1.0, 0.00019647141458629095, 11594.132221839594
0.026693845410661977, 147718.95720970648, 3.7962500268998625, 0.0448386612305021, 0.24590959563512135, 0, 0, 1, 1.0, 0.00019647141458629095, 11239.862904251357
0.026693845410661977, 147718.95720970648, 3.7962500268998625, 0.0448386612305021, 1.8170397974132635, 0, 0, 1, 1.0, 0.00019647141458629095, 11126.70064017105
0.026693845410661977, 1091503.6616980575, 3.7962500268998625, 0.0448386612305021, 1.8170397974132635, 0, 0, 1, 1.0, 0.00019647141458629095, 11071.680876672091
0.034275575976423396, 1091503.6616980575, 3.7962500268998625, 0.0448386612305021, 1.8170397974132635, 0, 0, 1, 1.0, 0.00019647141458629095, 5803.101259143972
0.034275575976423396, 1436998.0523558238, 3.7962500268998625, 0.0448386612305021, 1.8170397974132635, 0, 0, 1, 1.0, 0.00019647141458629095, 5796.014859333584
0.034275575976423396, 1944599.905391745, 3.7962500268998625, 0.0448386612305021, 1.8170397974132635, 0, 0, 1, 1.0, 0.00019647141458629095, 5790.173253786189
0.03724882981132158, 1944599.905391745, 3.7962500268998625, 0.0448386612305021, 1.8170397974132635, 0, 0, 1, 1.0, 0.00019647141458629095, 4895.179966397147
0.03640637757394476, 1944599.905391745, 3.7962500268998625, 0.0448386612305021, 1.8170397974132635, 0, 0, 1, 1.0, 0.00019647141458629095, 4742.624304909979
0.03652107512766485, 1944599.905391745, 3.7962500268998625, 0.0448386612305021, 1.8170397974132635, 0, 0, 1, 1.0, 0.00019647141458629095, 4737.716490036065
