W, K, Scale, Min_effect, Max_effect, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.008308749923002016, 66808.91239926133, 0.0820848143796673, 0.019465754107958377, 0.5644812322690054, 0, 0, 1, 1.0, 0.00020427376515142498, 15583.245811893496
0.02258552393290687, 66808.91239926133, 0.0820848143796673, 0.019465754107958377, 0.5644812322690054, 0, 0, 1, 1.0, 0.00020427376515142498, 12878.456918373198
0.02258552393290687, 200705.0647266745, 0.0820848143796673, 0.019465754107958377, 0.5644812322690054, 0, 0, 1, 1.0, 0.00020427376515142498, 12837.988049444642
0.02258552393290687, 673061.3542497614, 0.0820848143796673, 0.019465754107958377, 0.5644812322690054, 0, 0, 1, 1.0, 0.00020427376515142498, 12823.615924626924
0.03150225615095483, 673061.3542497614, 0.0820848143796673, 0.019465754107958377, 0.5644812322690054, 0, 0, 1, 1.0, 0.00020427376515142498, 8031.600497553155
0.03150225615095483, 673061.3542497614, 0.0820848143796673, 0.019465754107958377, 0.8139770214215438, 0, 0, 1, 1.0, 0.00020427376515142498, 8012.576320731675
0.03150225615095483, 673061.3542497614, 0.0820848143796673, 0.019465754107958377, 0.8139770214215438, 0, 0, 1, 1.0, 0.0001365694914868967, 7992.783247458254
0.03150225615095483, 1048092.0980030365, 0.0820848143796673, 0.019465754107958377, 0.8139770214215438, 0, 0, 1, 1.0, 0.0001365694914868967, 7980.075545351259
0.03150225615095483, 1705998.7848883735, 0.0820848143796673, 0.019465754107958377, 0.8139770214215438, 0, 0, 1, 1.0, 0.0001365694914868967, 7971.25938570834
0.03150225615095483, 1705998.7848883735, 0.0820848143796673, 0.03326660112814169, 0.8139770214215438, 0, 0, 1, 1.0, 0.0001365694914868967, 7955.497840964813
0.03150225615095483, 1705998.7848883735, 0.04552520422841737, 0.03326660112814169, 0.8139770214215438, 0, 0, 1, 1.0, 0.0001365694914868967, 7936.785146134262
0.03150225615095483, 1705998.7848883735, 0.04552520422841737, 0.03326660112814169, 1.5567689265595186, 0, 0, 1, 1.0, 0.0001365694914868967, 7925.879896407714
0.03150225615095483, 1705998.7848883735, 0.03186876968183698, 0.03326660112814169, 1.5567689265595186, 0, 0, 1, 1.0, 0.0001365694914868967, 7916.584872711733
0.038329159097287714, 1705998.7848883735, 0.03186876968183698, 0.03326660112814169, 1.5567689265595186, 0, 0, 1, 1.0, 0.0001365694914868967, 5353.916571947047
0.038329159097287714, 1705998.7848883735, 0.03186876968183698, 0.026810322295778188, 1.5567689265595186, 0, 0, 1, 1.0, 0.0001365694914868967, 5232.923224031088
0.038329159097287714, 1705998.7848883735, 0.03186876968183698, 0.02114584278751774, 1.5567689265595186, 0, 0, 1, 1.0, 0.0001365694914868967, 5070.109740150593
0.038329159097287714, 1705998.7848883735, 0.03186876968183698, 0.016286968622838554, 1.5567689265595186, 0, 0, 1, 1.0, 0.0001365694914868967, 4862.720340549082
0.038329159097287714, 1705998.7848883735, 0.03186876968183698, 0.012221289909642078, 1.5567689265595186, 0, 0, 1, 1.0, 0.0001365694914868967, 4621.162417530022
0.038329159097287714, 1705998.7848883735, 0.03186876968183698, 0.008910898807114976, 1.5567689265595186, 0, 0, 1, 1.0, 0.0001365694914868967, 4373.10145514361
0.038329159097287714, 1705998.7848883735, 0.03186876968183698, 0.006295154940898473, 1.5567689265595186, 0, 0, 1, 1.0, 0.0001365694914868967, 4155.960684654623
0.038329159097287714, 1705998.7848883735, 0.021744964383011618, 0.006295154940898473, 1.5567689265595186, 0, 0, 1, 1.0, 0.0001365694914868967, 3985.462672689335
0.038329159097287714, 1705998.7848883735, 0.021744964383011618, 0.004134273152444383, 1.5567689265595186, 0, 0, 1, 1.0, 0.0001365694914868967, 3852.2542806750516
0.038329159097287714, 1705998.7848883735, 0.021744964383011618, 0.002603341760307637, 1.5567689265595186, 0, 0, 1, 1.0, 0.0001365694914868967, 3797.3230612623915
0.038329159097287714, 1705998.7848883735, 0.021744964383011618, 0.0015652236615425702, 1.5567689265595186, 0, 0, 1, 1.0, 0.0001365694914868967, 3783.1638908641053
0.038329159097287714, 1705998.7848883735, 0.021744964383011618, 0.0015652236615425702, 2.7244222150786217, 0, 0, 1, 1.0, 0.0001365694914868967, 3765.592200262334
0.038329159097287714, 1705998.7848883735, 0.021744964383011618, 0.0008457093268204336, 2.7244222150786217, 0, 0, 1, 1.0, 0.0001365694914868967, 3758.3941816561723
0.03873686413150368, 1705998.7848883735, 0.021744964383011618, 0.0008457093268204336, 2.7244222150786217, 0, 0, 1, 1.0, 0.0001365694914868967, 3754.095531188707
0.03873686413150368, 1705998.7848883735, 0.021744964383011618, 0.0008457093268204336, 2.7244222150786217, 0, 0, 1, 1.0, 0.00013498919469610775, 3743.8663177889966
0.03873686413150368, 1705998.7848883735, 0.021744964383011618, 0.0008457093268204336, 2.7244222150786217, 0, 0, 1, 1.0, 0.00013327198062717987, 3733.7898710935006
0.03873686413150368, 1705998.7848883735, 0.021744964383011618, 0.0008457093268204336, 2.7244222150786217, 0, 0, 1, 1.0, 0.0001314082652701348, 3724.3839309060845
0.03873686413150368, 1705998.7848883735, 0.02141070234039071, 0.0008457093268204336, 2.7244222150786217, 0, 0, 1, 1.0, 0.0001314082652701348, 3720.107254732162
0.03873686413150368, 1705998.7848883735, 0.02104894572341186, 0.0008457093268204336, 2.7244222150786217, 0, 0, 1, 1.0, 0.0001314082652701348, 3715.94638462784
0.03873686413150368, 1705998.7848883735, 0.020658069117603824, 0.0008457093268204336, 2.7244222150786217, 0, 0, 1, 1.0, 0.0001314082652701348, 3712.0667591133324
0.03873686413150368, 1705998.7848883735, 0.020658069117603824, 0.0008457093268204336, 2.7244222150786217, 0, 0, 1, 1.0, 0.00012872651087174954, 3708.009956971887
