W, K, Conc_treshold, Max_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.09005610718081088, 1797.5054210818387, 3499.7616756926245, 0.006730331853236874, 0, 0, 0, 0, 1.0, 0.12536179448490659, 15274.73285798858
0.09005610718081088, 1797.5054210818387, 3499.7616756926245, 0.049730799627987154, 0, 0, 0, 0, 1.0, 0.12536179448490659, 11794.17969506536
0.09005610718081088, 4886.126322683386, 3499.7616756926245, 0.049730799627987154, 0, 0, 0, 0, 1.0, 0.12536179448490659, 9256.142251331588
0.09005610718081088, 4886.126322683386, 3499.7616756926245, 0.049730799627987154, 0, 0, 0, 0, 1.0, 0.37660764369251176, 7493.094892977191
0.09005610718081088, 4886.126322683386, 3499.7616756926245, 0.049730799627987154, 0, 0, 0, 0, 1.0, 0.5096396526729073, 7350.332573586914
0.09005610718081088, 4886.126322683386, 3499.7616756926245, 0.06936444747204176, 0, 0, 0, 0, 1.0, 0.5096396526729073, 6673.41111787011
0.08218120606230436, 4886.126322683386, 3499.7616756926245, 0.06936444747204176, 0, 0, 0, 0, 1.0, 0.5096396526729073, 6432.204638408268
0.08218120606230436, 5403.553007235027, 3499.7616756926245, 0.06936444747204176, 0, 0, 0, 0, 1.0, 0.5096396526729073, 6022.873211785232
0.08218120606230436, 5403.553007235027, 3499.7616756926245, 0.07748597982312147, 0, 0, 0, 0, 1.0, 0.5096396526729073, 5853.582625904743
0.08218120606230436, 5403.553007235027, 3499.7616756926245, 0.08752214379033443, 0, 0, 0, 0, 1.0, 0.5096396526729073, 5792.635980582002
0.07685645712464723, 5403.553007235027, 3499.7616756926245, 0.08752214379033443, 0, 0, 0, 0, 1.0, 0.5096396526729073, 5631.903534923665
0.07685645712464723, 5816.75512064948, 3499.7616756926245, 0.08752214379033443, 0, 0, 0, 0, 1.0, 0.5096396526729073, 5350.405026105058
0.07685645712464723, 6307.863430947483, 3499.7616756926245, 0.08752214379033443, 0, 0, 0, 0, 1.0, 0.5096396526729073, 5203.369333419659
0.07685645712464723, 6307.863430947483, 3499.7616756926245, 0.09568406075488248, 0, 0, 0, 0, 1.0, 0.5096396526729073, 5178.586065877198
0.07317849147712462, 6307.863430947483, 3499.7616756926245, 0.09568406075488248, 0, 0, 0, 0, 1.0, 0.5096396526729073, 4944.304969318669
0.07317849147712462, 6657.464833514955, 3499.7616756926245, 0.09568406075488248, 0, 0, 0, 0, 1.0, 0.5096396526729073, 4873.102254708361
0.07317849147712462, 6657.464833514955, 3499.7616756926245, 0.10153338308530668, 0, 0, 0, 0, 1.0, 0.5096396526729073, 4841.487293915326
0.07317849147712462, 6657.464833514955, 3499.7616756926245, 0.10838147119351729, 0, 0, 0, 0, 1.0, 0.5096396526729073, 4834.48427414011
0.07187672021681313, 6657.464833514955, 3499.7616756926245, 0.10838147119351729, 0, 0, 0, 0, 1.0, 0.5096396526729073, 4783.962595001898
0.07187672021681313, 6790.216193214309, 3499.7616756926245, 0.10838147119351729, 0, 0, 0, 0, 1.0, 0.5096396526729073, 4701.37978996746
0.07187672021681313, 6939.302103541713, 3499.7616756926245, 0.10838147119351729, 0, 0, 0, 0, 1.0, 0.5096396526729073, 4675.785926678033
