W, K, Conc_treshold, Min_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.041975231229337745, 5669.859371148231, 530.5257143081318, 0.0009650683381628593, 0, 0, 0, 0, 1.0, 0.050741922754239256, 15471.761495623368
0.31015733831916237, 5669.859371148231, 530.5257143081318, 0.0009650683381628593, 0, 0, 0, 0, 1.0, 0.050741922754239256, 15092.96452318457
0.31015733831916237, 5669.859371148231, 530.5257143081318, 0.0009650683381628593, 0, 0, 0, 0, 1.0, 0.37493491379867955, 15057.525569280764
0.31015733831916237, 5669.859371148231, 71.79884781019729, 0.0009650683381628593, 0, 0, 0, 0, 1.0, 0.37493491379867955, 14700.415226771562
0.11410050829607543, 5669.859371148231, 71.79884781019729, 0.0009650683381628593, 0, 0, 0, 0, 1.0, 0.37493491379867955, 13823.686682733767
0.11410050829607543, 5669.859371148231, 71.79884781019729, 0.0009650683381628593, 0, 0, 0, 0, 1.0, 1.126366729225278, 13136.476565860334
0.11410050829607543, 19013.786383256855, 71.79884781019729, 0.0009650683381628593, 0, 0, 0, 0, 1.0, 1.126366729225278, 12759.45334352828
0.11410050829607543, 19013.786383256855, 36.90578924000911, 0.0009650683381628593, 0, 0, 0, 0, 1.0, 1.126366729225278, 12483.550063857247
0.11410050829607543, 39536.10539992197, 36.90578924000911, 0.0009650683381628593, 0, 0, 0, 0, 1.0, 1.126366729225278, 12370.086361619848
0.11410050829607543, 88452.82111879087, 36.90578924000911, 0.0009650683381628593, 0, 0, 0, 0, 1.0, 1.126366729225278, 12352.847144465997
0.10214130004296251, 88452.82111879087, 36.90578924000911, 0.0009650683381628593, 0, 0, 0, 0, 1.0, 1.126366729225278, 12200.316114294516
0.10214130004296251, 88452.82111879087, 41.685912728124464, 0.0009650683381628593, 0, 0, 0, 0, 1.0, 1.126366729225278, 12071.397295198745
0.10214130004296251, 88452.82111879087, 47.662148390506566, 0.0009650683381628593, 0, 0, 0, 0, 1.0, 1.126366729225278, 12030.869139848739
0.09488553627618056, 88452.82111879087, 47.662148390506566, 0.0009650683381628593, 0, 0, 0, 0, 1.0, 1.126366729225278, 11957.653957745306
0.09488553627618056, 88452.82111879087, 51.68626091986826, 0.0009650683381628593, 0, 0, 0, 0, 1.0, 1.126366729225278, 11930.344473250281
