W, K, Conc_treshold, Min_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.02441696012982056, 5426.431974038951, 75.79042974980501, 0.00025665098999022877, 0, 0, 0, 0, 1.0, 0.32685070896540075, 16113.674289231214
0.18041828816459712, 5426.431974038951, 75.79042974980501, 0.00025665098999022877, 0, 0, 0, 0, 1.0, 0.32685070896540075, 13324.048485778367
0.18041828816459712, 5426.431974038951, 75.79042974980501, 0.00025665098999022877, 0, 0, 0, 0, 1.0, 0.19824497613632647, 13283.236782340191
0.13704070220979725, 5426.431974038951, 75.79042974980501, 0.00025665098999022877, 0, 0, 0, 0, 1.0, 0.19824497613632647, 13047.87544853523
0.13704070220979725, 7343.252195806025, 75.79042974980501, 0.00025665098999022877, 0, 0, 0, 0, 1.0, 0.19824497613632647, 12810.33805497708
0.11603628896929469, 7343.252195806025, 75.79042974980501, 0.00025665098999022877, 0, 0, 0, 0, 1.0, 0.19824497613632647, 12776.89671852277
0.11603628896929469, 8817.99326312196, 75.79042974980501, 0.00025665098999022877, 0, 0, 0, 0, 1.0, 0.19824497613632647, 12622.871354205821
0.11603628896929469, 10784.48010114431, 75.79042974980501, 0.00025665098999022877, 0, 0, 0, 0, 1.0, 0.19824497613632647, 12513.444419758887
0.11603628896929469, 13457.72375286094, 75.79042974980501, 0.00025665098999022877, 0, 0, 0, 0, 1.0, 0.19824497613632647, 12463.440231613773
0.10273040805951567, 13457.72375286094, 75.79042974980501, 0.00025665098999022877, 0, 0, 0, 0, 1.0, 0.19824497613632647, 12410.255344334548
0.10273040805951567, 15387.06926463793, 75.79042974980501, 0.00025665098999022877, 0, 0, 0, 0, 1.0, 0.19824497613632647, 12348.673073668366
0.10273040805951567, 17830.29949982385, 75.79042974980501, 0.00025665098999022877, 0, 0, 0, 0, 1.0, 0.19824497613632647, 12298.746736527837
0.10273040805951567, 20968.223666670416, 75.79042974980501, 0.00025665098999022877, 0, 0, 0, 0, 1.0, 0.19824497613632647, 12262.52303664301
0.10273040805951567, 25061.377778447397, 75.79042974980501, 0.00025665098999022877, 0, 0, 0, 0, 1.0, 0.19824497613632647, 12241.269466640011
0.09781424452642316, 25061.377778447397, 75.79042974980501, 0.00025665098999022877, 0, 0, 0, 0, 1.0, 0.19824497613632647, 12209.47179854566
