W, K, Scale, Min_effect, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.3996392448888223, 7201.24958584197, 6.515482181864696, 0.00019699400291256624, 0, 0, 0, 1, 1.0, 6.930140990435873e-05, 45315.702960932016
0.05408529039949479, 7201.24958584197, 6.515482181864696, 0.00019699400291256624, 0, 0, 0, 1, 1.0, 6.930140990435873e-05, 7384.217398027554
0.05408529039949479, 7201.24958584197, 6.515482181864696, 0.00019699400291256624, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 6452.270368875981
0.05408529039949479, 7201.24958584197, 0.881774626505762, 0.00019699400291256624, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4646.588177144248
0.05408529039949479, 7201.24958584197, 0.881774626505762, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4637.650314865885
0.05408529039949479, 8160.084828344951, 0.881774626505762, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4558.111361078536
0.05408529039949479, 8160.084828344951, 0.7684968759556859, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4507.591151793476
0.052078372758961565, 8160.084828344951, 0.7684968759556859, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4390.519104933728
0.052078372758961565, 8506.650884637025, 0.7684968759556859, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4344.312134466936
0.052078372758961565, 8506.650884637025, 0.8044747844838401, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4321.918058951357
0.052078372758961565, 8506.650884637025, 0.8459989008307244, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4309.369858395284
0.05065657890316367, 8506.650884637025, 0.8459989008307244, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4270.704334479572
0.05065657890316367, 8769.651073687666, 0.8459989008307244, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4228.127850102745
0.05065657890316367, 9068.35240520518, 0.8459989008307244, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4205.305836256389
0.05065657890316367, 9068.35240520518, 0.8777492784671943, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4190.973500653626
0.05065657890316367, 9068.35240520518, 0.9140526913407891, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4182.518481878643
0.049539936263455354, 9068.35240520518, 0.9140526913407891, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4148.866360126647
0.049539936263455354, 9293.447352686324, 0.9140526913407891, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4123.692672251887
0.049539936263455354, 9547.510452936054, 0.9140526913407891, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4111.086951723343
0.049539936263455354, 9547.510452936054, 0.9415770429084945, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4101.016402760137
0.049539936263455354, 9547.510452936054, 0.9728120772140062, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4094.3941996522576
0.048658670963178045, 9547.510452936054, 0.9728120772140062, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4070.5858338605194
0.048658670963178045, 9737.88997818574, 0.9728120772140062, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4054.3914703437904
0.048658670963178045, 9951.694980965583, 0.9728120772140062, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4045.9316692372777
0.048658670963178045, 9951.694980965583, 0.9963326579437936, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4038.3043581645484
0.048658670963178045, 9951.694980965583, 1.022862647396276, 2.666023918008626e-05, 0, 0, 0, 1, 1.0, 9.378925938102985e-06, 4032.654088257541
