W, K, Scale, Min_effect, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.004053090194068462, 7419.069801884677, 2.4679715445377663, 0.0319231569589052, 0, 0, 0, 1, 1.0, 1.7400526764960196e-05, 15946.248841926406
0.029948510817997584, 7419.069801884677, 2.4679715445377663, 0.0319231569589052, 0, 0, 0, 1, 1.0, 1.7400526764960196e-05, 10922.209869815544
0.029948510817997584, 54819.922968008184, 2.4679715445377663, 0.0319231569589052, 0, 0, 0, 1, 1.0, 1.7400526764960196e-05, 9397.849723093586
0.029948510817997584, 405067.48614966933, 2.4679715445377663, 0.0319231569589052, 0, 0, 0, 1, 1.0, 1.7400526764960196e-05, 9123.49915558171
0.029948510817997584, 2993066.379012721, 2.4679715445377663, 0.0319231569589052, 0, 0, 0, 1, 1.0, 1.7400526764960196e-05, 9084.711131310994
0.03845464908225668, 2993066.379012721, 2.4679715445377663, 0.0319231569589052, 0, 0, 0, 1, 1.0, 1.7400526764960196e-05, 5745.261680145256
0.03845464908225668, 2993066.379012721, 2.4679715445377663, 0.0319231569589052, 0, 0, 0, 1, 1.0, 1.3216955060093709e-05, 5655.370199801879
0.03845464908225668, 2993066.379012721, 2.4679715445377663, 0.0319231569589052, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 5547.094024502242
0.03845464908225668, 2993066.379012721, 2.4679715445377663, 0.022887288518458775, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 5415.61994109992
0.03845464908225668, 2993066.379012721, 2.4679715445377663, 0.015872001894639633, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 5252.046879874749
0.03845464908225668, 2993066.379012721, 2.4679715445377663, 0.010611402918153314, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 5070.447273379195
0.03845464908225668, 2993066.379012721, 2.4679715445377663, 0.0068144061310931175, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 4895.444805669468
0.03845464908225668, 2993066.379012721, 1.516215308497791, 0.0068144061310931175, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 4731.601328751342
0.03845464908225668, 2993066.379012721, 1.516215308497791, 0.0039874092826216075, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 4560.146949503007
0.03845464908225668, 2993066.379012721, 1.516215308497791, 0.0022114641216585476, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 4447.863518205345
0.03845464908225668, 2993066.379012721, 1.516215308497791, 0.0011562929783718381, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 4382.917794426076
0.03845464908225668, 2993066.379012721, 1.516215308497791, 0.0005666236247070727, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 4348.301575275635
0.03845464908225668, 1365733.0432771298, 1.516215308497791, 0.0005666236247070727, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 4334.167952635933
0.03845464908225668, 576156.190450809, 1.516215308497791, 0.0005666236247070727, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 4300.90789291112
0.03845464908225668, 222962.6355773298, 1.516215308497791, 0.0005666236247070727, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 4226.574800606635
0.03845464908225668, 78468.09912362792, 1.516215308497791, 0.0005666236247070727, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 4135.8723707304025
0.03845464908225668, 78468.09912362792, 2.6928198730747295, 0.0005666236247070727, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 4105.877517552012
0.03845464908225668, 41715.942753989344, 2.6928198730747295, 0.0005666236247070727, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 4069.0652362281694
0.03845464908225668, 59049.625944734216, 2.6928198730747295, 0.0005666236247070727, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 4055.6112091152804
0.03845464908225668, 59049.625944734216, 2.2243545126481497, 0.0005666236247070727, 0, 0, 0, 1, 1.0, 9.766913300143852e-06, 4034.167975456959
