W, K, Scale, Min_effect, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.05379013872462331, 14220.727158320356, 0.04247847866615781, 0.012881770406219732, 0, 0, 0, 1, 1.0, 0.0005415573210353109, 8865.324505292641
0.05379013872462331, 14220.727158320356, 0.04247847866615781, 0.012881770406219732, 0, 0, 0, 1, 1.0, 7.3291813431175e-05, 8251.053359113954
0.05379013872462331, 14220.727158320356, 0.04247847866615781, 0.001743358046514763, 0, 0, 0, 1, 1.0, 7.3291813431175e-05, 7910.97975107273
0.05379013872462331, 14220.727158320356, 0.04247847866615781, 0.0047389384983389385, 0, 0, 0, 1, 1.0, 7.3291813431175e-05, 7883.876858124874
0.05379013872462331, 8204.645837465567, 0.04247847866615781, 0.0047389384983389385, 0, 0, 0, 1, 1.0, 7.3291813431175e-05, 6659.604947979007
0.05379013872462331, 8204.645837465567, 0.07778880788750869, 0.0047389384983389385, 0, 0, 0, 1, 1.0, 7.3291813431175e-05, 5353.409652677425
0.05379013872462331, 8204.645837465567, 0.07778880788750869, 0.0024358923684040324, 0, 0, 0, 1, 1.0, 7.3291813431175e-05, 5288.837749552235
0.05379013872462331, 8204.645837465567, 0.07778880788750869, 0.0011714744453694037, 0, 0, 0, 1, 1.0, 7.3291813431175e-05, 5258.825432082818
0.05379013872462331, 8204.645837465567, 0.07778880788750869, 0.0005236185410439175, 0, 0, 0, 1, 1.0, 7.3291813431175e-05, 5245.625845969064
0.05379013872462331, 8204.645837465567, 0.07778880788750869, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 7.3291813431175e-05, 5239.985753307007
0.05379013872462331, 8204.645837465567, 0.08786419484854585, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 7.3291813431175e-05, 5205.070208009299
0.05379013872462331, 8204.645837465567, 0.08786419484854585, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 6.41019392022725e-05, 5131.707669212583
0.05379013872462331, 8204.645837465567, 0.08786419484854585, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 5.531825074013595e-05, 5092.315093342051
0.05379013872462331, 8204.645837465567, 0.1033272654727096, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 5.531825074013595e-05, 5053.234493831701
0.05379013872462331, 8204.645837465567, 0.1033272654727096, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 4.62833873150284e-05, 4970.248738423031
0.05379013872462331, 8204.645837465567, 0.11397477735325845, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 4.62833873150284e-05, 4960.623649304248
0.05379013872462331, 8204.645837465567, 0.11397477735325845, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 4.155008703337882e-05, 4913.353629591767
0.05069129723980641, 8204.645837465567, 0.11397477735325845, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 4.155008703337882e-05, 4835.233338989223
0.05069129723980641, 8758.021839370487, 0.11397477735325845, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 4.155008703337882e-05, 4726.739414460904
0.05069129723980641, 8758.021839370487, 0.1224586749274697, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 4.155008703337882e-05, 4650.617818119957
0.05069129723980641, 8758.021839370487, 0.13252213972637664, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 4.155008703337882e-05, 4603.349113622756
0.05069129723980641, 8758.021839370487, 0.14454970559580907, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 4.155008703337882e-05, 4590.415244593326
0.05069129723980641, 8758.021839370487, 0.14454970559580907, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 3.776333042262955e-05, 4560.261757645379
0.05069129723980641, 8758.021839370487, 0.1605717074963917, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 3.776333042262955e-05, 4553.225325554663
0.05069129723980641, 8758.021839370487, 0.1605717074963917, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 3.36397913201548e-05, 4514.830133458382
0.05069129723980641, 8758.021839370487, 0.1711151148775006, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 3.36397913201548e-05, 4504.634906375282
0.05069129723980641, 8758.021839370487, 0.1711151148775006, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 3.1366929711245955e-05, 4490.6958583167425
0.05069129723980641, 8758.021839370487, 0.1848024751824295, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 3.1366929711245955e-05, 4479.157301311003
0.05069129723980641, 8758.021839370487, 0.1848024751824295, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.8821107091195362e-05, 4465.095931688252
0.05069129723980641, 8758.021839370487, 0.202836108802711, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.8821107091195362e-05, 4450.148560065869
0.05069129723980641, 8758.021839370487, 0.202836108802711, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.601533506131847e-05, 4440.2751169324965
0.05069129723980641, 8758.021839370487, 0.22702549404564698, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.601533506131847e-05, 4417.130192492143
0.05069129723980641, 8758.021839370487, 0.22702549404564698, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.445221897146142e-05, 4406.098141148021
0.05069129723980641, 8758.021839370487, 0.24303951598918358, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.445221897146142e-05, 4398.200209350248
0.05069129723980641, 8758.021839370487, 0.24303951598918358, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.2685888221155427e-05, 4391.586917418427
0.05069129723980641, 8758.021839370487, 0.2639341757483417, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.2685888221155427e-05, 4376.491868082564
0.05069129723980641, 8758.021839370487, 0.2639341757483417, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.1679810530851333e-05, 4370.927768681193
0.05069129723980641, 8758.021839370487, 0.2774380126704312, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.1679810530851333e-05, 4364.115242658527
0.04931905205443612, 8758.021839370487, 0.2774380126704312, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.1679810530851333e-05, 4329.645847227466
0.04931905205443612, 9026.441609678961, 0.2774380126704312, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.1679810530851333e-05, 4286.4311043706575
0.04931905205443612, 9331.214777797732, 0.2774380126704312, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.1679810530851333e-05, 4260.1591604616015
0.04931905205443612, 9331.214777797732, 0.2877595425274771, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.1679810530851333e-05, 4250.301905474721
0.04931905205443612, 9331.214777797732, 0.2995572815933105, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.1679810530851333e-05, 4245.982074028052
0.04824109310676798, 9331.214777797732, 0.2995572815933105, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.1679810530851333e-05, 4222.005824676059
0.04824109310676798, 9560.82841998826, 0.2995572815933105, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.1679810530851333e-05, 4193.821048351013
0.04824109310676798, 9819.934631142905, 0.2995572815933105, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.1679810530851333e-05, 4175.981986266778
0.04824109310676798, 9819.934631142905, 0.308499355112134, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.1679810530851333e-05, 4169.132011885437
0.04785245082242532, 9819.934631142905, 0.308499355112134, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.1679810530851333e-05, 4159.922408934634
0.04785245082242532, 9907.699971798518, 0.308499355112134, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.1679810530851333e-05, 4153.799188719101
0.04785245082242532, 10005.148097684392, 0.308499355112134, 0.00021593618929563127, 0, 0, 0, 1, 1.0, 2.1679810530851333e-05, 4148.820805432369
