W, K, Conc_treshold, Slope, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.0010242378145138803, 1045.0817060322327, 1469.912438111176, 5.189066820935084e-06, 0, 0, 0, 0, 1.0, 0.23766112562468952, 16139.994269424333
0.007568150670089187, 1045.0817060322327, 1469.912438111176, 5.189066820935084e-06, 0, 0, 0, 0, 1.0, 0.23766112562468952, 16033.615548559133
0.0559214898664486, 1045.0817060322327, 1469.912438111176, 5.189066820935084e-06, 0, 0, 0, 0, 1.0, 0.23766112562468952, 15186.571354627009
0.0559214898664486, 7722.1673538383175, 1469.912438111176, 5.189066820935084e-06, 0, 0, 0, 0, 1.0, 0.23766112562468952, 6818.112651435682
0.0559214898664486, 7722.1673538383175, 198.93101614479593, 5.189066820935084e-06, 0, 0, 0, 0, 1.0, 0.23766112562468952, 5895.195331685959
0.0559214898664486, 7722.1673538383175, 26.922385414503132, 5.189066820935084e-06, 0, 0, 0, 0, 1.0, 0.23766112562468952, 5847.757253518267
0.0559214898664486, 7722.1673538383175, 26.922385414503132, 5.189066820935084e-06, 0, 0, 0, 0, 1.0, 0.08743064208298673, 5591.4383658277575
0.0559214898664486, 7722.1673538383175, 80.87931554584132, 5.189066820935084e-06, 0, 0, 0, 0, 1.0, 0.08743064208298673, 5571.5290704756135
0.0559214898664486, 7722.1673538383175, 271.2275433916486, 5.189066820935084e-06, 0, 0, 0, 0, 1.0, 0.08743064208298673, 5499.807710353498
0.0559214898664486, 7722.1673538383175, 1026.5491455095034, 5.189066820935084e-06, 0, 0, 0, 0, 1.0, 0.08743064208298673, 5200.591995464215
0.0559214898664486, 7722.1673538383175, 4438.439421899122, 5.189066820935084e-06, 0, 0, 0, 0, 1.0, 0.08743064208298673, 4398.9936919145375
0.0559214898664486, 7722.1673538383175, 4438.439421899122, 7.76154473150723e-06, 0, 0, 0, 0, 1.0, 0.08743064208298673, 4248.295136921965
0.0559214898664486, 7722.1673538383175, 6911.544179717378, 7.76154473150723e-06, 0, 0, 0, 0, 1.0, 0.08743064208298673, 4128.964788281811
0.0559214898664486, 7722.1673538383175, 6911.544179717378, 1.263360911320384e-05, 0, 0, 0, 0, 1.0, 0.08743064208298673, 3873.640618639106
0.0559214898664486, 7722.1673538383175, 7902.406898217697, 1.263360911320384e-05, 0, 0, 0, 0, 1.0, 0.08743064208298673, 3798.029812705879
0.0559214898664486, 7722.1673538383175, 7902.406898217697, 1.4639632172828139e-05, 0, 0, 0, 0, 1.0, 0.08743064208298673, 3767.9388553169133
0.0559214898664486, 8374.149512674408, 7902.406898217697, 1.4639632172828139e-05, 0, 0, 0, 0, 1.0, 0.08743064208298673, 3723.9569581684104
0.0559214898664486, 8374.149512674408, 8639.34941504905, 1.4639632172828139e-05, 0, 0, 0, 0, 1.0, 0.08743064208298673, 3662.6745714047383
0.0559214898664486, 8374.149512674408, 8639.34941504905, 1.6148194862200986e-05, 0, 0, 0, 0, 1.0, 0.08743064208298673, 3646.6339927952363
0.054433396487961146, 8374.149512674408, 8639.34941504905, 1.6148194862200986e-05, 0, 0, 0, 0, 1.0, 0.08743064208298673, 3599.6247743537215
0.054433396487961146, 8626.315539262305, 8639.34941504905, 1.6148194862200986e-05, 0, 0, 0, 0, 1.0, 0.08743064208298673, 3546.9614781349383
0.054433396487961146, 8912.477212200642, 8639.34941504905, 1.6148194862200986e-05, 0, 0, 0, 0, 1.0, 0.08743064208298673, 3517.3844526311864
0.054433396487961146, 8912.477212200642, 8334.712765329808, 1.6148194862200986e-05, 0, 0, 0, 0, 1.0, 0.08743064208298673, 3507.6111993022764
0.054433396487961146, 8912.477212200642, 8334.712765329808, 1.6798612929573016e-05, 0, 0, 0, 0, 1.0, 0.08743064208298673, 3503.2323614611405
0.053263934149165096, 8912.477212200642, 8334.712765329808, 1.6798612929573016e-05, 0, 0, 0, 0, 1.0, 0.08743064208298673, 3454.310482715465
0.053263934149165096, 9127.962447922937, 8334.712765329808, 1.6798612929573016e-05, 0, 0, 0, 0, 1.0, 0.08743064208298673, 3425.0856413340152
0.053263934149165096, 9371.018565310302, 8334.712765329808, 1.6798612929573016e-05, 0, 0, 0, 0, 1.0, 0.08743064208298673, 3411.283742191944
0.053263934149165096, 9371.018565310302, 8334.712765329808, 1.7291301051153002e-05, 0, 0, 0, 0, 1.0, 0.08743064208298673, 3401.929600327859
