W, K, Conc_treshold, Slope, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.0024691237029928832, 6309.595759004977, 1.0521443954985277, 4.688222662343712e-06, 0, 0, 0, 0, 1.0, 0.02858497235139614, 16053.857735933147
0.018244493556613797, 6309.595759004977, 1.0521443954985277, 4.688222662343712e-06, 0, 0, 0, 0, 1.0, 0.02858497235139614, 14581.890643199456
0.018244493556613797, 6309.595759004977, 1.0521443954985277, 3.46415402563357e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 14320.863857504568
0.018244493556613797, 46621.95702486269, 1.0521443954985277, 3.46415402563357e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 14099.251450246456
0.018244493556613797, 344492.25589864433, 1.0521443954985277, 3.46415402563357e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 14066.338443155664
0.0300800845999406, 344492.25589864433, 1.0521443954985277, 3.46415402563357e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 9057.683618550991
0.0300800845999406, 597092.2421682723, 1.0521443954985277, 3.46415402563357e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 9034.92894031623
0.0300800845999406, 1093426.4873792077, 1.0521443954985277, 3.46415402563357e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 9020.77223112827
0.035525058175522796, 1093426.4873792077, 1.0521443954985277, 3.46415402563357e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4965.464698120389
0.035525058175522796, 1093426.4873792077, 1.0521443954985277, 2.8848010988769748e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4954.326703071614
0.035525058175522796, 1093426.4873792077, 1.0521443954985277, 2.358774499722506e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4939.171820136886
0.035525058175522796, 1093426.4873792077, 1.0521443954985277, 1.8902272867605982e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4919.3412417028085
0.035525058175522796, 1093426.4873792077, 1.0521443954985277, 1.4815775642665576e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4896.207464808334
0.035525058175522796, 1093426.4873792077, 1.0521443954985277, 1.1333284573839614e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4878.223323500424
0.035525058175522796, 1468233.2296329895, 1.0521443954985277, 1.1333284573839614e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4872.1138945896555
0.035525058175522796, 2030490.929193969, 1.0521443954985277, 1.1333284573839614e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4867.206973173677
0.037144594657581485, 2030490.929193969, 1.0521443954985277, 1.1333284573839614e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4576.26387048535
0.037144594657581485, 2030490.929193969, 1.0521443954985277, 1.07909302565104e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4561.986631747274
0.037144594657581485, 2030490.929193969, 1.0521443954985277, 1.0224269455886686e-05, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4546.4881196108445
0.037144594657581485, 2030490.929193969, 1.0521443954985277, 9.63525089053124e-06, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4529.979007239587
0.037144594657581485, 2030490.929193969, 1.0521443954985277, 9.026447131766435e-06, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4512.92909987106
0.037144594657581485, 2030490.929193969, 1.0521443954985277, 8.40109778048286e-06, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4496.241491451242
0.037144594657581485, 2030490.929193969, 1.0521443954985277, 7.763135308999787e-06, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4481.529946534214
0.037144594657581485, 2030490.929193969, 1.0521443954985277, 7.1171871149342924e-06, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4471.552404087194
0.03670353695658044, 2030490.929193969, 1.0521443954985277, 7.1171871149342924e-06, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4460.228519776789
0.03694546658815379, 2030490.929193969, 1.0521443954985277, 7.1171871149342924e-06, 0, 0, 0, 0, 1.0, 0.02858497235139614, 4450.989506945035
