W, K, Kin_const, Max_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.08624703906758187, 1335.3792499542917, 8.054337569811269, 0.015054608118814343, 0, 0, 0, 0, 1.0, 0.012696983202448558, 13880.424821560067
0.08624703906758187, 1335.3792499542917, 8.054337569811269, 0.111239343937336, 0, 0, 0, 0, 1.0, 0.012696983202448558, 13075.809633883151
0.08624703906758187, 3629.9371492520204, 8.054337569811269, 0.111239343937336, 0, 0, 0, 0, 1.0, 0.012696983202448558, 11170.725557739099
0.08624703906758187, 3629.9371492520204, 8.054337569811269, 0.03702836096628443, 0, 0, 0, 0, 1.0, 0.012696983202448558, 9648.480202954677
0.06373384407658107, 3629.9371492520204, 8.054337569811269, 0.03702836096628443, 0, 0, 0, 0, 1.0, 0.012696983202448558, 9307.75813227162
0.06373384407658107, 5063.031091388383, 8.054337569811269, 0.03702836096628443, 0, 0, 0, 0, 1.0, 0.012696983202448558, 8075.437145920954
0.06373384407658107, 5063.031091388383, 8.054337569811269, 0.05339457406990377, 0, 0, 0, 0, 1.0, 0.012696983202448558, 7581.379376473942
0.06373384407658107, 6192.129708797418, 8.054337569811269, 0.05339457406990377, 0, 0, 0, 0, 1.0, 0.012696983202448558, 7324.170852120937
0.051073746633207844, 6192.129708797418, 8.054337569811269, 0.05339457406990377, 0, 0, 0, 0, 1.0, 0.012696983202448558, 6932.5878216693645
0.051073746633207844, 7900.047099136566, 8.054337569811269, 0.05339457406990377, 0, 0, 0, 0, 1.0, 0.012696983202448558, 6219.408290068299
0.051073746633207844, 7900.047099136566, 8.054337569811269, 0.06980165589253988, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5827.4801472313775
0.051073746633207844, 7900.047099136566, 8.054337569811269, 0.09372839587092596, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5815.521335084128
0.051073746633207844, 7900.047099136566, 8.054337569811269, 0.07970180958500032, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5783.076735349777
0.051073746633207844, 8636.76955184107, 8.054337569811269, 0.07970180958500032, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5764.26910374937
0.046302442519353615, 8636.76955184107, 8.054337569811269, 0.07970180958500032, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5704.298599624376
0.046302442519353615, 9620.652539124128, 8.054337569811269, 0.07970180958500032, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5471.725162560486
0.046302442519353615, 10832.857936084243, 8.054337569811269, 0.07970180958500032, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5352.050948152765
0.046302442519353615, 10832.857936084243, 8.054337569811269, 0.09081561986782954, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5272.04788337691
0.046302442519353615, 10832.857936084243, 8.054337569811269, 0.10483882822634942, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5251.834271992642
0.04450967871770515, 10832.857936084243, 8.054337569811269, 0.10483882822634942, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5197.643278166274
0.04450967871770515, 11313.772296415173, 8.054337569811269, 0.10483882822634942, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5150.686092373658
0.04450967871770515, 11867.47316598528, 8.054337569811269, 0.10483882822634942, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5120.910105595132
0.04450967871770515, 11867.47316598528, 8.054337569811269, 0.11049638383713362, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5103.886565975182
0.04450967871770515, 11867.47316598528, 8.054337569811269, 0.11707295033749793, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5092.336785901692
0.04450967871770515, 11867.47316598528, 8.054337569811269, 0.12476015643353018, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5086.799947144187
0.04373802201737443, 11867.47316598528, 8.054337569811269, 0.12476015643353018, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5065.988173368222
0.04373802201737443, 12097.986931189816, 8.054337569811269, 0.12476015643353018, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5052.190060871536
0.04373802201737443, 12356.726917793914, 8.054337569811269, 0.12476015643353018, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5041.127882572424
0.04373802201737443, 12647.736837412993, 8.054337569811269, 0.12476015643353018, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5033.980453585972
0.04345893322997112, 12647.736837412993, 8.054337569811269, 0.12476015643353018, 0, 0, 0, 0, 1.0, 0.012696983202448558, 5028.0945162252265
