W, K, Kin_const, Max_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.0013355657603213481, 3639.882795783134, 25.728338073374644, 0.013878262222262424, 0, 0, 0, 0, 1.0, 0.018034972260764573, 16115.271062371874
0.009868570326825409, 3639.882795783134, 25.728338073374644, 0.013878262222262424, 0, 0, 0, 0, 1.0, 0.018034972260764573, 15763.040742843572
0.07291941976115533, 3639.882795783134, 25.728338073374644, 0.013878262222262424, 0, 0, 0, 0, 1.0, 0.018034972260764573, 12908.55062775304
0.07291941976115533, 3639.882795783134, 25.728338073374644, 0.102547258115967, 0, 0, 0, 0, 1.0, 0.018034972260764573, 9715.571536794747
0.07291941976115533, 3639.882795783134, 190.10813335641856, 0.102547258115967, 0, 0, 0, 0, 1.0, 0.018034972260764573, 9698.650129027159
0.07291941976115533, 3639.882795783134, 1404.719662233566, 0.102547258115967, 0, 0, 0, 0, 1.0, 0.018034972260764573, 9583.995557889299
0.07291941976115533, 3639.882795783134, 10379.552387514734, 0.102547258115967, 0, 0, 0, 0, 1.0, 0.018034972260764573, 8957.692845577008
0.07291941976115533, 3639.882795783134, 10379.552387514734, 0.102547258115967, 0, 0, 0, 0, 1.0, 0.13326142177744757, 8595.272513331498
0.07291941976115533, 6001.152188263104, 10379.552387514734, 0.102547258115967, 0, 0, 0, 0, 1.0, 0.13326142177744757, 8116.342786457138
0.07291941976115533, 6001.152188263104, 17990.39049977264, 0.102547258115967, 0, 0, 0, 0, 1.0, 0.13326142177744757, 7459.696306409046
0.05388515338562034, 6001.152188263104, 17990.39049977264, 0.102547258115967, 0, 0, 0, 0, 1.0, 0.13326142177744757, 7090.434092278446
0.05388515338562034, 8370.398401964181, 17990.39049977264, 0.102547258115967, 0, 0, 0, 0, 1.0, 0.13326142177744757, 6112.300247386403
0.05388515338562034, 8370.398401964181, 17990.39049977264, 0.14787225322028533, 0, 0, 0, 0, 1.0, 0.13326142177744757, 5380.5524638465595
