W, K, Conc_treshold, Min_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.008859930236445338, 7986.4394898472865, 4.4293878326648795, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 15611.677980044262
0.0654665215497065, 7986.4394898472865, 4.4293878326648795, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 12372.795365661277
0.0654665215497065, 7986.4394898472865, 32.72899517948164, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 7531.287830570733
0.0654665215497065, 4844.0204125321025, 32.72899517948164, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 6884.93605800753
0.0654665215497065, 6377.301462783424, 32.72899517948164, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 6363.299522268201
0.05627716684321958, 6377.301462783424, 32.72899517948164, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 5864.853060269606
0.05627716684321958, 7531.6944244457045, 32.72899517948164, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 5452.165938490163
0.05627716684321958, 7531.6944244457045, 27.255324261062473, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 5307.888476381006
0.05351491783630457, 7531.6944244457045, 27.255324261062473, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 5152.265366790353
0.05351491783630457, 7960.416486519923, 27.255324261062473, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 5085.485127468797
0.05351491783630457, 7960.416486519923, 25.645073281584118, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 5032.808048550636
0.05351491783630457, 7960.416486519923, 23.983457648823407, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 5004.738185599346
0.051579149967085146, 7960.416486519923, 23.983457648823407, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4917.986732271497
0.051579149967085146, 8289.656616298855, 23.983457648823407, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4868.382221203388
0.051579149967085146, 8289.656616298855, 22.937758133557573, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4833.67106506611
0.051579149967085146, 8289.656616298855, 21.840071750361645, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4810.317980620063
0.051579149967085146, 8289.656616298855, 20.69319078184898, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4801.529490017782
0.050071378863329144, 8289.656616298855, 20.69319078184898, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4734.888400426352
0.050071378863329144, 8564.650267366631, 20.69319078184898, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4694.348743285527
0.050071378863329144, 8877.69121273919, 20.69319078184898, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4677.311262415604
0.050071378863329144, 8877.69121273919, 19.89198027640322, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4665.448088918346
0.048995631333130424, 8877.69121273919, 19.89198027640322, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4623.951049418569
0.048995631333130424, 9092.33539505789, 19.89198027640322, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4603.7110242574945
0.048995631333130424, 9092.33539505789, 19.376041965169225, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4589.3879668189575
0.048995631333130424, 9092.33539505789, 18.823952467031802, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4578.113345976974
0.048995631333130424, 9092.33539505789, 18.23480585401312, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4570.907877127079
0.048146202438239194, 9092.33539505789, 18.23480585401312, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4550.90672659349
0.048146202438239194, 9268.944892050442, 18.23480585401312, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4531.3125735845015
0.048146202438239194, 9467.180077031535, 18.23480585401312, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4518.444208331681
0.048146202438239194, 9467.180077031535, 17.815243883831325, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4510.593843246367
0.048146202438239194, 9467.180077031535, 17.364867074303717, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4505.1513601663
0.047472911500074454, 9467.180077031535, 17.364867074303717, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4491.184595357198
0.047472911500074454, 9614.980877775879, 17.364867074303717, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4477.866577451871
0.047472911500074454, 9780.228249324364, 17.364867074303717, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4468.639931722772
0.047472911500074454, 9780.228249324364, 17.042403403604897, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4462.836553494596
0.04722883105302682, 9780.228249324364, 17.042403403604897, 0.0006838627365298385, 0, 0, 0, 0, 1.0, 0.8898683486538681, 4457.627996127449
