W, K, Slope, Min_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.17450275104716867, 1644.205156360072, 7.51700135407078e-05, 0.004073899277256645, 0, 0, 0, 0, 1.0, 0.870416600000485, 13124.515116039289
0.17450275104716867, 1644.205156360072, 1.0173155073431702e-05, 0.004073899277256645, 0, 0, 0, 0, 1.0, 0.870416600000485, 12755.883504142039
0.17450275104716867, 1644.205156360072, 1.0173155073431702e-05, 0.011074006376339176, 0, 0, 0, 0, 1.0, 0.870416600000485, 12612.087455746516
0.17450275104716867, 2849.823549254227, 1.0173155073431702e-05, 0.011074006376339176, 0, 0, 0, 0, 1.0, 0.870416600000485, 11731.46799975337
0.09529148972513458, 2849.823549254227, 1.0173155073431702e-05, 0.011074006376339176, 0, 0, 0, 0, 1.0, 0.870416600000485, 10245.091305404345
0.09529148972513458, 3974.9297691884585, 1.0173155073431702e-05, 0.011074006376339176, 0, 0, 0, 0, 1.0, 0.870416600000485, 9393.891601736725
0.06608326295360646, 3974.9297691884585, 1.0173155073431702e-05, 0.011074006376339176, 0, 0, 0, 0, 1.0, 0.870416600000485, 8669.323637394898
0.06608326295360646, 5945.499696339695, 1.0173155073431702e-05, 0.011074006376339176, 0, 0, 0, 0, 1.0, 0.870416600000485, 7116.330639955987
0.06608326295360646, 5945.499696339695, 1.0173155073431702e-05, 0.011074006376339176, 0, 0, 0, 0, 1.0, 0.5589621147550166, 6931.244076191596
0.06608326295360646, 5945.499696339695, 1.0173155073431702e-05, 0.006803392053433244, 0, 0, 0, 0, 1.0, 0.5589621147550166, 6740.499556581693
0.06608326295360646, 5945.499696339695, 1.0173155073431702e-05, 0.003980964460482213, 0, 0, 0, 0, 1.0, 0.5589621147550166, 6625.423172831441
0.06608326295360646, 5945.499696339695, 1.0173155073431702e-05, 0.00220788974744172, 0, 0, 0, 0, 1.0, 0.5589621147550166, 6563.245661046045
0.06608326295360646, 5945.499696339695, 1.0173155073431702e-05, 0.0011544240700009027, 0, 0, 0, 0, 1.0, 0.5589621147550166, 6532.731801876293
0.06608326295360646, 5945.499696339695, 1.0173155073431702e-05, 0.0005657077948480382, 0, 0, 0, 0, 1.0, 0.5589621147550166, 6518.650582346303
0.06608326295360646, 5945.499696339695, 1.2377795338291181e-05, 0.0005657077948480382, 0, 0, 0, 0, 1.0, 0.5589621147550166, 6398.032743824868
0.06608326295360646, 5945.499696339695, 1.2377795338291181e-05, 0.0004559169795161189, 0, 0, 0, 0, 1.0, 0.5589621147550166, 6390.51451227317
0.06608326295360646, 5945.499696339695, 1.2377795338291181e-05, 0.00035959093168103843, 0, 0, 0, 0, 1.0, 0.5589621147550166, 6383.927662090541
0.05799614260574585, 5945.499696339695, 1.2377795338291181e-05, 0.00035959093168103843, 0, 0, 0, 0, 1.0, 0.5589621147550166, 6222.957466205825
