W, K, Slope, Min_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.00150697079302407, 4128.797799198495, 0.0008543640732271096, 0.033442299728590745, 0, 0, 0, 0, 1.0, 0.011568565243163846, 16102.478985936768
0.011135091729104863, 4128.797799198495, 0.0008543640732271096, 0.033442299728590745, 0, 0, 0, 0, 1.0, 0.011568565243163846, 15378.22294031161
0.08227781745309452, 4128.797799198495, 0.0008543640732271096, 0.033442299728590745, 0, 0, 0, 0, 1.0, 0.011568565243163846, 12188.954276319468
0.08227781745309452, 4128.797799198495, 0.000115625603837377, 0.033442299728590745, 0, 0, 0, 0, 1.0, 0.011568565243163846, 12174.967564704051
0.08227781745309452, 4128.797799198495, 1.5648223844735787e-05, 0.033442299728590745, 0, 0, 0, 0, 1.0, 0.011568565243163846, 12004.868846847618
0.08227781745309452, 4128.797799198495, 2.1177568061772345e-06, 0.033442299728590745, 0, 0, 0, 0, 1.0, 0.011568565243163846, 10520.506910765804
0.08227781745309452, 4128.797799198495, 2.8660721719026034e-07, 0.033442299728590745, 0, 0, 0, 0, 1.0, 0.011568565243163846, 9118.071323936054
0.08227781745309452, 4128.797799198495, 2.8660721719026034e-07, 0.033442299728590745, 0, 0, 0, 0, 1.0, 0.03144662068183518, 9093.958570109477
0.062495936497163375, 4128.797799198495, 2.8660721719026034e-07, 0.033442299728590745, 0, 0, 0, 0, 1.0, 0.03144662068183518, 8355.173505519893
0.062495936497163375, 5587.244740200222, 2.8660721719026034e-07, 0.033442299728590745, 0, 0, 0, 0, 1.0, 0.03144662068183518, 7233.602634667492
0.062495936497163375, 5587.244740200222, 3.997593324583052e-07, 0.033442299728590745, 0, 0, 0, 0, 1.0, 0.03144662068183518, 7111.564008774317
0.062495936497163375, 5587.244740200222, 5.764494762950914e-07, 0.033442299728590745, 0, 0, 0, 0, 1.0, 0.03144662068183518, 7022.13411888154
0.062495936497163375, 5587.244740200222, 8.622240857773376e-07, 0.033442299728590745, 0, 0, 0, 0, 1.0, 0.03144662068183518, 7010.873199797429
0.062495936497163375, 5587.244740200222, 8.622240857773376e-07, 0.02147589852784722, 0, 0, 0, 0, 1.0, 0.03144662068183518, 6912.331790600218
0.062495936497163375, 5587.244740200222, 1.4034580028227302e-06, 0.02147589852784722, 0, 0, 0, 0, 1.0, 0.03144662068183518, 6853.069100805561
0.062495936497163375, 5587.244740200222, 1.4034580028227302e-06, 0.012566494496394371, 0, 0, 0, 0, 1.0, 0.03144662068183518, 6648.260289338284
0.062495936497163375, 5587.244740200222, 1.4034580028227302e-06, 0.006969525760727624, 0, 0, 0, 0, 1.0, 0.03144662068183518, 6570.767551042217
