W, K, Slope, Min_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.001208506229592435, 1213.2761988096825, 1.6548514625915404e-05, 0.0063414908624604615, 0, 0, 0, 0, 1.0, 0.13212762946957304, 16130.512507798292
0.008929720326365666, 1213.2761988096825, 1.6548514625915404e-05, 0.0063414908624604615, 0, 0, 0, 0, 1.0, 0.13212762946957304, 15778.339210019987
0.06598220443927721, 1213.2761988096825, 1.6548514625915404e-05, 0.0063414908624604615, 0, 0, 0, 0, 1.0, 0.13212762946957304, 13203.116400735276
0.06598220443927721, 3298.0266441262233, 1.6548514625915404e-05, 0.0063414908624604615, 0, 0, 0, 0, 1.0, 0.13212762946957304, 9424.720380242194
0.06598220443927721, 3298.0266441262233, 5.50852199712198e-06, 0.0063414908624604615, 0, 0, 0, 0, 1.0, 0.13212762946957304, 8802.390782615841
0.06598220443927721, 3298.0266441262233, 5.50852199712198e-06, 0.0018910153227151994, 0, 0, 0, 0, 1.0, 0.13212762946957304, 8736.892937092378
0.06598220443927721, 3298.0266441262233, 5.50852199712198e-06, 0.0004996306730560334, 0, 0, 0, 0, 1.0, 0.13212762946957304, 8717.816692111375
0.06598220443927721, 6857.715048736692, 5.50852199712198e-06, 0.0004996306730560334, 0, 0, 0, 0, 1.0, 0.13212762946957304, 7526.5372097110185
0.06598220443927721, 6857.715048736692, 5.50852199712198e-06, 0.0004996306730560334, 0, 0, 0, 0, 1.0, 0.2956047758397844, 6523.373933898899
0.06598220443927721, 6857.715048736692, 5.50852199712198e-06, 0.00020604378022947501, 0, 0, 0, 0, 1.0, 0.2956047758397844, 6504.778605769467
0.06598220443927721, 6857.715048736692, 5.50852199712198e-06, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 6496.822735888698
0.05770886350588494, 6857.715048736692, 5.50852199712198e-06, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 6417.449867600416
0.05770886350588494, 6857.715048736692, 6.383190672688759e-06, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 5938.648562983349
0.05770886350588494, 6857.715048736692, 7.506557572589545e-06, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 5602.062858767259
0.05770886350588494, 6857.715048736692, 8.971893763292938e-06, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 5460.645115092778
0.054947205924037484, 6857.715048736692, 8.971893763292938e-06, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 5353.777335109339
0.054947205924037484, 7237.790937457429, 8.971893763292938e-06, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 5235.159822005478
0.054947205924037484, 7680.248874750307, 8.971893763292938e-06, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 5183.448587725494
0.054947205924037484, 7680.248874750307, 9.577018079271992e-06, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 5154.256848436194
0.051140481187511216, 7680.248874750307, 9.577018079271992e-06, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 5122.592013160872
0.051140481187511216, 8311.399867064014, 9.577018079271992e-06, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4951.038536495665
0.051140481187511216, 8311.399867064014, 1.0446217867466045e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4837.144651903506
0.051140481187511216, 8311.399867064014, 1.1493723056342332e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4768.576134424959
0.051140481187511216, 8311.399867064014, 1.2767696267802311e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4755.44365443588
0.049683314515180835, 8311.399867064014, 1.2767696267802311e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4683.103475629375
0.049683314515180835, 8579.932097147892, 1.2767696267802311e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4642.357736509934
0.049683314515180835, 8885.34902434883, 1.2767696267802311e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4623.115817738792
0.049683314515180835, 8885.34902434883, 1.326851280557473e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4618.465611938175
0.04864298561436216, 8885.34902434883, 1.326851280557473e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4574.919452208384
0.04864298561436216, 9094.605466007319, 1.326851280557473e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4553.250745918621
0.04864298561436216, 9330.48400030108, 1.326851280557473e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4542.636057149764
0.04864298561436216, 9330.48400030108, 1.3647546655588136e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4535.747510502653
0.04789524910653237, 9330.48400030108, 1.3647546655588136e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4512.519575405456
0.04789524910653237, 9490.841880979633, 1.3647546655588136e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4499.795612534982
0.04789524910653237, 9670.42052599137, 1.3647546655588136e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4492.591664607947
0.04789524910653237, 9670.42052599137, 1.3931865464689207e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4485.481172926995
0.04789524910653237, 9670.42052599137, 1.4251462182542492e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4480.12332026693
0.04730149339078788, 9670.42052599137, 1.4251462182542492e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4463.642350335833
0.04730149339078788, 9804.03160362729, 1.4251462182542492e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4455.00214054908
0.04730149339078788, 9953.13693662888, 1.4251462182542492e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4449.739795585376
0.04730149339078788, 9953.13693662888, 1.4490061509309797e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4444.377942480166
0.04687150623957541, 9953.13693662888, 1.4490061509309797e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4437.450559878694
0.04687150623957541, 10053.621152218195, 1.4490061509309797e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4431.56920122623
0.04687150623957541, 10053.621152218195, 1.4651059068479158e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4426.832823598977
0.04687150623957541, 10053.621152218195, 1.4830223242114815e-05, 7.776800669398145e-05, 0, 0, 0, 0, 1.0, 0.2956047758397844, 4422.306051785472
