W, K, Max_effect, TransitionWidth, TransitionConc, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.07506132001741617, 1022.3393771981299, 0.333093837374337, 195.7964276088172, 6918.485607733704, 0, 0, 0, 1.0, 0.057347420083283626, 13701.867617028056
0.07506132001741617, 2779.006551555814, 0.333093837374337, 195.7964276088172, 6918.485607733704, 0, 0, 0, 1.0, 0.057347420083283626, 10205.770503409552
0.07506132001741617, 2779.006551555814, 0.333093837374337, 195.7964276088172, 20784.279399915984, 0, 0, 0, 1.0, 0.057347420083283626, 9326.050884712935
0.07506132001741617, 2779.006551555814, 0.333093837374337, 656.6003150100946, 20784.279399915984, 0, 0, 0, 1.0, 0.057347420083283626, 9251.867245040525
0.07506132001741617, 2779.006551555814, 0.333093837374337, 2485.1181553548577, 20784.279399915984, 0, 0, 0, 1.0, 0.057347420083283626, 9194.643918018803
0.07506132001741617, 5778.496387554589, 0.333093837374337, 2485.1181553548577, 20784.279399915984, 0, 0, 0, 1.0, 0.057347420083283626, 7732.208159831159
0.07506132001741617, 5778.496387554589, 0.333093837374337, 2485.1181553548577, 20784.279399915984, 0, 0, 0, 1.0, 0.1283014864246303, 5686.582235778155
0.07506132001741617, 5778.496387554589, 0.5186941972544175, 2485.1181553548577, 20784.279399915984, 0, 0, 0, 1.0, 0.1283014864246303, 5617.024777257022
0.07506132001741617, 5778.496387554589, 0.40655729115221884, 2485.1181553548577, 20784.279399915984, 0, 0, 0, 1.0, 0.1283014864246303, 5587.891071460721
0.07506132001741617, 6178.840661178666, 0.40655729115221884, 2485.1181553548577, 20784.279399915984, 0, 0, 0, 1.0, 0.1283014864246303, 5518.0993037887165
0.06972922412828891, 6178.840661178666, 0.40655729115221884, 2485.1181553548577, 20784.279399915984, 0, 0, 0, 1.0, 0.1283014864246303, 5467.728148380781
0.06972922412828891, 6178.840661178666, 0.40655729115221884, 2485.1181553548577, 19166.08768593953, 0, 0, 0, 1.0, 0.1283014864246303, 5122.29655897524
0.06972922412828891, 6178.840661178666, 0.3718776713123317, 2485.1181553548577, 19166.08768593953, 0, 0, 0, 1.0, 0.1283014864246303, 5116.55663058641
0.06972922412828891, 6815.5484947494115, 0.3718776713123317, 2485.1181553548577, 19166.08768593953, 0, 0, 0, 1.0, 0.1283014864246303, 5102.182215251475
