W, K, Slope, Min_effect, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.10099918133886969, 3969.5694043748645, 1.0188373421347257, 0.0019324328878041845, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 9603.480953986067
0.10099918133886969, 3969.5694043748645, 1.0188373421347257, 0.0002615263522067247, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 9446.287827220807
0.10099918133886969, 3969.5694043748645, 1.0188373421347257, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 9424.947401448471
0.06125910008790053, 3969.5694043748645, 1.0188373421347257, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 8141.433275834322
0.06125910008790053, 6880.268149766813, 1.0188373421347257, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 6088.719770603279
0.06125910008790053, 6880.268149766813, 1.185200687169007, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 6016.205509966457
0.05186983520353262, 6880.268149766813, 1.185200687169007, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 5793.279508342003
0.05186983520353262, 8262.028400409165, 1.185200687169007, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 5342.241041710981
0.05186983520353262, 8262.028400409165, 1.4495104322762213, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 5019.245368592817
0.05186983520353262, 8262.028400409165, 1.8088132938734423, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 4914.219121937022
0.04880535311768957, 8262.028400409165, 1.8088132938734423, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 4795.336953491203
0.04880535311768957, 8834.436088635319, 1.8088132938734423, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 4683.236716431755
0.04880535311768957, 8834.436088635319, 1.947130707397458, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 4637.868155048655
0.04880535311768957, 8834.436088635319, 2.111526844385351, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 4615.585762083268
0.04880535311768957, 9237.185366997344, 2.111526844385351, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 4607.851623930119
0.04646977301293729, 9237.185366997344, 2.111526844385351, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 4596.703324116126
0.04646977301293729, 9749.138898558336, 2.111526844385351, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 4505.913345065379
0.04646977301293729, 10345.1196231623, 2.111526844385351, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 4460.722521000589
0.04646977301293729, 10345.1196231623, 2.2539422887821345, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 4434.886579119252
0.04646977301293729, 10345.1196231623, 2.4217181420039635, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 4425.116452383897
0.045561270930403804, 10345.1196231623, 2.4217181420039635, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 4408.610325345381
0.045561270930403804, 10572.256953194048, 2.4217181420039635, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 4390.4446908342625
0.045561270930403804, 10827.872224620158, 2.4217181420039635, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 4379.153770188613
0.045561270930403804, 10827.872224620158, 2.486202786015176, 3.539374294973522e-05, 0, 0, 0, 1, 1.0, 1.098904579057825e-06, 4374.379217330665
