W, K, Slope, Min_effect, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.6363276276939123, 7498.566887109667, 0.05759263033967671, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 8.716419702974544e-06, 28051.380602414665
0.08611757972523745, 7498.566887109667, 0.05759263033967671, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 8.716419702974544e-06, 10361.933034711208
0.08611757972523745, 4548.110720937934, 0.05759263033967671, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 8.716419702974544e-06, 9753.867612621027
0.08611757972523745, 4548.110720937934, 0.09982260034316597, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 8.716419702974544e-06, 8338.764430497225
0.08611757972523745, 4548.110720937934, 0.09982260034316597, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 8305.59450082295
0.06174194789757662, 4548.110720937934, 0.09982260034316597, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 7822.615252075697
0.06174194789757662, 6558.336054581568, 0.09982260034316597, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 6517.955679229387
0.06174194789757662, 6558.336054581568, 0.14930961664495093, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 6138.264438450419
0.05527059361627967, 6558.336054581568, 0.14930961664495093, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 5687.051481703392
0.05527059361627967, 7407.7869635862, 0.14930961664495093, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 5464.8806470472955
0.05527059361627967, 7407.7869635862, 0.17071515624653763, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 5385.344718719335
0.05134436230376601, 7407.7869635862, 0.17071515624653763, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 5258.481159518985
0.05134436230376601, 8033.226003613758, 0.17071515624653763, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 5093.029542335268
0.05134436230376601, 8033.226003613758, 0.18663527508197186, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 5006.019657706111
0.05134436230376601, 8033.226003613758, 0.20586738482254804, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4960.359063299432
0.05134436230376601, 8478.452364131683, 0.20586738482254804, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4955.032150120911
0.04838642161629303, 8478.452364131683, 0.20586738482254804, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4863.474310000539
0.04838642161629303, 9050.295703204294, 0.20586738482254804, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4758.42833213317
0.04838642161629303, 9050.295703204294, 0.22119145780837957, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4706.670869904767
0.04838642161629303, 9050.295703204294, 0.2393686302364818, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4677.6897127083985
0.04838642161629303, 9452.074919233182, 0.2393686302364818, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4668.94860017744
0.047244155800977614, 9452.074919233182, 0.2393686302364818, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4619.29545987918
0.047244155800977614, 9703.76138751462, 0.2393686302364818, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4598.791595562426
0.047244155800977614, 9988.36393120788, 0.2393686302364818, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4590.418245593876
0.047244155800977614, 9988.36393120788, 0.24710236860999502, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4581.9096429423025
0.047244155800977614, 9988.36393120788, 0.2558983876542512, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4577.2939969716745
0.04634397064624609, 9988.36393120788, 0.2558983876542512, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4546.032729553132
0.04634397064624609, 10201.985351404224, 0.2558983876542512, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4531.3649862032125
0.04634397064624609, 10442.249537609709, 0.2558983876542512, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4523.814196039873
0.04634397064624609, 10442.249537609709, 0.26253539206677146, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4517.862234226621
0.04569588265810794, 10442.249537609709, 0.26253539206677146, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4508.832269751279
0.04569588265810794, 10605.273038871228, 0.26253539206677146, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4498.063599666543
0.04569588265810794, 10787.540015426346, 0.26253539206677146, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4490.50309197995
0.04569588265810794, 10787.540015426346, 0.26750289132197025, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4484.694497363016
0.04569588265810794, 10787.540015426346, 0.2730757686611082, 0.00019625214536716116, 0, 0, 0, 1, 1.0, 1.1795387545564997e-05, 4479.8194340718255
