W, K, Slope, Min_effect, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.3532896802485383, 39651.73052533458, 0.046071963445801244, 0.000164493908290122, 0, 0, 0, 1, 1.0, 0.00022986349852136356, 184236.1897087789
0.04781255894100827, 39651.73052533458, 0.046071963445801244, 0.000164493908290122, 0, 0, 0, 1, 1.0, 0.00022986349852136356, 11026.4387155775
0.04781255894100827, 5366.278181467997, 0.046071963445801244, 0.000164493908290122, 0, 0, 0, 1, 1.0, 0.00022986349852136356, 8374.98212481423
0.04781255894100827, 5366.278181467997, 0.34042832248890764, 0.000164493908290122, 0, 0, 0, 1, 1.0, 0.00022986349852136356, 7114.667994943143
0.04781255894100827, 5366.278181467997, 0.34042832248890764, 0.000164493908290122, 0, 0, 0, 1, 1.0, 3.110864167814744e-05, 6902.970968490415
0.04781255894100827, 5366.278181467997, 0.34042832248890764, 0.000164493908290122, 0, 0, 0, 1, 1.0, 1.144422971615952e-05, 6664.159760614355
0.04781255894100827, 9301.117852745363, 0.34042832248890764, 0.000164493908290122, 0, 0, 0, 1, 1.0, 1.144422971615952e-05, 4713.804073512504
0.04781255894100827, 9301.117852745363, 0.34042832248890764, 0.000164493908290122, 0, 0, 0, 1, 1.0, 8.456925132638487e-06, 4596.586545396411
0.04682847552772139, 9301.117852745363, 0.34042832248890764, 0.000164493908290122, 0, 0, 0, 1, 1.0, 8.456925132638487e-06, 4584.481877102919
0.04682847552772139, 9516.347932399281, 0.34042832248890764, 0.000164493908290122, 0, 0, 0, 1, 1.0, 8.456925132638487e-06, 4554.706815552159
0.04682847552772139, 9758.857883123112, 0.34042832248890764, 0.000164493908290122, 0, 0, 0, 1, 1.0, 8.456925132638487e-06, 4532.175508761854
0.04682847552772139, 10032.762763362916, 0.34042832248890764, 0.000164493908290122, 0, 0, 0, 1, 1.0, 8.456925132638487e-06, 4520.2258176268115
0.04612094185355541, 10032.762763362916, 0.34042832248890764, 0.000164493908290122, 0, 0, 0, 1, 1.0, 8.456925132638487e-06, 4510.6008493120535
0.04612094185355541, 10202.194065393458, 0.34042832248890764, 0.000164493908290122, 0, 0, 0, 1, 1.0, 8.456925132638487e-06, 4496.385468886078
0.04612094185355541, 10391.87517803724, 0.34042832248890764, 0.000164493908290122, 0, 0, 0, 1, 1.0, 8.456925132638487e-06, 4486.031822304953
0.04612094185355541, 10604.60012371969, 0.34042832248890764, 0.000164493908290122, 0, 0, 0, 1, 1.0, 8.456925132638487e-06, 4481.164187710245
0.04612094185355541, 10604.60012371969, 0.3481016626125991, 0.000164493908290122, 0, 0, 0, 1, 1.0, 8.456925132638487e-06, 4475.964267942547
0.0455589745730205, 10604.60012371969, 0.3481016626125991, 0.000164493908290122, 0, 0, 0, 1, 1.0, 8.456925132638487e-06, 4466.465072512917
0.0455589745730205, 10748.576372572485, 0.3481016626125991, 0.000164493908290122, 0, 0, 0, 1, 1.0, 8.456925132638487e-06, 4458.612605866466
0.0455589745730205, 10909.208981398388, 0.3481016626125991, 0.000164493908290122, 0, 0, 0, 1, 1.0, 8.456925132638487e-06, 4453.250796030258
0.0455589745730205, 10909.208981398388, 0.3538283635110374, 0.000164493908290122, 0, 0, 0, 1, 1.0, 8.456925132638487e-06, 4448.326652445222
