W, K, Kin_const, Max_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.06442791642400952, 2124.7069530022154, 5814.750045568707, 0.05208181126199184, 0, 0, 0, 0, 1.0, 2.42011047870464, 16234.56687391755
0.06442791642400952, 2124.7069530022154, 5814.750045568707, 0.05208181126199184, 0, 0, 0, 0, 1.0, 0.32752633709938683, 15297.086163525064
0.06442791642400952, 15699.578869521378, 5814.750045568707, 0.05208181126199184, 0, 0, 0, 0, 1.0, 0.32752633709938683, 13953.104463289617
0.06442791642400952, 116005.0689964797, 5814.750045568707, 0.05208181126199184, 0, 0, 0, 0, 1.0, 0.32752633709938683, 13722.304462797572
0.06442791642400952, 116005.0689964797, 5814.750045568707, 0.05208181126199184, 0, 0, 0, 0, 1.0, 0.12049020586105187, 13597.21859120726
0.06442791642400952, 348498.4868847861, 5814.750045568707, 0.05208181126199184, 0, 0, 0, 0, 1.0, 0.12049020586105187, 13551.189749092788
0.06442791642400952, 1168684.3272046878, 5814.750045568707, 0.05208181126199184, 0, 0, 0, 0, 1.0, 0.12049020586105187, 13535.356240364059
0.06442791642400952, 1168684.3272046878, 5814.750045568707, 0.05208181126199184, 0, 0, 0, 0, 1.0, 0.23440923853373385, 13512.113123975649
0.06442791642400952, 1168684.3272046878, 5814.750045568707, 0.05208181126199184, 0, 0, 0, 0, 1.0, 0.16255939951680207, 13467.397743887137
0.07125064694431613, 1168684.3272046878, 5814.750045568707, 0.05208181126199184, 0, 0, 0, 0, 1.0, 0.16255939951680207, 13065.006339412243
0.07125064694431613, 1168684.3272046878, 5814.750045568707, 0.0581798071443577, 0, 0, 0, 0, 1.0, 0.16255939951680207, 12812.47326131332
0.07572446625342065, 1168684.3272046878, 5814.750045568707, 0.0581798071443577, 0, 0, 0, 0, 1.0, 0.16255939951680207, 12640.27547181544
0.07572446625342065, 1168684.3272046878, 5814.750045568707, 0.06221060530855863, 0, 0, 0, 0, 1.0, 0.16255939951680207, 12447.241079856509
0.07856640895276146, 1168684.3272046878, 5814.750045568707, 0.06221060530855863, 0, 0, 0, 0, 1.0, 0.16255939951680207, 12397.088659766487
0.07856640895276146, 1168684.3272046878, 5814.750045568707, 0.06478361487408829, 0, 0, 0, 0, 1.0, 0.16255939951680207, 12258.552052742676
0.07856640895276146, 1168684.3272046878, 5814.750045568707, 0.06773700701801774, 0, 0, 0, 0, 1.0, 0.16255939951680207, 12201.531780689556
0.08251517241241542, 1168684.3272046878, 5814.750045568707, 0.06773700701801774, 0, 0, 0, 0, 1.0, 0.16255939951680207, 12113.060372624448
0.08251517241241542, 1168684.3272046878, 5814.750045568707, 0.07149120254213749, 0, 0, 0, 0, 1.0, 0.16255939951680207, 11951.446217777486
0.08251517241241542, 1168684.3272046878, 5814.750045568707, 0.07364397667803704, 0, 0, 0, 0, 1.0, 0.16255939951680207, 11939.233758624514
0.08525245690807988, 1168684.3272046878, 5814.750045568707, 0.07364397667803704, 0, 0, 0, 0, 1.0, 0.16255939951680207, 11835.373305368861
0.08525245690807988, 1168684.3272046878, 5814.750045568707, 0.07633568963310389, 0, 0, 0, 0, 1.0, 0.16255939951680207, 11782.943772399274
0.08695241024696714, 1168684.3272046878, 5814.750045568707, 0.07633568963310389, 0, 0, 0, 0, 1.0, 0.16255939951680207, 11735.203036649285
0.08695241024696714, 1168684.3272046878, 5814.750045568707, 0.07801171517567711, 0, 0, 0, 0, 1.0, 0.16255939951680207, 11700.958565565286
0.0890547393943606, 1168684.3272046878, 5814.750045568707, 0.07801171517567711, 0, 0, 0, 0, 1.0, 0.16255939951680207, 11688.431862974712
0.0890547393943606, 1168684.3272046878, 5814.750045568707, 0.08008898320887806, 0, 0, 0, 0, 1.0, 0.16255939951680207, 11616.838258303347
0.0890547393943606, 1168684.3272046878, 5814.750045568707, 0.08125496441380699, 0, 0, 0, 0, 1.0, 0.16255939951680207, 11603.362120631795
0.09048193382467712, 1168684.3272046878, 5814.750045568707, 0.08125496441380699, 0, 0, 0, 0, 1.0, 0.16255939951680207, 11578.220384271961
0.09048193382467712, 1168684.3272046878, 5814.750045568707, 0.08268852118736528, 0, 0, 0, 0, 1.0, 0.16255939951680207, 11549.594543144229
