W, K, empty_0, Slope, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.0011208612858565475, 4569.508109403642, 0, 2.385800089019109e-06, 0, 0, 0, 0, 1.0, 0.03325046146591443, 16124.304324335251
0.008282106920313574, 4569.508109403642, 0, 2.385800089019109e-06, 0, 0, 0, 0, 1.0, 0.03325046146591443, 15822.208055026735
0.061196952651538766, 4569.508109403642, 0, 2.385800089019109e-06, 0, 0, 0, 0, 1.0, 0.03325046146591443, 6935.804359928529
0.061196952651538766, 7533.8452166105135, 0, 2.385800089019109e-06, 0, 0, 0, 0, 1.0, 0.03325046146591443, 6413.989583653797
0.061196952651538766, 7533.8452166105135, 0, 2.385800089019109e-06, 0, 0, 0, 0, 1.0, 0.057631462681279715, 6085.131701033863
0.061196952651538766, 7533.8452166105135, 0, 2.385800089019109e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 6059.5662099049905
0.061196952651538766, 6379.122600132578, 0, 2.385800089019109e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 6008.563474651589
0.061196952651538766, 6379.122600132578, 0, 2.8649389332075175e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 5838.273797278993
0.05533693124104237, 6379.122600132578, 0, 2.8649389332075175e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 5774.721326336574
0.05533693124104237, 7126.021803638269, 0, 2.8649389332075175e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 5432.444792308122
0.05533693124104237, 7126.021803638269, 0, 3.2360124739352436e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 5264.218439112316
0.05533693124104237, 7126.021803638269, 0, 3.6999383396533633e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 5191.042734772688
0.0533352566088346, 7126.021803638269, 0, 3.6999383396533633e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 5110.9325805083245
0.0533352566088346, 7420.751651933311, 0, 3.6999383396533633e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 5027.787449259174
0.0533352566088346, 7759.0530831434635, 0, 3.6999383396533633e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4978.8504084456945
0.0533352566088346, 7759.0530831434635, 0, 3.885897982118127e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4960.350382688189
0.05053447868765405, 7759.0530831434635, 0, 3.885897982118127e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4932.014131350784
0.05053447868765405, 8233.376623596485, 0, 3.885897982118127e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4805.325545845186
0.05053447868765405, 8233.376623596485, 0, 4.14798884280288e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4742.401233331951
0.05053447868765405, 8846.241378295661, 0, 4.14798884280288e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4705.113312566687
0.05053447868765405, 8846.241378295661, 0, 4.48886416037862e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4684.5846159723715
0.04838641031081121, 8846.241378295661, 0, 4.48886416037862e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4613.214518302854
0.04838641031081121, 9279.180226211258, 0, 4.48886416037862e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4555.589291543788
0.04838641031081121, 9279.180226211258, 0, 4.731102642496788e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4519.189318682076
0.04838641031081121, 9279.180226211258, 0, 5.0126902390129835e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4495.820137096226
0.04838641031081121, 9279.180226211258, 0, 5.341831879774384e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4488.704411322278
0.04754754337676532, 9279.180226211258, 0, 5.341831879774384e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4460.79321648318
0.04754754337676532, 9459.418996675573, 0, 5.341831879774384e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4442.976879024523
0.04754754337676532, 9661.727856687019, 0, 5.341831879774384e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4431.731110574996
0.046997352925075675, 9661.727856687019, 0, 5.341831879774384e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4425.099092319858
0.046997352925075675, 9786.219553498133, 0, 5.341831879774384e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4414.1834100683745
0.046997352925075675, 9925.013925616022, 0, 5.341831879774384e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4405.705735111583
0.046997352925075675, 10079.96238900944, 0, 5.341831879774384e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4400.729649334869
0.046997352925075675, 10079.96238900944, 0, 5.433638997085138e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4396.203634856351
0.0465589402324757, 10079.96238900944, 0, 5.433638997085138e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4388.479501003678
0.0465589402324757, 10184.418891133852, 0, 5.433638997085138e-06, 0, 0, 0, 0, 1.0, 0.07798906664756847, 4382.591010273185
