W, K, Effect, empty_0, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.0017419953106980674, 2843.7401052885566, 0, 0.036495176007566445, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 16095.377048162081
0.012871701074822148, 2843.7401052885566, 0, 0.036495176007566445, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 15410.998221680624
0.0951097213305268, 2843.7401052885566, 0, 0.036495176007566445, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 10529.775172871487
0.0951097213305268, 4688.534799932266, 0, 0.036495176007566445, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 10143.416705680493
0.05487353568698836, 4688.534799932266, 0, 0.036495176007566445, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 8752.63164024784
0.05487353568698836, 8585.88970881378, 0, 0.036495176007566445, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 7379.7940109262145
0.05487353568698836, 8585.88970881378, 0, 0.071000014955187, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 6469.6469468687
0.04569636190473289, 8585.88970881378, 0, 0.071000014955187, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 6002.841143078542
0.04569636190473289, 10500.615497469707, 0, 0.071000014955187, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 5565.144383911159
0.04569636190473289, 10500.615497469707, 0, 0.08859941126086522, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 5289.419532542269
0.04569636190473289, 10500.615497469707, 0, 0.11303696059889903, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 5197.7706815058555
0.04569636190473289, 10858.274862077553, 0, 0.11303696059889903, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 5189.768718790875
0.04486227406001151, 10858.274862077553, 0, 0.11303696059889903, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 5153.20509383511
0.04486227406001151, 11080.547155640343, 0, 0.11303696059889903, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 5138.34573212684
0.04486227406001151, 11330.305479096525, 0, 0.11303696059889903, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 5127.273865767378
0.04486227406001151, 11611.546701625399, 0, 0.11303696059889903, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 5121.564976542016
0.044261347787519424, 11611.546701625399, 0, 0.11303696059889903, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 5104.509350977596
0.044261347787519424, 11785.07601141803, 0, 0.11303696059889903, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 5095.311885277273
0.044261347787519424, 11978.955020430005, 0, 0.11303696059889903, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 5087.780442059363
0.044261347787519424, 12195.907871466077, 0, 0.11303696059889903, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 5082.647064953143
0.04382654891987914, 12195.907871466077, 0, 0.11303696059889903, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 5077.359171109826
0.04382654891987914, 12329.067534971198, 0, 0.11303696059889903, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 5071.09251551459
0.04382654891987914, 12477.223016250671, 0, 0.11303696059889903, 0, 0, 0, 1, 1.0, 1.0491612753399474e-06, 5065.483389027468
